"level" "taxa" "taxashort" "hex" "R" "G" "B" "taxaSilva" "taxaSilvaCorrected"
"5" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7" "S24-7" "#AE4DA8" "0.682352941176471" "0.301960784313725" "0.658823529411765" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.S24-7" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.S24-7"
"5" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]" "[Barnesiellaceae]" "#6A0000" "0.413793103448276" "0" "0" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Barnesiellaceae]" "Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Barnesiellaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]" "[Odoribacteraceae]" "#333399" "0.2" "0.2" "0.6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Odoribacteraceae]" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Odoribacteraceae]"
"5" "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]" "[Paraprevotellaceae]" "#A795C1" "0.655172413793103" "0.586206896551724" "0.758620689655172" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Paraprevotellaceae]" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Paraprevotellaceae]"
"5" "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__" "" "#842C4F" "0.517241379310345" "0.172413793103448" "0.310344827586207" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales." "Bacteria.Bacteroidetes.Cytophagia.Cytophagales."
"5" "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae" "Cyclobacteriaceae" "#727B72" "0.448275862068966" "0.482758620689655" "0.448275862068966" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cyclobacteriaceae" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cyclobacteriaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae" "Cytophagaceae" "#DC4600" "0.862068965517241" "0.275862068965517" "0" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae" "Flammeovirgaceae" "#093500" "0.0344827586206897" "0.206896551724138" "0" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Flammeovirgaceae" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Flammeovirgaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae" "Cryomorphaceae" "#95CA7B" "0.586206896551724" "0.793103448275862" "0.482758620689655" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Cryomorphaceae" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Cryomorphaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae" "Flavobacteriaceae" "#0012D3" "0" "0.0689655172413793" "0.827586206896552" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]" "[Weeksellaceae]" "#B9EDFF" "0.724137931034483" "0.931034482758621" "1" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.[Weeksellaceae]" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.[Weeksellaceae]"
"5" "k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__" "" "#583E95" "0.344827586206897" "0.241379310344828" "0.586206896551724" "Bacteria.Bacteroidetes.Sphingobacteriia.Sphingobacteriales." "Bacteria.Bacteroidetes.Sphingobacteriia.Sphingobacteriales."
"5" "k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae" "Sphingobacteriaceae" "#468446" "0.275862068965517" "0.517241379310345" "0.275862068965517" "Bacteria.Bacteroidetes.Sphingobacteriia.Sphingobacteriales.Sphingobacteriaceae" "Bacteria.Bacteroidetes.Sphingobacteriia.Sphingobacteriales.Sphingobacteriaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae" "Rhodothermaceae" "#B0FF4F" "0.689655172413793" "1" "0.310344827586207" "Bacteria.Bacteroidetes.[Rhodothermi].[Rhodothermales].Rhodothermaceae" "Bacteria.Bacteroidetes.[Rhodothermi].[Rhodothermales].Rhodothermaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae]" "[Balneolaceae]" "#46CA58" "0.275862068965517" "0.793103448275862" "0.344827586206897" "Bacteria.Bacteroidetes.[Rhodothermi].[Rhodothermales].[Balneolaceae]" "Bacteria.Bacteroidetes.[Rhodothermi].[Rhodothermales].[Balneolaceae]"
"5" "k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae" "Chitinophagaceae" "#E5586A" "0.896551724137931" "0.344827586206897" "0.413793103448276" "Bacteria.Bacteroidetes.[Saprospirae].[Saprospirales].Chitinophagaceae" "Bacteria.Bacteroidetes.[Saprospirae].[Saprospirales].Chitinophagaceae"
"5" "k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae" "Saprospiraceae" "#ED8D46" "0.931034482758621" "0.551724137931034" "0.275862068965517" "Bacteria.Bacteroidetes.[Saprospirae].[Saprospirales].Saprospiraceae" "Bacteria.Bacteroidetes.[Saprospirae].[Saprospirales].Saprospiraceae"
"5" "k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__" "" "#7B4F12" "0.482758620689655" "0.310344827586207" "0.0689655172413793" "Bacteria.Chlamydiae.Chlamydiia.Chlamydiales." "Bacteria.Chlamydiae.Chlamydiia.Chlamydiales."
"5" "k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae" "Parachlamydiaceae" "#6172CA" "0.379310344827586" "0.448275862068966" "0.793103448275862" "Bacteria.Chlamydiae.Chlamydiia.Chlamydiales.Parachlamydiaceae" "Bacteria.Chlamydiae.Chlamydiia.Chlamydiales.Parachlamydiaceae"
"5" "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae" "Anaerolinaceae" "#00FFED" "0" "1" "0.931034482758621" "Bacteria.Chloroflexi.Anaerolineae.Anaerolineales.Anaerolinaceae" "Bacteria.Chloroflexi.Anaerolineae.Anaerolineales.Anaerolinaceae"
"5" "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae" "Ardenscatenaceae" "#4F9584" "0.310344827586207" "0.586206896551724" "0.517241379310345" "Bacteria.Chloroflexi.Anaerolineae.Ardenscatenales.Ardenscatenaceae" "Bacteria.Chloroflexi.Anaerolineae.Ardenscatenales.Ardenscatenaceae"
"5" "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae" "Caldilineaceae" "#B900CA" "0.724137931034483" "0" "0.793103448275862" "Bacteria.Chloroflexi.Anaerolineae.Caldilineales.Caldilineaceae" "Bacteria.Chloroflexi.Anaerolineae.Caldilineales.Caldilineaceae"
"5" "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__" "" "#FFDC72" "1" "0.862068965517241" "0.448275862068966" "Bacteria.Chloroflexi.Anaerolineae.DRC31." "Bacteria.Chloroflexi.Anaerolineae.DRC31."
"5" "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__" "" "#1223B9" "0.0689655172413793" "0.137931034482759" "0.724137931034483" "Bacteria.Chloroflexi.Anaerolineae.GCA004." "Bacteria.Chloroflexi.Anaerolineae.GCA004."
"5" "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b" "A4b" "#A7006A" "0.655172413793103" "0" "0.413793103448276" "Bacteria.Chloroflexi.Anaerolineae.SBR1031.A4b" "Bacteria.Chloroflexi.Anaerolineae.SBR1031.A4b"
"5" "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__" "" "#9E726A" "0.620689655172414" "0.448275862068966" "0.413793103448276" "Bacteria.Chloroflexi.Chloroflexi.AKIW781." "Bacteria.Chloroflexi.Chloroflexi.AKIW781."
"5" "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;Other" "Chloroflexales;Other" "#1AB9CA" "0.103448275862069" "0.724137931034483" "0.793103448275862" "Bacteria.Chloroflexi.Chloroflexi.Chloroflexales.Other" "Bacteria.Chloroflexi.Chloroflexi.Chloroflexales.Other"
"5" "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Chloroflexaceae" "Chloroflexaceae" "#002C23" "0" "0.172413793103448" "0.137931034482759" "Bacteria.Chloroflexi.Chloroflexi.Chloroflexales.Chloroflexaceae" "Bacteria.Chloroflexi.Chloroflexi.Chloroflexales.Chloroflexaceae"
"5" "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__" "" "#958D4F" "0.586206896551724" "0.551724137931034" "0.310344827586207" "Bacteria.Chloroflexi.Chloroflexi.[Roseiflexales]." "Bacteria.Chloroflexi.Chloroflexi.[Roseiflexales]."
"5" "k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__" "" "#B0D309" "0.689655172413793" "0.827586206896552" "0.0344827586206897" "Bacteria.Chloroflexi.Ellin6529.." "Bacteria.Chloroflexi.Ellin6529.."
"5" "k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__" "" "#B94635" "0.724137931034483" "0.275862068965517" "0.206896551724138" "Bacteria.Chloroflexi.Gitt-GS-136.." "Bacteria.Chloroflexi.Gitt-GS-136.."
"5" "k__Bacteria;p__Chloroflexi;c__S085;o__;f__" "" "#0072FF" "0" "0.448275862068966" "1" "Bacteria.Chloroflexi.S085.." "Bacteria.Chloroflexi.S085.."
"5" "k__Bacteria;p__Chloroflexi;c__TK10;Other;Other" "TK10;Other;Other" "#FFF600" "1" "0.96551724137931" "0" "Bacteria.Chloroflexi.TK10.Other.Other" "Bacteria.Chloroflexi.TK10.Other.Other"
"5" "k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__;f__" "" "#61A7CA" "0.379310344827586" "0.655172413793103" "0.793103448275862" "Bacteria.Chloroflexi.Thermomicrobia.." "Bacteria.Chloroflexi.Thermomicrobia.."
"5" "k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__" "" "#58D39E" "0.344827586206897" "0.827586206896552" "0.620689655172414" "Bacteria.Chloroflexi.Thermomicrobia.JG30-KF-CM45." "Bacteria.Chloroflexi.Thermomicrobia.JG30-KF-CM45."
"5" "k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__" "" "#7246C1" "0.448275862068966" "0.275862068965517" "0.758620689655172" "Bacteria.Chloroflexi.Thermomicrobia.Sphaerobacterales." "Bacteria.Chloroflexi.Thermomicrobia.Sphaerobacterales."
"5" "k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__" "" "#8DCAB9" "0.551724137931034" "0.793103448275862" "0.724137931034483" "Bacteria.Cyanobacteria.4C0d-2.MLE1-12." "Bacteria.Cyanobacteria.4C0d-2.MLE1-12."
"5" "k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__" "" "#E7C947" "0.9059" "0.7882" "0.2784" "Bacteria.Cyanobacteria.4C0d-2.YS2." "Bacteria.Cyanobacteria.4C0d-2.YS2."
"5" "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__" "" "#84FF00" "0.517241379310345" "1" "0" "Bacteria.Cyanobacteria.Chloroplast.." "Bacteria.Cyanobacteria.Chloroplast.."
"5" "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__CAB-I;f__" "" "#466A7B" "0.275862068965517" "0.413793103448276" "0.482758620689655" "Bacteria.Cyanobacteria.Chloroplast.CAB-I." "Bacteria.Cyanobacteria.Chloroplast.CAB-I."
"5" "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__" "" "#002384" "0" "0.137931034482759" "0.517241379310345" "Bacteria.Cyanobacteria.Chloroplast.Chlorophyta." "Bacteria.Cyanobacteria.Chloroplast.Chlorophyta."
"5" "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae" "Chlamydomonadaceae" "#46003E" "0.275862068965517" "0" "0.241379310344828" "Bacteria.Cyanobacteria.Chloroplast.Chlorophyta.Chlamydomonadaceae" "Bacteria.Cyanobacteria.Chloroplast.Chlorophyta.Chlamydomonadaceae"
"5" "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__" "" "#B04F95" "0.689655172413793" "0.310344827586207" "0.586206896551724" "Bacteria.Cyanobacteria.Chloroplast.Stramenopiles." "Bacteria.Cyanobacteria.Chloroplast.Stramenopiles."
"5" "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__" "" "#313131" "0.192307692307692" "0.192307692307692" "0.192307692307692" "Bacteria.Cyanobacteria.Chloroplast.Streptophyta." "Bacteria.Cyanobacteria.Chloroplast.Streptophyta."
"5" "k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__" "" "#D3FF8D" "0.827586206896552" "1" "0.551724137931034" "Bacteria.Cyanobacteria.ML635J-21.." "Bacteria.Cyanobacteria.ML635J-21.."
"5" "k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae" "Nostocaceae" "#091A58" "0.0344827586206897" "0.103448275862069" "0.344827586206897" "Bacteria.Cyanobacteria.Nostocophycideae.Nostocales.Nostocaceae" "Bacteria.Cyanobacteria.Nostocophycideae.Nostocales.Nostocaceae"
"5" "k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae" "Xenococcaceae" "#3E463E" "0.241379310344828" "0.275862068965517" "0.241379310344828" "Bacteria.Cyanobacteria.Oscillatoriophycideae.Chroococcales.Xenococcaceae" "Bacteria.Cyanobacteria.Oscillatoriophycideae.Chroococcales.Xenococcaceae"
"5" "k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae" "Phormidiaceae" "#615895" "0.379310344827586" "0.344827586206897" "0.586206896551724" "Bacteria.Cyanobacteria.Oscillatoriophycideae.Oscillatoriales.Phormidiaceae" "Bacteria.Cyanobacteria.Oscillatoriophycideae.Oscillatoriales.Phormidiaceae"
"5" "k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae" "Pseudanabaenaceae" "#F6A78D" "0.96551724137931" "0.655172413793103" "0.551724137931034" "Bacteria.Cyanobacteria.Synechococcophycideae.Pseudanabaenales.Pseudanabaenaceae" "Bacteria.Cyanobacteria.Synechococcophycideae.Pseudanabaenales.Pseudanabaenaceae"
"5" "k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Acaryochloridaceae" "Acaryochloridaceae" "#F67BFF" "0.96551724137931" "0.482758620689655" "1" "Bacteria.Cyanobacteria.Synechococcophycideae.Synechococcales.Acaryochloridaceae" "Bacteria.Cyanobacteria.Synechococcophycideae.Synechococcales.Acaryochloridaceae"
"5" "k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae" "Deferribacteraceae" "#E5FFDC" "0.896551724137931" "1" "0.862068965517241" "Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae" "Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other" "Bacillales;Other" "#3B3B3B" "0.230769230769231" "0.230769230769231" "0.230769230769231" "Bacteria.Firmicutes.Bacilli.Bacillales.Other" "Bacteria.Firmicutes.Bacilli.Bacillales.Other"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__" "" "#7B4672" "0.482758620689655" "0.275862068965517" "0.448275862068966" "Bacteria.Firmicutes.Bacilli.Bacillales." "Bacteria.Firmicutes.Bacilli.Bacillales."
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae" "Alicyclobacillaceae" "#B97BFF" "0.724137931034483" "0.482758620689655" "1" "Bacteria.Firmicutes.Bacilli.Bacillales.Alicyclobacillaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Alicyclobacillaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae" "Bacillaceae" "#619E00" "0.379310344827586" "0.620689655172414" "0" "Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae" "Listeriaceae" "#FFB000" "1" "0.689655172413793" "0" "Bacteria.Firmicutes.Bacilli.Bacillales.Listeriaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Listeriaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae" "Paenibacillaceae" "#2C1209" "0.172413793103448" "0.0689655172413793" "0.0344827586206897" "Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae" "Planococcaceae" "#58FF4F" "0.344827586206897" "1" "0.310344827586207" "Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae" "Sporolactobacillaceae" "#D3CAD3" "0.827586206896552" "0.793103448275862" "0.827586206896552" "Bacteria.Firmicutes.Bacilli.Bacillales.Sporolactobacillaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Sporolactobacillaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae" "Staphylococcaceae" "#454545" "0.269230769230769" "0.269230769230769" "0.269230769230769" "Bacteria.Firmicutes.Bacilli.Bacillales.Staphylococcaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Staphylococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae" "Thermoactinomycetaceae" "#843509" "0.517241379310345" "0.206896551724138" "0.0344827586206897" "Bacteria.Firmicutes.Bacilli.Bacillales.Thermoactinomycetaceae" "Bacteria.Firmicutes.Bacilli.Bacillales.Thermoactinomycetaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]" "[Exiguobacteraceae]" "#2C8423" "0.172413793103448" "0.517241379310345" "0.137931034482759" "Bacteria.Firmicutes.Bacilli.Bacillales.[Exiguobacteraceae]" "Bacteria.Firmicutes.Bacilli.Bacillales.[Exiguobacteraceae]"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]" "[Thermicanaceae]" "#6A1223" "0.413793103448276" "0.0689655172413793" "0.137931034482759" "Bacteria.Firmicutes.Bacilli.Bacillales.[Thermicanaceae]" "Bacteria.Firmicutes.Bacilli.Bacillales.[Thermicanaceae]"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae" "Gemellaceae" "#723EFF" "0.448275862068966" "0.241379310344828" "1" "Bacteria.Firmicutes.Bacilli.Gemellales.Gemellaceae" "Bacteria.Firmicutes.Bacilli.Gemellales.Gemellaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other" "Lactobacillales;Other" "#2C2335" "0.172413793103448" "0.137931034482759" "0.206896551724138" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Other" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Other"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__" "" "#46B0F6" "0.275862068965517" "0.689655172413793" "0.96551724137931" "Bacteria.Firmicutes.Bacilli.Lactobacillales." "Bacteria.Firmicutes.Bacilli.Lactobacillales."
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae" "Aerococcaceae" "#35E58D" "0.206896551724138" "0.896551724137931" "0.551724137931034" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Aerococcaceae" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Aerococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae" "Carnobacteriaceae" "#FFE59E" "1" "0.896551724137931" "0.620689655172414" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae" "Enterococcaceae" "#AA672B" "0.6667" "0.4039" "0.1686" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae" "Lactobacillaceae" "#FB9A99" "0.984313725490196" "0.603921568627451" "0.6" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae" "Leuconostocaceae" "#953E9E" "0.586206896551724" "0.241379310344828" "0.620689655172414" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Leuconostocaceae" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Leuconostocaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae" "Streptococcaceae" "#6B93D4" "0.4196" "0.5765" "0.8314" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae" "Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae" "Turicibacteraceae" "#DA4650" "0.854901960784314" "0.274509803921569" "0.313725490196078" "Bacteria.Firmicutes.Bacilli.Turicibacterales.Turicibacteraceae" "Bacteria.Firmicutes.Bacilli.Turicibacterales.Turicibacteraceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other" "Clostridia;Other;Other" "#D37261" "0.827586206896552" "0.448275862068966" "0.379310344827586" "Bacteria.Firmicutes.Clostridia.Other.Other" "Bacteria.Firmicutes.Clostridia.Other.Other"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other" "Clostridiales;Other" "#F4D440" "0.956862745098039" "0.831372549019608" "0.250980392156863" "Bacteria.Firmicutes.Clostridia.Clostridiales.Other" "Bacteria.Firmicutes.Clostridia.Clostridiales.Other"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__" "" "#B2DF8A" "0.698039215686274" "0.874509803921569" "0.541176470588235" "Bacteria.Firmicutes.Clostridia.Clostridiales." "Bacteria.Firmicutes.Clostridia.Clostridiales."
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae" "Christensenellaceae" "#4E4E4E" "0.307692307692308" "0.307692307692308" "0.307692307692308" "Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae" "Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae" "Clostridiaceae" "#A6CEE3" "0.650980392156863" "0.807843137254902" "0.890196078431372" "Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae" "Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae" "Dehalobacteriaceae" "#FF61B0" "1" "0.379310344827586" "0.689655172413793" "Bacteria.Firmicutes.Clostridia.Clostridiales.Dehalobacteriaceae" "Bacteria.Firmicutes.Clostridia.Clostridiales.Dehalobacteriaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae" "Eubacteriaceae" "#A86666" "0.66" "0.4" "0.4" "Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae" "Bacteria.Firmicutes.Clostridia.Eubacteriales.Eubacteriaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae" "Lachnospiraceae" "#66A61E" "0.4" "0.650980392156863" "0.117647058823529" "Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae" "Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae" "Peptococcaceae" "#230023" "0.137931034482759" "0" "0.137931034482759" "Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae" "Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae" "Peptostreptococcaceae" "#CCCC00" "0.8" "0.8" "0" "Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae" "Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae" "Ruminococcaceae" "#1F78B4" "0.12156862745098" "0.470588235294118" "0.705882352941177" "Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae" "Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae" "Veillonellaceae" "#0000CC" "0" "0" "0.8" "Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae" "Bacteria.Firmicutes.Negativicutes.Veillonellales.Selenomonadales.Veillonellaceae"
"5" "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]" "[Mogibacteriaceae]" "#767676" "0.461538461538462" "0.461538461538462" "0.461538461538462" "Bacteria.Firmicutes.Clostridia.Clostridiales.[Mogibacteriaceae]" "Bacteria.Firmicutes.Clostridia.Clostridiales.[Mogibacteriaceae]"
