r11	r22	rs1	rs2	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	uniqueRatio	sharedRatio
0.35	0.05	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835713550953519	0.0836991860182144	1.00152960213122	0.142857142857143	13
0.5	0.05	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835905702383059	0.0837390174740417	1.00177588495105	0.1	13
0.65	0.05	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836119127236221	0.0837853759178752	1.00207462296463	0.0769230769230769	13
0.8	0.05	0.05	0.65	2	1	alldata	TRUE	FALSE	0.083635657497249	0.0838390562937964	1.00243196266561	0.0625	13
0.95	0.05	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836621174336324	0.0839008542881659	1.00285358369901	0.0526315789473684	13
0.05	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835332450139332	0.0836277373250528	1.00113119406655	4	13
0.2	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835481446665186	0.0836552788134938	1.00128230432169	1	13
0.35	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835645959010822	0.0836874295583577	1.00146992462479	0.571428571428572	13
0.5	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835827836091087	0.0837246143884822	1.00169688987671	0.4	13
0.65	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836029247185317	0.0837677398551164	1.00197140395673	0.307692307692308	13
0.8	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836252675640413	0.0838175051992009	1.00229879844644	0.25	13
0.95	0.2	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836500924993681	0.0838745861076206	1.00268372217585	0.210526315789474	13
0.05	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835288103979365	0.0836207946836028	1.00110122824961	7	13
0.2	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835430781381101	0.0836469209809326	1.00124298559661	1.75	13
0.35	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835587962203255	0.0836772857970999	1.00141803834107	1	13
0.5	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.083576142710801	0.0837122759971457	1.0016288534255	0.7	13
0.65	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835953153062922	0.0837527226534972	1.00188296852076	0.538461538461539	13
0.8	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836165398448693	0.0837992716778121	1.00218535511373	0.4375	13
0.95	0.35	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836400701684268	0.0838525358032733	1.00254023740557	0.368421052631579	13
0.05	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835248795888009	0.0836146480955124	1.00107475170456	10	13
0.2	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835386066905919	0.0836395313056085	1.00120811944339	2.5	13
0.35	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.08355371069369	0.0836683690233784	1.00137227094687	1.42857142857143	13
0.5	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835703475174788	0.0837014660061072	1.00156895947574	1	13
0.65	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835887020774466	0.0837396212335198	1.00180549706267	0.769230769230769	13
0.8	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836089842630625	0.0837834419971099	1.00208659076037	0.625	13
0.95	0.5	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836314303767501	0.0838334494191784	1.00241558755504	0.526315789473684	13
0.05	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835213336566517	0.0836090734585302	1.00105050767316	13	13
0.2	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835345874548157	0.0836328537946338	1.00117635512202	3.25	13
0.35	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835491538182095	0.0836602120402987	1.00132925609673	1.85714285714286	13
0.5	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835651723227664	0.0836918161320052	1.00151550946068	1.3	13
0.65	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835828173211087	0.0837279744794461	1.00173668659408	1	13
0.8	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836022855838979	0.0837694058053494	1.00199899105968	0.8125	13
0.95	0.65	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836237980078992	0.0838165967728078	1.00230554901238	0.684210526315789	13
0.05	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835181019679522	0.0836039950826599	1.00102843710146	16	13
0.2	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835309388692216	0.0836267904353671	1.0011474977708	4	13
0.35	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835450102584639	0.0836529564212879	1.00129207193212	2.28571428571429	13
0.5	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.083560472939028	0.0836831042793254	1.0014675759481	1.6	13
0.65	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835774895435349	0.0837175016622091	1.00167523718933	1.23076923076923	13
0.8	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835962490494106	0.08375684417386	1.00192108050631	1	13
0.95	0.8	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836169565480933	0.0838015439425541	1.00220753543397	0.842105263157895	13
0.05	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.083515146192283	0.0835993246385658	1.001007942273	19	13
0.2	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835275979134191	0.0836212325256542	1.00112100209481	4.75	13
0.35	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835412840452991	0.0836463209295104	1.0012573051206	2.71428571428571	13
0.5	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835562429107235	0.0836751607469019	1.00142320707629	1.9	13
0.65	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835726883412621	0.0837079867379406	1.00161893076989	1.46153846153846	13
0.8	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0835907936784992	0.0837454369955219	1.00185000417172	1.1875	13
0.95	0.95	0.05	0.65	2	1	alldata	TRUE	FALSE	0.0836107538663143	0.0837879509701493	1.00211930996482	1	13
0.05	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0849938275751772	0.0903786758901505	1.06335575733674	1	3.25
0.2	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0851459259453779	0.092264169890664	1.08360052305794	0.25	3.25
0.35	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0853158775240511	0.0945945520881056	1.10875671484993	0.142857142857143	3.25
0.5	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0855059929186067	0.0973931367225647	1.13902117732582	0.1	3.25
0.65	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0857189116135013	0.100692630617513	1.17468396089217	0.0769230769230769	3.25
0.8	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.085957582104981	0.104524466374632	1.21600054137138	0.0625	3.25
0.95	0.05	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0862252982849074	0.108917091525869	1.26316862559272	0.0526315789473684	3.25
0.05	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0849271078985348	0.0897180046704631	1.05641186766482	4	3.25
0.2	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0850690077366145	0.0913482068034115	1.07381300468719	1	3.25
0.35	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0852270949070131	0.0933595678474517	1.09542121492363	0.571428571428572	3.25
0.5	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0854034190909526	0.0957666118982791	1.12134400376043	0.4	3.25
0.65	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0856003128886812	0.0985991091515958	1.15185454146434	0.307692307692308	3.25
0.8	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0858203260074435	0.10188174149491	1.18715164850427	0.25	3.25
0.95	0.2	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0860663936904556	0.105640068927895	1.22742529805347	0.210526315789474	3.25
0.05	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0848706989370807	0.0891816083355519	1.05079384820039	7	3.25
0.2	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0850043571078874	0.0906122390605047	1.06597170008003	1.75	3.25
0.35	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0851529625489582	0.0923718074740338	1.08477502965238	1	3.25
0.5	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0853182821825614	0.0944766033598188	1.10734300952826	0.7	3.25
0.65	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0855024212282411	0.0969465580081582	1.13384576267575	0.538461538461539	3.25
0.8	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0857077878996891	0.0998043404001525	1.16447224745739	0.4375	3.25
0.95	0.35	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0859369358406055	0.103071582902539	1.19938629291733	0.368421052631579	3.25
0.05	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0848216126629916	0.0887345281391855	1.0461311139148	10	3.25
0.2	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0849483488858237	0.0900040303423014	1.05951477012547	2.5	3.25
0.35	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0850889105554125	0.0915608750998325	1.07606119883513	1.42857142857143	3.25
0.5	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0852450685355649	0.0934228699227586	1.09593283843489	1	3.25
0.65	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0854187333487651	0.0956022130688112	1.11921834146693	0.769230769230769	3.25
0.8	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.085611970991843	0.0981204197481734	1.14610630512784	0.625	3.25
0.95	0.5	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0858271931087395	0.100996468076056	1.17674206062056	0.526315789473684	3.25
0.05	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0847781184470433	0.088354813486845	1.04218889384807	13	3.25
0.2	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0848988929674156	0.0894915794997439	1.05409595310143	3.25	3.25
0.35	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0850325866186168	0.0908817007545469	1.06878673657388	1.85714285714286	3.25
0.5	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0851809081833345	0.0925439533257505	1.08644008733235	1.3	3.25
0.65	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0853455610736035	0.0944855719102289	1.10709415605977	1	3.25
0.8	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.085528480206547	0.0967265535816022	1.13092800606316	0.8125	3.25
0.95	0.65	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0857319110328002	0.0992830957758585	1.1580646527041	0.684210526315789	3.25
0.05	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0847391139757793	0.0880280017544563	1.03881192078096	16	3.25
0.2	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0848545844645581	0.089053507610826	1.04948375120524	4	3.25
0.35	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0849823457387902	0.0903043220584384	1.06262449304478	2.28571428571429	3.25
0.5	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0851238270634418	0.0917977861959375	1.07840294971139	1.6	3.25
0.65	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0852806317267995	0.0935432047654943	1.09688686482957	1.23076923076923	3.25
0.8	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0854547152814144	0.0955537458888157	1.11817991054261	1	3.25
0.95	0.8	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0856478763490447	0.0978453434195577	1.14241412152245	0.842105263157895	3.25
0.05	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0847037071054652	0.0877433279594333	1.03588533439491	19	3.25
0.2	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0848145405831518	0.0886745581284945	1.0455112710486	4.75	3.25
0.35	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0849370454049373	0.0898074686732809	1.0573415668643	2.71428571428571	3.25
0.5	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0850723888440226	0.0911582616444071	1.07153757973745	1.9	3.25
0.65	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0852223083277191	0.0927380043934548	1.08818930410609	1.46153846153846	3.25
0.8	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0853884670313887	0.0945540147720566	1.10733941080472	1.1875	3.25
0.95	0.95	0.2	0.65	2	1	alldata	TRUE	FALSE	0.0855727142261292	0.0966227047807283	1.12912983600589	1	3.25
0.05	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0897922880907587	0.257839418986691	2.87150961924566	1	1.85714285714286
0.2	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0904727188789132	0.291520358703331	3.22219075889049	0.25	1.85714285714286
0.35	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0912371735821094	0.324529909571472	3.55699214289457	0.142857142857143	1.85714285714286
0.5	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0920960393316568	0.356509178492598	3.87105874562896	0.1	1.85714285714286
0.65	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0930605060498643	0.38696996163911	4.15826195305409	0.0769230769230769	1.85714285714286
0.8	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0941423861170978	0.415690561372127	4.41555157583403	0.0625	1.85714285714286
0.95	0.05	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0953538273728257	0.442548829719472	4.64112287794324	0.0526315789473684	1.85714285714286
0.05	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0894142025647022	0.237018701283546	2.65079477851445	4	1.85714285714286
0.2	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0900359062468824	0.268275110586794	2.97964580765336	1	1.85714285714286
0.35	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0907323683780763	0.299321395188774	3.2989483305618	0.571428571428572	1.85714285714286
0.5	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.091512631818558	0.329782287451286	3.60368050724566	0.4	1.85714285714286
0.65	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.092386493389543	0.359232579921959	3.88836686773328	0.307692307692308	1.85714285714286
0.8	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0933643964485842	0.387276874726025	4.14801454791494	0.25	1.85714285714286
0.95	0.2	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0944571132865935	0.413758631499893	4.38038615730827	0.210526315789474	1.85714285714286
0.05	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0891014450980559	0.219004161673823	2.45791930122805	7	1.85714285714286
0.2	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0896766697244465	0.247854187874865	2.76386476701752	1.75	1.85714285714286
0.35	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0903195684382988	0.276906589858367	3.06585377506021	1	1.85714285714286
0.5	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0910382438096621	0.305793017796984	3.35895119458059	0.7	1.85714285714286
0.65	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0918414798922126	0.334043845561403	3.63717838555569	0.538461538461539	1.85714285714286
0.8	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0927386044959113	0.361304561324661	3.89594563438347	0.4375	1.85714285714286
0.95	0.35	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0937393380832878	0.387258763297694	4.13122997469443	0.368421052631579	1.85714285714286
0.05	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0888345432829201	0.203408801841457	2.28974894589868	10	1.85714285714286
0.2	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0893713366099056	0.229860486111319	2.57197100133604	2.5	1.85714285714286
0.35	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0899701552268357	0.256879025888659	2.85515819374777	1.42857142857143	1.85714285714286
0.5	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0906383267459637	0.284103923622793	3.13447890999869	1	1.85714285714286
0.65	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0913838023186086	0.311068323515801	3.40397658691487	0.769230769230769	1.85714285714286
0.8	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0922150507187232	0.337356208951478	3.65836386058596	0.625	1.85714285714286
0.95	0.5	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0931410211695253	0.362686534360439	3.89395059025943	0.526315789473684	1.85714285714286
0.05	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0886021569080539	0.1899486460785	2.14383772028956	13	1.85714285714286
0.2	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0891063596656693	0.214049371187236	2.40217838536281	3.25	1.85714285714286
0.35	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0896678981030629	0.239014791149019	2.66555585895746	1.85714285714286	1.85714285714286
0.5	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0902934810160544	0.264503593830648	2.92937641626219	1.3	1.85714285714286
0.65	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0909903557720377	0.290071256795722	3.18793408745923	1	1.85714285714286
0.8	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0917663458748978	0.315285199043203	3.43573884344291	0.8125	1.85714285714286
0.95	0.65	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0926296487919014	0.33983704203156	3.66877178596484	0.684210526315789	1.85714285714286
0.05	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0883969555337993	0.178363248558011	2.01775329796073	16	1.85714285714286
0.2	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0888730196665416	0.200215767238964	2.25282957628974	4	1.85714285714286
0.35	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0894024252658112	0.223152508739201	2.4960453597956	2.28571428571429	1.85714285714286
0.5	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0899914787100885	0.246865329499696	2.74320783521052	1.6	1.85714285714286
0.65	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0906466213543694	0.270944415246473	2.98901835720116	1.23076923076923	1.85714285714286
0.8	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0913753260382474	0.294968172711667	3.22809433903635	1	1.85714285714286
0.95	0.8	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0921850860936047	0.318573477173282	3.45580278408378	0.842105263157895	1.85714285714286
0.05	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0882136046089182	0.168402984683829	1.90903642845589	19	1.85714285714286
0.2	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0886649853062173	0.18815607566577	2.12210124454367	4.75	1.85714285714286
0.35	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0891663094804407	0.209135093107018	2.34544969199261	2.71428571428571	1.85714285714286
0.5	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.089723313432958	0.231075024439041	2.57541786630186	1.9	1.85714285714286
0.65	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0903422406463432	0.253612768143051	2.80724461036838	1.46153846153846	1.85714285714286
0.8	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0910297918463713	0.276352719695041	3.03584918837818	1.1875	1.85714285714286
0.95	0.95	0.35	0.65	2	1	alldata	TRUE	FALSE	0.0917930049989944	0.298932117793263	3.25658929889634	1	1.85714285714286
0.05	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.105353573368164	0.676479478206731	6.42103971018371	1	1.3
0.2	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.107876267302612	0.702510233561434	6.51218522041337	0.25	1.3
0.35	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.110700615442568	0.723704192872983	6.537490238692	0.142857142857143	1.3
0.5	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.113852069033364	0.741302091775709	6.51109899073043	0.1	1.3
0.65	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.117353076534962	0.756141628303869	6.44330468897934	0.0769230769230769	1.3
0.8	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.121221614229442	0.768814136415947	6.34221991930233	0.0625	1.3
0.95	0.05	0.5	0.65	2	1	alldata	TRUE	FALSE	0.125469861651968	0.779749967089708	6.21463957019898	0.0526315789473684	1.3
0.05	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.103644091240578	0.651600399560982	6.28690349600822	4	1.3
0.2	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.105906366926582	0.679454906157034	6.41561905931542	1	1.3
0.35	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.108434413322018	0.702394098987587	6.47759394337003	0.571428571428572	1.3
0.5	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.111251571846999	0.721591823089002	6.48612699226745	0.4	1.3
0.65	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.114379203577516	0.737874183480102	6.45112188580714	0.307692307692308	1.3
0.8	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.117835462017208	0.751839834155859	6.38042081123306	0.25	1.3
0.95	0.2	0.5	0.65	2	1	alldata	TRUE	FALSE	0.121634100439089	0.763935098636566	6.28059973213779	0.210526315789474	1.3
0.05	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.102256986398201	0.626923690231649	6.13086413274819	7	1.3
0.2	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.104315663891153	0.656253663265719	6.29103663617076	1.75	1.3
0.35	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.106612640102705	0.68069992007698	6.38479564356748	1	1.3
0.5	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.109169268357028	0.701338067526525	6.4243177414441	0.7	1.3
0.65	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.112005587805918	0.718957877516058	6.41894651507797	0.538461538461539	1.3
0.8	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.115139225579927	0.734148461890417	6.37618029991686	0.4375	1.3
0.95	0.35	0.5	0.65	2	1	alldata	TRUE	FALSE	0.118584367546223	0.747358527987875	6.3023359946374	0.368421052631579	1.3
0.05	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.101093911501186	0.602689524536421	5.96167974497014	10	1.3
0.2	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.102986577641153	0.633184526121693	6.14822378434564	2.5	1.3
0.35	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.105095473821253	0.658901568233137	6.2695522868454	1.42857142857143	1.3
0.5	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.107440264083921	0.680805858804717	6.33659889622893	1	1.3
0.65	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.110039690543116	0.699637962637001	6.35805098309383	0.769230769230769	1.3
0.8	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.112910654092372	0.715963594033441	6.34097463865288	0.625	1.3
0.95	0.5	0.5	0.65	2	1	alldata	TRUE	FALSE	0.116067247335346	0.730223759326528	6.2913851761879	0.526315789473684	1.3
0.05	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.100097372236905	0.579033227955905	5.7846995881718	13	1.3
0.2	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.101851024069771	0.610433495703281	5.99339575893822	3.25	1.3
0.35	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.103802690553935	0.637202521475469	6.13859349960087	1.85714285714286	1.3
0.5	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.105970520417243	0.660203484613928	6.23006740001344	1.3	1.3
0.65	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.108372108917856	0.680116493436699	6.27575213058017	1	1.3
0.8	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.111023547429466	0.69747736795788	6.28224718185113	0.8125	1.3
0.95	0.65	0.5	0.65	2	1	alldata	TRUE	FALSE	0.11393863617813	0.712714138259981	6.25524547393857	0.684210526315789	1.3
0.05	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.0992301566500303	0.556015426230485	5.6032908240936	16	1.3
0.2	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.100865180638864	0.588111621263803	5.83067038138233	4	1.3
0.35	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.102682839055403	0.615743154779213	5.99655366411313	2.28571428571429	1.3
0.5	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.104700023770559	0.639683129543707	6.10967511283015	1.6	1.3
0.65	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.106933209316884	0.660549795422335	6.17721846788374	1.23076923076923	1.3
0.8	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.10939774913497	0.678845103568563	6.20529315215647	1	1.3
0.95	0.8	0.5	0.65	2	1	alldata	TRUE	FALSE	0.112106989969712	0.694977932430146	6.19923817968805	0.842105263157895	1.3
0.05	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.0984660591028322	0.533661375883472	5.41974951314084	19	1.3
0.2	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.0999984009658173	0.566277562804748	5.66286617921341	4.75	1.3
0.35	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.101700156219093	0.594612952154191	5.84672604507328	2.71428571428571	1.3
0.5	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.103587043675737	0.619349264271546	5.97902249445714	1.9	1.3
0.65	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.105674718876615	0.641053208526035	6.06628733287216	1.46153846153846	1.3
0.8	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.107977704011754	0.66018577036489	6.11409342703772	1.1875	1.3
0.95	0.95	0.5	0.65	2	1	alldata	TRUE	FALSE	0.110508970305134	0.677135625158558	6.1274267897789	1	1.3
0.05	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.15282718491675	0.84717281508325	5.54333848094326	1	1
0.2	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.160696708813459	0.853595835009724	5.31184391586141	0.25	1
0.35	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.169266989970745	0.858772262271155	5.07347748323272	0.142857142857143	1
0.5	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.178513006501944	0.863074675851878	4.83479995527652	0.1	1
0.65	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.188390702964776	0.86672679794133	4.60068774255481	0.0769230769230769	1
0.8	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.198844393293738	0.869875567460561	4.37465473907307	0.0625	1
0.95	0.05	0.65	0.65	2	1	alldata	TRUE	FALSE	0.209808196802169	0.872623790761719	4.1591501383739	0.0526315789473684	1
0.05	0.2	0.65	0.65	2	1	alldata	TRUE	FALSE	0.146404164990277	0.839303291186541	5.73278288389052	4	1
0.2	0.2	0.65	0.65	2	1	alldata	TRUE	FALSE	0.153424855049458	0.846575144950542	5.51784875193552	1	1
