r11	r22	rs1	rs2	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	uniqueRatio	sharedRatio
0.2	0.8	0.35	0.2	3	1	alldata	TRUE	FALSE	0.925874999834842	0.989034861360645	1.06821640236217	4	0.571428571428572
0.35	0.8	0.35	0.2	3	1	alldata	TRUE	FALSE	0.928742283062448	0.989047868269564	1.064932528977	2.28571428571429	0.571428571428572
0.5	0.8	0.35	0.2	3	1	alldata	TRUE	FALSE	0.93135108628548	0.9890593992288	1.06196193228644	1.6	0.571428571428572
0.65	0.8	0.35	0.2	3	1	alldata	TRUE	FALSE	0.933750319500088	0.989069851038112	1.0592444579485	1.23076923076923	0.571428571428572
0.8	0.8	0.35	0.2	3	1	alldata	TRUE	FALSE	0.935969664521778	0.989079509085543	1.05674312595473	1	0.571428571428572
0.95	0.8	0.35	0.2	3	1	alldata	TRUE	FALSE	0.938034396356458	0.98908850485309	1.05442669127586	0.842105263157895	0.571428571428572
0.05	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.91948399846599	0.988994028549721	1.0755967805853	19	0.571428571428572
0.2	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.922838073121821	0.989009777439678	1.07170456686297	4.75	0.571428571428572
0.35	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.925834651524395	0.989023184631937	1.06825034362616	2.71428571428571	0.571428571428572
0.5	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.928561976425026	0.989035064606087	1.06512552712301	1.9	0.571428571428572
0.65	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.931071033655863	0.989045830946522	1.06226678222715	1.46153846153846	0.571428571428572
0.8	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.933392728544499	0.989055776380086	1.05963518477628	1.1875	0.571428571428572
0.95	0.95	0.35	0.2	3	1	alldata	TRUE	FALSE	0.935552983207289	0.989065039171055	1.05719831685033	1	0.571428571428572
0.05	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988919844388045	0.991777814800961	1.0028899919737	1	0.4
0.2	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.98895967892024	0.991794754246188	1.00286672488917	0.25	0.4
0.35	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.98899587896533	0.991809900636068	1.00284533204899	0.142857142857143	0.4
0.5	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.98902942610171	0.991823809610983	1.00282537954435	0.1	0.4
0.65	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.989060836926482	0.991836746915748	1.00280661197535	0.0769230769230769	0.4
0.8	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.989090542440837	0.991848937904691	1.00278881997703	0.0625	0.4
0.95	0.05	0.5	0.2	3	1	alldata	TRUE	FALSE	0.98911882654715	0.991860520475832	1.00277185496332	0.0526315789473684	0.4
0.05	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988622705288656	0.989818505682139	1.0012095619361	4	0.4
0.2	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988656482110105	0.989820986579363	1.00117786560886	1	0.4
0.35	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988686901966372	0.98982317973692	1.00114927968428	0.571428571428572	0.4
0.5	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988714855953807	0.989825173533385	1.00112299069129	0.4	0.4
0.65	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.9887408164373	0.989827010027973	1.0010985625076	0.307692307692308	0.4
0.8	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988765177494355	0.989828727706825	1.00107563477829	0.25	0.4
0.95	0.2	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988788185259898	0.989830345819027	1.00105397756027	0.210526315789474	0.4
0.05	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988560200217643	0.989813676869278	1.00126798211314	7	0.4
0.2	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988595751683647	0.989816207716626	1.0012345349764	1.75	0.4
0.35	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988627767959244	0.989818444018102	1.00120437246196	1	0.4
0.5	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988657187277064	0.989820476417963	1.00117663549698	0.7	0.4
0.65	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988684498588361	0.989822348464154	1.00115087257605	0.538461538461539	0.4
0.8	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988710122459385	0.989824098824943	1.00112669663256	0.4375	0.4
0.95	0.35	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988734311792565	0.98982574751225	1.00110387159287	0.368421052631579	0.4
0.05	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988497992674515	0.989808772142132	1.00132603149155	10	0.4
0.2	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988535302515324	0.989811354076804	1.00129085077511	2.5	0.4
0.35	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.98856889667815	0.989813634385728	1.00125913096372	1.42857142857143	0.4
0.5	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988599759481179	0.989815706195701	1.001229968653	1	0.4
0.65	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988628409200223	0.989817613568964	1.00120288306271	0.769230769230769	0.4
0.8	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988655292356017	0.989819397283527	1.00117746289987	0.625	0.4
0.95	0.5	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988680658222281	0.989821077170316	1.00115347553181	0.526315789473684	0.4
0.05	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988435654158156	0.989803788485599	1.00138414101281	13	0.4
0.2	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988474735937264	0.9898064225874	1.00134721364312	3.25	0.4
0.35	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988509917460997	0.989808747861948	1.0013139275368	1.85714285714286	0.4
0.5	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988542224517299	0.989810859902332	1.00128333960206	1.3	0.4
0.65	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.9885722143991	0.989812803684031	1.00125493036003	1	0.4
0.8	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988600353966771	0.989814621436494	1.00122826930503	0.8125	0.4
0.95	0.65	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988626886419626	0.989816333158424	1.00120313007378	0.684210526315789	0.4
0.05	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988372912752257	0.989798724767023	1.00144258507732	16	0.4
0.2	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988413777465409	0.989801412169841	1.00140390060931	4	0.4
0.35	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988450551078666	0.989803783361498	1.00136904398642	2.28571428571429	0.4
0.5	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988484321709328	0.989805936471451	1.00133701135476	1.6	0.4
0.65	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988515657192585	0.989807917465208	1.00130727344905	1.23076923076923	0.4
0.8	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988545061240879	0.989809769954629	1.00127936374712	1	0.4
0.95	0.8	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988572788001103	0.989811514161136	1.00125304497056	0.842105263157895	0.4
0.05	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988309617460682	0.989793579566993	1.00150151539568	19	0.4
0.2	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988352286008611	0.989796321430256	1.00146105335323	4.75	0.4
0.35	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988390675827372	0.98979873951217	1.00142460235536	2.71428571428571	0.4
0.5	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988425916469961	0.989800934549327	1.00139111900695	1.9	0.4
0.65	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988458610871679	0.989802953542991	1.00136003941543	1.46153846153846	0.4
0.8	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988489287972998	0.98980484148369	1.00133087280429	1.1875	0.4
0.95	0.95	0.5	0.2	3	1	alldata	TRUE	FALSE	0.988518214907778	0.98980661883829	1.00130336893249	1	0.4
0.05	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991174654140314	0.993686490156655	1.00253420121857	1	0.307692307692308
0.2	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991187912617702	0.993702879081319	1.00253732559851	0.25	0.307692307692308
0.35	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991200174209956	0.993717766408773	1.002539943257	0.142857142857143	0.307692307692308
0.5	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991211699764768	0.993731565209563	1.00254220712426	0.1	0.307692307692308
0.65	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991222645192758	0.993744510287212	1.00254419640904	0.0769230769230769	0.307692307692308
0.8	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991233087736326	0.993756717889748	1.00254595027612	0.0625	0.307692307692308
0.95	0.05	0.65	0.2	3	1	alldata	TRUE	FALSE	0.991243143664491	0.993768385949275	1.00254755082133	0.0526315789473684	0.307692307692308
0.05	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989844221931224	0.989988424716598	1.00014568230251	4	0.307692307692308
0.2	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989847337998591	0.989989317909934	1.0001434361703	1	0.307692307692308
0.35	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989850190865753	0.989990124149005	1.00014136814292	0.571428571428572	0.307692307692308
0.5	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989852847235892	0.989990867170861	1.0001394348012	0.4	0.307692307692308
0.65	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989855347459552	0.989991560841238	1.00013760938104	0.307692307692308	0.307692307692308
0.8	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989857714915987	0.989992210675734	1.00013587383087	0.25	0.307692307692308
0.95	0.2	0.65	0.2	3	1	alldata	TRUE	FALSE	0.98985997290253	0.989992829165412	1.00013421722922	0.210526315789474	0.307692307692308
0.05	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989837285232935	0.989986540220385	1.00015078739675	7	0.307692307692308
0.2	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989840508955566	0.989987446852916	1.0001484460335	1.75	0.307692307692308
0.35	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.98984345945302	0.989988265011076	1.00014629137231	1	0.307692307692308
0.5	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989846206376858	0.989989018921191	1.00014427750838	0.7	0.307692307692308
0.65	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989848791637562	0.989989722484856	1.00014237613713	0.538461538461539	0.307692307692308
0.8	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989851236749128	0.989990380726468	1.00014057059503	0.4375	0.307692307692308
0.95	0.35	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989853571463182	0.989991007957375	1.00013884527788	0.368421052631579	0.307692307692308
0.05	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989830307628048	0.989984633409876	1.00015591135232	10	0.307692307692308
0.2	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989833638640025	0.989985553705711	1.00015347535157	2.5	0.307692307692308
0.35	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989836686954742	0.9899863839708	1.0001512340551	1.42857142857143	0.307692307692308
0.5	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989839524494395	0.98998714892708	1.0001491397636	1	0.307692307692308
0.65	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989842194708174	0.98998786254882	1.0001471626906	0.769230769230769	0.307692307692308
0.8	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989844720138535	0.989988530487213	1.00014528576629	0.625	0.307692307692308
0.95	0.5	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989847131378524	0.989989166594038	1.00014349207167	0.526315789473684	0.307692307692308
0.05	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989823286364835	0.989982704190936	1.0001610568556	13	0.307692307692308
0.2	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989826725065101	0.989983638368896	1.00015852603271	3.25	0.307692307692308
0.35	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989829871335766	0.989984480932208	1.00015619815174	1.85714285714286	0.307692307692308
0.5	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989832799694811	0.98998525710916	1.00015402340112	1.3	0.307692307692308
0.65	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989835555103481	0.989985980940052	1.00015197053268	1	0.307692307692308
0.8	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.98983816099715	0.989986658948062	1.00015002245495	0.8125	0.307692307692308
0.95	0.65	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989840648977915	0.989987304065032	1.00014816029961	0.684210526315789	0.307692307692308
0.05	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989816216789001	0.98998075368218	1.00016622974082	16	0.307692307692308
0.2	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989819763699334	0.98998170213203	1.00016360395966	4	0.307692307692308
0.35	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989823008409122	0.989982557132961	1.00016118914441	2.28571428571429	0.307692307692308
0.5	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989826027971511	0.989983344438217	1.00015893345119	1.6	0.307692307692308
0.65	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989828868848797	0.989984078884244	1.00015680491884	1.23076923076923	0.307692307692308
0.8	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989831555729695	0.989984765829094	1.000154784012	1	0.307692307692308
0.95	0.8	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989834120627074	0.989985420092574	1.00015285335426	0.842105263157895	0.307692307692308
0.05	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989809094054528	0.989978779841438	1.00017143284289	19	0.307692307692308
0.2	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989812749896142	0.98997974267317	1.0001687114831	4.75	0.307692307692308
0.35	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989816093651377	0.989980610349843	1.00016620935901	2.71428571428571	0.307692307692308
0.5	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989819204951461	0.989981409155598	1.00016387255705	1.9	0.307692307692308
0.65	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989822131774339	0.98998215419573	1.00016166785552	1.46153846153846	0.307692307692308
0.8	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989824899904678	0.989982850846446	1.0001595746296	1.1875	0.307692307692308
0.95	0.95	0.65	0.2	3	1	alldata	TRUE	FALSE	0.989827542209829	0.989983514394973	1.00015757511131	1	0.307692307692308
0.05	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.992270166048202	0.995310492568926	1.00306401081556	1	0.25
0.2	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.992278149951694	0.995323265928813	1.00306881289008	0.25	0.25
0.35	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.992285577126709	0.995334999479479	1.0030731297754	0.142857142857143	0.25
0.5	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.992292580317593	0.995345946075407	1.00307708212112	0.1	0.25
0.65	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.99229924577111	0.995356271908644	1.00308075023796	0.0769230769230769	0.25
0.8	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.992305627065743	0.995366071636837	1.00308417536656	0.0625	0.25
0.95	0.05	0.8	0.2	3	1	alldata	TRUE	FALSE	0.992311745926026	0.995375387247835	1.00308737786728	0.0526315789473684	0.25
0.05	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.99001928531282	0.990057604332651	1.00003870532665	4	0.25
0.2	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990020111983381	0.990058039518461	1.00003830986322	1	0.25
0.35	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990020876063025	0.990058438215141	1.00003794076774	0.571428571428572	0.25
0.5	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990021592221196	0.990058809217641	1.00003759210581	0.4	0.25
0.65	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990022270072679	0.990059158418931	1.00003726011764	0.307692307692308	0.25
0.8	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990022915499663	0.990059488971445	1.00003694204569	0.25	0.25
0.95	0.2	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990023531425852	0.990059803094366	1.00003663717817	0.210526315789474	0.25
0.05	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990017309340033	0.990056633670549	1.00003972085149	7	0.25
0.2	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.99001815440801	0.990057074236101	1.00003931223677	1.75	0.25
0.35	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990018935290169	0.990057477643528	1.00003893092544	1	0.25
0.5	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990019667155302	0.990057852967177	1.00003857076091	0.7	0.25
0.65	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990020359729042	0.9900582060686	1.00003822783965	0.538461538461539	0.25
0.8	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990021019323515	0.990058540541286	1.0000378994153	0.4375	0.25
0.95	0.35	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990021648120559	0.990058857548463	1.00003758445886	0.368421052631579	0.25
0.05	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990015316555201	0.990055654887355	1.00004074515968	10	0.25
0.2	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990016180060413	0.990056100767656	1.00004032328769	2.5	0.25
0.35	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990016977907119	0.990056508976563	1.00003992968841	1.42857142857143	0.25
0.5	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990017725606839	0.990056888700827	1.00003955797252	1	0.25
0.65	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990018433147067	0.990057245939536	1.00003920411092	0.769230769230769	0.25
0.8	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990019106896042	0.990057584204883	1.00003886521843	0.625	0.25
0.95	0.5	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990019748884265	0.990057904591247	1.00003854034935	0.526315789473684	0.25
0.05	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990013306112308	0.990054666882095	1.00004177799382	13	0.25
0.2	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990014188221044	0.990055118149748	1.00004134276982	3.25	0.25
0.35	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990015003171374	0.990055531220303	1.00004093680278	1.85714285714286	0.25
0.5	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990015766804861	0.990055915399454	1.00004055349009	1.3	0.25
0.65	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990016489438059	0.990056276819835	1.00004018860514	1	0.25
0.8	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990017177461477	0.990056618930449	1.0000398391764	0.8125	0.25
0.95	0.65	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990017833000083	0.990056943011166	1.0000395043501	0.684210526315789	0.25
0.05	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990011278278335	0.990053669753872	1.00004281918446	16	0.25
0.2	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990012179151076	0.990054126480643	1.00004237051872	4	0.25
0.35	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.99001301134502	0.990054544474222	1.00004195210439	2.28571428571429	0.25
0.5	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990013791065047	0.990054933163634	1.00004155709643	1.6	0.25
0.65	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990014528861874	0.990055298814834	1.00004118116631	1.23076923076923	0.25
0.8	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990015231289871	0.990055644820158	1.00004082111973	1	0.25
0.95	0.8	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990015900575837	0.990055972718552	1.00004047626174	0.842105263157895	0.25
0.05	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990009233114056	0.990052663467127	1.00004386863437	19	0.25
0.2	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990010152914829	0.990053125727311	1.00004340643614	4.75	0.25
0.35	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990011002494548	0.990053548705901	1.00004297549345	2.71428571428571	0.25
0.5	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990011798430116	0.990053941961513	1.00004256871632	1.9	0.25
0.65	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990012551533644	0.990054311891489	1.00004218164485	1.46153846153846	0.25
0.8	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.9900132684424	0.990054661843497	1.00004181095589	1.1875	0.25
0.95	0.95	0.8	0.2	3	1	alldata	TRUE	FALSE	0.990013951599762	0.990054993622727	1.00004145600463	1	0.25
0.05	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.992986715669941	0.996482758233326	1.00352073447531	1	0.210526315789474
0.2	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.992992399813376	0.996491653564663	1.00352394817115	0.25	0.210526315789474
0.35	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.992997724690847	0.99649989973167	1.00352687116369	0.142857142857143	0.210526315789474
0.5	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.993002768551114	0.996507639190209	1.0035295678422	0.1	0.210526315789474
0.65	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.993007583898705	0.996514967337703	1.0035320812206	0.0769230769230769	0.210526315789474
0.8	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.993012209292775	0.996521956047743	1.0035344447149	0.0625	0.210526315789474
0.95	0.05	0.95	0.2	3	1	alldata	TRUE	FALSE	0.993016666518468	0.996528640760208	1.00353667200174	0.0526315789473684	0.210526315789474
0.05	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078210168754	0.990093681958416	1.00001562683584	4	0.210526315789474
0.2	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078574321004	0.990093933471698	1.00001551306239	1	0.210526315789474
0.35	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.99007891322823	0.990094166226901	1.00001540584136	0.571428571428572	0.210526315789474
0.5	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.99007923245853	0.990094384456742	1.00001530382389	0.4	0.210526315789474
0.65	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990079535653539	0.990094590900843	1.00001520609887	0.307692307692308	0.210526315789474
0.8	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990079825358212	0.990094787467972	1.00001511202367	0.25	0.210526315789474
0.95	0.2	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990080103508464	0.990094975655804	1.00001502115565	0.210526315789474	0.210526315789474
0.05	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077312147091	0.990093097905205	1.0000159439651	7	0.210526315789474
0.2	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077681877498	0.990093351955822	1.00001582712004	1.75	0.210526315789474
0.35	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078026002236	0.990093587026885	1.000015716968	1	0.210526315789474
0.5	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078350079052	0.990093807397654	1.00001561221756	0.7	0.210526315789474
0.65	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078657857972	0.990094015844504	1.00001551188525	0.538461538461539	0.210526315789474
0.8	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078951942643	0.990094214318482	1.00001541531189	0.4375	0.210526315789474
0.95	0.35	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990079234261854	0.990094404284437	1.00001532202884	0.368421052631579	0.210526315789474
0.05	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990076408536404	0.990092511366986	1.00001626423016	10	0.210526315789474
0.2	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990076783919302	0.990092767931296	1.00001614421452	2.5	0.210526315789474
0.35	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077133228948	0.990093005349874	1.00001603119635	1.42857142857143	0.210526315789474
0.5	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077462178673	0.990093227891829	1.00001592371684	1	0.210526315789474
0.65	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077774591436	0.990093438367875	1.00001582075352	0.769230769230769	0.210526315789474
0.8	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.9900780731585	0.990093638827902	1.00001572165855	0.625	0.210526315789474
0.95	0.5	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990078359629482	0.990093830534511	1.00001562593999	0.526315789473684	0.210526315789474
0.05	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990075497084318	0.990091919891732	1.00001658742941	13	0.210526315789474
0.2	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990075878103685	0.99009217903778	1.00001646432809	3.25	0.210526315789474
0.35	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990076232663598	0.990092418825164	1.00001634839928	1.85714285714286	0.210526315789474
0.5	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990076566585016	0.990092643556614	1.0000162381094	1.3	0.210526315789474
0.65	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990076883671263	0.990092856079866	1.00001613249321	1	0.210526315789474
0.8	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077186715643	0.990093058499624	1.00001603085516	0.8125	0.210526315789474
0.95	0.65	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990077477421402	0.990093252010584	1.00001593268157	0.684210526315789	0.210526315789474
0.05	0.8	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990074578104879	0.9900913238257	1.00001691359539	16	0.210526315789474
0.2	0.8	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990074964877226	0.990091585589918	1.00001678732751	4	0.210526315789474
0.35	0.8	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990075324763887	0.990091827770602	1.00001666843552	2.28571428571429	0.210526315789474
0.5	0.8	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990075663674076	0.990092054713612	1.0000165553403	1.6	0.210526315789474
0.65	0.8	0.95	0.2	3	1	alldata	TRUE	FALSE	0.99007598547682	0.990092269304682	1.00001644704861	1.23076923076923	0.210526315789474
0.8	0.8	0.95	0.2	3	1	alldata	TRUE	FALSE	0.990076293030591	0.990092473694699	1.00001634284572	1	0.210526315789474
