r11	r22	rs1	rs2	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	uniqueRatio	sharedRatio
0.95	0.95	0.05	0.05	1	1	alldata	TRUE	FALSE	0.0115741336232371	0.988425866376763	85.3995554701674	1	1
0.05	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.886599949915001	0.997975540570165	1.12562102069354	1	0.25
0.2	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.888677489166981	0.997987797066568	1.12300334962018	0.25	0.25
0.35	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.890553326899261	0.997997838556724	1.12064916093409	0.142857142857143	0.25
0.5	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.892295517263598	0.998006618013858	1.11847095351823	0.1	0.25
0.65	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.893924397945146	0.998014391315072	1.11644160692917	0.0769230769230769	0.25
0.8	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.89547561049212	0.998021614235814	1.11451568590164	0.0625	0.25
0.95	0.05	0.2	0.05	1	1	alldata	TRUE	FALSE	0.896952220014456	0.998028303236109	1.11268836953213	0.0526315789473684	0.25
0.05	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.880450985459427	0.990225828656689	1.12468024343227	4	0.25
0.2	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.882696564717468	0.990225977521102	1.12181922656293	1	0.25
0.35	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.884722859569087	0.990226099611957	1.11925004412597	0.571428571428572	0.25
0.5	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.886603988079606	0.990226202993927	1.11687542161723	0.4	0.25
0.65	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.888362394479229	0.990226296389404	1.1146648063259	0.307692307692308	0.25
0.8	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.890036224091586	0.990226384385306	1.11256863213177	0.25	0.25
0.95	0.2	0.2	0.05	1	1	alldata	TRUE	FALSE	0.891629185919592	0.990226462752505	1.11058103344971	0.210526315789474	0.25
0.05	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.874734632960926	0.990225416577088	1.13202950845245	7	0.25
0.2	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.877126073249724	0.990225572322896	1.12894326428371	1.75	0.25
0.35	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.879283643499251	0.990225699390597	1.12617322829961	1	0.25
0.5	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.881286385237692	0.990225807412576	1.12361409866272	0.7	0.25
0.65	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.883158628248212	0.990225904836417	1.12123221487467	0.538461538461539	0.25
0.8	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.884940302252779	0.990225996548711	1.11897491167247	0.4375	0.25
0.95	0.35	0.2	0.05	1	1	alldata	TRUE	FALSE	0.886635847432918	0.990226078317438	1.11683514848226	0.368421052631579	0.25
0.05	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.869446080136901	0.990225004441998	1.13891479536727	10	0.25
0.2	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.87196428091006	0.990225167524584	1.13562583835555	2.5	0.25
0.35	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.87423634144312	0.990225300292659	1.13267460222264	1.42857142857143	0.25
0.5	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.876345407825469	0.990225413266446	1.12994876726011	1	0.25
0.65	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.878317379962485	0.990225514990291	1.12741195561061	0.769230769230769	0.25
0.8	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.880193775308201	0.990225610668797	1.12500864973973	0.625	0.25
0.95	0.5	0.2	0.05	1	1	alldata	TRUE	FALSE	0.881979580021021	0.990225696068163	1.12273086418232	0.526315789473684	0.25
0.05	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.864558269059179	0.990224576995631	1.14535319646321	13	0.25
0.2	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.86718750191272	0.990224747780517	1.14188078771479	3.25	0.25
0.35	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.869560081373626	0.990224886590126	1.13876534560543	1.85714285714286	0.25
0.5	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.87176264431763	0.990225004753097	1.13588831915159	1.3	0.25
0.65	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.873822491931558	0.990225110981746	1.1332108295735	1	0.25
0.8	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.87578243886176	0.990225210813403	1.13067488781846	0.8125	0.25
0.95	0.65	0.2	0.05	1	1	alldata	TRUE	FALSE	0.87764788692802	0.990225300013634	1.12827173034013	0.684210526315789	0.25
0.05	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.86003596977194	0.990224133627433	1.15137525456059	16	0.25
0.2	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.862763420656887	0.990224312501373	1.1477356234545	4	0.25
0.35	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.865224472956189	0.990224457662562	1.144471161662	2.28571428571429	0.25
0.5	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.867509914972719	0.990224581264226	1.14145621182366	1.6	0.25
0.65	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.869647988878102	0.990224692212884	1.1386500111273	1.23076923076923	0.25
0.8	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.871682181969755	0.990224796394045	1.13599293053853	1	0.25
0.95	0.8	0.2	0.05	1	1	alldata	TRUE	FALSE	0.873618498408677	0.9902248895739	1.1334751855388	0.842105263157895	0.25
0.05	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.855841489015083	0.990223673662346	1.1570176094196	19	0.25
0.2	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.858658328204499	0.990223861033635	1.15322221715854	4.75	0.25
0.35	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.861196598792176	0.990224012860127	1.14982341343302	2.71428571428571	0.25
0.5	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.863556429863768	0.990224142162782	1.14668145348532	1.9	0.25
0.65	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.865764662405207	0.990224258057626	1.14375684415977	1.46153846153846	0.25
0.8	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.867865510489776	0.990224366794562	1.14098826929501	1.1875	0.25
0.95	0.95	0.2	0.05	1	1	alldata	TRUE	FALSE	0.869865508042006	0.990224464141789	1.1383650173355	1	0.25
0.05	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.9617173226167	0.998740795476918	1.03849725068847	1	0.142857142857143
0.2	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961915561605388	0.998743778118561	1.03828632988504	0.25	0.142857142857143
0.35	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.962100564000913	0.998746354321048	1.03808935540765	0.142857142857143	0.142857142857143
0.5	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.962275974657498	0.998748659709676	1.03790252070375	0.1	0.142857142857143
0.65	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.962444175982863	0.998750773819547	1.03772332852407	0.0769230769230769	0.142857142857143
0.8	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.962606457217953	0.998752740653593	1.03755042693159	0.0625	0.142857142857143
0.95	0.05	0.35	0.05	1	1	alldata	TRUE	FALSE	0.962763590013085	0.998754591422368	1.03738301051538	0.0526315789473684	0.142857142857143
0.05	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960916119112659	0.990234246294516	1.03051059983147	4	0.142857142857143
0.2	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961124883023545	0.990234276105081	1.03028679581155	1	0.142857142857143
0.35	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961319606497341	0.990234301721083	1.03007812909288	0.571428571428572	0.142857142857143
0.5	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.96150436325495	0.990234326690536	1.02988022159185	0.4	0.142857142857143
0.65	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961681299854985	0.990234348335532	1.0296907598025	0.307692307692308	0.142857142857143
0.8	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961851908141528	0.990234368238903	1.0295081393062	0.25	0.142857142857143
0.95	0.2	0.35	0.05	1	1	alldata	TRUE	FALSE	0.962017075366454	0.990234386511098	1.02933140363844	0.210526315789474	0.142857142857143
0.05	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960116185023236	0.990234139262794	1.0313690725241	7	0.142857142857143
0.2	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960335336448185	0.990234169579299	1.03113374255465	1.75	0.142857142857143
0.35	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960539659546405	0.990234195716171	1.03091443010671	1	0.142857142857143
0.5	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960733570429113	0.990234218739419	1.03070637814512	0.7	0.142857142857143
0.65	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960919202554203	0.990234240852181	1.03050728741819	0.538461538461539	0.142857142857143
0.8	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961098046083436	0.990234261187404	1.03031554920198	0.4375	0.142857142857143
0.95	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.961271147848201	0.990234279862563	1.03013003363223	0.368421052631579	0.142857142857143
0.05	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959320309760767	0.990234054767806	1.0322246330996	10	0.142857142857143
0.2	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959549668080703	0.990234085902745	1.03197793594512	2.5	0.142857142857143
0.35	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959763405374138	0.990234112718707	1.03174814456766	1.42857142857143	0.142857142857143
0.5	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959966341162266	0.990234136039329	1.03153005848144	1	0.142857142857143
0.65	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960160453331146	0.990234158686689	1.03132154136447	0.769230769230769	0.142857142857143
0.8	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960347367955392	0.990234179515893	1.03112083456232	0.625	0.142857142857143
0.95	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.960528284893649	0.990234198652449	1.03092664133476	0.526315789473684	0.142857142857143
0.05	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958531072097696	0.990233968420108	1.03307445866416	13	0.142857142857143
0.2	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958770382948338	0.990234000391935	1.03281663472629	3.25	0.142857142857143
0.35	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958993339016757	0.990234027903947	1.03257654419083	1.85714285714286	0.142857142857143
0.5	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959204941266641	0.990234051710052	1.03234878085849	1.3	0.142857142857143
0.65	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959407470185386	0.99023407490641	1.03213087835877	1	0.142857142857143
0.8	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959602293938099	0.990234096242776	1.03192135168724	0.8125	0.142857142857143
0.95	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959790821393754	0.990234115852952	1.03171867638304	0.684210526315789	0.142857142857143
0.05	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.957750885858123	0.990233880289938	1.03391591165453	16	0.142857142857143
0.2	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.957999821831816	0.990233913120895	1.03364728317741	4	0.142857142857143
0.35	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958231727846275	0.990233941347616	1.03339715495882	2.28571428571429	0.142857142857143
0.5	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958451825538037	0.990233965713705	1.03315987233665	1.6	0.142857142857143
0.65	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.9586624736366	0.990233989473879	1.03293287961665	1.23076923076923	0.142857142857143
0.8	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958864973803886	0.990234011330965	1.03271476003825	1	0.142857142857143
0.95	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.959060901108894	0.990234031427332	1.03250380688275	0.842105263157895	0.142857142857143
0.05	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.956981815102757	0.990233790367587	1.03474671591462	19	0.142857142857143
0.2	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.957240054273046	0.990233824081514	1.0344676026261	4.75	0.142857142857143
0.35	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.957480605217484	0.990233853042493	1.03420774023675	2.71428571428571	0.142857142857143
0.5	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.957708908059469	0.990233878011426	1.0339612273398	1.9	0.142857142857143
0.65	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.95792743939998	0.990233902350662	1.03372537587076	1.46153846153846	0.142857142857143
0.8	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958137333383445	0.990233924742414	1.03349894659216	1.1875	0.142857142857143
0.95	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.958340462825282	0.990233945337896	1.03327990808046	1	0.142857142857143
0.05	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973360323414736	0.998969727481359	1.02631030200284	1	0.1
0.2	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973418953150674	0.998971009179087	1.02624980327916	0.25	0.1
0.35	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.97347447589962	0.998972148202358	1.02619244051486	0.142857142857143	0.1
0.5	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973527735468814	0.99897318799343	1.02613736784023	0.1	0.1
0.65	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973579176290062	0.998974148856522	1.02608413695045	0.0769230769230769	0.1
0.8	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973629145422402	0.998975052125475	1.02603240342818	0.0625	0.1
0.95	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973677822324586	0.998975906514372	1.02598198665898	0.0526315789473684	0.1
0.05	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973092550103296	0.990236456695217	1.01761796099467	4	0.1
0.2	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973153410257109	0.990236468701573	1.01755433240474	1	0.1
0.35	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973211019546395	0.990236479472731	1.01749410927783	0.571428571428572	0.1
0.5	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973266268453289	0.990236489129685	1.017436359634	0.4	0.1
0.65	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973319622065874	0.990236498407677	1.01738059724502	0.307692307692308	0.1
0.8	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973371435205611	0.990236507306411	1.01732645061362	0.25	0.1
0.95	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973421912573034	0.99023651490142	1.01727370435286	0.210526315789474	0.1
0.05	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972823333849261	0.990236386028719	1.01789950094079	7	0.1
0.2	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972886404909225	0.990236398214551	1.01783352426119	1.75	0.1
0.35	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972946096506187	0.990236409384001	1.01777109023809	1	0.1
0.5	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973003328387283	0.990236419027502	1.01771123503635	0.7	0.1
0.65	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973058607689404	0.99023643119977	1.01765343153498	0.538461538461539	0.1
0.8	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973112277123284	0.990236440211317	1.01759731481207	0.4375	0.1
0.95	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973164550640604	0.990236447911985	1.0175426625026	0.368421052631579	0.1
0.05	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972552975340282	0.99023635341413	1.0181824317258	10	0.1
0.2	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972618278389433	0.990236365819561	1.01811408218577	2.5	0.1
0.35	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972680068249995	0.990236376708778	1.01804941730776	1.42857142857143	0.1
0.5	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972739304373109	0.990236386811663	1.01798743235715	1	0.1
0.65	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972796482787574	0.990236397248293	1.01792760846621	0.769230769230769	0.1
0.8	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972851996599571	0.990236406408943	1.01786953192278	0.625	0.1
0.95	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972906077931881	0.990236414249621	1.01781295924739	0.526315789473684	0.1
0.05	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972281879936895	0.990236318511861	1.01846628940172	13	0.1
0.2	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972349417845104	0.990236331149504	1.01839556128294	3.25	0.1
0.35	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972413283219258	0.990236342256002	1.01832868734345	1.85714285714286	0.1
0.5	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972474513330633	0.99023635252737	1.01826458066845	1.3	0.1
0.65	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.97253360618343	0.990236362840475	1.01820271972556	1	0.1
0.8	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972590977924124	0.990236372153015	1.01814266698891	0.8125	0.1
0.95	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972646859944324	0.990236380136301	1.01808417928063	0.684210526315789	0.1
0.05	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972010466166865	0.990236283004419	1.01875063846733	16	0.1
0.2	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972080194234984	0.990236295878804	1.01867757593612	4	0.1
0.35	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972146141828874	0.990236307198649	1.01860848342796	2.28571428571429	0.1
0.5	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972209342741865	0.990236317646661	1.01854227696882	1.6	0.1
0.65	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.97227035059276	0.990236327969011	1.01847837627189	1.23076923076923	0.1
0.8	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972329556829334	0.990236337436287	1.01841636971866	1	0.1
0.95	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.97238723538689	0.990236345564832	1.01835596923569	0.842105263157895	0.1
0.05	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.971739067915578	0.990236246953639	1.01903512954124	19	0.1
0.2	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.971810992086506	0.990236260069473	1.01895972378683	4.75	0.1
0.35	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.971879006324579	0.990236271603124	1.0188884266036	2.71428571428571	0.1
0.5	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.971944182005186	0.990236282233407	1.01882011391897	1.9	0.1
0.65	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972007061026521	0.990236292626483	1.01875421725919	1.46153846153846	0.1
0.8	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972068110201985	0.990236302251393	1.01869024593928	1.1875	0.1
0.95	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.972127538802563	0.990236310527902	1.01862797935716	1	0.1
0.05	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.977503668268274	0.999077120827357	1.02206994537146	1	0.0769230769230769
0.2	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.977530022168928	0.999077826357628	1.02204311243648	0.25	0.0769230769230769
0.35	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.977555202415631	0.99907846520613	1.02201743976945	0.142857142857143	0.0769230769230769
0.5	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.977579495576883	0.999079055819457	1.02199264647003	0.1	0.0769230769230769
0.65	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.977603074598227	0.999079608034705	1.02196856167346	0.0769230769230769	0.0769230769230769
0.8	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.977626033424487	0.999080126862589	1.02194509219742	0.0625	0.0769230769230769
0.95	0.05	0.65	0.05	1	1	alldata	FALSE	TRUE	0.97764848440932	0.999080622168749	1.02192213060339	0.0526315789473684	0.0769230769230769
0.05	0.2	0.65	0.05	1	1	alldata	TRUE	FALSE	0.977375710917031	0.990237448885299	1.01315946142779	4	0.0769230769230769
