rs1	rs2	rt1	rt3	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	sharedSratio	sharedTratio
0.65	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0398124363910619	0.845588763421795	21.2393121364367	1	0.142857142857143
0.8	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0497028114750463	0.846415633269429	17.0295322970689	0.8125	0.142857142857143
0.95	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0617311113154772	0.846644021331017	13.7150296388516	0.684210526315789	0.142857142857143
0.05	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.013718801071398	0.0856740220796036	6.24500797363576	16	0.142857142857143
0.2	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0170189117891281	0.172851865329062	10.156458149074	4	0.142857142857143
0.35	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0213876498536848	0.565052712785819	26.4195793671304	2.28571428571429	0.142857142857143
0.5	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0268157404197422	0.819483833448729	30.5598063160475	1.6	0.142857142857143
0.65	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0332030020252468	0.842818752536036	25.383811737721	1.23076923076923	0.142857142857143
0.8	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0404358035484037	0.845708024603551	20.9148316687016	1	0.142857142857143
0.95	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0485262960841109	0.846376458201234	17.4416043774329	0.842105263157895	0.142857142857143
0.05	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0135823964019049	0.084047376206682	6.18796372302127	19	0.142857142857143
0.2	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0162853058199243	0.138204684086229	8.48646538262381	4.75	0.142857142857143
0.35	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0197573997664835	0.382130748961262	19.3411457721026	2.71428571428571	0.142857142857143
0.5	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0240113587550862	0.753306552461978	31.3729247955369	1.9	0.142857142857143
0.65	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0290030063871941	0.834344599670956	28.7675211504746	1.46153846153846	0.142857142857143
0.8	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0346548729621771	0.843900015550279	24.3515541514559	1.1875	0.142857142857143
0.95	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.0409010274946732	0.845781950266215	20.6787457937668	1	0.142857142857143
0.05	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0445990824069042	0.779522017878859	17.4784317481425	1	0.1
0.2	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.552359590392308	0.846792230116355	1.53304522062327	0.25	0.1
0.35	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.757363968648802	0.846841190085088	1.1181429605054	0.142857142857143	0.1
0.5	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.804457259163587	0.846847238829106	1.05269388669523	0.1	0.1
0.65	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.820146869245859	0.846849261198544	1.03255806118877	0.0769230769230769	0.1
0.8	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.826807216005941	0.846850246496137	1.02424147987849	0.0625	0.1
0.95	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.830202881809797	0.846850809225336	1.02005284223929	0.0526315789473684	0.1
0.05	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.027123714838792	0.207621789670576	7.65462219701698	4	0.1
0.2	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.047187193398379	0.843129102997491	17.8677527158556	1	0.1
0.35	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0822726444940151	0.846656406923402	10.2908617090215	0.571428571428572	0.1
0.5	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.248982372692543	0.846796584524626	3.40103026317569	0.4	0.1
0.65	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.517409777125227	0.846825359926269	1.63666284899235	0.307692307692308	0.1
0.8	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.668060215807	0.846835806526211	1.2676040070778	0.25	0.1
0.95	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.738785637442277	0.846840838628527	1.14626056018136	0.210526315789474	0.1
0.05	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0249505725971624	0.116164300218154	4.65577692719426	7	0.1
0.2	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0362402447438178	0.77060204216782	21.2637096580115	1.75	0.1
0.35	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0492043156095951	0.845086504676106	17.1750484526871	1	0.1
0.5	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0651183303435015	0.846561320878167	13.0003536087692	0.7	0.1
0.65	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0981247739217177	0.846746361561383	8.62928216514316	0.538461538461539	0.1
0.8	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.200421139682873	0.846797491206755	4.22509068926884	0.4375	0.1
0.95	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.382632762019716	0.846818057391374	2.21313526035112	0.368421052631579	0.1
0.05	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0240393167035472	0.0973247241329823	4.04856449678627	10	0.1
0.2	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0318966606806728	0.485932150734046	15.2345775502603	2.5	0.1
0.35	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0407576916067657	0.833297340437732	20.4451554439704	1.42857142857143	0.1
0.5	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.050333884739005	0.845514846770087	16.7981241891881	1	0.1
0.65	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0611391601656473	0.846492661190315	13.8453432938377	0.769230769230769	0.1
0.8	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0765102636229261	0.846697723737138	11.0664593695561	0.625	0.1
0.95	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.108848133923897	0.846767037426605	7.77934363136288	0.526315789473684	0.1
0.05	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0235336928862625	0.090771772143078	3.85709852600588	13	0.1
0.2	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0295485287851044	0.274238752350865	9.28096130759344	3.25	0.1
0.35	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0362627675285619	0.767922748094836	21.176617242189	1.85714285714286	0.1
0.5	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0434606107237367	0.841029467324456	19.3515335684207	1.3	0.1
0.65	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0510614379470396	0.845691617923507	16.5622366295413	1	0.1
0.8	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0593411283834215	0.846441057231576	14.2639865518306	0.8125	0.1
0.95	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0695384456878641	0.846653205575898	12.1753254217998	0.684210526315789	0.1
0.05	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0232110394818273	0.0876787051279411	3.77745706721095	16	0.1
0.2	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0280793170116436	0.184477173155199	6.56985969703971	4	0.1
0.35	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0334623655327476	0.59449232747872	17.7659982494939	2.28571428571429	0.1
0.5	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.039224646224997	0.823174649852584	20.9861586802023	1.6	0.1
0.65	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0452663466168063	0.84320430411449	18.6276200121136	1.23076923076923	0.1
0.8	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0515722721333109	0.845786684513481	16.4000275637881	1	0.1
0.95	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0583113827193332	0.846401087861817	14.5151949480559	0.842105263157895	0.1
0.05	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0229868682990929	0.0859486145794455	3.73903106160996	19	0.1
0.2	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.0270740840440721	0.144587546329575	5.34044092107457	4.75	0.1
