"Bacteria;Firmicutes;Bacilli;Lactobacillales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales"	"Bacteria;Firmicutes;Clostridia;Lachnospirales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales"	"Bacteria;Firmicutes;Clostridia;Eubacteriales"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales"	"Bacteria;Firmicutes;Clostridia;Oscillospirales"	"Bacteria;Firmicutes;Bacilli;Bacillales"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales"	"Bacteria;Firmicutes;Bacilli;Staphylococcales"	"Bacteria;Firmicutes;Bacilli;Thermicanales"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales"	"Bacteria;Chloroflexi;Anaerolineae;SBR1031"	"Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales"	"Bacteria;Firmicutes;Clostridia;Clostridiales"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales"	"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales"
"16S-A-D10-L3_e0050-B-5-3-A-D10"	22279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L4_e0049-3-4-A-D10"	7501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L5_e0050-A-3-5-A-D10"	1104	1156	2458	841	355	166	69	53	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L6_e0050-B-3-6-A-D10"	7026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L7_e0050-8-7-A-D10"	1143	1770	3285	871	196	160	128	79	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L0_e0049-5-0-A-D11"	12268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L1_e0049-8-1-A-D11"	8492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L2_e0050-A-5-2-A-D11"	1937	5332	9732	2986	1100	393	176	182	0	20	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L3_e0050-B-5-3-A-D11"	22647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L4_e0049-3-4-A-D11"	8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L5_e0050-A-3-5-A-D11"	1026	2089	3645	1307	676	244	198	94	0	18	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L6_e0050-B-3-6-A-D11"	11049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L7_e0050-8-7-A-D11"	2014	2619	6337	1317	415	317	441	106	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L0_e0049-5-0-A-D12"	15448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L1_e0049-8-1-A-D12"	6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L2_e0050-A-5-2-A-D12"	1548	3309	7773	3041	956	265	55	151	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L3_e0050-B-5-3-A-D12"	15987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L4_e0049-3-4-A-D12"	11322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L5_e0050-A-3-5-A-D12"	993	1506	3825	1478	675	150	90	72	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L6_e0050-B-3-6-A-D12"	7865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L7_e0050-8-7-A-D12"	1762	2108	4313	1321	341	209	127	107	0	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L0_e0049-5-0-A-D2"	12387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L1_e0049-8-1-A-D2"	11458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L2_e0050-A-5-2-A-D2"	3526	4060	10259	2244	547	376	193	160	0	12	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L4_e0049-3-4-A-D2"	7095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L5_e0050-A-3-5-A-D2"	2471	2200	6678	1738	744	330	289	92	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L6_e0050-B-3-6-A-D2"	1632	2311	4595	2271	775	54	0	68	193	320	0	46	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L7_e0050-8-7-A-D2"	1731	3322	6725	1492	403	175	60	137	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L0_e0049-5-0-A-D3"	6226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L1_e0049-8-1-A-D3"	5916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L2_e0050-A-5-2-A-D3"	797	2039	4921	1333	463	110	134	119	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L3_e0050-B-5-3-A-D3"	1455	2372	3239	1857	459	96	3	62	169	324	0	48	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L4_e0049-3-4-A-D3"	5892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L5_e0050-A-3-5-A-D3"	1208	1154	2965	865	293	154	114	46	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L6_e0050-B-3-6-A-D3"	1062	1461	2138	1349	407	54	3	52	94	210	0	40	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L7_e0050-8-7-A-D3"	1655	2112	4613	1143	349	181	81	103	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L0_e0049-5-0-A-D4"	7527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L1_e0049-8-1-A-D4"	7751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L2_e0050-A-5-2-A-D4"	8	0	0	0	8	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L3_e0050-B-5-3-A-D4"	0	0	0	0	2	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L4_e0049-3-4-A-D4"	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"16S-A-D4-L5_e0050-A-3-5-A-D4"	8	5	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"16S-A-D4-L6_e0050-B-3-6-A-D4"	0	5	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L0_e0049-5-0-A-D5"	11289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L1_e0049-8-1-A-D5"	8646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L2_e0050-A-5-2-A-D5"	2596	3869	12494	2311	833	413	353	217	0	11	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L3_e0050-B-5-3-A-D5"	211	341	746	176	45	40	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L4_e0049-3-4-A-D5"	6656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L5_e0050-A-3-5-A-D5"	1752	2800	8462	1793	815	385	424	182	0	9	0	41	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L6_e0050-B-3-6-A-D5"	1903	2152	5468	1094	604	278	192	84	0	12	0	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L7_e0050-8-7-A-D5"	1780	2435	7827	1522	1009	316	249	120	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L0_e0049-5-0-A-D6"	8990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L1_e0049-8-1-A-D6"	8538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L2_e0050-A-5-2-A-D6"	2423	3520	6480	2397	707	356	556	181	0	14	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L3_e0050-B-5-3-A-D6"	1686	5365	8505	2930	899	251	201	199	0	29	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L4_e0049-3-4-A-D6"	5857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L5_e0050-A-3-5-A-D6"	1468	2235	3926	1436	521	290	249	126	0	11	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L6_e0050-B-3-6-A-D6"	1168	1889	2916	1097	528	251	143	81	0	6	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L7_e0050-8-7-A-D6"	972	2241	3904	1377	752	162	112	152	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L0_e0049-5-0-A-D7"	10419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L1_e0049-8-1-A-D7"	8956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L2_e0050-A-5-2-A-D7"	3381	4331	13195	2654	744	507	426	206	0	14	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L3_e0050-B-5-3-A-D7"	1618	5542	12107	3089	997	297	50	175	0	21	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L4_e0049-3-4-A-D7"	8224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L5_e0050-A-3-5-A-D7"	1709	2408	7565	1804	615	289	126	107	0	7	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L6_e0050-B-3-6-A-D7"	855	1864	6615	1401	706	143	279	90	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L7_e0050-8-7-A-D7"	2201	2680	7084	1564	682	286	112	152	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L0_e0049-5-0-A-D8"	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L1_e0049-8-1-A-D8"	5391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L2_e0050-A-5-2-A-D8"	5	2	0	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L3_e0050-B-5-3-A-D8"	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L4_e0049-3-4-A-D8"	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L5_e0050-A-3-5-A-D8"	0	3	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"16S-A-D8-L6_e0050-B-3-6-A-D8"	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L7_e0050-8-7-A-D8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"16S-A-D9-L0_e0049-5-0-A-D9"	10018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L1_e0049-8-1-A-D9"	11499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L2_e0050-A-5-2-A-D9"	0	5	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L3_e0050-B-5-3-A-D9"	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L4_e0049-3-4-A-D9"	7063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L5_e0050-A-3-5-A-D9"	6	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L6_e0050-B-3-6-A-D9"	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D9-L7_e0050-8-7-A-D9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L0_e0049-5-0-A-E1"	13042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L1_e0049-8-1-A-E1"	8980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L2_e0050-A-5-2-A-E1"	2378	5131	11852	2725	1138	388	308	259	0	12	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L3_e0050-B-5-3-A-E1"	3554	4319	8657	3343	714	541	11	159	367	590	0	91	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L4_e0049-3-4-A-E1"	7863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L5_e0050-A-3-5-A-E1"	298	2378	6237	2628	730	153	465	185	0	11	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L6_e0050-B-3-6-A-E1"	1726	3236	7026	2447	1186	261	7	143	254	427	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E1-L7_e0050-8-7-A-E1"	2277	4398	11127	2527	483	282	695	187	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L0_e0049-5-0-A-E10"	5529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L1_e0049-8-1-A-E10"	7046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L2_e0050-A-5-2-A-E10"	1580	2851	6453	1426	408	252	297	148	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L3_e0050-B-5-3-A-E10"	8025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L4_e0049-3-4-A-E10"	5393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L5_e0050-A-3-5-A-E10"	1050	2118	4707	1248	355	211	11	65	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L6_e0050-B-3-6-A-E10"	5744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E10-L7_e0050-8-7-A-E10"	847	2269	4961	1013	326	138	52	88	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L0_e0049-5-0-A-E11"	10647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L1_e0049-8-1-A-E11"	13068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L2_e0050-A-5-2-A-E11"	3603	5344	11353	2492	601	526	354	233	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L3_e0050-B-5-3-A-E11"	18486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L4_e0049-3-4-A-E11"	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L5_e0050-A-3-5-A-E11"	2101	2682	6983	1776	583	378	9	84	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L6_e0050-B-3-6-A-E11"	11351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E11-L7_e0050-8-7-A-E11"	2217	4177	7722	1882	488	255	184	164	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L0_e0049-5-0-A-E12"	13937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L1_e0049-8-1-A-E12"	10554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L2_e0050-A-5-2-A-E12"	3202	4096	10825	2296	647	503	45	224	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L3_e0050-B-5-3-A-E12"	19904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L4_e0049-3-4-A-E12"	10767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L5_e0050-A-3-5-A-E12"	782	2283	9229	2430	922	228	208	173	0	5	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L6_e0050-B-3-6-A-E12"	11101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E12-L7_e0050-8-7-A-E12"	2540	4192	8761	2031	539	322	377	181	0	12	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L0_e0049-5-0-A-E2"	10073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L1_e0049-8-1-A-E2"	10260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L2_e0050-A-5-2-A-E2"	2675	4764	9741	2478	920	358	47	224	0	15	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L3_e0050-B-5-3-A-E2"	2821	3742	5376	3056	457	286	0	123	239	490	0	68	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L4_e0049-3-4-A-E2"	6953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L5_e0050-A-3-5-A-E2"	636	3646	7034	2569	579	196	365	153	0	13	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L6_e0050-B-3-6-A-E2"	1398	1307	2769	1363	339	155	8	55	127	204	0	41	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E2-L7_e0050-8-7-A-E2"	1852	2155	4885	1131	336	170	240	76	0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L0_e0049-5-0-A-E3"	9247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L1_e0049-8-1-A-E3"	8413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L2_e0050-A-5-2-A-E3"	2090	3795	10996	2276	763	240	468	123	0	4	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L3_e0050-B-5-3-A-E3"	784	3711	6751	3458	606	78	0	93	253	535	0	62	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L4_e0049-3-4-A-E3"	6755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L5_e0050-A-3-5-A-E3"	1502	2418	7542	1945	872	251	185	68	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L6_e0050-B-3-6-A-E3"	1174	1275	2633	1337	330	45	0	38	94	202	0	38	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E3-L7_e0050-8-7-A-E3"	1585	2446	6164	1217	358	232	128	67	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E4-L0_e0049-5-0-A-E4"	1309	3	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E4-L1_e0049-8-1-A-E4"	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"16S-A-E4-L2_e0050-A-5-2-A-E4"	0	0	0	0	6	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E4-L3_e0050-B-5-3-A-E4"	6	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E4-L4_e0049-3-4-A-E4"	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E4-L5_e0050-A-3-5-A-E4"	0	4	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E4-L6_e0050-B-3-6-A-E4"	3	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L0_e0049-5-0-A-E5"	6642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L1_e0049-8-1-A-E5"	4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L2_e0050-A-5-2-A-E5"	810	1689	5569	1231	399	135	19	101	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L3_e0050-B-5-3-A-E5"	2073	3129	6928	1600	473	291	213	97	0	19	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L4_e0049-3-4-A-E5"	3363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L5_e0050-A-3-5-A-E5"	1191	1115	3782	903	442	149	139	63	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L6_e0050-B-3-6-A-E5"	595	819	2271	432	227	89	83	30	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E5-L7_e0050-8-7-A-E5"	1077	1454	3009	755	336	131	0	44	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L0_e0049-5-0-A-E6"	11304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L1_e0049-8-1-A-E6"	12878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L2_e0050-A-5-2-A-E6"	3471	4852	12984	2720	823	467	397	219	0	13	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L3_e0050-B-5-3-A-E6"	3343	6115	13248	3366	947	493	338	219	0	33	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L4_e0049-3-4-A-E6"	7041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L5_e0050-A-3-5-A-E6"	1737	1768	6366	1444	595	274	98	93	0	10	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-E6-L6_e0050-B-3-6-A-E6"	942	2249	6118	1350	663	155	173	107	0	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
