"level" "taxa" "taxashort" "hex" "R" "G" "B"
5 "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__" "" "#313131" 0.192307692307692 0.192307692307692 0.192307692307692
5 "k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__" "" "#D3FF8D" 0.827586206896552 1 0.551724137931034
5 "k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae" "Nostocaceae" "#091A58" 0.0344827586206897 0.103448275862069 0.344827586206897
5 "k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae" "Xenococcaceae" "#3E463E" 0.241379310344828 0.275862068965517 0.241379310344828
5 "k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae" "Phormidiaceae" "#615895" 0.379310344827586 0.344827586206897 0.586206896551724
5 "k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae" "Pseudanabaenaceae" "#F6A78D" 0.96551724137931 0.655172413793103 0.551724137931034
5 "k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Acaryochloridaceae" "Acaryochloridaceae" "#F67BFF" 0.96551724137931 0.482758620689655 1
5 "k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae" "Deferribacteraceae" "#E5FFDC" 0.896551724137931 1 0.862068965517241
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other" "Bacillales;Other" "#3B3B3B" 0.230769230769231 0.230769230769231 0.230769230769231
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__" "" "#7B4672" 0.482758620689655 0.275862068965517 0.448275862068966
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae" "Alicyclobacillaceae" "#B97BFF" 0.724137931034483 0.482758620689655 1
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae" "Bacillaceae" "#619E00" 0.379310344827586 0.620689655172414 0
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae" "Listeriaceae" "#FFB000" 1 0.689655172413793 0
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae" "Paenibacillaceae" "#2C1209" 0.172413793103448 0.0689655172413793 0.0344827586206897
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae" "Planococcaceae" "#58FF4F" 0.344827586206897 1 0.310344827586207
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae" "Sporolactobacillaceae" "#D3CAD3" 0.827586206896552 0.793103448275862 0.827586206896552
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae" "Staphylococcaceae" "#454545" 0.269230769230769 0.269230769230769 0.269230769230769
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae" "Thermoactinomycetaceae" "#843509" 0.517241379310345 0.206896551724138 0.0344827586206897
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]" "[Exiguobacteraceae]" "#2C8423" 0.172413793103448 0.517241379310345 0.137931034482759
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]" "[Thermicanaceae]" "#6A1223" 0.413793103448276 0.0689655172413793 0.137931034482759
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae" "Gemellaceae" "#723EFF" 0.448275862068966 0.241379310344828 1
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other" "Lactobacillales;Other" "#2C2335" 0.172413793103448 0.137931034482759 0.206896551724138
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__" "" "#46B0F6" 0.275862068965517 0.689655172413793 0.96551724137931
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae" "Aerococcaceae" "#35E58D" 0.206896551724138 0.896551724137931 0.551724137931034
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae" "Carnobacteriaceae" "#FFE59E" 1 0.896551724137931 0.620689655172414
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae" "Enterococcaceae" "#AA672B" 0.6667 0.4039 0.1686
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae" "Lactobacillaceae" "#FB9A99" 0.984313725490196 0.603921568627451 0.6
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae" "Leuconostocaceae" "#953E9E" 0.586206896551724 0.241379310344828 0.620689655172414
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae" "Streptococcaceae" "#6B93D4" 0.4196 0.5765 0.8314
5 "k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae" "Turicibacteraceae" "#DA4650" 0.854901960784314 0.274509803921569 0.313725490196078
5 "k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other" "Clostridia;Other;Other" "#D37261" 0.827586206896552 0.448275862068966 0.379310344827586
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other" "Clostridiales;Other" "#F4D440" 0.956862745098039 0.831372549019608 0.250980392156863
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__" "" "#B2DF8A" 0.698039215686274 0.874509803921569 0.541176470588235
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae" "Christensenellaceae" "#4E4E4E" 0.307692307692308 0.307692307692308 0.307692307692308
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae" "Clostridiaceae" "#A6CEE3" 0.650980392156863 0.807843137254902 0.890196078431372
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae" "Dehalobacteriaceae" "#FF61B0" 1 0.379310344827586 0.689655172413793
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae" "Eubacteriaceae" "#A86666" 0.66 0.4 0.4
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae" "Lachnospiraceae" "#66A61E" 0.4 0.650980392156863 0.117647058823529
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae" "Peptococcaceae" "#230023" 0.137931034482759 0 0.137931034482759
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae" "Peptostreptococcaceae" "#CCCC00" 0.8 0.8 0
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae" "Ruminococcaceae" "#1F78B4" 0.12156862745098 0.470588235294118 0.705882352941177
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae" "Veillonellaceae" "#0000CC" 0 0 0.8
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]" "[Mogibacteriaceae]" "#767676" 0.461538461538462 0.461538461538462 0.461538461538462
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]" "[Tissierellaceae]" "#FADBDB" 0.98 0.86 0.86
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__" "" "#4F3E09" 0.310344827586207 0.241379310344828 0.0344827586206897
5 "k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis" "Thermoanaerobacterales Family III. Incertae Sedis" "#61B04F" 0.379310344827586 0.689655172413793 0.310344827586207
5 "k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae" "Erysipelotrichaceae" "#FFFF99" 1 1 0.6
5 "k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae" "Fusobacteriaceae" "#005884" 0 0.344827586206897 0.517241379310345
5 "k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae" "Leptotrichiaceae" "#0061CA" 0 0.379310344827586 0.793103448275862
5 "k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__" "" "#D3612C" 0.827586206896552 0.379310344827586 0.172413793103448
5 "k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__" "" "#D32395" 0.827586206896552 0.137931034482759 0.586206896551724
5 "k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__" "" "#8D2CC1" 0.551724137931034 0.172413793103448 0.758620689655172
5 "k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__" "" "#B9DCA7" 0.724137931034483 0.862068965517241 0.655172413793103
5 "k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__" "" "#58236A" 0.344827586206897 0.137931034482759 0.413793103448276
5 "k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae" "Victivallaceae" "#898989" 0.538461538461538 0.538461538461538 0.538461538461538
5 "k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae" "Nitrospiraceae" "#FFCAB9" 1 0.793103448275862 0.724137931034483
5 "k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__" "" "#848D00" 0.517241379310345 0.551724137931034 0
5 "k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__" "" "#FF588D" 1 0.344827586206897 0.551724137931034
5 "k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__" "" "#EDB9FF" 0.931034482758621 0.724137931034483 1
5 "k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae" "Gemmataceae" "#D3B000" 0.827586206896552 0.689655172413793 0
5 "k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae" "Isosphaeraceae" "#84D3FF" 0.517241379310345 0.827586206896552 1
5 "k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae" "Pirellulaceae" "#72FFD3" 0.448275862068966 1 0.827586206896552
5 "k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae" "Planctomycetaceae" "#4F099E" 0.310344827586207 0.0344827586206897 0.620689655172414
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__" "" "#4F58ED" 0.310344827586207 0.344827586206897 0.931034482758621
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__" "" "#61B084" 0.379310344827586 0.689655172413793 0.517241379310345
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae" "Caulobacteraceae" "#939393" 0.576923076923077 0.576923076923077 0.576923076923077
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__" "" "#C1D3F6" 0.758620689655172 0.827586206896552 0.96551724137931
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__" "" "#6D486D" 0.4275 0.2824 0.4275
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other" "Rhizobiales;Other" "#DC46CA" 0.862068965517241 0.275862068965517 0.793103448275862
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__" "" "#B0FFF6" 0.689655172413793 1 0.96551724137931
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae" "Aurantimonadaceae" "#DCFF58" 0.862068965517241 1 0.344827586206897
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae" "Beijerinckiaceae" "#9E12E5" 0.620689655172414 0.0689655172413793 0.896551724137931
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae" "Bradyrhizobiaceae" "#9D9D9D" 0.615384615384615 0.615384615384615 0.615384615384615
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae" "Brucellaceae" "#CAB07B" 0.793103448275862 0.689655172413793 0.482758620689655
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae" "Hyphomicrobiaceae" "#7B8DA7" 0.482758620689655 0.551724137931034 0.655172413793103
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae" "Methylobacteriaceae" "#1272C1" 0.0689655172413793 0.448275862068966 0.758620689655172
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae" "Methylocystaceae" "#FF613E" 1 0.379310344827586 0.241379310344828
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae" "Phyllobacteriaceae" "#CA7200" 0.793103448275862 0.448275862068966 0
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae" "Rhizobiaceae" "#72462C" 0.448275862068966 0.275862068965517 0.172413793103448
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae" "Rhodobiaceae" "#7BC100" 0.482758620689655 0.758620689655172 0
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae" "Xanthobacteraceae" "#C1DCD3" 0.758620689655172 0.862068965517241 0.827586206896552
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae" "Hyphomonadaceae" "#B09512" 0.689655172413793 0.586206896551724 0.0689655172413793
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae" "Rhodobacteraceae" "#612C46" 0.379310344827586 0.172413793103448 0.275862068965517
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__" "" "#D37BCA" 0.827586206896552 0.482758620689655 0.793103448275862
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae" "Acetobacteraceae" "#FF4F61" 1 0.310344827586207 0.379310344827586
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae" "Rhodospirillaceae" "#4F8DFF" 0.310344827586207 0.551724137931034 1
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__" "" "#9E124F" 0.620689655172414 0.0689655172413793 0.310344827586207
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae" "Rickettsiaceae" "#464658" 0.275862068965517 0.275862068965517 0.344827586206897
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria" "mitochondria" "#61E5D3" 0.379310344827586 0.896551724137931 0.827586206896552
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__" "" "#F6F68D" 0.96551724137931 0.96551724137931 0.551724137931034
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae" "Erythrobacteraceae" "#A76135" 0.655172413793103 0.379310344827586 0.206896551724138
5 "k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae" "Sphingomonadaceae" "#A7A7A7" 0.653846153846154 0.653846153846154 0.653846153846154
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other" "Betaproteobacteria;Other;Other" "#FF00D3" 1 0 0.827586206896552
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__" "" "#8D4F58" 0.551724137931034 0.310344827586207 0.344827586206897
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__ASSO-13;f__" "" "#B96AD3" 0.724137931034483 0.413793103448276 0.827586206896552
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other" "Burkholderiales;Other" "#D39EC1" 0.827586206896552 0.620689655172414 0.758620689655172
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__" "" "#00612C" 0 0.379310344827586 0.172413793103448
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae" "Alcaligenaceae" "#CAB2D6" 0.792156862745098 0.698039215686274 0.83921568627451
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae" "Burkholderiaceae" "#B1B1B1" 0.692307692307692 0.692307692307692 0.692307692307692
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae" "Comamonadaceae" "#26C281" 0.149 0.7608 0.5059
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae" "Oxalobacteraceae" "#350972" 0.206896551724138 0.0344827586206897 0.448275862068966
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__" "" "#7BD3DC" 0.482758620689655 0.827586206896552 0.862068965517241
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae" "Gallionellaceae" "#001A2C" 0 0.103448275862069 0.172413793103448
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__" "" "#DC0009" 0.862068965517241 0 0.0344827586206897
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__" "" "#9E7B35" 0.620689655172414 0.482758620689655 0.206896551724138
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__" "" "#726A23" 0.448275862068966 0.413793103448276 0.137931034482759
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae" "Methylophilaceae" "#BABABA" 0.730769230769231 0.730769230769231 0.730769230769231
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae" "Neisseriaceae" "#C4C4C4" 0.769230769230769 0.769230769230769 0.769230769230769
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae" "Rhodocyclaceae" "#FF6A00" 1 0.413793103448276 0
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__" "" "#FF8DED" 1 0.551724137931034 0.931034482758621
5 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__" "" "#C1FFB9" 0.758620689655172 1 0.724137931034483
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__" "" "#C1D384" 0.758620689655172 0.827586206896552 0.517241379310345
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae" "Bacteriovoracaceae" "#E58D61" 0.896551724137931 0.551724137931034 0.379310344827586
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae" "Bdellovibrionaceae" "#3E2CA7" 0.241379310344828 0.172413793103448 0.655172413793103
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae" "Desulfovibrionaceae" "#5298A1" 0.3216 0.5961 0.6314
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__" "" "#9EB09E" 0.620689655172414 0.689655172413793 0.620689655172414
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;Other" "Myxococcales;Other" "#848461" 0.517241379310345 0.517241379310345 0.379310344827586
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__" "" "#FF7B35" 1 0.482758620689655 0.206896551724138
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20" "0319-6G20" "#5858C1" 0.344827586206897 0.344827586206897 0.758620689655172
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae" "Haliangiaceae" "#4FC12C" 0.310344827586207 0.758620689655172 0.172413793103448
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae" "Myxococcaceae" "#8DB000" 0.551724137931034 0.689655172413793 0
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae" "Nannocystaceae" "#C1B9F6" 0.758620689655172 0.724137931034483 0.96551724137931
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae" "Polyangiaceae" "#FFDC4F" 1 0.862068965517241 0.310344827586207
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__" "" "#726161" 0.448275862068966 0.379310344827586 0.379310344827586
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae" "Syntrophaceae" "#722C1A" 0.448275862068966 0.172413793103448 0.103448275862069
5 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae" "Syntrophobacteraceae" "#460900" 0.275862068965517 0.0344827586206897 0
5 "k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae" "Campylobacteraceae" "#84468D" 0.517241379310345 0.275862068965517 0.551724137931034
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae" "Aeromonadaceae" "#6A3ED3" 0.413793103448276 0.241379310344828 0.827586206896552
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae" "Succinivibrionaceae" "#849EFF" 0.517241379310345 0.620689655172414 1
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae" "Alteromonadaceae" "#61006A" 0.379310344827586 0 0.413793103448276
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae" "Idiomarinaceae" "#9E3500" 0.620689655172414 0.206896551724138 0
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae" "Shewanellaceae" "#7BF6B0" 0.482758620689655 0.96551724137931 0.689655172413793
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae]" "[Chromatiaceae]" "#355823" 0.206896551724138 0.344827586206897 0.137931034482759
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__" "" "#00A77B" 0 0.655172413793103 0.482758620689655
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae" "Ectothiorhodospiraceae" "#8D6A9E" 0.551724137931034 0.413793103448276 0.620689655172414
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae" "Enterobacteriaceae" "#6A3D9A" 0.415686274509804 0.23921568627451 0.603921568627451
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae" "Coxiellaceae" "#CECECE" 0.807692307692308 0.807692307692308 0.807692307692308
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae" "Legionellaceae" "#23093E" 0.137931034482759 0.0344827586206897 0.241379310344828
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae" "Alcanivoracaceae" "#9EB958" 0.620689655172414 0.724137931034483 0.344827586206897
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Hahellaceae" "Hahellaceae" "#CA3E23" 0.793103448275862 0.241379310344828 0.137931034482759
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae" "Halomonadaceae" "#D8D8D8" 0.846153846153846 0.846153846153846 0.846153846153846
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae" "Oceanospirillaceae" "#D3C146" 0.827586206896552 0.758620689655172 0.275862068965517
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae" "Pasteurellaceae" "#E2E2E2" 0.884615384615385 0.884615384615385 0.884615384615385
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;Other" "Pseudomonadales;Other" "#588484" 0.344827586206897 0.517241379310345 0.517241379310345
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae" "Moraxellaceae" "#EBEBEB" 0.923076923076923 0.923076923076923 0.923076923076923
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae" "Pseudomonadaceae" "#F5F5F5" 0.961538461538462 0.961538461538462 0.961538461538462
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae" "Salinisphaeraceae" "#463523" 0.275862068965517 0.206896551724138 0.137931034482759
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Pseudoalteromonadaceae" "Pseudoalteromonadaceae" "#5823FF" 0.344827586206897 0.137931034482759 1
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae" "Sinobacteraceae" "#009E3E" 0 0.620689655172414 0.241379310344828
5 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae" "Xanthomonadaceae" "#FFFFFF" 1 1 1
5 "k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae" "Spirochaetaceae" "#00DCF6" 0 0.862068965517241 0.96551724137931
5 "k__Bacteria;p__TM6;c__SJA-4;o__;f__" "" "#D300C1" 0.827586206896552 0 0.758620689655172
5 "k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae" "Acholeplasmataceae" "#FFB061" 1 0.689655172413793 0.379310344827586
5 "k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae" "Anaeroplasmataceae" "#129E9E" 0.0689655172413793 0.620689655172414 0.620689655172414
5 "k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__" "" "#00DCB9" 0 0.862068965517241 0.724137931034483
5 "k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__" "" "#46587B" 0.275862068965517 0.344827586206897 0.482758620689655
