rs1	rs2	rt1	rt3	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	sharedSratio	sharedTratio
0.35	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.54202679923017	0.990117261241469	1.82669429380192	1	0.142857142857143
0.5	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.645587161082924	0.990149168830225	1.53371880439711	0.7	0.142857142857143
0.65	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.753298784708004	0.990161715105242	1.31443423938225	0.538461538461539	0.142857142857143
0.8	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.828296123774247	0.990168166419308	1.19542774377293	0.4375	0.142857142857143
0.95	0.35	0.35	0.05	1	1	alldata	TRUE	FALSE	0.874163808887513	0.990172026431289	1.13270764170781	0.368421052631579	0.142857142857143
0.05	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.471543002576959	0.82236275340548	1.74398251890349	10	0.142857142857143
0.2	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.477227749204938	0.989088749391896	2.07257174596347	2.5	0.142857142857143
0.35	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.485023243424692	0.98996559045531	2.04106834852961	1.42857142857143	0.142857142857143
0.5	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.502405320252855	0.990090829229307	1.97070132285025	1	0.142857142857143
0.65	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.543253246604667	0.990130810813076	1.82259529418627	0.769230769230769	0.142857142857143
0.8	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.614222886484514	0.990148770966919	1.61203496768739	0.625	0.142857142857143
0.95	0.5	0.35	0.05	1	1	alldata	TRUE	FALSE	0.696799679731406	0.990158528028579	1.42100887361236	0.526315789473684	0.142857142857143
0.05	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.471079188354082	0.685876016746607	1.45596756066217	13	0.142857142857143
0.2	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.475157903943952	0.98484588749659	2.07267074654989	3.25	0.142857142857143
0.35	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.479081578301996	0.989497504462488	2.06540503596393	1.85714285714286	0.142857142857143
0.5	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.483827193535904	0.989949098544937	2.04607990574113	1.3	0.142857142857143
0.65	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.491899897984539	0.990066279841284	2.01273934777763	1	0.142857142857143
0.8	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.508698325117339	0.990112333928832	1.94636444635521	0.8125	0.142857142857143
0.95	0.65	0.35	0.05	1	1	alldata	TRUE	FALSE	0.541843849596515	0.990135080019461	1.82734394928865	0.684210526315789	0.142857142857143
0.05	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.470805686803492	0.605191461695682	1.2854378752402	16	0.142857142857143
0.2	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.474133703141911	0.966175023358	2.03776912916233	4	0.142857142857143
0.35	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.477177634285758	0.988061129296291	2.07063587708847	2.28571428571429	0.142857142857143
0.5	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.480155294455873	0.989605291008271	2.06101089050725	1.6	0.142857142857143
0.65	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.48353745323507	0.989931630321732	2.04726981063963	1.23076923076923	0.142857142857143
0.8	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.48836929196085	0.99004390276134	2.02724438055107	1	0.142857142857143
0.95	0.8	0.35	0.05	1	1	alldata	TRUE	FALSE	0.496815886285149	0.990094361819449	1.99287983567253	0.842105263157895	0.142857142857143
0.05	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.470619876285638	0.560958893887729	1.19195750573709	19	0.142857142857143
0.2	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.47345226645985	0.907436653627326	1.91663810253252	4.75	0.142857142857143
0.35	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.476041596566323	0.983725640627709	2.06646992137515	2.71428571428571	0.142857142857143
0.5	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.478464868921546	0.98877363918911	2.06655431446366	1.9	0.142857142857143
0.65	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.480858855135839	0.989650945001053	2.05809029912007	1.46153846153846	0.142857142857143
0.8	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.483486366310874	0.989915477115804	2.04745272275021	1.1875	0.142857142857143
0.95	0.95	0.35	0.05	1	1	alldata	TRUE	FALSE	0.486864009932713	0.990023669872277	2.03347064000295	1	0.142857142857143
0.05	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.944637781150619	0.990172658837514	1.04820353218504	1	0.1
0.2	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.964866796846151	0.990181610783572	1.02623658936152	0.25	0.1
0.35	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.969299479380881	0.990182992200466	1.02154495412803	0.142857142857143	0.1
0.5	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.971625291871108	0.990183684549372	1.01910035981312	0.1	0.1
0.65	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.973089192494796	0.990184124310775	1.01756769261012	0.0769230769230769	0.1
