

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0050.B4.xpt
Protocol File Path:	C:\Users\Public\Documents\Experiments\Doran\96well-48hr-orbital.prt



Plate Number	Plate 1
Date	10/11/2023
Time	12:09:58 PM
Reader Type:	Epoch 2
Reader Serial Number:	200304C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0:14:14	37.0	0.67370	0.64190	0.66150	0.62930	0.63760	0.65560	0.67000	0.66380	0.60980	0.61100	0.61270	0.58790	0.63740	0.62710	0.64190	0.63090	0.65090	0.64440	0.64040	0.61330	0.61420	0.61210	0.62420	0.62050	0.63300	0.66430	0.65500	0.63180	0.69650	0.69190	0.64690	0.64790	0.62700	0.63210	0.62570	0.62670	0.63750	0.65530	0.65590	0.63980	0.66780	0.65750	0.65270	0.62950	0.63640	0.63420	0.62580	0.63170	0.65530	0.65840	0.68310	0.62430	0.66910	0.67740	0.66430	0.65560	0.63270	0.63570	0.65200	0.61260	0.66710	0.65640	0.67270	0.65260	0.73440	0.69150	0.67740	0.66510	0.66100	0.66120	0.64160	0.66230	0.64920	0.64760	0.64610	0.63880	0.66210	0.65810	0.65110	0.63530	0.61750	0.63650	0.61310	0.60710	0.63150	0.64530	0.64850	0.62830	0.64730	0.64470	0.64020	0.63370	0.63180	0.63460	0.65710	0.60490
0:29:16	37.0	0.68710	0.64950	0.66680	0.63270	0.64720	0.65910	0.67360	0.66430	0.61000	0.61070	0.61080	0.59360	0.64570	0.62720	0.64670	0.63130	0.65760	0.64560	0.64450	0.61360	0.61810	0.60720	0.62550	0.61820	0.64190	0.66980	0.66380	0.63310	0.70470	0.69620	0.65810	0.64130	0.62650	0.62890	0.62720	0.62670	0.64010	0.65690	0.66160	0.63730	0.67160	0.65420	0.65680	0.62980	0.63530	0.63600	0.62530	0.63330	0.65290	0.66180	0.68360	0.62370	0.66900	0.68550	0.66870	0.65710	0.62860	0.63880	0.65010	0.61190	0.67060	0.65700	0.67360	0.65160	0.73480	0.69520	0.67880	0.66320	0.65120	0.65230	0.63850	0.66340	0.65290	0.64730	0.65240	0.63830	0.66540	0.66120	0.66000	0.63530	0.62110	0.64180	0.61400	0.60510	0.63260	0.65510	0.65170	0.62720	0.65150	0.65150	0.64830	0.63020	0.63030	0.63460	0.66570	0.60230
0:44:16	37.0	0.69780	0.65210	0.66950	0.63300	0.64420	0.66070	0.67620	0.66760	0.60840	0.60710	0.61370	0.59120	0.64510	0.63610	0.65360	0.63090	0.66260	0.64990	0.65180	0.61510	0.61630	0.61470	0.62650	0.61710	0.64550	0.68270	0.66220	0.62640	0.71100	0.70810	0.66560	0.63890	0.61800	0.63420	0.63180	0.62530	0.64690	0.66400	0.66250	0.63780	0.67840	0.66140	0.65780	0.62820	0.63330	0.64150	0.63030	0.63810	0.66120	0.66540	0.69530	0.62820	0.68050	0.69170	0.68130	0.65480	0.63100	0.64330	0.65570	0.61520	0.67210	0.66120	0.68400	0.65340	0.74760	0.69820	0.69300	0.66650	0.66140	0.65610	0.64430	0.66950	0.65660	0.65430	0.66030	0.63910	0.67350	0.66960	0.66550	0.64060	0.61910	0.64000	0.61640	0.61040	0.63550	0.66640	0.66080	0.63060	0.66360	0.66180	0.65540	0.63230	0.63230	0.64150	0.68070	0.61010
0:59:16	37.0	0.70600	0.66180	0.67530	0.63570	0.64540	0.66240	0.68290	0.66660	0.60730	0.61540	0.61820	0.59630	0.64460	0.63590	0.65710	0.63730	0.67910	0.66130	0.66240	0.62080	0.61690	0.62020	0.63250	0.61570	0.64420	0.68260	0.66800	0.63630	0.73650	0.71850	0.67560	0.64200	0.62280	0.64000	0.63570	0.63590	0.64070	0.66460	0.66570	0.64240	0.68800	0.66680	0.66660	0.63150	0.63470	0.64960	0.63790	0.64540	0.66420	0.66720	0.69910	0.62960	0.68990	0.70060	0.68950	0.65700	0.63490	0.65290	0.66480	0.62490	0.68680	0.66570	0.69330	0.65360	0.75480	0.71080	0.69960	0.66720	0.66130	0.66600	0.64970	0.68480	0.66100	0.66100	0.66920	0.64380	0.68660	0.69430	0.67430	0.63800	0.62250	0.64850	0.62220	0.61640	0.63940	0.66180	0.66740	0.62720	0.66270	0.66210	0.65840	0.63460	0.63360	0.65360	0.69610	0.61720
1:14:16	37.0	0.72210	0.67780	0.69700	0.64690	0.65340	0.67700	0.70260	0.66640	0.61040	0.62940	0.63210	0.60740	0.64860	0.63680	0.66760	0.63250	0.69160	0.67590	0.67580	0.61730	0.61930	0.62340	0.63910	0.62960	0.65220	0.68580	0.68550	0.64590	0.74860	0.73470	0.69170	0.64350	0.62780	0.64540	0.64530	0.63620	0.65430	0.67420	0.69040	0.64150	0.69710	0.68450	0.67880	0.63040	0.63900	0.66120	0.64250	0.65080	0.66310	0.66920	0.71400	0.62860	0.70310	0.71830	0.69960	0.65600	0.63310	0.65780	0.67420	0.63350	0.67730	0.66740	0.70580	0.66090	0.76660	0.71990	0.72940	0.67060	0.65810	0.67200	0.65240	0.70110	0.66680	0.66900	0.68810	0.64530	0.69830	0.69900	0.69120	0.64220	0.62160	0.65290	0.62480	0.62100	0.64550	0.67310	0.67850	0.63050	0.67800	0.68450	0.67440	0.63740	0.63500	0.67000	0.71770	0.62600
1:29:16	37.0	0.75860	0.69640	0.71460	0.64080	0.65320	0.68290	0.72620	0.67160	0.61730	0.63780	0.65430	0.64020	0.65810	0.64620	0.67660	0.63250	0.71020	0.69410	0.69490	0.61790	0.61790	0.63890	0.64880	0.63140	0.66370	0.69920	0.70500	0.63820	0.77770	0.76970	0.70380	0.64390	0.62630	0.66000	0.66080	0.64200	0.65390	0.67820	0.68710	0.64490	0.71440	0.69700	0.69700	0.63110	0.63840	0.67860	0.65500	0.66240	0.66790	0.68200	0.73490	0.63420	0.72860	0.74070	0.72530	0.65890	0.63110	0.67490	0.68190	0.64590	0.68960	0.67790	0.72060	0.65860	0.78790	0.74190	0.72590	0.67150	0.66090	0.68230	0.66370	0.73030	0.67450	0.68020	0.70870	0.64540	0.71630	0.72390	0.72880	0.64170	0.62600	0.65820	0.62990	0.62610	0.64610	0.67400	0.69440	0.63540	0.69120	0.70010	0.69010	0.63320	0.63340	0.70490	0.76590	0.63350
1:44:16	37.1	0.80880	0.72720	0.75630	0.64410	0.65910	0.70850	0.76480	0.66900	0.61390	0.66960	0.68780	0.63710	0.65210	0.64400	0.69000	0.63060	0.73460	0.72150	0.71950	0.60620	0.62650	0.62960	0.68780	0.65590	0.66940	0.70220	0.71240	0.62880	0.82480	0.79070	0.75650	0.65180	0.62480	0.67890	0.72050	0.66470	0.65470	0.71420	0.72380	0.64230	0.74460	0.78200	0.72240	0.65020	0.64240	0.70090	0.66590	0.66610	0.67770	0.68080	0.75140	0.63270	0.76320	0.77160	0.75330	0.66040	0.63380	0.70560	0.74890	0.69380	0.68840	0.69430	0.77710	0.65120	0.82650	0.79990	0.76120	0.68040	0.65360	0.72540	0.71220	0.80480	0.70540	0.70190	0.74610	0.64400	0.77130	0.81630	0.76650	0.64460	0.64140	0.69240	0.63450	0.66830	0.63830	0.69430	0.74720	0.63640	0.72010	0.75490	0.72990	0.64050	0.65230	0.72400	0.82870	0.72430
1:59:16	37.0	0.85580	0.76670	0.77730	0.63430	0.67540	0.79240	0.84580	0.70220	0.63560	0.76930	0.82030	0.71060	0.69450	0.68340	0.76390	0.65870	0.79740	0.78150	0.77000	0.64350	0.63890	0.66950	0.72400	0.63680	0.73510	0.74990	0.86800	0.63410	0.86860	0.85990	0.82460	0.65680	0.63440	0.75450	0.78600	0.73160	0.66450	0.79070	0.86860	0.65360	0.80370	0.81520	0.79250	0.65250	0.67000	0.81630	0.79070	0.78430	0.68660	0.79440	0.92200	0.64470	0.79830	0.81550	0.80740	0.67840	0.63680	0.79900	0.77030	0.75010	0.79500	0.77040	0.85870	0.69680	0.94890	0.88260	0.78470	0.70260	0.65650	0.72780	0.74980	0.89620	0.80370	0.79970	0.89270	0.65560	0.83390	0.80620	0.88370	0.71060	0.71840	0.79780	0.71190	0.71240	0.69420	0.75000	0.88720	0.71230	0.84870	0.83400	0.87950	0.71360	0.70940	0.85330	0.88410	0.74120
2:14:16	37.1	1.04460	0.82990	0.89570	0.62520	0.70230	0.84400	0.94890	0.72410	0.65180	0.79650	0.81410	0.77170	0.72320	0.70950	0.77970	0.65520	0.90700	0.84040	0.86130	0.67750	0.66740	0.69080	0.74490	0.72060	0.77550	0.79450	0.84650	0.72540	0.93750	0.93530	0.87900	0.69670	0.68740	0.77330	0.80790	0.79280	0.69400	0.85620	0.90780	0.65850	0.85210	0.84320	0.82650	0.71250	0.67320	0.79730	0.74780	0.72580	0.69020	0.76310	0.90890	0.67570	0.88850	0.86830	0.85220	0.69240	0.68170	0.78170	0.80010	0.76520	0.80240	0.78320	0.80690	0.66010	0.88280	0.90450	0.86690	0.72870	0.73030	0.81490	0.76510	0.94650	0.75410	0.78190	0.83620	0.72510	0.83370	0.82100	0.81200	0.69900	0.66340	0.83010	0.72400	0.73450	0.79550	0.86570	0.92190	0.67880	0.88040	0.80520	0.76580	0.70750	0.70510	0.85180	0.97790	0.79300
2:29:16	37.1	1.11550	0.88060	1.02710	0.71480	0.76000	0.96740	1.06780	0.71910	0.78900	0.89720	0.83250	0.82620	0.78610	0.68770	0.84700	0.71180	1.01070	0.86470	0.93430	0.72960	0.69850	0.76800	0.79860	0.77000	0.89890	0.87830	1.01070	0.63720	0.99080	0.97670	0.90170	0.70490	0.66900	0.78620	0.82520	0.77130	0.75830	0.89020	1.07580	0.68700	0.89810	0.94900	0.90600	0.71620	0.64710	0.85680	0.84540	0.77730	0.71460	0.80980	0.97250	0.74740	0.90100	0.93730	0.94740	0.65690	0.68730	0.80440	0.86810	0.78980	0.72240	0.81330	1.00460	0.73580	0.98880	0.91680	0.94040	0.72190	0.72350	0.81240	0.86650	1.00590	0.73810	0.83110	0.92740	0.72340	0.92730	1.00810	0.88730	0.71580	0.70050	0.78580	0.72420	0.82130	0.78520	0.86970	0.99450	0.73540	0.98240	0.88010	0.91960	0.67500	0.70780	0.94300	1.01500	0.87090
2:44:16	37.1	1.17620	0.96700	1.04380	0.69680	0.72370	1.21540	1.25320	0.76060	0.77230	0.93930	0.95370	0.94540	0.91290	0.71360	0.93880	0.63120	1.06910	0.97340	1.05610	0.61680	0.68680	0.84220	0.85820	0.74830	0.90450	0.94930	1.11770	0.71430	1.09380	1.07050	1.06860	0.77710	0.65450	0.84800	0.84620	0.90890	0.78660	1.00450	1.14690	0.66700	1.00380	1.00110	1.00190	0.75820	0.69350	0.94630	0.89180	0.83730	0.74540	0.80980	1.05450	0.75790	1.03360	1.02020	1.08260	0.64820	0.79220	0.81660	0.91510	0.84960	0.75490	0.86990	1.04840	0.76030	1.08060	1.03900	1.08620	0.75940	0.75780	0.81500	0.88190	1.13780	0.82670	0.91630	0.95410	0.69160	1.05160	1.12390	1.00830	0.70860	0.79030	0.88790	0.84300	0.83490	0.75390	0.93270	0.97610	0.72610	1.05500	1.06110	0.99860	0.69310	0.70430	1.04020	1.04100	0.88860
2:59:16	37.1	1.22290	1.05690	1.11790	0.75150	0.72500	1.30800	1.28800	0.72350	0.70060	0.99540	1.02490	1.02030	0.92850	0.81350	0.99040	0.62630	1.12340	1.05420	1.11700	0.64080	0.66410	0.87020	0.91260	0.85530	0.97450	0.95200	1.14560	0.71390	1.17350	1.15720	1.11290	0.61530	0.68960	0.89640	0.91490	0.84580	0.94890	1.01050	1.15510	0.77000	1.09050	1.05930	1.06820	0.63350	0.69090	1.01490	0.89220	0.89310	0.78920	0.81250	1.07710	0.72730	1.10900	1.16810	1.12850	0.69680	0.80060	0.87580	1.03250	0.94930	0.84580	0.91150	0.99360	0.65650	1.19030	1.09720	1.10220	0.73110	0.71050	0.88140	0.89710	1.17100	0.85230	1.00610	1.00830	0.72510	1.13230	1.10180	1.05420	0.71890	0.70490	0.93030	0.91010	0.89830	0.79770	0.97760	1.10640	0.70180	1.11630	1.12680	1.14010	0.69920	0.74840	1.08440	1.13210	0.95030
3:14:16	37.1	1.32620	1.17540	1.24400	0.75750	0.72770	1.34410	1.30940	0.71110	0.76680	1.06450	1.22490	1.08080	0.90510	0.90770	1.09440	0.65430	1.16090	1.13080	1.15990	0.64570	0.59320	0.97050	0.96470	0.77910	1.04350	1.07210	1.25670	0.71160	1.21770	1.23820	1.17460	0.60520	0.69240	1.01820	1.00620	0.91800	1.07320	1.02620	1.29070	0.81150	1.12310	1.15910	1.15840	0.69450	0.69520	1.07210	1.00060	0.98630	0.84030	0.86450	1.17730	0.73850	1.14000	1.14250	1.24930	0.79790	0.74180	0.96730	1.01440	1.02420	0.81510	0.96960	1.09010	0.67280	1.25970	1.17990	1.16450	0.74770	0.64070	1.12320	1.00190	1.18540	0.96390	1.05450	1.06920	0.71960	1.15260	1.12350	1.10370	0.71150	0.71000	1.02660	1.01330	0.99860	0.86640	1.09650	1.17940	0.71710	1.16120	1.18480	1.13160	0.68810	0.81450	1.15030	1.18960	1.06690
3:29:16	37.1	1.38350	1.26980	1.32810	0.80450	0.72960	1.48000	1.35470	0.73860	0.64480	1.12450	1.26590	1.13960	0.91240	0.97320	1.13130	0.65100	1.24780	1.19880	1.27720	0.65950	0.67980	1.04500	1.03430	0.95230	1.12440	1.15610	1.29740	0.72780	1.27850	1.25950	1.25200	0.60400	0.67960	1.10590	1.08420	1.01290	1.07030	1.04380	1.32460	0.83300	1.16920	1.17570	1.18170	0.66660	0.73350	1.15150	1.07750	1.07240	0.88360	0.90000	1.20200	0.75810	1.20560	1.18900	1.27050	0.82250	0.80420	1.05410	1.08390	1.09710	0.83520	0.99000	1.15890	0.72740	1.29280	1.24030	1.29180	0.72460	0.62520	1.21040	1.09170	1.24830	0.99770	1.12280	1.13200	0.73440	1.17030	1.14920	1.15640	0.70100	0.68230	1.09210	1.07110	1.07260	0.98550	1.12690	1.23830	0.70650	1.22730	1.23150	1.10980	0.73330	0.73190	1.16880	1.21450	1.16070
3:44:16	37.1	1.37210	1.31910	1.33030	0.80150	0.69170	1.47710	1.41330	0.78460	0.63200	1.17610	1.26010	1.17140	0.87240	0.99500	1.16530	0.64990	1.26070	1.20050	1.28310	0.63890	0.67240	1.10350	1.08030	1.00770	1.16390	1.13490	1.31670	0.72550	1.31350	1.29260	1.29700	0.59930	0.70750	1.14090	1.15200	1.07330	1.08400	1.10200	1.38750	0.83460	1.18080	1.22530	1.23040	0.64520	0.67380	1.11130	1.11530	1.08380	0.94560	0.97780	1.24220	0.73210	1.21700	1.23590	1.30670	0.80640	0.76880	1.07450	1.14500	1.15370	0.89700	1.03840	1.22310	0.70530	1.31330	1.24820	1.25310	0.71890	0.62130	1.25550	1.12190	1.27970	1.03090	1.15490	1.15800	0.71330	1.19320	1.21230	1.20120	0.71160	0.73520	1.15580	1.14150	1.11090	0.96570	1.16560	1.20210	0.76270	1.23290	1.25540	1.15640	0.68670	0.72930	1.18140	1.22520	1.10350
3:59:16	37.1	1.37180	1.36460	1.42820	0.82720	0.70910	1.54680	1.44030	0.80080	0.67820	1.23960	1.32460	1.21640	1.01870	1.04020	1.32900	0.64140	1.27450	1.22660	1.31500	0.63960	0.66350	1.14430	1.19770	1.07630	1.31350	1.25680	1.40370	0.73140	1.32090	1.32170	1.27380	0.59830	0.67710	1.21510	1.22440	1.13610	1.32270	1.26890	1.37200	0.83790	1.24840	1.22470	1.23580	0.72960	0.67010	1.14260	1.20960	1.17370	1.00990	1.10220	1.35360	0.78900	1.24480	1.36620	1.35910	0.79100	0.70890	1.15770	1.20990	1.19110	0.96780	1.10510	1.21870	0.70090	1.36020	1.29800	1.38250	0.74660	0.62380	1.27430	1.16170	1.29200	1.18100	1.31450	1.29490	0.72000	1.25220	1.25750	1.23900	0.69360	0.70380	1.21430	1.18910	1.21610	0.95400	1.23800	1.31440	0.67300	1.30770	1.27950	1.27090	0.69060	0.71950	1.20110	1.22470	1.15450
4:14:16	37.1	1.37890	1.42470	1.46480	0.81750	0.68040	1.56670	1.39480	0.73100	0.63320	1.23880	1.30240	1.23000	1.17280	1.20610	1.35640	0.69630	1.31380	1.25880	1.33630	0.64820	0.73260	1.19610	1.22960	1.07780	1.28730	1.38060	1.46490	0.79850	1.35600	1.38940	1.28780	0.60220	0.69490	1.25690	1.24390	1.19790	1.22560	1.32430	1.44530	0.83460	1.29950	1.27050	1.26050	0.74030	0.64230	1.19570	1.24700	1.20750	1.14480	1.16990	1.32380	0.77720	1.28110	1.37020	1.39200	0.77990	0.80160	1.17700	1.24440	1.21240	1.02020	1.28670	1.31870	0.75250	1.43530	1.31250	1.39940	0.72960	0.63660	1.31120	1.20900	1.35200	1.17140	1.32840	1.29070	0.78900	1.28510	1.31770	1.33720	0.71280	0.76120	1.24670	1.23370	1.24080	1.11910	1.22970	1.33160	0.84700	1.29290	1.29850	1.30100	0.73920	0.74020	1.19350	1.26120	1.13260
4:29:16	37.1	1.44990	1.44230	1.48760	0.76990	0.66790	1.54750	1.39900	0.76010	0.70830	1.22990	1.27490	1.21100	1.15420	1.21770	1.33380	0.68650	1.31940	1.26960	1.36250	0.64280	0.77010	1.22770	1.23470	1.24320	1.38070	1.30400	1.48040	0.75960	1.39050	1.40240	1.31040	0.59040	0.69790	1.23660	1.23420	1.22580	1.33600	1.33180	1.45810	0.83420	1.34900	1.29850	1.30150	0.73840	0.74350	1.16970	1.25260	1.24840	1.14470	1.24270	1.36700	0.78160	1.30310	1.36990	1.43540	0.76770	0.81570	1.20400	1.27460	1.23280	1.06590	1.26890	1.33610	0.76790	1.42340	1.32900	1.41360	0.75180	0.65040	1.32820	1.28180	1.30560	1.19210	1.32800	1.28120	0.78330	1.34640	1.33910	1.33150	0.74390	0.67740	1.26190	1.27590	1.24790	1.08960	1.26830	1.38290	0.78220	1.32670	1.32480	1.32800	0.72840	0.77890	1.19650	1.27860	1.19980
4:44:16	37.1	1.47350	1.49430	1.43930	0.83460	0.81440	1.57780	1.39850	0.70630	0.64020	1.24360	1.27440	1.20700	1.17090	1.26460	1.34730	0.72580	1.42050	1.30480	1.36860	0.70630	0.76740	1.24410	1.22450	1.11030	1.41410	1.35850	1.42220	0.77940	1.37030	1.47390	1.33860	0.65160	0.74270	1.22960	1.26670	1.25390	1.47250	1.39110	1.47440	0.86470	1.38940	1.34700	1.37480	0.70720	0.73880	1.17810	1.23430	1.24220	1.14850	1.30920	1.40180	0.77960	1.34520	1.42690	1.48870	0.81020	0.81920	1.21040	1.28410	1.24250	1.14910	1.26190	1.35550	0.76550	1.50020	1.39990	1.45920	0.76730	0.62870	1.33160	1.29030	1.36870	1.21140	1.35590	1.30120	0.78740	1.36900	1.35450	1.35760	0.77790	0.76200	1.29460	1.27010	1.25300	1.07950	1.31170	1.37750	0.80090	1.37840	1.36870	1.32650	0.56930	0.75940	1.21880	1.30910	1.18940
4:59:16	37.1	1.48690	1.43030	1.50090	0.79060	0.87700	1.58990	1.38310	0.73150	0.65020	1.24670	1.27470	1.21650	1.26340	1.29030	1.38430	0.67580	1.37540	1.29930	1.35960	0.64940	0.69440	1.26370	1.21720	1.07840	1.37780	1.39900	1.47670	0.82460	1.33250	1.44310	1.33460	0.58670	0.71670	1.26180	1.28610	1.27320	1.50620	1.35170	1.50180	0.82960	1.37160	1.36050	1.32300	0.71100	0.70380	1.18420	1.28050	1.27390	1.34080	1.34370	1.41220	0.77330	1.33170	1.42660	1.49850	0.77390	0.81020	1.23060	1.28230	1.26000	1.13960	1.34090	1.37750	0.79430	1.47960	1.36860	1.43070	0.76100	0.61650	1.34340	1.28660	1.34740	1.21760	1.35310	1.31950	0.83090	1.36820	1.38020	1.35700	0.75480	0.68740	1.27120	1.28490	1.24560	1.12930	1.33220	1.40940	0.71470	1.36950	1.34610	1.34500	0.77360	0.82680	1.21210	1.29590	1.22750
5:14:16	37.1	1.46990	1.46180	1.52370	0.78730	0.82700	1.57870	1.40700	0.69460	0.63970	1.24500	1.27790	1.21220	1.28710	1.31020	1.40160	0.72650	1.39900	1.36320	1.38910	0.72780	0.65280	1.26280	1.27750	1.15200	1.40890	1.38450	1.45530	0.74770	1.41300	1.46700	1.35780	0.67670	0.66830	1.23710	1.28630	1.27680	1.48980	1.33330	1.49580	0.86300	1.40640	1.36710	1.38640	0.71670	0.69180	1.17330	1.27180	1.27400	1.27970	1.38530	1.41200	0.79840	1.33920	1.41640	1.51820	0.80520	0.82560	1.21610	1.27890	1.25200	1.15520	1.35330	1.36010	0.77410	1.47830	1.39150	1.44310	0.78790	0.66740	1.33550	1.29680	1.33770	1.26010	1.37400	1.30870	0.79180	1.36880	1.36670	1.36730	0.73020	0.84600	1.31230	1.27890	1.24670	1.10290	1.37690	1.40210	0.67410	1.35780	1.41210	1.36320	0.54660	0.75450	1.26640	1.32000	1.19590
5:29:16	37.1	1.47700	1.46760	1.55020	0.81030	0.71730	1.57150	1.38880	0.61410	0.64620	1.25130	1.27910	1.22280	1.34190	1.37200	1.43350	0.74810	1.44210	1.33780	1.38740	0.65830	0.71610	1.26360	1.26230	1.17080	1.40240	1.42760	1.43490	0.81140	1.40430	1.45770	1.37140	0.67280	0.74210	1.27330	1.28360	1.28620	1.50980	1.34610	1.50400	0.85640	1.39470	1.38570	1.38000	0.68470	0.72920	1.17180	1.26680	1.26770	1.33890	1.41950	1.42040	0.80770	1.36650	1.47110	1.52630	0.77400	0.83060	1.21280	1.30640	1.26460	1.28280	1.40040	1.38610	0.77240	1.51380	1.43810	1.45900	0.78090	0.66630	1.33940	1.30320	1.34500	1.29870	1.38490	1.34080	0.79680	1.40260	1.38920	1.39300	0.76460	0.80610	1.31490	1.28610	1.24980	1.13240	1.35380	1.40540	0.74140	1.39080	1.42040	1.38890	0.57510	0.63080	1.26470	1.33560	1.25250
5:44:16	37.1	1.48900	1.46220	1.56250	0.82940	0.71010	1.58060	1.39500	0.82520	0.63470	1.25080	1.27530	1.21920	1.42330	1.44480	1.42240	0.75240	1.45690	1.37480	1.45770	0.73730	0.70430	1.26680	1.26700	1.18350	1.47050	1.41680	1.43060	0.79650	1.38420	1.45570	1.38810	0.67910	0.67770	1.22800	1.28030	1.28020	1.46950	1.35850	1.52190	0.87510	1.42830	1.41380	1.41640	0.66340	0.78780	1.18370	1.26150	1.26070	1.37460	1.44110	1.48110	0.80480	1.34530	1.45250	1.54130	0.79570	0.82730	1.19340	1.29140	1.26330	1.22150	1.40440	1.38930	0.77580	1.54150	1.44890	1.47530	0.81690	0.68770	1.33760	1.30760	1.34600	1.34090	1.35950	1.33190	0.80580	1.39230	1.40050	1.37280	0.76200	0.70920	1.30990	1.28570	1.25060	1.17720	1.34590	1.39520	0.53310	1.40050	1.39930	1.38030	0.48890	0.59720	1.28770	1.36240	1.19100
5:59:16	37.1	1.49380	1.46120	1.57150	0.85020	0.71330	1.58100	1.39800	0.55230	0.63850	1.25850	1.29470	1.23060	1.46800	1.45210	1.45140	0.75950	1.41830	1.39750	1.40410	0.74290	0.70080	1.26700	1.26180	1.18960	1.46710	1.42380	1.43580	0.80130	1.39270	1.46050	1.40200	0.67430	0.80950	1.22880	1.28350	1.27790	1.47510	1.36360	1.54200	0.87730	1.40040	1.43010	1.42210	0.66260	0.74570	1.19150	1.25720	1.27420	1.39810	1.45680	1.48080	0.80970	1.36770	1.47210	1.54070	0.79550	0.82270	1.18860	1.28750	1.26770	1.20100	1.42600	1.39430	0.78220	1.53600	1.46290	1.48500	0.81620	0.70770	1.33440	1.30760	1.35080	1.37570	1.38760	1.33710	0.79860	1.41480	1.39260	1.37770	0.79810	0.71100	1.30020	1.28650	1.25190	1.16290	1.37540	1.42450	0.52070	1.42880	1.42550	1.39910	0.51690	0.58190	1.29730	1.36040	1.26080
6:14:16	37.1	1.49320	1.46370	1.57590	0.82440	0.71780	1.60220	1.39350	0.67880	0.63000	1.28300	1.28930	1.22560	1.51960	1.45650	1.45240	0.78000	1.48460	1.42490	1.42790	0.73480	0.67690	1.26630	1.26680	1.18670	1.51650	1.44420	1.44520	0.79850	1.41010	1.46100	1.41340	0.67400	0.67200	1.27820	1.27780	1.28140	1.47800	1.37110	1.52130	0.87400	1.43200	1.42530	1.38630	0.66100	0.75620	1.19130	1.24480	1.30090	1.47690	1.47170	1.49230	0.81820	1.37010	1.48390	1.53760	0.81140	0.81850	1.24080	1.30320	1.29420	1.23880	1.44320	1.40050	0.76960	1.53460	1.46230	1.47540	0.81130	0.70800	1.34360	1.30830	1.35820	1.38540	1.40990	1.41120	0.78780	1.40420	1.41320	1.42690	0.74670	0.70830	1.30300	1.28530	1.25390	1.31320	1.40720	1.43030	0.83050	1.40820	1.41040	1.36180	0.53690	0.56370	1.30500	1.38200	1.28350
6:29:16	37.0	1.50950	1.46990	1.57980	0.85050	0.71710	1.57130	1.40330	0.78430	0.64910	1.27440	1.27510	1.23320	1.46980	1.49220	1.44130	0.77150	1.46500	1.40920	1.43980	0.72220	0.65760	1.26100	1.26030	1.22620	1.52390	1.44340	1.45280	0.80070	1.42630	1.45830	1.43910	0.68380	0.71520	1.22530	1.27250	1.27720	1.53730	1.37870	1.54650	0.87690	1.46020	1.43640	1.42480	0.66670	0.75110	1.18540	1.19270	1.29550	1.46980	1.46440	1.46680	0.81280	1.37870	1.51420	1.55820	0.80680	0.82470	1.18610	1.28300	1.27150	1.27870	1.45880	1.38610	0.78700	1.56920	1.48870	1.52130	0.82170	0.69220	1.34740	1.30710	1.35000	1.42170	1.43810	1.36140	0.80260	1.43380	1.43770	1.45060	0.78040	0.71070	1.29640	1.28890	1.25370	1.25280	1.38890	1.40270	0.57110	1.42060	1.42050	1.39270	0.53270	0.66940	1.31390	1.40330	1.26860
6:44:16	37.1	1.50550	1.45440	1.60420	0.89200	0.71590	1.56020	1.39180	0.67420	0.65370	1.30980	1.27620	1.23920	1.40370	1.50570	1.41950	0.79680	1.46110	1.38150	1.41470	0.73560	0.65640	1.27650	1.26290	1.20100	1.54340	1.46050	1.47830	0.83590	1.41020	1.46290	1.41180	0.71930	0.67420	1.31890	1.27920	1.28930	1.59930	1.38970	1.53880	0.89890	1.42700	1.42540	1.38880	0.69440	0.72750	1.19450	1.20160	1.31210	1.45000	1.48120	1.48880	0.83140	1.38180	1.49920	1.52180	0.79660	0.83170	1.20850	1.31820	1.27290	1.25780	1.48580	1.42220	0.79030	1.55770	1.47190	1.46800	0.80790	0.71040	1.36020	1.31110	1.36290	1.43220	1.44210	1.40700	0.79220	1.44450	1.40720	1.43080	0.69280	0.70410	1.30550	1.29100	1.25440	1.33260	1.40270	1.42840	0.58980	1.39680	1.37790	1.35250	0.62820	0.68340	1.32480	1.41930	1.26830
