

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0046.2B.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DG-37C-48Hr-orbital-continuous.prt



Plate Number	Plate 1
Date	8/18/2023
Time	1:43:34 PM
Reader Type:	Epoch 2
Reader Serial Number:	20022826
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
5:14:16	37.1	1.38960	1.38290	1.47390	1.39200	1.45670	1.41990	1.08420	1.16870	1.07220	1.11380	1.16040	1.10960	1.46970	1.40350	1.41280	1.37540	1.38980	1.38290	1.55800	1.45380	1.52640	1.47360	1.48930	1.45240	1.36720	1.33060	1.43730	1.35400	1.36850	1.36990	1.56520	1.50400	1.56720	1.48600	1.42670	1.43070	1.43160	1.44090	1.44520	1.32210	1.39370	1.38010	1.58920	1.47430	1.45830	1.46920	1.52780	1.39390	1.41190	1.44860	1.48450	1.40250	1.39750	1.39500	1.53780	1.55990	1.54430	1.51860	1.44510	1.54260	1.38660	1.44250	1.40980	1.39210	1.41600	1.37870	1.44720	1.53850	1.49910	1.41990	1.41820	1.45490	1.39320	1.43560	1.43490	1.39330	1.43120	1.39810	1.43330	1.51530	1.51480	1.34520	1.38630	1.28410	1.42050	1.43770	1.51200	1.42880	1.47270	1.45880	1.48910	1.46880	1.48710	1.47140	1.53520	1.39280
5:29:16	37.1	1.39720	1.39550	1.48740	1.41880	1.48080	1.45100	1.08820	1.16590	1.06950	1.14540	1.14930	1.11350	1.48480	1.42370	1.43420	1.40780	1.42320	1.42540	1.59050	1.47520	1.54060	1.49320	1.49680	1.44270	1.38960	1.38030	1.47390	1.39720	1.40370	1.40560	1.59570	1.53170	1.57440	1.50770	1.46310	1.46800	1.46950	1.45670	1.46110	1.36110	1.40070	1.39980	1.60900	1.60910	1.55480	1.48480	1.55800	1.48040	1.41950	1.49930	1.49620	1.41020	1.40850	1.41170	1.58820	1.56400	1.57320	1.51440	1.45940	1.49970	1.40440	1.47090	1.42650	1.40550	1.42220	1.38950	1.49530	1.56400	1.58270	1.46210	1.43730	1.46440	1.41990	1.44580	1.45450	1.41170	1.43820	1.39710	1.49820	1.47970	1.50770	1.46010	1.41870	1.30300	1.42360	1.43870	1.51550	1.43080	1.47630	1.46270	1.51950	1.44530	1.48910	1.48080	1.54340	1.42170
5:44:16	37.1	1.39960	1.40040	1.49330	1.44760	1.48950	1.46110	1.08650	1.17600	1.07730	1.16660	1.14920	1.12140	1.49530	1.43680	1.45120	1.44420	1.43210	1.43240	1.60760	1.48440	1.54890	1.49440	1.52630	1.46050	1.40490	1.40060	1.47670	1.42560	1.43390	1.43760	1.59170	1.53580	1.66970	1.52040	1.50150	1.45640	1.48560	1.46170	1.47740	1.38350	1.40590	1.41080	1.61010	1.60900	1.57530	1.49840	1.57420	1.48750	1.43090	1.48950	1.49920	1.41360	1.41930	1.41150	1.60000	1.54970	1.57470	1.51750	1.46660	1.56320	1.40980	1.49430	1.44320	1.40940	1.42530	1.39400	1.49270	1.57380	1.59540	1.50870	1.44650	1.51060	1.43380	1.45140	1.45960	1.42250	1.44190	1.39450	1.51380	1.52590	1.51870	1.37430	1.51110	1.29840	1.42330	1.44040	1.51760	1.43380	1.47830	1.46140	1.52910	1.45350	1.49590	1.48680	1.55010	1.41310
5:59:16	37.1	1.39910	1.40090	1.49650	1.44910	1.49450	1.46110	1.08230	1.17640	1.06860	1.15600	1.15340	1.12000	1.49820	1.43840	1.46290	1.44480	1.47420	1.43880	1.62980	1.51530	1.57680	1.49850	1.54820	1.47190	1.41490	1.42450	1.49350	1.44280	1.43990	1.44750	1.60040	1.54980	1.68790	1.54370	1.48720	1.48220	1.47580	1.45780	1.47470	1.39930	1.40870	1.41650	1.63490	1.54550	1.57270	1.51700	1.56640	1.51510	1.44170	1.48480	1.49920	1.41690	1.41820	1.41550	1.57100	1.53790	1.58850	1.52830	1.47360	1.55230	1.43470	1.51260	1.45000	1.41280	1.42670	1.39660	1.47120	1.56560	1.57620	1.51250	1.45390	1.50640	1.44320	1.45650	1.46020	1.42930	1.44480	1.39330	1.46200	1.50830	1.57750	1.39370	1.50990	1.33240	1.42500	1.44360	1.51720	1.43510	1.47580	1.45960	1.53210	1.44890	1.49960	1.49190	1.55310	1.42900
6:14:16	37.1	1.40230	1.40300	1.49780	1.46040	1.50280	1.45420	1.08590	1.16710	1.07340	1.16200	1.15190	1.11510	1.50070	1.43360	1.46730	1.45130	1.44440	1.44710	1.60260	1.51720	1.54560	1.50630	1.51830	1.48310	1.41740	1.43590	1.45350	1.46180	1.45420	1.45390	1.59640	1.54740	1.67670	1.52460	1.46490	1.50530	1.49490	1.45940	1.46620	1.40000	1.41140	1.42350	1.60460	1.55600	1.60350	1.52800	1.57560	1.49410	1.45350	1.46750	1.49610	1.41720	1.41800	1.41660	1.58560	1.57400	1.57530	1.52620	1.48140	1.56130	1.43260	1.51250	1.46490	1.41610	1.42840	1.39990	1.47080	1.55490	1.62790	1.47410	1.45630	1.53840	1.44880	1.45700	1.45340	1.43160	1.44570	1.40180	1.55790	1.53210	1.51280	1.50270	1.48310	1.37110	1.42650	1.44620	1.51900	1.43890	1.47620	1.46190	1.53300	1.46370	1.50530	1.49490	1.55670	1.42590
6:29:16	37.1	1.39650	1.40430	1.49680	1.45690	1.50170	1.44340	1.08460	1.15840	1.07230	1.14630	1.14360	1.11290	1.50230	1.43420	1.47720	1.46010	1.47090	1.45200	1.60070	1.51390	1.55540	1.51790	1.52930	1.48890	1.42220	1.43980	1.45030	1.46160	1.45490	1.45670	1.59170	1.56620	1.68040	1.53280	1.50820	1.50790	1.50410	1.44610	1.46630	1.40310	1.41250	1.41680	1.58730	1.57990	1.55460	1.54650	1.60070	1.47490	1.46890	1.48100	1.50030	1.41860	1.41930	1.41810	1.57740	1.57830	1.58790	1.54680	1.48290	1.53040	1.44940	1.51090	1.46220	1.41710	1.42770	1.40250	1.47380	1.55230	1.61040	1.48080	1.46000	1.55350	1.45340	1.45870	1.45290	1.43310	1.44750	1.40380	1.49980	1.54050	1.49650	1.40850	1.44490	1.36120	1.42770	1.44690	1.52180	1.44070	1.47540	1.46170	1.53740	1.47010	1.50760	1.49960	1.56280	1.43420
6:44:16	37.1	1.38830	1.40190	1.49800	1.45890	1.50360	1.44460	1.08760	1.15820	1.08080	1.13940	1.15480	1.12090	1.50470	1.43410	1.47180	1.46360	1.46030	1.45510	1.56900	1.51930	1.55740	1.52660	1.53880	1.49550	1.42620	1.45580	1.44300	1.46940	1.46060	1.46040	1.61050	1.57420	1.69240	1.53600	1.49420	1.54380	1.50850	1.48310	1.46870	1.40890	1.41450	1.42410	1.61600	1.58240	1.58530	1.56740	1.60380	1.46560	1.46750	1.48820	1.49900	1.43250	1.42120	1.42500	1.59520	1.59280	1.59080	1.54500	1.48820	1.51210	1.44090	1.51260	1.46510	1.41890	1.43250	1.40480	1.48010	1.56890	1.61050	1.49700	1.46910	1.55840	1.45460	1.45890	1.45680	1.44010	1.44990	1.40430	1.54480	1.54780	1.50380	1.52260	1.44900	1.37790	1.42810	1.45380	1.52010	1.44370	1.47780	1.46610	1.54500	1.48200	1.51700	1.50850	1.56810	1.44700
6:59:16	37.1	1.38200	1.40280	1.49670	1.45230	1.50250	1.45050	1.08740	1.15720	1.09030	1.13530	1.15790	1.12210	1.50800	1.43790	1.47510	1.46470	1.46490	1.45750	1.57880	1.52380	1.57930	1.54310	1.55850	1.50110	1.43120	1.46530	1.44360	1.47390	1.46730	1.46160	1.63140	1.60340	1.69680	1.54150	1.52800	1.53570	1.50950	1.48290	1.46950	1.41030	1.41780	1.41880	1.63250	1.59590	1.60390	1.55720	1.55180	1.59390	1.47280	1.45940	1.50080	1.43230	1.42670	1.42470	1.59710	1.58600	1.58950	1.53350	1.49620	1.54600	1.43700	1.51720	1.46820	1.42020	1.43850	1.40800	1.48570	1.57440	1.61920	1.49460	1.47510	1.52370	1.45780	1.46550	1.46130	1.44090	1.45070	1.40950	1.59260	1.57030	1.52880	1.43340	1.44380	1.40330	1.43120	1.45700	1.52410	1.45350	1.47830	1.46590	1.55210	1.49100	1.52460	1.51470	1.57430	1.45040
7:14:16	37.1	1.37980	1.40010	1.49320	1.45150	1.49960	1.45580	1.08950	1.16360	1.08420	1.12910	1.15710	1.12630	1.51050	1.43720	1.47120	1.47640	1.45900	1.45650	1.58700	1.52640	1.58910	1.54820	1.57450	1.53140	1.43000	1.47550	1.45480	1.47700	1.46990	1.46230	1.64150	1.59410	1.69970	1.54720	1.55000	1.56060	1.50630	1.47090	1.47480	1.41270	1.41560	1.43550	1.64560	1.61690	1.64160	1.56370	1.55800	1.48520	1.46910	1.47710	1.50010	1.45870	1.43550	1.42740	1.61060	1.59370	1.60030	1.54140	1.50010	1.55050	1.43570	1.51360	1.46470	1.42300	1.43840	1.40800	1.50930	1.58710	1.62540	1.49890	1.48460	1.56070	1.45820	1.46210	1.46170	1.44130	1.44910	1.40420	1.58620	1.58090	1.52640	1.43710	1.45320	1.38770	1.43070	1.45660	1.52130	1.44720	1.48020	1.46380	1.55760	1.49210	1.52950	1.51980	1.57840	1.45720
7:29:16	37.2	1.37570	1.39770	1.49230	1.44570	1.49370	1.46310	1.08680	1.16000	1.08450	1.12650	1.16070	1.13390	1.51290	1.43670	1.47360	1.46610	1.47860	1.46370	1.58800	1.52510	1.58870	1.54990	1.58470	1.53390	1.42680	1.46830	1.43980	1.47270	1.46470	1.46350	1.64570	1.59530	1.70170	1.55050	1.54810	1.57010	1.50690	1.47730	1.46970	1.41380	1.42200	1.41750	1.64540	1.61540	1.65070	1.54490	1.52910	1.59850	1.47120	1.48010	1.49700	1.43480	1.44790	1.43200	1.61450	1.60820	1.60000	1.54540	1.50760	1.61930	1.43510	1.51520	1.44800	1.42660	1.43520	1.40880	1.50610	1.59280	1.62360	1.51440	1.48740	1.56160	1.46130	1.46320	1.45700	1.44300	1.45060	1.40720	1.60960	1.59110	1.52720	1.44780	1.45960	1.37840	1.43260	1.45960	1.52360	1.45400	1.48140	1.46590	1.56270	1.49520	1.53650	1.52470	1.58130	1.46420
7:44:16	37.1	1.37320	1.39510	1.49150	1.45520	1.49870	1.47100	1.08820	1.16640	1.08430	1.13280	1.15390	1.12680	1.51500	1.44010	1.47110	1.47550	1.45130	1.46230	1.60790	1.53460	1.59980	1.54870	1.59980	1.54360	1.43210	1.47890	1.44500	1.48120	1.47050	1.46430	1.64550	1.60840	1.71500	1.56440	1.57240	1.58100	1.49680	1.48190	1.47360	1.41770	1.41680	1.42860	1.67400	1.65530	1.65980	1.52010	1.53770	1.60250	1.48080	1.49120	1.50130	1.44800	1.44790	1.43030	1.63210	1.60360	1.60680	1.56320	1.51390	1.57930	1.43680	1.51560	1.46540	1.41960	1.43780	1.41300	1.50920	1.59640	1.62370	1.53110	1.49720	1.54430	1.46170	1.46550	1.45870	1.44540	1.45000	1.42360	1.59970	1.60220	1.54660	1.47360	1.45790	1.42190	1.43280	1.45930	1.52290	1.45500	1.48210	1.46550	1.56840	1.50520	1.54390	1.53060	1.59050	1.47230
7:59:16	37.1	1.36840	1.39170	1.49180	1.46990	1.48090	1.46830	1.08820	1.16490	1.08420	1.14650	1.15640	1.12850	1.51180	1.43900	1.46720	1.46630	1.49360	1.45630	1.61850	1.53600	1.62460	1.55150	1.61180	1.53170	1.43340	1.47420	1.45680	1.47550	1.47100	1.46330	1.65610	1.61330	1.71820	1.57940	1.58380	1.58740	1.49510	1.49140	1.47490	1.41810	1.42370	1.43090	1.66700	1.66010	1.66400	1.53610	1.55400	1.63890	1.47980	1.47300	1.50580	1.45360	1.45130	1.43170	1.63220	1.60250	1.61070	1.56430	1.51560	1.60180	1.43690	1.50600	1.44010	1.42060	1.43730	1.41270	1.51620	1.59960	1.62630	1.55270	1.50010	1.61620	1.46040	1.46410	1.45800	1.44510	1.45390	1.42950	1.53750	1.59010	1.56060	1.43270	1.47030	1.46430	1.43250	1.45830	1.52330	1.45480	1.47930	1.46370	1.57540	1.50790	1.55340	1.53720	1.59380	1.47920
8:14:16	37.1	1.36550	1.39270	1.48970	1.45860	1.48830	1.47380	1.08580	1.15560	1.08780	1.16670	1.15930	1.13470	1.52110	1.43740	1.46310	1.51180	1.44610	1.45600	1.64010	1.53850	1.63070	1.59560	1.56760	1.52730	1.43420	1.47820	1.44920	1.47560	1.47980	1.46350	1.65400	1.61480	1.72200	1.57250	1.61020	1.57480	1.49100	1.48340	1.46790	1.42540	1.42470	1.41500	1.66130	1.65880	1.62520	1.53870	1.54700	1.54370	1.48290	1.47420	1.50220	1.45330	1.45790	1.44910	1.63380	1.60710	1.61800	1.57060	1.52450	1.56840	1.44160	1.51150	1.46170	1.42930	1.43970	1.41270	1.53180	1.60710	1.63590	1.53550	1.50620	1.59410	1.46480	1.46610	1.45920	1.44890	1.45400	1.39580	1.53950	1.59540	1.56920	1.43040	1.48400	1.45840	1.43130	1.46500	1.52640	1.46350	1.47970	1.46450	1.58070	1.51800	1.55970	1.54350	1.59920	1.48500
8:29:16	37.1	1.36210	1.38850	1.48870	1.46580	1.48750	1.47790	1.08910	1.14990	1.08430	1.16750	1.15440	1.13040	1.51930	1.43780	1.48180	1.46930	1.50930	1.46880	1.64980	1.54400	1.63490	1.56690	1.56780	1.55080	1.43770	1.48300	1.45020	1.48940	1.49630	1.47350	1.65740	1.62820	1.72030	1.58250	1.62000	1.60890	1.48820	1.47440	1.47990	1.43150	1.43530	1.41780	1.67080	1.67210	1.64950	1.55580	1.55660	1.53920	1.48170	1.47250	1.50280	1.45110	1.45540	1.45740	1.61140	1.62470	1.62300	1.57760	1.52950	1.58850	1.43960	1.51190	1.46250	1.42880	1.43900	1.41430	1.53070	1.61440	1.64240	1.54900	1.51290	1.59980	1.46510	1.46430	1.45780	1.44980	1.46050	1.43000	1.55620	1.61100	1.56110	1.45780	1.46690	1.42090	1.43130	1.46780	1.52500	1.46730	1.48020	1.46480	1.58550	1.52610	1.56590	1.55020	1.60340	1.49040
8:44:16	37.1	1.35780	1.38980	1.48660	1.46720	1.49290	1.48520	1.08440	1.15010	1.08480	1.15930	1.15530	1.12940	1.52080	1.43680	1.47430	1.47270	1.49680	1.46440	1.66600	1.54940	1.64180	1.56640	1.57360	1.55410	1.43540	1.48640	1.44720	1.48240	1.51790	1.46080	1.67580	1.64420	1.72440	1.58500	1.62050	1.61050	1.48760	1.47910	1.47060	1.43210	1.44930	1.41270	1.68140	1.67180	1.64830	1.56780	1.56630	1.55920	1.48740	1.48260	1.50240	1.47290	1.45380	1.46490	1.61980	1.62520	1.62910	1.58450	1.53770	1.59870	1.44140	1.50330	1.46130	1.41540	1.43980	1.41990	1.53330	1.61700	1.64870	1.56360	1.51990	1.59490	1.46400	1.46450	1.46000	1.44960	1.45200	1.41970	1.56990	1.61920	1.55280	1.47700	1.49220	1.43620	1.43020	1.46610	1.52580	1.46680	1.47780	1.46530	1.59070	1.53330	1.57240	1.55640	1.60670	1.49660
8:59:16	37.1	1.35330	1.38520	1.48350	1.47290	1.49220	1.48840	1.08650	1.15810	1.08680	1.14560	1.16080	1.13270	1.51830	1.43500	1.46870	1.46840	1.48620	1.45300	1.66740	1.55180	1.64540	1.58630	1.58190	1.56300	1.43960	1.48640	1.44900	1.48430	1.48310	1.46090	1.68680	1.65520	1.73420	1.60480	1.63250	1.60940	1.48580	1.47100	1.48810	1.41820	1.43920	1.40950	1.68710	1.62200	1.61990	1.55310	1.57060	1.54060	1.48580	1.48260	1.50300	1.47620	1.45830	1.45750	1.63640	1.63010	1.63310	1.58950	1.54560	1.60290	1.44260	1.50190	1.45020	1.41630	1.44350	1.43480	1.53640	1.62550	1.65280	1.56900	1.52950	1.59510	1.46530	1.46930	1.46100	1.44970	1.45230	1.41780	1.57740	1.63730	1.55670	1.48820	1.47810	1.41740	1.43140	1.46920	1.52630	1.46820	1.47750	1.46970	1.59910	1.53720	1.57750	1.56000	1.61220	1.50120
9:14:16	37.1	1.34730	1.38490	1.48230	1.47150	1.49890	1.45810	1.08550	1.15870	1.08500	1.14040	1.15060	1.12700	1.51730	1.43530	1.46820	1.46830	1.45370	1.45750	1.67040	1.55410	1.64780	1.57590	1.58360	1.56410	1.44020	1.48620	1.44870	1.49950	1.48960	1.45970	1.67770	1.66070	1.73040	1.60400	1.64910	1.63800	1.47990	1.46860	1.46240	1.42060	1.43490	1.40970	1.69100	1.64080	1.62100	1.55880	1.57690	1.52080	1.48820	1.46970	1.50290	1.47230	1.45640	1.46810	1.62270	1.63250	1.64330	1.59610	1.55200	1.60900	1.44310	1.50120	1.45050	1.43160	1.44050	1.43640	1.54560	1.63140	1.65860	1.57700	1.53280	1.59750	1.46750	1.47020	1.45950	1.45700	1.46200	1.41270	1.58130	1.65020	1.57780	1.46200	1.48860	1.43060	1.43120	1.47110	1.53310	1.46240	1.47690	1.47360	1.60370	1.54040	1.58040	1.56270	1.61610	1.50600
9:29:16	37.1	1.34330	1.38240	1.47910	1.47610	1.47320	1.45350	1.08540	1.17130	1.08390	1.14510	1.14910	1.12620	1.51980	1.43380	1.46400	1.47280	1.50960	1.53280	1.67570	1.56290	1.65040	1.58040	1.58780	1.55660	1.43920	1.49110	1.43840	1.48870	1.48390	1.45690	1.69280	1.66800	1.74160	1.61600	1.65060	1.65670	1.48050	1.48490	1.45590	1.41750	1.46150	1.40780	1.70040	1.66390	1.65720	1.56010	1.58540	1.52750	1.48600	1.47090	1.50220	1.46490	1.47110	1.47620	1.64930	1.63540	1.64460	1.60650	1.55740	1.61180	1.44850	1.49610	1.45440	1.43030	1.44100	1.43560	1.56680	1.63750	1.66670	1.58320	1.54030	1.61100	1.46740	1.47140	1.45920	1.46100	1.45680	1.45190	1.59610	1.65470	1.57050	1.47000	1.50260	1.42310	1.42970	1.47190	1.53190	1.46200	1.47880	1.46360	1.60780	1.54720	1.58830	1.56900	1.62000	1.51460
9:44:16	37.1	1.33890	1.38050	1.47790	1.47970	1.47730	1.45570	1.08190	1.18390	1.08250	1.16520	1.14850	1.12600	1.51650	1.43250	1.47210	1.51040	1.46670	1.53300	1.68960	1.57700	1.65630	1.58890	1.59730	1.56900	1.44020	1.49400	1.43970	1.48430	1.50400	1.45650	1.69350	1.65220	1.74490	1.61630	1.65330	1.57740	1.48050	1.47790	1.45840	1.42170	1.42790	1.42560	1.71030	1.66700	1.63720	1.56660	1.58630	1.53790	1.48790	1.47480	1.50560	1.46570	1.45330	1.47210	1.64950	1.64140	1.64810	1.61000	1.56410	1.62110	1.44830	1.50340	1.45290	1.43160	1.44520	1.43440	1.57260	1.63330	1.66840	1.58620	1.54850	1.61120	1.46780	1.47190	1.45560	1.46070	1.46690	1.44330	1.59560	1.65660	1.58570	1.48490	1.49820	1.42690	1.43030	1.46920	1.53250	1.46630	1.48400	1.46410	1.61510	1.55380	1.59300	1.57570	1.62270	1.51770
9:59:16	37.1	1.33310	1.37740	1.47480	1.46930	1.47930	1.46070	1.08490	1.17900	1.08220	1.16890	1.15000	1.12560	1.51430	1.43310	1.47160	1.49440	1.52040	1.53840	1.69800	1.57970	1.65800	1.59430	1.60110	1.57320	1.43860	1.49660	1.44010	1.48940	1.51770	1.45530	1.69870	1.64670	1.74070	1.62640	1.64740	1.58950	1.48000	1.47970	1.45990	1.43430	1.40750	1.42320	1.69100	1.67050	1.66060	1.57370	1.59720	1.53680	1.48540	1.47570	1.50490	1.46700	1.47270	1.44060	1.64860	1.64490	1.64910	1.61480	1.57030	1.62750	1.44410	1.49620	1.44830	1.41390	1.45090	1.43740	1.57680	1.64230	1.67110	1.59710	1.55130	1.62390	1.46790	1.46440	1.45460	1.46140	1.46240	1.40260	1.60940	1.66010	1.60120	1.48490	1.50330	1.46420	1.42850	1.46170	1.53420	1.47630	1.48770	1.46770	1.61960	1.56220	1.60090	1.57840	1.62920	1.52270
10:14:16	37.1	1.32900	1.37550	1.47260	1.47180	1.48830	1.46720	1.08480	1.16780	1.08020	1.15780	1.15250	1.12000	1.51520	1.43130	1.47060	1.44010	1.52610	1.52590	1.72310	1.58780	1.66160	1.59910	1.61090	1.58040	1.43970	1.50910	1.44520	1.48380	1.49590	1.45520	1.69960	1.65430	1.74880	1.62570	1.65680	1.62180	1.48020	1.47980	1.45760	1.47030	1.41850	1.40610	1.71150	1.66040	1.66270	1.58260	1.59740	1.55780	1.48680	1.46980	1.50640	1.45340	1.47360	1.45910	1.64900	1.64890	1.65530	1.62320	1.57510	1.63200	1.44440	1.50010	1.45120	1.41500	1.44930	1.42180	1.57790	1.65540	1.67420	1.59700	1.55720	1.61940	1.46970	1.46990	1.45870	1.46160	1.44610	1.43640	1.60440	1.66410	1.60320	1.49890	1.50670	1.45410	1.42840	1.46070	1.53410	1.46360	1.48390	1.46460	1.62510	1.56480	1.60720	1.58340	1.63170	1.52760
10:29:16	37.1	1.32420	1.37180	1.47000	1.48070	1.49070	1.47330	1.08510	1.16580	1.08300	1.15000	1.15330	1.12020	1.51630	1.43160	1.47250	1.47300	1.49480	1.53770	1.74040	1.59550	1.66620	1.60520	1.61010	1.58490	1.44100	1.51470	1.44210	1.50830	1.50940	1.45810	1.70630	1.65180	1.73840	1.62380	1.66080	1.56850	1.47630	1.48370	1.45730	1.47180	1.42770	1.41170	1.69950	1.65070	1.66670	1.57690	1.60290	1.56360	1.48900	1.46060	1.50450	1.46350	1.45020	1.45770	1.65080	1.65070	1.65730	1.62790	1.58200	1.63580	1.45180	1.48960	1.45690	1.42450	1.45260	1.42540	1.59200	1.65040	1.67930	1.60180	1.56340	1.62640	1.47220	1.46870	1.45730	1.45910	1.44750	1.40230	1.61010	1.67450	1.61570	1.50320	1.51820	1.46470	1.42830	1.46220	1.53390	1.47690	1.47390	1.46170	1.63120	1.57310	1.61640	1.59130	1.63720	1.53160
10:44:16	37.1	1.33320	1.36910	1.46930	1.47250	1.50390	1.47140	1.08190	1.16480	1.07820	1.14650	1.15050	1.10990	1.51200	1.42970	1.48910	1.49040	1.48260	1.54820	1.76010	1.60000	1.67470	1.60600	1.61260	1.59200	1.44160	1.51200	1.44330	1.48590	1.51750	1.45490	1.71470	1.64790	1.73870	1.62940	1.66000	1.60230	1.48420	1.47620	1.45580	1.41570	1.43070	1.47480	1.70230	1.65960	1.66350	1.58710	1.60770	1.55320	1.48820	1.48740	1.50580	1.47720	1.45880	1.44760	1.65080	1.65090	1.66190	1.63500	1.58680	1.63830	1.45210	1.49920	1.46750	1.41240	1.45120	1.44170	1.59110	1.65770	1.68090	1.61030	1.56850	1.63290	1.47050	1.46380	1.45880	1.46190	1.46790	1.40950	1.62920	1.67620	1.61090	1.50200	1.52670	1.47560	1.42780	1.46180	1.53370	1.47280	1.47330	1.46110	1.63590	1.57970	1.61800	1.59420	1.63970	1.53630
10:59:16	37.1	1.32920	1.36430	1.46560	1.45860	1.48750	1.46470	1.08250	1.16230	1.07980	1.16280	1.14480	1.10860	1.51050	1.42970	1.47100	1.48800	1.48010	1.54920	1.76490	1.60150	1.67800	1.60970	1.61590	1.59580	1.44550	1.51620	1.44580	1.49990	1.50430	1.45400	1.71500	1.65510	1.74910	1.63340	1.66010	1.62890	1.48070	1.48250	1.46240	1.45660	1.43460	1.44430	1.70300	1.65920	1.67430	1.60090	1.61420	1.55970	1.48830	1.50820	1.50630	1.48640	1.46300	1.47000	1.65030	1.65990	1.66520	1.63810	1.59060	1.64260	1.46970	1.49660	1.46940	1.41360	1.45520	1.44220	1.60210	1.65970	1.68760	1.61540	1.57360	1.62930	1.47180	1.46700	1.45820	1.46860	1.47470	1.41840	1.62350	1.68050	1.61550	1.50670	1.52300	1.46450	1.42580	1.46560	1.53530	1.47530	1.48150	1.47570	1.63830	1.58250	1.62250	1.59740	1.64490	1.54120
11:14:16	37.1	1.32690	1.36040	1.46450	1.47520	1.50660	1.46100	1.09010	1.16780	1.07870	1.17260	1.14600	1.10480	1.51180	1.42760	1.46910	1.48030	1.44620	1.54060	1.77210	1.60770	1.68200	1.61420	1.61810	1.61390	1.44450	1.51580	1.44720	1.48570	1.50160	1.45750	1.72200	1.65810	1.74920	1.64020	1.66310	1.62980	1.48000	1.47970	1.46450	1.40730	1.40910	1.44740	1.71930	1.66420	1.67570	1.60540	1.62480	1.56400	1.48770	1.49490	1.50770	1.45810	1.46890	1.47970	1.65860	1.66490	1.67350	1.64230	1.59480	1.64430	1.47890	1.49110	1.47010	1.46080	1.45280	1.44340	1.61310	1.66570	1.69190	1.62510	1.57960	1.63970	1.47230	1.46160	1.45660	1.45890	1.47250	1.43490	1.62720	1.68120	1.61900	1.51280	1.53980	1.47090	1.42330	1.46240	1.53650	1.45500	1.49820	1.47940	1.64100	1.58870	1.63150	1.60230	1.65010	1.54430
11:29:16	37.1	1.32280	1.35920	1.46360	1.46740	1.50300	1.46080	1.08160	1.18780	1.07550	1.16420	1.14470	1.10590	1.50910	1.42630	1.47090	1.45900	1.51350	1.53330	1.77870	1.61100	1.68450	1.61710	1.62100	1.62040	1.44640	1.50820	1.44640	1.47850	1.49050	1.45310	1.71500	1.65610	1.74710	1.65650	1.66770	1.62240	1.47160	1.47990	1.45560	1.40600	1.42150	1.46130	1.71940	1.66480	1.67600	1.60590	1.62560	1.56920	1.48800	1.49610	1.50500	1.45390	1.45900	1.47910	1.65950	1.67390	1.67180	1.64540	1.60110	1.64720	1.47310	1.48780	1.47190	1.42730	1.45320	1.42420	1.61060	1.66570	1.69240	1.61800	1.58240	1.63890	1.47320	1.46070	1.45340	1.46050	1.46960	1.43670	1.62520	1.68860	1.62130	1.51550	1.53710	1.49000	1.42110	1.46080	1.53470	1.44780	1.46960	1.47470	1.64560	1.59150	1.63780	1.60570	1.65030	1.54720
11:44:16	37.1	1.32740	1.35610	1.46080	1.46390	1.47690	1.46420	1.08430	1.18530	1.07560	1.15150	1.14560	1.10230	1.50730	1.42460	1.46750	1.44130	1.44360	1.55190	1.77810	1.61430	1.69300	1.61990	1.62180	1.61880	1.44390	1.50870	1.44210	1.47650	1.52040	1.45120	1.71900	1.64890	1.75060	1.64740	1.66760	1.62770	1.47210	1.47920	1.45600	1.40430	1.45280	1.44820	1.72300	1.67780	1.68920	1.60330	1.63010	1.57030	1.48710	1.49380	1.50400	1.48230	1.46770	1.49000	1.66270	1.67980	1.67470	1.64900	1.60520	1.65150	1.46480	1.47730	1.47290	1.41150	1.45250	1.42120	1.60890	1.67180	1.69600	1.62260	1.58750	1.63480	1.47690	1.46110	1.46130	1.46300	1.46660	1.45880	1.63180	1.68860	1.63080	1.51760	1.54680	1.48330	1.42050	1.46180	1.53550	1.44700	1.46950	1.46390	1.64750	1.59750	1.64100	1.60950	1.65640	1.55110
