

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0046.2B.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DG-37C-48Hr-orbital-continuous.prt



Plate Number	Plate 1
Date	8/18/2023
Time	1:43:34 PM
Reader Type:	Epoch 2
Reader Serial Number:	20022826
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
11:59:16	37.1	1.33020	1.35180	1.45880	1.46840	1.49380	1.46760	1.08680	1.17270	1.07370	1.14780	1.14560	1.09770	1.50520	1.42340	1.47220	1.46860	1.48750	1.53390	1.77820	1.62050	1.69320	1.62330	1.62360	1.62450	1.44440	1.51110	1.43880	1.50370	1.52720	1.45090	1.72700	1.64780	1.75280	1.65340	1.67150	1.61580	1.47160	1.47860	1.45430	1.45800	1.44900	1.41180	1.72700	1.67370	1.68860	1.61120	1.63690	1.57740	1.49480	1.49150	1.50620	1.47450	1.48610	1.48260	1.66080	1.66720	1.67960	1.65020	1.60850	1.65470	1.45070	1.48770	1.47480	1.41720	1.45040	1.42360	1.62770	1.67140	1.69590	1.62770	1.59390	1.64840	1.47280	1.46020	1.46580	1.46170	1.46630	1.44340	1.63400	1.69070	1.63040	1.52470	1.54740	1.49930	1.41820	1.45840	1.53420	1.43960	1.46490	1.45980	1.65390	1.60250	1.64440	1.61280	1.65920	1.55370
12:14:16	37.1	1.32400	1.34790	1.45500	1.46330	1.49000	1.47010	1.08140	1.16530	1.07430	1.15840	1.14290	1.09470	1.50190	1.42280	1.47510	1.49090	1.48010	1.53410	1.78020	1.62210	1.69700	1.62520	1.62620	1.62340	1.43640	1.51200	1.45750	1.48810	1.49530	1.45120	1.72830	1.65680	1.75390	1.64950	1.67000	1.62490	1.47440	1.47960	1.45770	1.41200	1.46850	1.41330	1.70090	1.68390	1.69550	1.61300	1.63720	1.58090	1.49110	1.48750	1.50270	1.47790	1.48740	1.48700	1.66070	1.67790	1.68600	1.65830	1.61300	1.65650	1.46480	1.49070	1.47860	1.40920	1.45760	1.42900	1.62090	1.67780	1.69880	1.63210	1.59660	1.64320	1.47330	1.45950	1.46270	1.45560	1.44730	1.42440	1.63690	1.69070	1.63260	1.52770	1.55630	1.48640	1.41480	1.45800	1.53670	1.44200	1.46580	1.46420	1.65750	1.60720	1.64920	1.61730	1.66320	1.55700
12:29:16	37.2	1.32280	1.34650	1.45340	1.46100	1.48690	1.46730	1.08460	1.16580	1.07470	1.17240	1.14320	1.09870	1.50720	1.42190	1.47010	1.45760	1.49370	1.54070	1.77860	1.62540	1.70180	1.62930	1.62930	1.62900	1.43690	1.50970	1.46830	1.50560	1.51800	1.45390	1.72130	1.65320	1.75910	1.65710	1.67320	1.62460	1.48110	1.48300	1.45340	1.40150	1.47480	1.47170	1.73640	1.69060	1.70220	1.61980	1.64290	1.58390	1.49020	1.48850	1.50470	1.46340	1.43470	1.47080	1.67620	1.68770	1.69010	1.66280	1.61810	1.65820	1.47380	1.47380	1.47780	1.41150	1.45270	1.43280	1.63510	1.68560	1.70630	1.63710	1.60160	1.64740	1.47380	1.46170	1.45760	1.46940	1.47230	1.42940	1.64430	1.70350	1.63820	1.53120	1.55560	1.49240	1.41520	1.45600	1.53620	1.44350	1.49700	1.46800	1.66010	1.60880	1.65420	1.62140	1.66650	1.56070
12:44:16	37.1	1.32510	1.34480	1.45100	1.46230	1.48820	1.46420	1.08360	1.16520	1.07640	1.16840	1.13840	1.09800	1.49810	1.42250	1.47470	1.45190	1.43160	1.54560	1.78070	1.62600	1.70320	1.63240	1.63170	1.63100	1.43470	1.50990	1.45600	1.48970	1.49890	1.44920	1.72510	1.65340	1.75180	1.65830	1.67540	1.62420	1.49440	1.47080	1.45340	1.43030	1.47770	1.41220	1.71850	1.67860	1.70520	1.63050	1.64530	1.58640	1.48830	1.48630	1.50440	1.43000	1.44070	1.46260	1.67770	1.68740	1.68910	1.66390	1.62240	1.66080	1.45320	1.48780	1.47940	1.42610	1.45220	1.41610	1.62820	1.68030	1.70500	1.64090	1.60590	1.64760	1.47340	1.45980	1.45660	1.47000	1.47240	1.43340	1.65030	1.70520	1.63990	1.53500	1.56230	1.49520	1.41120	1.45530	1.53900	1.44270	1.48580	1.45890	1.66610	1.61370	1.65580	1.62450	1.66900	1.56290
12:59:15	37.2	1.27820	1.34130	1.44740	1.44820	1.49280	1.46090	1.08360	1.17450	1.07440	1.15280	1.13700	1.09640	1.49800	1.42000	1.47770	1.44060	1.45140	1.54540	1.77880	1.63340	1.71190	1.63370	1.63660	1.63150	1.43600	1.50470	1.48280	1.48460	1.49170	1.44830	1.73030	1.65580	1.75130	1.66060	1.67730	1.62430	1.49580	1.46160	1.45380	1.39870	1.46950	1.40320	1.72830	1.68120	1.70620	1.62400	1.64680	1.59030	1.48960	1.48490	1.50610	1.44220	1.44560	1.47580	1.68190	1.67710	1.69450	1.67200	1.62730	1.66250	1.45520	1.47520	1.47510	1.41120	1.45290	1.42710	1.62730	1.68470	1.71080	1.64440	1.60900	1.65140	1.47460	1.46010	1.45700	1.44970	1.46210	1.42890	1.65010	1.70930	1.64800	1.53940	1.56510	1.50600	1.40730	1.45750	1.53770	1.43730	1.49880	1.46110	1.66780	1.61880	1.66070	1.62890	1.67210	1.56860
13:14:16	37.1	1.39080	1.34240	1.44610	1.44500	1.49590	1.46230	1.08220	1.18820	1.07060	1.14980	1.13740	1.09170	1.49290	1.41870	1.47500	1.45900	1.44540	1.54600	1.77850	1.63380	1.70740	1.63550	1.63480	1.63210	1.43400	1.50890	1.46180	1.49110	1.48410	1.44870	1.73340	1.66320	1.75800	1.66370	1.67810	1.63100	1.49680	1.45720	1.45320	1.44520	1.46100	1.40080	1.72870	1.69000	1.70440	1.62340	1.64800	1.59470	1.48870	1.48480	1.50500	1.48240	1.44180	1.49320	1.68460	1.68120	1.69450	1.67580	1.62880	1.66560	1.45180	1.48650	1.45930	1.41050	1.45670	1.41580	1.63640	1.69160	1.71200	1.64540	1.61110	1.64850	1.47730	1.45920	1.45690	1.46150	1.47300	1.44150	1.65250	1.70900	1.64690	1.54060	1.56660	1.51550	1.40610	1.45130	1.53840	1.44140	1.49850	1.45940	1.66820	1.62100	1.65950	1.63080	1.67220	1.56930
13:29:16	37.1	1.26150	1.33920	1.44440	1.44960	1.48230	1.46490	1.08590	1.17930	1.07460	1.16770	1.13380	1.08740	1.49670	1.41850	1.47190	1.44790	1.43270	1.54720	1.77400	1.64280	1.71510	1.63950	1.64010	1.63900	1.43510	1.50820	1.47880	1.48260	1.50940	1.44820	1.73210	1.65830	1.76020	1.66950	1.68210	1.62490	1.50180	1.46340	1.45250	1.39970	1.42840	1.40380	1.73750	1.68450	1.70190	1.62890	1.65240	1.59720	1.48970	1.49110	1.50910	1.44850	1.45280	1.48690	1.68620	1.68200	1.70000	1.68450	1.63400	1.66740	1.45860	1.47840	1.45810	1.42310	1.45540	1.42610	1.64350	1.69200	1.71700	1.65220	1.61730	1.65100	1.47350	1.46060	1.45550	1.44760	1.47600	1.42300	1.65450	1.71470	1.65280	1.55130	1.57410	1.52210	1.40250	1.44850	1.53690	1.44280	1.49350	1.47550	1.67220	1.62210	1.66300	1.63740	1.67600	1.56930
13:44:16	37.2	1.20330	1.33750	1.44050	1.44460	1.47430	1.46620	1.08080	1.16950	1.07170	1.17650	1.13610	1.08180	1.49060	1.41590	1.48300	1.46820	1.43270	1.54170	1.77900	1.64420	1.71650	1.64110	1.64070	1.61880	1.43400	1.49990	1.45380	1.47560	1.55040	1.44660	1.72820	1.66040	1.74690	1.67340	1.68020	1.61830	1.50020	1.45800	1.44790	1.43960	1.41870	1.40240	1.72450	1.68350	1.69560	1.63520	1.65340	1.59850	1.48730	1.49530	1.50460	1.42700	1.44100	1.45960	1.68850	1.68290	1.69910	1.68110	1.63500	1.66600	1.45220	1.45940	1.45080	1.40640	1.44980	1.42710	1.63290	1.68950	1.71530	1.65050	1.61710	1.65560	1.47500	1.46020	1.45680	1.45190	1.46190	1.41100	1.65120	1.71630	1.65270	1.54990	1.57750	1.51210	1.40010	1.44610	1.53600	1.43860	1.46490	1.46630	1.67250	1.62360	1.66330	1.63530	1.68070	1.57200
13:59:16	37.2	1.19700	1.33460	1.43750	1.44620	1.47620	1.46460	1.08350	1.16800	1.07500	1.15630	1.13440	1.07880	1.49100	1.41460	1.48080	1.42200	1.43060	1.54810	1.77260	1.64970	1.72140	1.64450	1.64300	1.62110	1.43210	1.49570	1.46760	1.47960	1.54980	1.44680	1.74130	1.66290	1.75050	1.67320	1.68410	1.61320	1.49810	1.44850	1.44840	1.40440	1.42150	1.40060	1.73360	1.68530	1.71220	1.63950	1.65480	1.59960	1.48510	1.51530	1.50690	1.43090	1.44440	1.46310	1.69220	1.68580	1.70120	1.69240	1.63920	1.66890	1.45260	1.45620	1.45160	1.40890	1.45000	1.41870	1.64390	1.68830	1.71660	1.65090	1.62140	1.65570	1.47350	1.46010	1.45740	1.47160	1.44390	1.41930	1.65530	1.71320	1.65950	1.55230	1.59440	1.51380	1.39610	1.44430	1.53700	1.44600	1.46850	1.46810	1.67580	1.62970	1.66570	1.64080	1.67920	1.57630
14:14:16	37.2	1.30250	1.33110	1.43290	1.45270	1.48400	1.46150	1.08260	1.16420	1.07680	1.15090	1.13500	1.07110	1.48850	1.41330	1.47770	1.42300	1.43270	1.54930	1.77560	1.65120	1.72340	1.64680	1.64570	1.62280	1.43180	1.50410	1.44580	1.47770	1.55250	1.44660	1.73720	1.66190	1.76410	1.68090	1.68290	1.61490	1.49190	1.43910	1.45030	1.40220	1.42530	1.40970	1.72250	1.69360	1.71920	1.63940	1.65840	1.60070	1.48310	1.51130	1.50520	1.44000	1.50240	1.48940	1.69070	1.68910	1.70260	1.69130	1.64110	1.67020	1.45180	1.45810	1.45310	1.41190	1.44850	1.44190	1.64740	1.70380	1.71800	1.65350	1.62250	1.66090	1.47410	1.45840	1.45420	1.46890	1.45240	1.43780	1.66310	1.71840	1.66480	1.55730	1.57850	1.51990	1.39220	1.44340	1.53830	1.44350	1.49600	1.46030	1.67860	1.62990	1.66950	1.64270	1.68240	1.58090
14:29:16	37.2	1.30950	1.32940	1.43160	1.43430	1.48860	1.46420	1.08250	1.17670	1.07330	1.15990	1.13310	1.06580	1.49010	1.41310	1.47890	1.43400	1.43300	1.55090	1.77100	1.65110	1.72220	1.64910	1.64470	1.62650	1.43170	1.49950	1.45460	1.47570	1.54900	1.44690	1.74640	1.66300	1.76200	1.68040	1.68320	1.61690	1.49200	1.47120	1.45150	1.39480	1.42690	1.46050	1.71300	1.69050	1.72500	1.64220	1.66250	1.60380	1.48220	1.51020	1.51250	1.43910	1.49340	1.49330	1.69310	1.68950	1.70510	1.68920	1.64210	1.66920	1.45290	1.45620	1.45220	1.41180	1.45770	1.44330	1.65450	1.70470	1.72190	1.65560	1.62470	1.65820	1.47390	1.46000	1.45510	1.45650	1.47220	1.41890	1.66150	1.72050	1.66870	1.55930	1.58290	1.52190	1.38940	1.44310	1.54050	1.44350	1.49650	1.45990	1.67960	1.63370	1.66810	1.64600	1.68450	1.58220
14:44:16	37.1	1.33730	1.33130	1.42960	1.42590	1.49360	1.46420	1.08230	1.18890	1.07660	1.17320	1.12990	1.06200	1.48800	1.41370	1.47480	1.45230	1.43360	1.54910	1.76610	1.65470	1.72950	1.65090	1.64760	1.62640	1.43080	1.50050	1.45110	1.47720	1.54720	1.44660	1.73660	1.66490	1.76370	1.68210	1.68610	1.61820	1.49000	1.48430	1.45250	1.43630	1.43340	1.43660	1.71960	1.69100	1.72770	1.64900	1.66230	1.60400	1.48240	1.51100	1.51220	1.47790	1.45170	1.50000	1.69610	1.69260	1.70670	1.69390	1.64390	1.67000	1.45510	1.45700	1.45230	1.43770	1.46050	1.41090	1.66080	1.69640	1.72410	1.65850	1.62860	1.66510	1.47260	1.46020	1.45470	1.45140	1.44670	1.45450	1.66760	1.72380	1.67150	1.56340	1.58600	1.52570	1.38530	1.44180	1.53890	1.44600	1.45530	1.46300	1.68230	1.63540	1.66800	1.64620	1.68560	1.58410
14:59:16	37.2	1.32800	1.33300	1.42420	1.44700	1.48420	1.46730	1.08500	1.17690	1.07680	1.16330	1.13060	1.06190	1.48440	1.41200	1.47970	1.46550	1.43400	1.54450	1.76150	1.65730	1.72600	1.65300	1.64950	1.62870	1.42840	1.49750	1.45640	1.47840	1.54130	1.44580	1.73920	1.66820	1.75230	1.68900	1.68690	1.61690	1.48960	1.43800	1.44820	1.41150	1.43950	1.43440	1.71770	1.68870	1.72260	1.64810	1.66340	1.60720	1.48120	1.45730	1.50500	1.48010	1.44920	1.49800	1.69740	1.69610	1.70890	1.69440	1.64450	1.67020	1.45210	1.45610	1.45250	1.40630	1.46360	1.42810	1.65480	1.70140	1.72070	1.65930	1.62740	1.65950	1.46950	1.45960	1.45240	1.45560	1.46900	1.43010	1.66940	1.72700	1.67010	1.56740	1.58970	1.52870	1.38020	1.43850	1.53860	1.48860	1.45190	1.45950	1.68170	1.63900	1.67150	1.64760	1.68790	1.58420
15:14:16	37.2	1.37320	1.33470	1.42470	1.42780	1.47530	1.46360	1.09050	1.16900	1.07790	1.15300	1.12730	1.06130	1.48470	1.41180	1.47480	1.44460	1.43280	1.54590	1.74900	1.65840	1.72860	1.65710	1.65130	1.63140	1.42930	1.49720	1.45710	1.47910	1.53190	1.44410	1.74960	1.67150	1.76710	1.68610	1.68820	1.61360	1.48400	1.46760	1.45020	1.39500	1.42670	1.43840	1.73300	1.69200	1.72690	1.64950	1.66680	1.60640	1.48040	1.45490	1.50640	1.42680	1.46000	1.49740	1.69680	1.69770	1.71070	1.70210	1.64780	1.67140	1.45240	1.45690	1.45110	1.41670	1.46460	1.41970	1.65550	1.70490	1.72640	1.66000	1.63270	1.66210	1.47080	1.45920	1.45410	1.45230	1.46650	1.43330	1.67840	1.72490	1.67430	1.57000	1.59360	1.52770	1.37690	1.43760	1.53480	1.48280	1.49290	1.46620	1.68450	1.64050	1.67190	1.64910	1.69050	1.58380
15:29:16	37.2	1.40950	1.35280	1.42300	1.41390	1.48060	1.46670	1.09320	1.16700	1.07960	1.16410	1.12710	1.06030	1.48040	1.41030	1.47730	1.45960	1.43320	1.54570	1.74770	1.65900	1.72890	1.65880	1.65040	1.63350	1.42700	1.49100	1.46230	1.47700	1.54200	1.44570	1.74590	1.67090	1.77150	1.68900	1.68920	1.61540	1.48140	1.43570	1.44910	1.41820	1.43610	1.43550	1.73060	1.69180	1.72650	1.65270	1.66750	1.60940	1.48010	1.45540	1.50710	1.43640	1.46070	1.50350	1.70030	1.69950	1.70850	1.70090	1.64830	1.67230	1.45340	1.45700	1.45070	1.40540	1.46190	1.42630	1.65670	1.71370	1.72550	1.66300	1.63580	1.66450	1.46910	1.46010	1.45320	1.46000	1.47620	1.42030	1.68720	1.72530	1.67650	1.57230	1.59800	1.53930	1.37340	1.43720	1.53620	1.47860	1.45950	1.46000	1.68640	1.64080	1.67370	1.65200	1.69210	1.58940
15:44:16	37.2	1.34160	1.37240	1.42070	1.44220	1.48750	1.46800	1.09650	1.17370	1.07940	1.17840	1.12550	1.06780	1.47930	1.40790	1.48350	1.45130	1.43080	1.54080	1.74420	1.66200	1.73000	1.65800	1.65200	1.63250	1.42700	1.48670	1.44420	1.47740	1.54340	1.44490	1.74920	1.67330	1.77150	1.69240	1.69190	1.61480	1.48310	1.46710	1.45240	1.39540	1.43860	1.43940	1.72650	1.68920	1.72900	1.65780	1.67140	1.60870	1.47770	1.46100	1.50760	1.43460	1.46180	1.50290	1.70010	1.70530	1.71370	1.69840	1.65150	1.67340	1.45210	1.45670	1.45190	1.44150	1.45760	1.42370	1.65670	1.72040	1.72710	1.66380	1.63520	1.65790	1.46910	1.45910	1.45460	1.45730	1.47200	1.44010	1.68000	1.72650	1.67800	1.57620	1.60100	1.53640	1.36820	1.43710	1.53500	1.47490	1.46560	1.46590	1.68620	1.64420	1.67420	1.65080	1.69270	1.58930
15:59:16	37.2	1.39410	1.34330	1.42070	1.43800	1.48840	1.46830	1.10250	1.18580	1.08110	1.15950	1.12480	1.07220	1.47910	1.40900	1.47410	1.46830	1.43330	1.53770	1.73850	1.67650	1.73170	1.65890	1.65430	1.63410	1.42350	1.49100	1.43760	1.48020	1.53320	1.44470	1.74650	1.67430	1.77210	1.69380	1.69160	1.61820	1.48030	1.47260	1.45210	1.46230	1.44510	1.44460	1.72510	1.69970	1.72740	1.66280	1.67240	1.60970	1.47480	1.46700	1.50830	1.48380	1.46530	1.50340	1.70230	1.70380	1.71380	1.69940	1.65320	1.67420	1.45130	1.45650	1.45420	1.43270	1.45780	1.43980	1.66780	1.72380	1.73160	1.66790	1.63810	1.66540	1.46870	1.45960	1.45390	1.45750	1.46110	1.40400	1.68170	1.72930	1.68280	1.58480	1.59690	1.53820	1.36500	1.43500	1.53530	1.47710	1.46200	1.45850	1.68570	1.64130	1.67520	1.65500	1.69170	1.59200
16:14:16	37.2	1.43220	1.37290	1.41710	1.41950	1.48340	1.46620	1.10220	1.17240	1.08400	1.15230	1.12290	1.07190	1.47690	1.40730	1.47430	1.46970	1.43220	1.53370	1.73130	1.67490	1.73070	1.66080	1.65230	1.63730	1.42360	1.48750	1.44490	1.47860	1.53890	1.44490	1.75040	1.67700	1.76780	1.69780	1.69300	1.62010	1.47400	1.44040	1.45240	1.41970	1.44110	1.43820	1.72790	1.69850	1.72660	1.66270	1.67060	1.61190	1.47630	1.45710	1.50780	1.52270	1.46180	1.50440	1.70370	1.70420	1.71630	1.70260	1.65500	1.67420	1.45360	1.45660	1.45260	1.40470	1.45420	1.42390	1.66260	1.72010	1.73190	1.66600	1.63890	1.66540	1.46750	1.45890	1.45460	1.47410	1.47530	1.43430	1.68820	1.73290	1.68100	1.58130	1.59850	1.55170	1.36090	1.43290	1.53330	1.48230	1.48170	1.48340	1.68440	1.64620	1.67610	1.65580	1.69290	1.59420
16:29:16	37.1	1.43580	1.37910	1.41680	1.41630	1.47630	1.46830	1.09680	1.16910	1.08610	1.17060	1.12040	1.06910	1.47450	1.40600	1.47500	1.45640	1.43590	1.52680	1.71650	1.67550	1.73440	1.66360	1.65120	1.63890	1.42070	1.47540	1.45000	1.47910	1.53650	1.44560	1.75230	1.67730	1.76960	1.69880	1.69750	1.61870	1.47190	1.42760	1.44690	1.45620	1.44360	1.43690	1.72800	1.70150	1.73690	1.66230	1.67300	1.61270	1.47360	1.46170	1.50570	1.42480	1.46200	1.50680	1.70630	1.70580	1.71890	1.70470	1.65280	1.67470	1.44990	1.45430	1.45190	1.40340	1.45250	1.41880	1.66130	1.71290	1.73180	1.66560	1.64040	1.66110	1.46710	1.45880	1.45050	1.45540	1.46870	1.39540	1.68630	1.73130	1.68450	1.58370	1.59880	1.54890	1.35760	1.43220	1.53070	1.47800	1.47480	1.46830	1.68720	1.64660	1.67890	1.65500	1.69260	1.59140
16:44:16	37.2	1.37710	1.38400	1.41460	1.43340	1.48670	1.47030	1.09380	1.16980	1.09130	1.18180	1.12020	1.06550	1.47500	1.40550	1.47290	1.45220	1.43470	1.52270	1.70710	1.67900	1.73280	1.66440	1.65180	1.63950	1.42040	1.47130	1.44140	1.48070	1.53260	1.44630	1.75370	1.67810	1.76860	1.69970	1.69820	1.62100	1.47510	1.43530	1.45700	1.43260	1.44930	1.43830	1.72200	1.70560	1.73190	1.66660	1.67480	1.61500	1.47330	1.45410	1.50520	1.46840	1.46120	1.50430	1.70950	1.70930	1.71880	1.70390	1.65640	1.67580	1.45170	1.45510	1.45370	1.40260	1.45290	1.43180	1.66580	1.72070	1.73390	1.66870	1.64080	1.66560	1.46720	1.45830	1.45150	1.45680	1.45860	1.40620	1.69690	1.73570	1.68430	1.58240	1.60330	1.54920	1.35410	1.43120	1.53030	1.47560	1.47220	1.47150	1.68790	1.64850	1.67790	1.65750	1.69600	1.59590
16:59:16	37.1	1.36720	1.40380	1.41480	1.42830	1.48680	1.46550	1.08650	1.17860	1.08760	1.15320	1.11700	1.08050	1.47310	1.40410	1.46720	1.43180	1.43570	1.51700	1.70910	1.68140	1.73360	1.66580	1.65180	1.63990	1.41860	1.46440	1.43930	1.48020	1.52970	1.44330	1.76140	1.68010	1.76410	1.70470	1.70060	1.62530	1.47080	1.43770	1.44980	1.49650	1.44820	1.44040	1.72880	1.69990	1.73230	1.66820	1.67680	1.61490	1.48040	1.45490	1.50560	1.43120	1.46200	1.50380	1.70990	1.70810	1.71910	1.70420	1.65600	1.67600	1.45110	1.45700	1.45290	1.40290	1.45070	1.43630	1.67430	1.71900	1.73520	1.67050	1.64240	1.66850	1.46580	1.45760	1.45210	1.46200	1.46140	1.42830	1.68670	1.73610	1.68860	1.59060	1.60990	1.54540	1.35050	1.42860	1.53060	1.47400	1.49870	1.47020	1.68770	1.64930	1.68270	1.65950	1.69420	1.59600
17:14:16	37.2	1.39900	1.39470	1.41060	1.40980	1.48390	1.46240	1.08480	1.18490	1.08170	1.15750	1.11630	1.10070	1.47010	1.40180	1.46690	1.44460	1.43410	1.51280	1.72180	1.68180	1.73600	1.66620	1.64980	1.64130	1.41630	1.46460	1.44440	1.48070	1.52740	1.44390	1.75790	1.68220	1.76470	1.70370	1.70210	1.62120	1.46920	1.43490	1.44910	1.40490	1.44020	1.43820	1.73490	1.70590	1.73500	1.66470	1.67780	1.61490	1.47190	1.45290	1.50470	1.42470	1.46700	1.50430	1.71490	1.71030	1.72140	1.70370	1.65530	1.67460	1.45210	1.45490	1.45450	1.43540	1.45780	1.42910	1.67450	1.72320	1.73630	1.67100	1.64520	1.66270	1.46540	1.45770	1.44930	1.45350	1.45740	1.41230	1.68990	1.73980	1.68620	1.58800	1.60650	1.54710	1.34760	1.42730	1.52690	1.47440	1.47970	1.45820	1.68650	1.65140	1.68130	1.66030	1.69610	1.59740
17:29:16	37.2	1.34870	1.38430	1.40990	1.40990	1.47620	1.46780	1.08080	1.16760	1.08040	1.17520	1.11390	1.10910	1.46860	1.40280	1.46450	1.43290	1.43300	1.51100	1.72290	1.68240	1.73660	1.66780	1.65170	1.64230	1.41330	1.46320	1.44600	1.48200	1.52050	1.44300	1.75950	1.68380	1.75990	1.70290	1.70180	1.62510	1.46580	1.42960	1.45030	1.41490	1.43980	1.44090	1.74380	1.70450	1.73380	1.66600	1.67760	1.61630	1.47080	1.45330	1.50430	1.42630	1.45950	1.50470	1.71420	1.70930	1.72070	1.70640	1.65920	1.67660	1.45090	1.45500	1.45120	1.40520	1.45700	1.42740	1.66930	1.72190	1.73570	1.67100	1.64400	1.66500	1.46420	1.45950	1.45020	1.46470	1.44590	1.41220	1.68950	1.73520	1.68740	1.59150	1.60290	1.56400	1.34310	1.42710	1.52800	1.47180	1.48080	1.46240	1.68780	1.64920	1.67970	1.66060	1.69700	1.59770
17:44:16	37.2	1.41550	1.44700	1.40780	1.43370	1.48420	1.46890	1.08140	1.17320	1.08180	1.16140	1.11790	1.12890	1.46930	1.40160	1.45940	1.43900	1.43570	1.50770	1.72290	1.68390	1.73640	1.67140	1.65120	1.64390	1.41140	1.46210	1.43540	1.47920	1.51780	1.44310	1.76330	1.68750	1.76590	1.70250	1.70530	1.62710	1.46710	1.42940	1.44910	1.44440	1.43620	1.44320	1.72660	1.70590	1.73590	1.66840	1.68000	1.61800	1.47030	1.45650	1.50360	1.42630	1.45890	1.50830	1.71620	1.70980	1.72280	1.70460	1.65770	1.67770	1.45080	1.45340	1.45340	1.39960	1.45190	1.43120	1.66990	1.72670	1.73610	1.67290	1.64790	1.66610	1.46400	1.45820	1.45010	1.45570	1.47810	1.40030	1.69180	1.73760	1.68940	1.59220	1.60730	1.55190	1.34020	1.42450	1.52670	1.47780	1.47630	1.45770	1.68830	1.65130	1.68070	1.66070	1.69720	1.59800
17:59:16	37.2	1.35110	1.42300	1.40820	1.41380	1.48220	1.46540	1.08180	1.16690	1.07350	1.15650	1.11840	1.13550	1.46300	1.39920	1.45860	1.43600	1.42520	1.50540	1.72790	1.68410	1.73530	1.66890	1.65250	1.64390	1.41050	1.45450	1.43570	1.47850	1.51480	1.44210	1.75730	1.68600	1.76230	1.70650	1.70630	1.62750	1.46460	1.43350	1.44920	1.46180	1.43570	1.43830	1.72930	1.70880	1.73750	1.66950	1.68120	1.61850	1.46620	1.45750	1.50310	1.44750	1.46230	1.50590	1.71780	1.71090	1.72230	1.70530	1.65910	1.67880	1.44720	1.45560	1.45200	1.41720	1.44860	1.42390	1.67060	1.72630	1.73830	1.67200	1.64620	1.66150	1.46380	1.45740	1.45000	1.44920	1.46310	1.41390	1.69220	1.73710	1.68870	1.59580	1.60650	1.55250	1.33700	1.42390	1.52570	1.47060	1.46970	1.46910	1.68540	1.65110	1.67980	1.66330	1.69440	1.59700
18:14:16	37.2	1.34160	1.40380	1.40390	1.39500	1.47790	1.46270	1.08250	1.19070	1.07690	1.17840	1.11650	1.15990	1.46400	1.39960	1.45840	1.43640	1.42520	1.50270	1.72830	1.68500	1.73520	1.67350	1.65220	1.64360	1.40810	1.45570	1.44560	1.48060	1.50620	1.44440	1.76000	1.68900	1.76640	1.70550	1.70600	1.62580	1.46280	1.42910	1.44960	1.47440	1.43500	1.43880	1.73340	1.70680	1.73700	1.67120	1.68000	1.62130	1.46370	1.46330	1.50440	1.42400	1.46100	1.51150	1.71650	1.71100	1.72600	1.70760	1.65910	1.67690	1.45210	1.45420	1.45130	1.39860	1.45070	1.41760	1.67260	1.72830	1.73670	1.67310	1.64930	1.67240	1.46340	1.45680	1.44850	1.46300	1.45910	1.42460	1.69690	1.73580	1.69060	1.59570	1.61410	1.55350	1.33180	1.42060	1.52410	1.47560	1.45010	1.46650	1.68940	1.65090	1.68230	1.66230	1.69560	1.59810
18:29:16	37.1	1.34900	1.42220	1.39780	1.40600	1.47930	1.46190	1.08000	1.17860	1.08010	1.17310	1.11240	1.18640	1.46260	1.39850	1.45130	1.44050	1.42620	1.50140	1.72910	1.68560	1.73630	1.67320	1.65160	1.64640	1.40590	1.44430	1.44260	1.48120	1.50140	1.44380	1.76640	1.68810	1.76290	1.70740	1.70760	1.62580	1.46030	1.43160	1.45010	1.44410	1.43840	1.43610	1.73760	1.70580	1.73790	1.66990	1.68090	1.62040	1.46030	1.45690	1.49920	1.42050	1.45900	1.51070	1.69620	1.71120	1.72470	1.70580	1.65870	1.67730	1.45170	1.45390	1.45000	1.39730	1.44980	1.40980	1.68160	1.72450	1.73620	1.67250	1.64840	1.66180	1.46170	1.45830	1.44760	1.45150	1.45720	1.42380	1.69580	1.73660	1.68910	1.59600	1.61160	1.56120	1.32850	1.41900	1.52300	1.47880	1.48650	1.45330	1.68760	1.65040	1.68490	1.66320	1.69620	1.59730
