

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0049.2.xpt
Protocol File Path:	C:\Users\Public\Documents\Experiments\Doran\96well-48hr-orbital.prt



Plate Number	Plate 1
Date	10/3/2023
Time	11:39:48 AM
Reader Type:	Epoch 2
Reader Serial Number:	2003031F
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
25:29:16	37.1	0.90700	1.12620	1.14360	0.88150	1.19080	1.21170	1.15630	0.77690	0.84490	1.21750	1.22000	1.02150	1.20840	1.13220	1.30740	0.76610	1.22150	1.24120	1.21770	0.81870	1.09310	1.14070	1.06810	1.16080	1.21560	1.26330	1.21760	0.73640	1.23200	1.21280	1.23240	0.75520	1.16270	1.08660	1.25790	0.97670	1.36840	1.16960	1.29760	0.78980	1.16270	1.10530	1.15080	0.82200	1.23070	1.16660	1.10060	1.09250	1.10090	1.34220	1.33780	0.77780	1.13460	1.23960	1.21260	0.77810	1.22080	1.23590	1.45570	1.10630	1.02860	1.19960	1.23150	1.05960	1.19110	1.21920	1.07430	0.76240	1.15200	0.95990	1.02140	1.07060	1.10190	1.14230	1.38580	0.90280	1.08350	1.24560	1.26160	0.68290	1.19760	0.95630	1.19590	1.18770	0.80220	1.06180	1.06700	0.60520	1.20820	1.17270	1.11140	0.57910	0.66640	1.04020	1.01720	1.16550
25:44:16	37.1	0.90360	1.12520	1.14020	0.88140	1.18820	1.21310	1.15460	0.77760	0.82110	1.21720	1.21540	1.05080	1.20940	1.13660	1.30560	0.76280	1.22060	1.24070	1.21450	0.81830	1.09380	1.14360	1.14250	1.15120	1.21120	1.26070	1.21530	0.73200	1.23040	1.20700	1.23030	0.74730	1.16470	1.06970	1.25640	0.95630	1.36310	1.17510	1.28630	0.79110	1.16280	1.10460	1.14840	0.82560	1.23210	1.16260	1.10680	1.09560	1.08990	1.34060	1.33840	0.77810	1.13790	1.23850	1.21320	0.77680	1.21840	1.25930	1.45160	1.13300	1.02680	1.19280	1.31190	1.05740	1.19370	1.21240	1.07150	0.76290	1.14430	0.96460	1.01800	1.07800	1.10100	1.13980	1.37500	0.90460	1.08970	1.24000	1.26040	0.67090	1.19730	0.95710	1.19120	1.18880	0.79790	1.04990	1.05020	0.65250	1.21320	1.16850	1.10400	0.54930	0.60270	1.05070	1.01710	1.15790
25:59:16	37.1	0.90190	1.11770	1.13950	0.88030	1.18820	1.21120	1.15150	0.79070	0.78510	1.21750	1.21830	1.09450	1.20210	1.13140	1.30500	0.77310	1.22130	1.24190	1.22260	0.82410	1.09180	1.14170	1.14510	1.13530	1.21240	1.26090	1.21600	0.73660	1.23100	1.20730	1.23360	0.76670	1.17050	1.02520	1.25680	0.96200	1.35050	1.17270	1.29370	0.79160	1.17070	1.10280	1.14590	0.81840	1.23110	1.14700	1.09690	1.08800	1.08330	1.34310	1.33750	0.77660	1.13730	1.23880	1.21330	0.77770	1.21750	1.37100	1.44700	1.11280	1.02780	1.19600	1.31190	1.06000	1.19110	1.21620	1.07350	0.77370	1.14570	0.96280	1.01670	1.07350	1.07390	1.13790	1.37950	0.91160	1.08420	1.23960	1.25710	0.67220	1.19710	0.94960	1.19920	1.18530	0.79190	1.02750	0.95680	0.65480	1.20800	1.16700	1.10310	0.66040	0.57400	1.11480	1.02040	1.15930
26:14:16	37.1	0.90000	1.10790	1.14040	0.87710	1.18740	1.21170	1.14890	0.79170	0.75430	1.21720	1.21600	1.00880	1.20100	1.13170	1.30960	0.76750	1.22130	1.24490	1.22340	0.82810	1.09310	1.13930	1.14650	1.13340	1.21310	1.26570	1.21660	0.73420	1.22980	1.20800	1.22940	0.76420	1.17730	1.04060	1.26470	0.95630	1.35910	1.16690	1.30080	0.79060	1.16500	1.10760	1.15150	0.82320	1.23020	1.14930	1.09440	1.08420	1.09900	1.34410	1.33490	0.77980	1.13460	1.24390	1.21210	0.78660	1.22110	1.33780	1.45320	1.10130	1.02670	1.19310	1.24530	1.06000	1.19170	1.21710	1.07150	0.77660	1.14550	0.96210	1.01620	1.06840	1.06910	1.13580	1.38210	0.91040	1.08190	1.24300	1.25820	0.67970	1.19950	0.95070	1.19970	1.18340	0.79210	1.00000	0.91810	0.61320	1.20490	1.16470	1.10880	0.63340	0.54680	1.10590	1.01360	1.16680
26:29:16	37.1	0.89660	1.10390	1.13320	0.87790	1.18680	1.21060	1.14980	0.78880	0.77380	1.22290	1.21270	0.98440	1.19690	1.13190	1.30110	0.76270	1.21890	1.24310	1.22040	0.83200	1.09830	1.14410	1.16040	1.12510	1.21150	1.25680	1.21490	0.73100	1.22770	1.20440	1.22870	0.76770	1.17270	1.02200	1.26210	0.95560	1.35430	1.17490	1.28630	0.78900	1.16340	1.10350	1.14800	0.82780	1.23440	1.13570	1.08960	1.08500	1.08440	1.34410	1.33560	0.77800	1.13480	1.24170	1.20820	0.78500	1.22110	1.27740	1.44670	1.11230	1.02550	1.18650	1.28720	1.05760	1.19340	1.21120	1.06910	0.79110	1.15320	0.96940	1.01500	1.07590	1.06730	1.12670	1.36940	0.91530	1.08270	1.23770	1.25890	0.66090	1.19760	0.95170	1.20200	1.18030	0.78540	0.98510	0.93130	0.66090	1.20450	1.16130	1.11170	0.64150	0.65980	1.08480	1.01320	1.15950
26:44:16	37.1	0.89360	1.09480	1.13420	0.87650	1.18570	1.20790	1.14230	0.79280	0.80490	1.22450	1.21440	1.00470	1.19300	1.13190	1.30560	0.76500	1.21860	1.24380	1.21980	0.82780	1.09860	1.13300	1.15490	1.12640	1.21190	1.25900	1.21580	0.73710	1.22870	1.20340	1.22920	0.77470	1.18240	1.03300	1.26720	0.95840	1.36040	1.17350	1.29210	0.79240	1.16430	1.10300	1.14860	0.82360	1.22890	1.13320	1.10780	1.08760	1.10220	1.34260	1.33180	0.78000	1.13340	1.24280	1.20820	0.78460	1.22260	1.26040	1.44900	1.10280	1.02730	1.18430	1.28190	1.05970	1.19400	1.21410	1.07060	0.78620	1.14520	0.96880	1.01550	1.07190	1.09400	1.12800	1.37490	0.91620	1.08010	1.24160	1.25660	0.67230	1.19860	0.94960	1.20530	1.18190	0.78350	0.96990	0.87850	0.61470	1.20600	1.15560	1.10550	0.57590	0.69650	1.10320	1.01230	1.16400
26:59:16	37.1	0.88890	1.09000	1.13190	0.87320	1.18410	1.20750	1.14290	0.79870	0.82400	1.22030	1.21080	1.04600	1.18690	1.13300	1.30330	0.76490	1.21870	1.24470	1.21920	0.82110	1.09670	1.13390	1.15560	1.12440	1.20720	1.25640	1.21400	0.72750	1.22730	1.20460	1.22520	0.77400	1.18450	1.02370	1.24900	0.95210	1.36070	1.17450	1.28700	0.79160	1.16470	1.10170	1.14760	0.82060	1.23190	1.12600	1.12100	1.09660	1.09260	1.34470	1.33390	0.77900	1.13770	1.24150	1.20660	0.78940	1.22330	1.23620	1.44550	1.10410	1.03250	1.18850	1.30680	1.05630	1.19510	1.20820	1.06700	0.78990	1.14870	0.97250	1.01480	1.07680	1.25460	1.13200	1.36510	0.91930	1.08320	1.23630	1.25850	0.67940	1.19800	0.95110	1.19850	1.17720	0.77910	0.96350	0.83410	0.64900	1.20570	1.15200	1.10960	0.67180	0.55770	1.08800	1.00890	1.16060
27:14:16	37.1	0.88720	1.08760	1.13400	0.86840	1.18500	1.20000	1.13620	0.79970	0.84060	1.21600	1.21410	1.07070	1.18420	1.12990	1.30730	0.76440	1.21790	1.24830	1.22010	0.81460	1.09530	1.12900	1.15690	1.12190	1.20720	1.26160	1.21120	0.73370	1.22850	1.20370	1.22930	0.78470	1.18470	1.03920	1.25040	0.95250	1.36160	1.17230	1.29300	0.79530	1.16560	1.10390	1.14660	0.81170	1.22870	1.11590	1.15090	1.11680	1.10610	1.34670	1.33100	0.77910	1.13280	1.24520	1.21060	0.78720	1.21690	1.23610	1.44340	1.09590	1.02750	1.19630	1.32100	1.06100	1.19340	1.21600	1.07150	0.78840	1.14460	0.96640	1.01430	1.07590	1.12570	1.14310	1.36790	0.91910	1.08180	1.24030	1.25510	0.67180	1.20250	0.93660	1.20710	1.18000	0.77920	0.95540	0.83980	0.64590	1.21060	1.14460	1.12390	0.65910	0.54380	1.09380	1.00610	1.16350
27:29:16	37.1	0.88110	1.08020	1.12830	0.86980	1.17980	1.20090	1.13340	0.79990	0.83750	1.21860	1.21130	1.01110	1.18060	1.13080	1.30220	0.76590	1.22050	1.24710	1.21710	0.81920	1.09500	1.12360	1.17070	1.11900	1.20550	1.25420	1.21520	0.73150	1.22580	1.20370	1.22700	0.78760	1.18200	1.02070	1.24640	0.94020	1.37110	1.17250	1.28030	0.79130	1.16450	1.09830	1.14490	0.81660	1.22860	1.11280	1.15440	1.10560	1.09970	1.34290	1.33280	0.77900	1.13470	1.24300	1.20680	0.78590	1.21900	1.22650	1.44000	1.09760	1.02940	1.18280	1.31810	1.06080	1.19180	1.21080	1.06760	0.78780	1.14540	0.96840	1.01140	1.07980	1.12970	1.13790	1.36820	0.91800	1.08310	1.23680	1.25590	0.64320	1.20160	0.93430	1.20390	1.17870	0.77980	0.94900	0.83700	0.63220	1.20950	1.13870	1.13300	0.63550	0.64960	1.09080	1.00980	1.16550
27:44:16	37.1	0.87730	1.07080	1.12660	0.87140	1.19020	1.19850	1.13430	0.80360	0.80950	1.21700	1.21770	1.07250	1.17660	1.12190	1.30240	0.76280	1.22320	1.25360	1.22340	0.82150	1.09930	1.14530	1.13350	1.11790	1.20620	1.25340	1.21540	0.73000	1.22860	1.19990	1.22890	0.79120	1.18190	0.98930	1.24850	0.95140	1.36760	1.16800	1.27850	0.79230	1.16350	1.09650	1.14540	0.81640	1.23200	1.07540	1.11930	1.08310	1.07800	1.33910	1.33070	0.78110	1.13130	1.23720	1.20250	0.78890	1.21800	1.23220	1.43610	1.09340	1.03020	1.16980	1.31480	1.06060	1.19340	1.21140	1.06420	0.78680	1.14310	0.97420	1.01570	1.07730	1.10630	1.13970	1.36120	0.91570	1.07730	1.23860	1.25290	0.61330	1.19700	0.92690	1.20010	1.17750	0.78040	0.94500	0.84050	0.66690	1.21140	1.12990	1.13830	0.64440	0.68030	1.08380	1.00350	1.16350
27:59:16	37.1	0.87160	1.06880	1.12450	0.86690	1.19120	1.19890	1.13370	0.80000	0.78120	1.21410	1.21250	1.05660	1.17210	1.12720	1.30180	0.76160	1.22130	1.25430	1.21870	0.82610	1.09640	1.13840	1.15200	1.11700	1.20320	1.25330	1.21050	0.73200	1.22680	1.20100	1.22690	0.78730	1.18350	0.98200	1.24540	0.94310	1.37250	1.17550	1.27610	0.79200	1.16590	1.09940	1.14530	0.82200	1.23000	1.11060	1.16210	1.08360	1.08700	1.34060	1.33320	0.77950	1.13340	1.24320	1.20950	0.79030	1.21800	1.31520	1.43490	1.09950	1.03140	1.17720	1.31160	1.05900	1.19440	1.21020	1.06600	0.78550	1.14510	0.97310	1.01470	1.07650	1.10990	1.14230	1.35550	0.91320	1.08220	1.23370	1.25160	0.61350	1.20230	0.93030	1.20940	1.17680	0.78930	0.94120	0.80750	0.61490	1.20850	1.12090	1.12790	0.63890	0.63730	1.08000	0.99660	1.16140
28:14:16	37.1	0.86490	1.05980	1.12370	0.86660	1.18880	1.19630	1.13100	0.79960	0.78620	1.21660	1.21370	0.98590	1.16970	1.12760	1.30440	0.75190	1.21990	1.25670	1.21270	0.82860	1.10040	1.14890	1.18770	1.11410	1.20430	1.25430	1.21110	0.72590	1.22700	1.20160	1.22510	0.77060	1.18520	0.97890	1.24570	0.95180	1.38370	1.17610	1.27920	0.79380	1.16570	1.09560	1.14580	0.81300	1.23050	1.11780	1.12410	1.09090	1.08780	1.33750	1.32820	0.78540	1.12820	1.24060	1.20020	0.79370	1.21970	1.30190	1.43750	1.09500	1.03200	1.17400	1.31240	1.05970	1.19520	1.20610	1.06330	0.79920	1.15090	0.97850	1.00900	1.07480	1.10500	1.13800	1.35480	0.89780	1.09470	1.23600	1.26380	0.61910	1.19930	0.93050	1.20640	1.17550	0.79360	0.94010	0.75910	0.67070	1.21000	1.11090	1.11020	0.60120	0.63750	1.07060	0.99590	1.16800
28:29:16	37.1	0.86000	1.05450	1.12270	0.86490	1.18710	1.19740	1.13220	0.79750	0.81930	1.21200	1.21290	1.04610	1.16300	1.13020	1.30220	0.74730	1.22120	1.25980	1.21120	0.82940	1.09780	1.14030	1.14800	1.10970	1.19860	1.25480	1.21320	0.72560	1.22550	1.20310	1.22460	0.74160	1.18890	0.96870	1.24410	0.94530	1.37730	1.17070	1.27930	0.79470	1.16860	1.09770	1.14510	0.81110	1.22830	1.11160	1.17520	1.09290	1.08740	1.33970	1.33080	0.77970	1.13030	1.24300	1.20950	0.79420	1.21640	1.29560	1.43250	1.09030	1.08860	1.17750	1.30840	1.05830	1.19310	1.20560	1.05990	0.79980	1.14430	0.97490	1.00930	1.07760	1.09900	1.14190	1.34980	0.86900	1.07900	1.24320	1.25260	0.62150	1.20260	0.92570	1.20600	1.17170	0.78660	0.93760	0.74630	0.62030	1.20640	1.10200	1.11140	0.58120	0.64970	1.06950	0.99140	1.16120
28:44:16	37.1	0.79860	1.04810	1.12250	0.85840	1.18830	1.19780	1.14130	0.78400	0.84800	1.21420	1.21430	0.99990	1.15810	1.12400	1.30360	0.72600	1.22660	1.26110	1.21080	0.83290	1.09850	1.12010	1.14060	1.11160	1.19800	1.25690	1.20950	0.73300	1.22700	1.20200	1.22650	0.69910	1.18880	0.97910	1.24990	0.93710	1.36010	1.17010	1.28610	0.79420	1.16580	1.10080	1.14490	0.79990	1.22890	1.09930	1.20080	1.09470	1.09620	1.34110	1.32890	0.77730	1.13080	1.24680	1.20450	0.79780	1.21590	1.29620	1.43840	1.08680	1.11090	1.17850	1.29990	1.06250	1.19810	1.21110	1.06620	0.78370	1.14620	0.97490	1.01040	1.07620	1.08820	1.14920	1.35010	0.80500	1.07950	1.23530	1.24970	0.61940	1.20480	0.91050	1.20690	1.17480	0.81010	0.93230	0.73780	0.65520	1.21000	1.09100	1.11150	0.65350	0.60020	1.06810	0.98890	1.16370
28:59:16	37.1	0.79430	1.03810	1.12150	0.85630	1.18250	1.20300	1.14450	0.77590	0.84130	1.21470	1.21630	0.95880	1.15420	1.11910	1.30510	0.71100	1.22840	1.26720	1.20810	0.83170	1.09900	1.11670	1.12820	1.11260	1.19870	1.25260	1.20830	0.73070	1.22710	1.19850	1.22690	0.69320	1.18680	0.96060	1.24150	0.94230	1.36160	1.16380	1.27990	0.79950	1.16800	1.09790	1.14420	0.79600	1.22630	1.09130	1.10340	1.09870	1.09140	1.33840	1.32770	0.77960	1.13120	1.24280	1.20220	0.80390	1.21480	1.29520	1.43650	1.08430	1.11680	1.16770	1.29800	1.06480	1.19410	1.21180	1.06270	0.77440	1.14810	0.97450	1.01100	1.07530	1.08350	1.14770	1.34960	0.76420	1.07670	1.23510	1.24800	0.63500	1.20400	0.90790	1.20400	1.17750	0.80790	0.92930	0.74060	0.63980	1.20190	1.08780	1.10790	0.54790	0.54850	1.06200	0.98800	1.16500
29:14:16	37.1	0.82240	1.03340	1.11920	0.85620	1.17900	1.20720	1.14550	0.72540	0.79750	1.21650	1.21930	1.00110	1.15100	1.11790	1.30390	0.72880	1.23040	1.26940	1.20660	0.82870	1.10030	1.11490	1.11970	1.11120	1.19730	1.25450	1.21000	0.73290	1.22790	1.20060	1.22810	0.67010	1.18920	0.95680	1.24180	0.93660	1.37280	1.16060	1.28300	0.79850	1.16650	1.09630	1.14250	0.79990	1.22670	1.09280	1.10100	1.10000	1.09120	1.33780	1.32520	0.77950	1.12750	1.24610	1.23920	0.80540	1.21620	1.29610	1.43750	1.08020	1.10840	1.16290	1.29670	1.06810	1.19630	1.21170	1.06380	0.76770	1.14810	0.97560	1.01140	1.07550	1.08120	1.15130	1.34720	0.74400	1.07600	1.23830	1.24600	0.64640	1.20320	0.90510	1.20530	1.17510	0.81580	0.92660	0.73010	0.62900	1.20170	1.08160	1.09090	0.64450	0.55650	1.05710	0.98430	1.16570
29:29:16	37.1	0.79040	1.02750	1.11770	0.84890	1.16960	1.20950	1.14610	0.73430	0.77010	1.21230	1.21680	0.99260	1.14620	1.11940	1.30000	0.74160	1.23220	1.26700	1.19960	0.82660	1.09960	1.11420	1.11800	1.10870	1.19470	1.25200	1.20770	0.72630	1.22390	1.19930	1.22540	0.66900	1.18960	0.95140	1.23910	0.94110	1.33410	1.15690	1.27860	0.79800	1.16820	1.09670	1.14130	0.80110	1.22480	1.09920	1.09950	1.10250	1.08490	1.33360	1.32520	0.77990	1.13000	1.24510	1.20090	0.80620	1.22650	1.29740	1.42680	1.07950	1.09440	1.15540	1.29740	1.06080	1.19470	1.20720	1.05600	0.75640	1.15300	0.97670	1.01380	1.07500	1.08720	1.15020	1.34540	0.74010	1.08330	1.23240	1.24740	0.63060	1.20430	0.90070	1.20390	1.17450	0.82040	0.92370	0.73500	0.63450	1.19640	1.08410	1.07800	0.58680	0.57700	1.05440	0.98190	1.16570
29:44:16	37.1	0.82980	1.02000	1.11560	0.83930	1.17020	1.21830	1.14540	0.72870	0.81120	1.21190	1.21640	0.99920	1.14220	1.13040	1.30050	0.75500	1.23320	1.26970	1.19170	0.82370	1.10100	1.10660	1.13410	1.11090	1.19390	1.24830	1.20870	0.73220	1.22560	1.19980	1.22520	0.66470	1.19060	0.95420	1.23930	0.93010	1.34970	1.16370	1.28190	0.79830	1.16890	1.09670	1.14450	0.82000	1.22300	1.09300	1.10010	1.09790	1.08110	1.33480	1.32630	0.78260	1.12780	1.24690	1.20820	0.81110	1.22110	1.28280	1.42220	1.10190	1.13750	1.15470	1.29180	1.06310	1.19550	1.20820	1.05860	0.74360	1.15130	0.97530	1.01070	1.07610	1.08340	1.15340	1.34130	0.73760	1.07530	1.23130	1.24560	0.58990	1.21200	0.89000	1.20570	1.17690	0.82300	0.91860	0.73460	0.58860	1.19510	1.08380	1.07080	0.56030	0.57290	1.04880	0.98260	1.16420
29:59:16	37.1	0.81800	1.01530	1.11700	0.83070	1.16760	1.21210	1.14200	0.71300	0.84100	1.20980	1.21710	1.01200	1.13640	1.11830	1.30170	0.76060	1.23420	1.27180	1.18070	0.82050	1.09880	1.10510	1.14380	1.10950	1.18980	1.25180	1.20930	0.73220	1.22680	1.19940	1.22650	0.65100	1.19070	0.94120	1.23810	0.93170	1.33280	1.16400	1.28390	0.79780	1.16860	1.09950	1.14380	0.83470	1.22430	1.08620	1.13450	1.09750	1.07600	1.33420	1.32610	0.77770	1.12690	1.24550	1.20150	0.81300	1.21460	1.23750	1.41270	1.07850	1.07260	1.15740	1.28340	1.06600	1.19920	1.21410	1.06210	0.75510	1.15000	0.98040	1.00810	1.07660	1.07180	1.15250	1.33280	0.74140	1.07590	1.23560	1.24310	0.57230	1.20930	0.88470	1.20750	1.17380	0.82560	0.91600	0.72500	0.63510	1.19570	1.08330	1.08440	0.58260	0.57530	1.04500	0.98520	1.16300
30:14:16	37.1	0.81160	1.01130	1.11310	0.82440	1.16260	1.21090	1.14150	0.72320	0.84660	1.21210	1.21880	0.94250	1.12960	1.11660	1.30140	0.76210	1.23820	1.27210	1.18020	0.82500	1.10310	1.10260	1.13920	1.10640	1.18880	1.25090	1.20780	0.72870	1.22870	1.20110	1.22430	0.66680	1.18830	0.94190	1.23780	0.92850	1.33160	1.16020	1.27580	0.79880	1.16930	1.09650	1.14190	0.83690	1.22590	1.08000	1.11070	1.09920	1.06520	1.33360	1.32770	0.78910	1.12920	1.24770	1.20200	0.81540	1.21430	1.23060	1.40600	1.11330	1.06070	1.15610	1.28350	1.07220	1.20060	1.20700	1.05760	0.77630	1.14970	0.97870	1.00600	1.07880	1.07040	1.15730	1.32770	0.74520	1.07520	1.22970	1.24300	0.57620	1.20700	0.88390	1.20420	1.17020	0.83680	0.91210	0.72790	0.60380	1.19480	1.07920	1.09310	0.63720	0.55240	1.03800	0.97800	1.15920
30:29:16	37.1	0.80270	1.00810	1.10840	0.81880	1.15100	1.20700	1.14480	0.74740	0.83080	1.21010	1.21320	0.96450	1.12310	1.11670	1.29860	0.76100	1.23630	1.27180	1.17220	0.83260	1.10270	1.10070	1.13570	1.10740	1.18680	1.24540	1.20750	0.72800	1.22830	1.19790	1.22590	0.68460	1.18700	0.94760	1.23280	0.93450	1.33770	1.16140	1.28020	0.80070	1.16830	1.09650	1.14340	0.82910	1.22420	1.07930	1.09380	1.09710	1.04960	1.32960	1.32390	0.77970	1.12620	1.24550	1.20070	0.81700	1.21640	1.23050	1.45800	1.08110	1.08310	1.15060	1.28320	1.06260	1.20270	1.20530	1.05780	0.78090	1.14850	0.98180	1.00710	1.07840	1.07090	1.14850	1.32300	0.75470	1.07710	1.23130	1.24080	0.58820	1.20840	0.88230	1.20500	1.16980	0.83210	0.91000	0.73100	0.59220	1.18670	1.07870	1.07640	0.64570	0.56900	1.02350	0.98200	1.16090
30:44:16	37.1	0.79490	1.00310	1.11100	0.80290	1.14680	1.20820	1.14560	0.80120	0.78220	1.21080	1.20480	0.96790	1.11820	1.11190	1.29840	0.76190	1.23840	1.27540	1.16520	0.83170	1.10370	1.09410	1.13000	1.10260	1.18660	1.24850	1.20540	0.73260	1.22840	1.19990	1.22490	0.71280	1.19210	0.94020	1.23220	0.93020	1.32930	1.15760	1.28570	0.80190	1.16850	1.09740	1.14210	0.82810	1.22250	1.07930	1.08670	1.09740	1.05640	1.33070	1.32360	0.77970	1.12710	1.24700	1.20000	0.82020	1.21850	1.23220	1.40230	1.07650	1.09500	1.14750	1.27580	1.06680	1.20240	1.20990	1.06000	0.79060	1.14900	0.98250	1.00640	1.07660	1.07300	1.15040	1.32510	0.76890	1.07320	1.23650	1.23980	0.60900	1.21090	0.87760	1.20580	1.18760	0.82840	0.90610	0.73270	0.61490	1.17880	1.07240	1.06160	0.58370	0.69590	1.02020	0.97840	1.16550
30:59:16	37.1	0.77660	1.00390	1.10710	0.79970	1.14380	1.20780	1.14820	0.82650	0.80770	1.20870	1.19040	0.95430	1.10820	1.10780	1.29770	0.75610	1.23850	1.27490	1.15710	0.83710	1.10410	1.09560	1.15450	1.10170	1.18200	1.24790	1.20460	0.73420	1.22830	1.19780	1.22270	0.74010	1.18680	0.94440	1.23000	0.92840	1.31980	1.16140	1.28220	0.79940	1.16790	1.10010	1.14250	0.81960	1.22380	1.07540	1.08630	1.09430	1.05080	1.33010	1.32830	0.77540	1.14000	1.24760	1.20030	0.82240	1.21430	1.22840	1.40990	1.06880	1.08930	1.14710	1.26900	1.06560	1.20300	1.20770	1.05890	0.77600	1.14850	0.98280	1.00310	1.08000	1.06540	1.16190	1.31480	0.77420	1.07460	1.23300	1.24170	0.63020	1.21070	0.87060	1.20340	1.17040	0.82080	0.90240	0.72900	0.60170	1.17220	1.06660	1.06760	0.57810	0.69520	1.00210	0.97530	1.15880
31:14:16	37.1	0.80160	1.00230	1.10490	0.79930	1.13290	1.21290	1.15700	0.83690	0.84240	1.20880	1.17160	0.95180	1.09800	1.11170	1.29650	0.75430	1.23220	1.27240	1.15020	0.82830	1.10380	1.10750	1.17140	1.10190	1.18080	1.24400	1.20210	0.72970	1.22780	1.19550	1.22410	0.76210	1.18640	0.92130	1.22940	0.93340	1.32270	1.16020	1.28410	0.80690	1.16920	1.09640	1.14260	0.81890	1.22150	1.07520	1.08160	1.09240	1.03620	1.32940	1.32470	0.78010	1.12490	1.24640	1.19740	0.81980	1.21520	1.22650	1.41310	1.06510	1.09490	1.14510	1.27630	1.06510	1.20230	1.20550	1.05590	0.79060	1.14890	0.98870	1.00180	1.07410	1.06590	1.15190	1.31840	0.76360	1.07250	1.23110	1.23710	0.63340	1.21000	0.86670	1.20210	1.17020	0.81700	0.89790	0.73950	0.57550	1.17050	1.06510	1.04500	0.63370	0.59260	0.97710	0.97230	1.16510
31:29:16	37.1	0.76400	0.99440	1.10290	0.79630	1.12800	1.21150	1.15840	0.83310	0.84880	1.20740	1.16280	0.93760	1.08760	1.11040	1.29410	0.75340	1.22860	1.27370	1.14160	0.82140	1.10500	1.09540	1.17890	1.10230	1.17860	1.24100	1.20410	0.73040	1.22770	1.19370	1.22450	0.77110	1.18600	0.92370	1.22880	0.93810	1.32030	1.16290	1.28480	0.80370	1.17250	1.09430	1.14110	0.81310	1.22150	1.06900	1.07710	1.09250	1.04180	1.32850	1.32420	0.77890	1.13010	1.24400	1.19920	0.82100	1.21350	1.22610	1.42120	1.06440	1.10640	1.14200	1.26640	1.06590	1.20230	1.20490	1.06160	0.78370	1.14770	0.98820	1.00060	1.07230	1.06290	1.15130	1.31480	0.75700	1.07260	1.22880	1.23560	0.59300	1.20790	0.86020	1.20160	1.17080	0.81230	0.89420	0.74280	0.60140	1.17470	1.06340	1.02880	0.63900	0.54250	0.97380	0.97280	1.15740
31:44:16	37.1	0.77460	0.99270	1.09830	0.79450	1.11930	1.21560	1.15990	0.81290	0.83800	1.21000	1.15250	0.93340	1.07740	1.10530	1.29190	0.75510	1.22710	1.27270	1.13920	0.81810	1.10420	1.09500	1.16620	1.09770	1.17680	1.24000	1.20180	0.73050	1.22580	1.19300	1.22210	0.76700	1.18460	0.93170	1.22630	0.92800	1.31730	1.16090	1.27720	0.80540	1.16880	1.09490	1.14110	0.81390	1.22130	1.06810	1.07350	1.09410	1.03930	1.32450	1.32280	0.77950	1.12950	1.24310	1.19400	0.82300	1.21500	1.22300	1.42180	1.06280	1.10770	1.13600	1.26870	1.06530	1.20370	1.20170	1.05550	0.77140	1.15050	0.98290	1.00190	1.07940	1.06100	1.15470	1.30990	0.74890	1.07580	1.23310	1.24170	0.56480	1.21320	0.86190	1.20070	1.17200	0.80840	0.88970	0.72990	0.65930	1.17140	1.06230	1.05850	0.62390	0.62380	0.95770	0.97160	1.15720
31:59:16	37.1	0.77050	0.98810	1.10030	0.79630	1.12240	1.21130	1.15370	0.81740	0.77720	1.20870	1.13250	0.91180	1.05630	1.09690	1.29560	0.74120	1.22070	1.27050	1.13000	0.82030	1.10900	1.08480	1.10860	1.09590	1.17570	1.24070	1.20150	0.73950	1.22150	1.19320	1.22580	0.75070	1.18590	0.91880	1.22330	0.93150	1.31110	1.15050	1.28860	0.80630	1.17160	1.09450	1.14180	0.79970	1.22200	1.06640	1.07740	1.09860	1.04050	1.32390	1.31940	0.77760	1.12350	1.24630	1.19600	0.82450	1.21440	1.22730	1.42380	1.05820	1.11430	1.13300	1.25910	1.07050	1.20570	1.20650	1.05690	0.73900	1.14810	0.98910	1.00310	1.07440	1.05750	1.15800	1.31320	0.74750	1.07070	1.23170	1.23660	0.55580	1.21030	0.85010	1.19940	1.17120	0.80500	0.88410	0.74760	0.67150	1.16110	1.05300	1.04880	0.55420	0.63220	0.91790	0.96970	1.15660
