

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0050.A4.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DG-37C-48Hr-orbital-continuous.prt



Plate Number	Plate 1
Date	10/11/2023
Time	12:08:52 PM
Reader Type:	Epoch 2
Reader Serial Number:	20022826
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
45:44:16	37.1	0.10060	0.47070	0.87740	0.41380	1.10190	0.97560	0.84580	0.22280	0.08330	0.24770	0.23830	0.26930	1.37540	1.49070	1.63350	0.64800	1.47680	1.53600	1.42920	0.57370	0.61580	1.27330	1.29070	1.08280	1.49540	1.51620	1.65630	0.77690	1.70250	1.56690	1.55700	0.81830	0.53290	1.47600	1.40000	1.35730	1.42220	1.45580	1.61450	0.54490	1.64660	1.59850	1.64420	0.75650	0.83410	1.41170	1.52400	1.41680	1.51830	1.58250	1.53130	0.57040	1.58870	1.60590	1.61950	0.59560	0.60090	1.50370	1.49490	1.43440	1.49640	1.52320	1.59540	0.76660	1.58460	1.64280	1.60130	0.56200	0.69540	1.50540	1.44120	1.40270	1.45870	1.44800	1.46630	0.52690	1.65650	1.52420	1.52660	0.59370	0.77560	1.47090	1.45150	1.43560	0.70010	1.06900	1.14370	0.42170	1.29980	1.22560	1.30330	0.41130	0.36690	1.05030	0.91620	0.38930
45:59:16	37.1	0.09960	0.42870	0.87880	0.47040	1.01980	0.93640	0.84220	0.22390	0.08330	0.25150	0.23810	0.26730	1.38080	1.48300	1.63240	0.55530	1.47850	1.53070	1.43250	0.57400	0.48250	1.27050	1.30910	1.04440	1.50010	1.51080	1.65790	0.85950	1.70060	1.56670	1.55050	0.54740	0.40780	1.47410	1.39560	1.35510	1.40340	1.45500	1.61520	0.58430	1.64190	1.59920	1.64010	0.76910	0.64800	1.40970	1.52150	1.42220	1.51800	1.58250	1.51060	0.60930	1.58600	1.60580	1.61730	0.60000	0.59470	1.50220	1.49120	1.43060	1.49380	1.52220	1.60950	0.71520	1.58610	1.64370	1.60500	0.59610	0.71890	1.50290	1.43940	1.39730	1.44320	1.43640	1.47060	0.55790	1.65260	1.51250	1.52190	0.59920	0.62780	1.46040	1.43380	1.42880	0.68670	1.03440	1.15560	0.41110	1.25380	1.28890	1.29800	0.27060	0.35720	1.01810	0.94060	0.37430
46:14:16	37.1	0.09850	0.43760	0.87270	0.51490	1.05020	0.85030	0.82190	0.20140	0.08260	0.25150	0.23870	0.27100	1.38120	1.47340	1.63170	0.59800	1.47210	1.52070	1.43050	0.57720	0.64340	1.25480	1.30260	1.00780	1.50850	1.51300	1.65610	0.77420	1.70010	1.56270	1.54550	0.56910	0.44670	1.46700	1.39380	1.34280	1.42010	1.45080	1.61340	0.61650	1.64340	1.59340	1.64050	0.70640	0.73610	1.40980	1.52150	1.40890	1.51370	1.58060	1.50910	0.56370	1.58990	1.60190	1.61600	0.65220	0.83550	1.50600	1.49020	1.42960	1.49130	1.51950	1.61610	0.65360	1.58130	1.63900	1.60050	0.61460	0.71220	1.49650	1.43650	1.39050	1.45550	1.45610	1.46840	0.72250	1.65090	1.51270	1.51490	0.61760	0.79770	1.48130	1.47420	1.40270	0.66650	1.03450	1.15870	0.38320	1.25590	1.29190	1.28530	0.25410	0.29020	1.04220	0.92600	0.36120
46:29:16	37.1	0.09920	0.43800	0.86370	0.53950	1.06250	0.81700	0.80710	0.14900	0.08280	0.25110	0.23890	0.26880	1.40130	1.46710	1.62960	0.54610	1.47120	1.52260	1.43280	0.56630	0.58130	1.25800	1.28590	0.99860	1.41010	1.51320	1.65710	0.85780	1.69940	1.55980	1.54500	0.51380	0.54730	1.46410	1.39690	1.36330	1.40820	1.45190	1.61330	0.53660	1.63850	1.59340	1.63730	0.72870	0.62270	1.41730	1.51770	1.41560	1.51440	1.57880	1.50730	0.57970	1.58530	1.60090	1.61670	0.61440	0.67230	1.50540	1.48310	1.42950	1.49150	1.51930	1.61970	0.70190	1.58120	1.64010	1.60030	0.59070	0.72720	1.49890	1.43470	1.41010	1.43930	1.45660	1.46620	0.73590	1.65050	1.51890	1.51230	0.61270	0.65930	1.46980	1.43100	1.36550	0.65280	1.01450	1.13500	0.39250	1.25890	1.26290	1.28260	0.29220	0.27330	0.96610	0.93780	0.34790
46:44:16	37.1	0.09980	0.35840	0.91270	0.47710	1.01830	0.81260	0.76290	0.14590	0.08310	0.24880	0.24020	0.27140	1.34460	1.46190	1.62830	0.50850	1.46650	1.51920	1.43350	0.56190	0.43260	1.25430	1.26820	1.01190	1.51250	1.51180	1.65760	0.78440	1.69880	1.55680	1.54360	0.47270	0.62510	1.46230	1.38820	1.35200	1.40460	1.45060	1.61510	0.64020	1.63810	1.59390	1.63740	0.75860	0.70960	1.41310	1.51430	1.40890	1.51400	1.57850	1.50970	0.60080	1.58730	1.60040	1.61440	0.59120	0.74220	1.50000	1.47450	1.43040	1.48990	1.51820	1.62120	0.74700	1.58160	1.63910	1.60030	0.57990	0.70420	1.49490	1.43250	1.38770	1.44110	1.45550	1.46510	0.53490	1.64760	1.56540	1.51050	0.60470	0.90870	1.48070	1.45010	1.31840	0.63180	0.97790	1.11790	0.37470	1.23130	1.23640	1.25670	0.25700	0.31190	0.91020	0.89860	0.33510
46:59:16	37.1	0.10030	0.40250	0.78970	0.41880	1.02800	0.85870	0.77020	0.12990	0.08280	0.24550	0.24000	0.26880	1.34830	1.45700	1.62550	0.49410	1.46950	1.51270	1.43550	0.56550	0.47260	1.24640	1.29100	1.01730	1.49980	1.50990	1.65910	0.84510	1.69690	1.55640	1.53670	0.47150	0.38720	1.46200	1.38470	1.33850	1.41600	1.45010	1.61550	0.58490	1.63590	1.59220	1.63780	0.70890	0.67770	1.40770	1.51090	1.41170	1.51460	1.57760	1.50620	0.56440	1.58360	1.60060	1.61380	0.63120	0.65260	1.50140	1.47180	1.43070	1.48660	1.51420	1.62450	0.68090	1.58050	1.64020	1.60210	0.63260	0.66390	1.49500	1.43060	1.37570	1.45450	1.44500	1.46270	0.78060	1.64420	1.51140	1.51000	0.60460	0.73790	1.48080	1.47000	1.40910	0.62150	0.98750	1.08420	0.36400	1.24710	1.23390	1.19900	0.26860	0.32270	0.89630	0.89000	0.32310
47:14:16	37.1	0.10060	0.48020	0.81430	0.48020	1.06410	0.85180	0.72270	0.13870	0.08360	0.24330	0.24030	0.27220	1.36880	1.45460	1.62540	0.57270	1.46840	1.51110	1.43780	0.57780	0.44360	1.23560	1.21400	1.00730	1.50560	1.51130	1.65930	0.81250	1.69710	1.55360	1.53940	0.51140	0.39860	1.45540	1.38900	1.33630	1.38310	1.44900	1.60820	0.57800	1.63480	1.59200	1.63400	0.76330	0.61710	1.40980	1.50750	1.41000	1.51200	1.57470	1.50550	0.59510	1.58200	1.59830	1.61140	0.59560	0.70520	1.50180	1.47100	1.42740	1.48800	1.51540	1.62090	0.68620	1.57880	1.63120	1.60030	0.56350	0.69640	1.48800	1.42910	1.38580	1.45600	1.44480	1.46110	0.71580	1.63800	1.49560	1.50710	0.58680	0.93650	1.46570	1.43430	1.39530	0.60400	0.96020	1.05460	0.35470	1.22850	1.21710	1.18450	0.31320	0.29620	0.87470	0.82640	0.31520
47:29:16	37.1	0.10030	0.40060	0.81890	0.56040	1.13130	0.86040	0.74750	0.12120	0.08460	0.24090	0.24050	0.27050	1.38690	1.45040	1.62110	0.52770	1.46550	1.50510	1.43870	0.56300	0.54900	1.22450	1.20830	0.95460	1.50130	1.51020	1.66310	0.81140	1.69660	1.55280	1.53080	0.59010	0.48050	1.44450	1.39320	1.31610	1.38610	1.44950	1.61120	0.63370	1.63320	1.58910	1.63430	0.71870	0.60670	1.41470	1.50540	1.41400	1.50860	1.57260	1.50720	0.59230	1.58200	1.59430	1.60970	0.65560	0.74290	1.50230	1.47030	1.39130	1.48520	1.51520	1.61700	0.67820	1.57630	1.60700	1.59890	0.61410	0.70820	1.48400	1.42760	1.38620	1.45090	1.43500	1.45910	0.82140	1.63490	1.51240	1.50450	0.60530	0.91190	1.46190	1.43280	1.39370	0.58940	0.93760	1.09100	0.29290	1.19910	1.20120	1.16560	0.25120	0.25580	0.83390	0.79440	0.30870
0:00:00																																																																																																	
0:00:00																																																																																																	
0:00:00																																																																																																	

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	3.414	4.413	3.861	-2.927	5.202	6.441	5.237	3.961	-4.136	5.270	5.947	5.566	Max V [600]
	0.928	0.984	0.985	0.895	0.977	0.988	0.985	0.913	0.761	0.967	0.987	0.997	R-Squared [600]
	4:29:16	4:29:16	4:44:16	41:44:16	2:44:16	2:44:16	2:44:16	2:14:16	33:29:16	2:29:16	2:29:16	2:14:16	t at Max V [600]
	3:02:51	3:14:24	3:05:07	40:48:33	1:25:11	1:52:14	1:33:11	1:38:08	32:30:35	1:24:27	1:21:08	1:23:52	Lagtime [600]
B	5.712	5.039	6.571	-2.633	6.789	6.636	6.655	-4.257	-7.509	6.055	4.904	4.093	Max V [600]
	0.996	0.966	0.955	0.756	0.998	0.978	0.984	0.916	0.843	0.979	0.972	0.924	R-Squared [600]
	2:59:16	2:59:16	2:29:16	45:29:16	1:59:16	1:44:16	2:14:16	28:44:16	35:14:16	2:14:16	2:29:16	2:44:16	t at Max V [600]
	2:09:28	2:05:02	1:37:16	45:38:46	1:11:22	1:05:56	1:17:13	28:43:36	35:31:36	1:31:34	1:41:19	1:38:03	Lagtime [600]
C	4.787	5.317	5.208	2.107	6.597	6.581	5.968	-5.301	-6.172	6.148	7.933	5.229	Max V [600]
	0.994	0.939	0.991	0.990	0.983	0.981	0.932	0.765	0.799	0.998	0.977	0.952	R-Squared [600]
	2:44:16	2:29:16	2:44:16	2:29:16	2:14:16	1:59:16	2:44:16	45:59:16	33:29:16	2:44:16	2:29:16	2:29:16	t at Max V [600]
	1:43:54	1:42:23	1:32:11	2:02:26	1:11:19	1:07:21	1:16:08	45:59:45	33:33:11	1:45:59	1:37:58	1:43:07	Lagtime [600]
D	6.437	6.599	6.929	1.612	5.319	6.617	6.404	3.723	-4.148	5.260	7.232	4.763	Max V [600]
	0.976	0.956	0.996	0.768	0.994	0.964	0.995	0.978	0.707	0.997	0.983	0.943	R-Squared [600]
	2:14:16	2:29:16	2:14:16	2:44:16	2:29:16	2:14:16	2:14:16	2:44:16	31:44:16	2:44:16	2:29:16	2:44:16	t at Max V [600]
	1:27:45	1:46:35	1:19:54	2:05:46	1:11:49	1:10:44	1:12:29	2:09:35	31:55:12	1:51:55	1:43:04	1:39:41	Lagtime [600]
E	4.378	5.823	4.340	-2.101	7.813	6.929	5.738	-3.654	6.013	6.624	5.803	5.479	Max V [600]
	0.983	0.966	0.985	0.890	0.927	0.996	0.917	0.726	0.610	0.957	0.947	0.940	R-Squared [600]
	3:59:16	3:59:16	2:59:16	32:29:16	2:29:16	2:14:16	1:59:16	7:44:16	43:14:16	1:59:16	1:59:16	1:59:16	t at Max V [600]
	2:43:24	3:03:26	2:11:35	31:57:18	1:49:25	1:21:31	1:12:17	7:58:49	42:51:17	1:16:28	1:20:54	1:29:16	Lagtime [600]
F	5.133	5.004	5.448	-2.939	4.932	5.373	6.217	-5.992	-3.117	4.771	4.425	5.874	Max V [600]
	0.964	0.993	0.989	0.725	0.981	0.995	0.995	0.531	0.462	0.905	0.967	0.965	R-Squared [600]
	3:44:16	3:29:16	2:44:16	14:59:16	3:29:16	2:44:16	1:59:16	21:59:16	22:29:16	2:14:16	2:44:16	2:29:16	t at Max V [600]
	2:26:39	2:16:53	1:42:40	15:11:35	1:39:39	1:42:40	1:13:03	21:55:51	22:40:59	1:16:48	1:21:57	1:27:47	Lagtime [600]
G	3.925	5.501	5.486	-4.835	4.861	5.259	6.183	-3.327	6.119	5.705	4.765	5.703	Max V [600]
	0.929	0.990	0.969	0.807	0.993	0.975	0.976	0.764	0.754	0.979	0.984	0.962	R-Squared [600]
	1:59:16	2:29:16	2:29:16	45:29:16	2:14:16	1:59:16	2:29:16	28:29:16	40:44:16	2:14:16	2:44:16	2:44:16	t at Max V [600]
	1:26:47	1:35:34	1:22:02	45:31:42	1:05:08	0:54:45	1:40:49	28:52:54	39:51:51	1:19:06	1:30:45	1:46:00	Lagtime [600]
H	6.052	6.419	5.473	6.476	5.013	8.185	5.767	-3.799	-3.269	6.980	4.369	5.242	Max V [600]
	0.985	0.940	0.977	0.603	0.986	0.957	0.990	0.836	0.923	0.986	0.994	0.975	R-Squared [600]
	2:29:16	2:29:16	1:44:16	19:44:16	2:29:16	2:29:16	2:14:16	39:59:16	4:29:16	2:29:16	2:44:16	2:29:16	t at Max V [600]
	1:35:22	1:28:52	1:05:33	19:04:27	1:19:13	1:37:43	1:25:36	38:53:16	5:07:30	1:46:17	1:38:46	1:29:19	Lagtime [600]

