

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0050.A4.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DG-37C-48Hr-orbital-continuous.prt



Plate Number	Plate 1
Date	10/11/2023
Time	12:08:52 PM
Reader Type:	Epoch 2
Reader Serial Number:	20022826
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
32:14:16	37.1	0.68760	0.96140	1.07640	0.72200	1.19010	1.23710	1.02870	0.59960	0.36980	1.35250	1.29200	1.07130	1.53850	1.63080	1.67590	0.68650	1.60290	1.63900	1.53610	0.62920	0.43820	1.49120	1.44550	1.40770	1.58610	1.59120	1.67830	0.91330	1.70910	1.65940	1.69150	0.65210	0.60680	1.60010	1.59610	1.47620	1.59920	1.50730	1.66730	0.70110	1.69410	1.65930	1.68190	0.87150	0.51000	1.51770	1.65040	1.60890	1.59610	1.62720	1.67780	0.63410	1.67600	1.66060	1.68190	0.60980	0.66610	1.64940	1.61230	1.60130	1.54520	1.57260	1.63730	0.55350	1.67100	1.70360	1.64490	0.84960	0.72340	1.60190	1.61170	1.53680	1.54650	1.62830	1.64500	0.70350	1.70570	1.67760	1.64150	0.59120	1.02700	1.60390	1.61570	1.56630	1.45890	1.49710	1.47030	0.64230	1.47550	1.60080	1.53740	0.63670	0.51490	1.49250	1.41430	1.31070
32:29:16	37.1	0.64380	0.96000	1.06530	0.75310	1.27600	1.21840	0.97430	0.57800	0.45050	1.33040	1.27760	1.04410	1.53360	1.63110	1.67410	0.72740	1.59200	1.63610	1.53070	0.58880	0.52630	1.48260	1.44060	1.40240	1.58550	1.59120	1.67700	0.90720	1.70780	1.65750	1.68710	0.66880	0.57320	1.60010	1.59430	1.47660	1.59390	1.50580	1.67240	0.70640	1.69060	1.65690	1.67860	0.87990	0.60380	1.51110	1.64690	1.59690	1.59480	1.62590	1.65790	0.58610	1.66880	1.65970	1.67500	0.60160	0.67620	1.65520	1.60850	1.59620	1.54120	1.56970	1.63990	0.59630	1.66100	1.69990	1.64460	0.83610	0.67470	1.58930	1.60210	1.53360	1.54520	1.62590	1.64070	0.58460	1.70380	1.67530	1.63950	0.59130	0.77480	1.60010	1.60490	1.56540	1.45210	1.49090	1.46690	0.68360	1.46940	1.59740	1.52580	0.66880	0.52790	1.48950	1.41510	1.26010
32:44:16	37.1	0.64960	0.98250	1.06330	0.69830	1.31510	1.23060	0.98010	0.57940	0.40430	1.35570	1.25800	0.93560	1.53140	1.62790	1.67400	0.75570	1.59260	1.63670	1.52850	0.62220	0.53730	1.48490	1.44030	1.40070	1.58260	1.58930	1.68120	0.89170	1.70900	1.65620	1.68960	0.63990	0.55620	1.59780	1.60250	1.47050	1.58940	1.50310	1.66390	0.71910	1.69330	1.65600	1.68000	0.87820	0.59900	1.50160	1.64840	1.59690	1.59180	1.62430	1.65840	0.52910	1.66920	1.65970	1.67600	0.60450	0.68160	1.64920	1.60850	1.59630	1.54110	1.56930	1.63440	0.54670	1.67300	1.70290	1.64390	0.90460	0.72560	1.58730	1.60370	1.52880	1.54510	1.62350	1.63930	0.58220	1.70340	1.67320	1.64060	0.58670	0.72750	1.59670	1.60730	1.56420	1.45410	1.48790	1.45160	0.58450	1.46690	1.58800	1.51310	0.66080	0.53160	1.49120	1.40810	1.23240
32:59:16	37.1	0.62120	0.98790	1.05110	0.73890	1.21250	1.18850	1.00520	0.56590	0.49880	1.34140	1.24340	0.91150	1.52760	1.62680	1.67510	0.74940	1.58870	1.63440	1.52590	0.63370	0.79880	1.48260	1.43990	1.39870	1.58170	1.58730	1.67640	0.89020	1.70850	1.65530	1.68640	0.60600	0.92150	1.59730	1.59460	1.46660	1.58510	1.50190	1.68320	0.72810	1.69030	1.65480	1.68170	0.89080	0.59450	1.50820	1.64860	1.59360	1.59140	1.62230	1.65680	0.54010	1.66440	1.66080	1.67460	0.62680	0.55850	1.65080	1.61140	1.59280	1.53920	1.56720	1.63690	0.61000	1.66040	1.70530	1.64230	0.91520	0.67220	1.60410	1.59810	1.52980	1.54350	1.62250	1.63700	0.65530	1.70410	1.67270	1.63560	0.57050	0.79440	1.59290	1.59580	1.56220	1.45150	1.48110	1.46130	0.59850	1.46290	1.57000	1.50180	0.67870	0.51560	1.48410	1.40480	1.22310
33:14:16	37.1	0.53450	0.99190	1.04450	0.69800	1.14720	1.28490	1.03960	0.56200	0.48890	1.33380	1.24540	0.85940	1.52370	1.62710	1.67520	0.68300	1.58290	1.63080	1.52130	0.60630	0.76140	1.47480	1.43470	1.39560	1.58140	1.58600	1.67770	0.90110	1.70810	1.65510	1.67970	0.61340	0.64310	1.59540	1.58910	1.46230	1.58000	1.50180	1.68170	0.72890	1.69110	1.65550	1.67600	0.89900	0.61740	1.50050	1.64490	1.58590	1.58930	1.61980	1.65550	0.55980	1.66380	1.65620	1.66970	0.69560	0.64270	1.64150	1.60500	1.58890	1.53760	1.56780	1.63790	0.56740	1.65220	1.70120	1.64340	0.91890	0.73850	1.59150	1.59760	1.52630	1.54430	1.61710	1.63530	0.56070	1.70280	1.67360	1.63480	0.63950	0.82570	1.59030	1.59250	1.56050	1.45040	1.47630	1.46800	0.60820	1.45930	1.55000	1.49010	0.65490	0.56400	1.47720	1.39970	1.17000
33:29:16	37.1	0.57180	0.96570	1.04280	0.73060	1.27850	1.27550	1.04370	0.55740	0.38760	1.34660	1.22320	0.85200	1.52330	1.62550	1.67460	0.70650	1.58530	1.63170	1.51950	0.63970	0.53560	1.46950	1.43430	1.39150	1.58140	1.58680	1.67880	0.90860	1.70920	1.65280	1.68360	0.57200	0.65750	1.59160	1.59500	1.45930	1.57940	1.50250	1.65390	0.69980	1.68870	1.65450	1.67980	0.88930	0.63590	1.49510	1.64650	1.58760	1.58970	1.61980	1.65570	0.58100	1.66360	1.65650	1.67040	0.70470	0.70290	1.64560	1.60400	1.58640	1.53390	1.56660	1.64120	0.55870	1.65200	1.69820	1.64300	0.93110	0.74850	1.57330	1.59100	1.52300	1.54270	1.61810	1.63400	0.62670	1.69930	1.67340	1.63390	0.63800	0.75490	1.58620	1.58690	1.55610	1.45060	1.47350	1.45050	0.58550	1.45650	1.53890	1.48210	0.65750	0.50420	1.48330	1.39960	1.15700
33:44:16	37.1	0.53360	1.00460	1.03590	0.70190	1.21040	1.26470	1.06730	0.54350	0.23730	1.30600	1.21310	0.84130	1.52020	1.62290	1.67280	0.75410	1.58570	1.62960	1.52150	0.59870	0.72960	1.46690	1.43300	1.38970	1.58010	1.58460	1.67730	0.90030	1.70670	1.65260	1.68090	0.60060	0.52190	1.58670	1.58960	1.46000	1.57580	1.50080	1.67810	0.68300	1.69070	1.65450	1.67890	0.88500	0.62410	1.52490	1.64480	1.58530	1.58900	1.61980	1.65540	0.59140	1.66600	1.65400	1.66670	0.60180	0.62030	1.63910	1.60350	1.58380	1.53450	1.56580	1.64710	0.58140	1.65950	1.70080	1.64810	0.89440	0.71700	1.57040	1.58800	1.52180	1.54380	1.61300	1.63210	0.67960	1.70000	1.67000	1.63360	0.58000	0.78490	1.58430	1.58060	1.55320	1.45140	1.46500	1.44600	0.59630	1.45250	1.52680	1.47610	0.61610	0.51590	1.47210	1.38520	1.14920
33:59:16	37.1	0.46280	0.99340	1.03040	0.72500	1.15430	1.25030	1.06820	0.54820	0.31440	1.29260	1.19220	0.78630	1.51880	1.61900	1.67080	0.75920	1.58530	1.62890	1.51380	0.64660	0.93560	1.46270	1.43050	1.38070	1.57460	1.58670	1.67730	0.88800	1.71000	1.64830	1.68610	0.62240	0.51920	1.58660	1.59310	1.45830	1.57090	1.49770	1.65310	0.68820	1.69120	1.65500	1.67400	0.88740	0.60090	1.49330	1.64320	1.57500	1.58740	1.61710	1.65460	0.61710	1.66450	1.65470	1.66840	0.60290	0.63240	1.64330	1.60330	1.58250	1.53090	1.56480	1.64180	0.59860	1.65080	1.70060	1.64280	0.90810	0.71820	1.59080	1.58670	1.51610	1.54340	1.61170	1.63040	0.57260	1.69960	1.66530	1.63450	0.63430	0.83910	1.58220	1.57630	1.55030	1.45420	1.45700	1.41350	0.54290	1.45190	1.51630	1.47420	0.60970	0.51030	1.48080	1.39340	1.16810
34:14:16	37.1	0.52460	0.99220	1.01910	0.70610	1.23240	1.25530	1.07610	0.53800	0.31870	1.27640	1.18460	0.74510	1.51400	1.61970	1.66990	0.73220	1.58160	1.62710	1.50970	0.60660	0.57580	1.45320	1.42890	1.38000	1.57470	1.58390	1.67550	0.89150	1.70810	1.64830	1.67660	0.61120	0.75730	1.57560	1.57420	1.45430	1.56930	1.49550	1.65310	0.69680	1.68840	1.65360	1.67100	0.86920	0.61200	1.49770	1.64220	1.57200	1.58380	1.61700	1.65250	0.63690	1.66120	1.65140	1.66500	0.66300	0.57930	1.63790	1.60170	1.57660	1.53290	1.56300	1.64800	0.57370	1.64840	1.69550	1.64300	0.88940	0.76360	1.57630	1.58160	1.51290	1.54190	1.60960	1.62730	0.73720	1.69830	1.66780	1.63220	0.58810	0.77460	1.57770	1.57350	1.54980	1.45400	1.42270	1.44140	0.52590	1.44200	1.50490	1.46890	0.62310	0.51030	1.46690	1.38950	1.14440
34:29:16	37.1	0.44700	0.95350	1.02020	0.71790	1.26140	1.26640	1.09450	0.52760	0.25390	1.26580	1.17120	0.74820	1.51080	1.61590	1.67130	0.68700	1.57990	1.62600	1.50670	0.62430	0.85560	1.45070	1.42890	1.37710	1.57080	1.58560	1.67660	0.89930	1.70830	1.64610	1.67610	0.68980	0.69100	1.56900	1.58310	1.45160	1.57350	1.49460	1.66690	0.72110	1.68810	1.65240	1.67440	0.85550	0.61760	1.48850	1.65450	1.57370	1.58010	1.61230	1.65120	0.60460	1.66330	1.65200	1.66460	0.64470	0.72080	1.63340	1.60290	1.57760	1.53070	1.56160	1.64930	0.60510	1.64880	1.69190	1.64040	0.90220	0.72110	1.57770	1.58190	1.50390	1.53900	1.60680	1.62330	0.63660	1.69820	1.66690	1.62990	0.57990	0.70730	1.57580	1.56390	1.54670	1.45670	1.43400	1.43800	0.53250	1.43980	1.49540	1.46820	0.53960	0.49890	1.47000	1.38020	1.11180
34:44:16	37.1	0.55540	0.97800	1.01360	0.70460	1.15340	1.22930	1.13030	0.52230	0.35010	1.25440	1.16260	0.74280	1.50670	1.61430	1.67140	0.72240	1.57520	1.62180	1.50280	0.63760	0.91330	1.44880	1.42230	1.37510	1.57240	1.58310	1.67330	0.90040	1.70750	1.64520	1.67410	0.66750	0.67520	1.57130	1.56830	1.45050	1.56340	1.49110	1.64960	0.71730	1.68690	1.65170	1.67280	0.87780	0.61250	1.49200	1.64430	1.56220	1.58020	1.61090	1.65080	0.56250	1.66510	1.65020	1.66130	0.61460	0.67500	1.63430	1.60160	1.57090	1.52900	1.56090	1.64840	0.56260	1.64620	1.70030	1.63870	0.91390	0.72200	1.57770	1.56870	1.50040	1.53850	1.60540	1.62080	0.69270	1.69740	1.66510	1.62770	0.58050	0.82350	1.57180	1.55780	1.54650	1.34850	1.43470	1.43670	0.55870	1.44600	1.48200	1.46260	0.63820	0.50820	1.46630	1.35460	1.14560
34:59:16	37.1	0.45440	0.95710	1.00810	0.71840	1.17960	1.20450	1.13690	0.52830	0.28110	1.24680	1.14820	0.71000	1.50410	1.61280	1.67440	0.75490	1.57430	1.62000	1.49980	0.61320	0.90980	1.44720	1.42480	1.37030	1.56950	1.58270	1.67550	0.89530	1.70820	1.64270	1.67150	0.57500	0.57390	1.56320	1.57330	1.44960	1.55950	1.49990	1.64860	0.70010	1.68720	1.65230	1.67090	0.88900	0.64060	1.48430	1.64400	1.56330	1.57940	1.60970	1.64890	0.53590	1.66580	1.64860	1.66200	0.64680	0.71530	1.63360	1.60060	1.56960	1.52800	1.56030	1.64870	0.59490	1.64250	1.70060	1.64030	0.90260	0.66680	1.56610	1.56320	1.49950	1.53650	1.60210	1.61880	0.58250	1.69570	1.66500	1.62690	0.59060	0.80510	1.56840	1.55490	1.54400	1.36840	1.44620	1.43060	0.51170	1.44820	1.47450	1.46130	0.61880	0.54070	1.46070	1.37650	1.09930
35:14:16	37.1	0.49090	0.97110	1.00580	0.68450	1.26210	1.19900	1.12420	0.49870	0.24200	1.20630	1.12020	0.62830	1.50290	1.61040	1.66890	0.76210	1.57530	1.62030	1.49920	0.64120	0.83150	1.44710	1.41960	1.36500	1.56870	1.58300	1.67530	0.88110	1.71130	1.64240	1.67330	0.59480	0.72300	1.56130	1.56890	1.45120	1.55750	1.48770	1.66850	0.67970	1.68940	1.65200	1.67080	0.88660	0.64150	1.49680	1.64200	1.55800	1.57750	1.60750	1.64890	0.54410	1.65970	1.64750	1.66010	0.66290	0.68610	1.63310	1.59940	1.56580	1.52780	1.55920	1.64530	0.62900	1.65250	1.69420	1.63890	0.89620	0.66740	1.55800	1.55980	1.49390	1.53610	1.60070	1.61920	0.57710	1.69560	1.66350	1.62480	0.62580	0.82040	1.56570	1.55180	1.54380	1.32210	1.43600	1.42920	0.49730	1.43970	1.49920	1.46340	0.61280	0.46180	1.46360	1.35710	1.07620
35:29:16	37.1	0.48180	0.97550	0.99760	0.70170	1.15050	1.18290	1.13050	0.48750	0.28720	1.22310	1.10020	0.60590	1.49860	1.60800	1.66920	0.73170	1.57290	1.61830	1.49390	0.61970	0.71430	1.44320	1.41760	1.35890	1.56990	1.57990	1.67420	0.88880	1.70680	1.64270	1.66820	0.56640	0.76240	1.56250	1.56710	1.45150	1.55340	1.48680	1.65690	0.67490	1.68680	1.64920	1.67270	0.86810	0.61270	1.47880	1.64230	1.55750	1.57750	1.60610	1.64940	0.55910	1.66160	1.64770	1.65890	0.59940	0.56140	1.62760	1.59990	1.56150	1.52640	1.55850	1.64580	0.60150	1.64220	1.69620	1.63850	0.89160	0.70840	1.55890	1.55350	1.49150	1.53490	1.59690	1.61510	0.59560	1.69390	1.66340	1.62420	0.65620	0.67080	1.56190	1.54130	1.54310	1.29080	1.42610	1.42120	0.57270	1.45180	1.48630	1.45840	0.65300	0.48820	1.48310	1.31630	1.07890
35:44:16	37.1	0.45590	0.96040	0.99900	0.65280	1.25860	1.15980	1.15510	0.47900	0.29250	1.19880	1.08020	0.59640	1.49620	1.60710	1.66730	0.69110	1.56810	1.61780	1.49100	0.64700	0.44790	1.44120	1.41100	1.35070	1.56550	1.58110	1.67490	0.89760	1.71030	1.63770	1.66690	0.55910	0.71440	1.56170	1.57420	1.45370	1.54960	1.48470	1.67220	0.69770	1.68830	1.65030	1.66880	0.86170	0.63860	1.48380	1.64190	1.55200	1.57570	1.60650	1.64670	0.57750	1.66570	1.64700	1.65960	0.63960	0.58070	1.62430	1.60100	1.55830	1.52450	1.55780	1.64840	0.64530	1.63970	1.69850	1.63750	0.86080	0.76490	1.55670	1.54940	1.48660	1.53450	1.59430	1.61200	0.57650	1.69460	1.66140	1.62280	0.65950	0.79650	1.55760	1.53730	1.54130	1.32560	1.43380	1.42320	0.53460	1.44470	1.46520	1.45610	0.60270	0.52050	1.46450	1.31060	1.01450
35:59:16	37.1	0.47280	0.94660	0.99170	0.64900	1.20740	1.15020	1.12810	0.47650	0.34230	1.19000	1.04360	0.55470	1.49400	1.60490	1.66680	0.74050	1.56570	1.61610	1.48720	0.65680	0.92170	1.43750	1.40920	1.34740	1.56560	1.57870	1.67320	0.89710	1.70910	1.63800	1.66040	0.63000	0.60590	1.56100	1.57400	1.45240	1.54880	1.48280	1.66750	0.71240	1.68630	1.65150	1.67130	0.86380	0.60860	1.47900	1.64920	1.55220	1.57620	1.60620	1.64770	0.61000	1.66000	1.64870	1.66180	0.67030	0.71650	1.62540	1.60100	1.55520	1.52470	1.55750	1.64600	0.63170	1.63940	1.69370	1.63910	0.86890	0.75290	1.56460	1.54530	1.48700	1.53530	1.59090	1.60990	0.64730	1.69420	1.66130	1.62220	0.62080	0.79060	1.55690	1.52880	1.54090	1.33100	1.42750	1.41880	0.55380	1.44660	1.44700	1.45360	0.52770	0.48580	1.45730	1.36000	0.98900
36:14:16	37.1	0.50280	0.95570	0.98640	0.66120	1.14620	1.13290	1.12830	0.52140	0.36510	1.15350	0.93300	0.51930	1.49880	1.60150	1.66540	0.76610	1.56270	1.61300	1.48400	0.65290	0.49700	1.43170	1.40200	1.34840	1.56430	1.57630	1.67370	0.87990	1.70910	1.63790	1.66120	0.71200	0.72820	1.55890	1.57070	1.45470	1.54310	1.48150	1.64100	0.71630	1.68690	1.64970	1.66590	0.83610	0.64520	1.47070	1.64140	1.54400	1.57210	1.60530	1.64420	0.58260	1.66220	1.64480	1.65650	0.67810	0.65160	1.62130	1.59800	1.55260	1.52300	1.55610	1.64510	0.64070	1.63800	1.69390	1.63660	0.81080	0.70550	1.56210	1.54200	1.48340	1.53830	1.58620	1.60710	0.69110	1.69660	1.65800	1.62200	0.62450	0.91710	1.55220	1.52720	1.53860	1.36190	1.40490	1.38590	0.54630	1.44420	1.45130	1.44960	0.59470	0.46980	1.45190	1.34290	0.97620
36:29:16	37.1	0.32020	0.94500	0.98330	0.56150	1.23280	1.14460	1.10850	0.46740	0.32930	1.15910	0.91930	0.48710	1.49620	1.59850	1.66920	0.74220	1.56240	1.61210	1.48040	0.64940	0.64310	1.42430	1.39250	1.34280	1.55630	1.57340	1.67220	0.88160	1.70930	1.63350	1.66300	0.77120	0.80440	1.55570	1.57970	1.45270	1.54220	1.47970	1.64070	0.68350	1.68660	1.64900	1.66350	0.85390	0.64600	1.46980	1.63700	1.54280	1.56940	1.60460	1.64350	0.51970	1.65960	1.64370	1.65300	0.62620	0.58700	1.62110	1.59930	1.54800	1.52080	1.55560	1.64330	0.67080	1.64020	1.68760	1.63310	0.62520	0.70930	1.55520	1.53710	1.47860	1.53580	1.58530	1.61150	0.69330	1.69270	1.65450	1.61860	0.62340	0.78120	1.55090	1.52440	1.53410	1.29560	1.40240	1.38200	0.59460	1.44270	1.46920	1.44620	0.59940	0.47560	1.45180	1.28710	0.94190
36:44:16	37.1	0.38090	0.94340	0.97900	0.62720	1.11420	1.14090	1.11030	0.44910	0.33520	1.11880	0.89900	0.45620	1.49390	1.59590	1.66350	0.68690	1.55760	1.61060	1.47690	0.67730	0.62750	1.42220	1.38620	1.35080	1.55610	1.57270	1.67410	0.89040	1.70840	1.63340	1.65560	0.66810	0.62870	1.55530	1.56880	1.44890	1.53840	1.47730	1.63900	0.68220	1.68480	1.64760	1.66740	0.85940	0.65230	1.46720	1.63700	1.54060	1.56840	1.60300	1.64130	0.52690	1.65720	1.64300	1.65320	0.66240	0.68180	1.61640	1.59410	1.54330	1.52180	1.55430	1.64130	0.69210	1.63440	1.68820	1.63370	0.59860	0.75020	1.56010	1.53520	1.47810	1.53680	1.57970	1.60150	0.71380	1.69090	1.66570	1.61840	0.60150	0.84030	1.54620	1.51820	1.53390	1.32960	1.39850	1.37650	0.55720	1.43210	1.43280	1.43800	0.62530	0.49220	1.44460	1.22290	0.96050
36:59:16	37.1	0.41160	0.95740	0.97550	0.53750	1.25450	1.12700	1.10920	0.38930	0.33350	1.11070	0.87590	0.43490	1.49080	1.59230	1.66240	0.73560	1.55540	1.60810	1.47360	0.64470	0.63770	1.41290	1.37240	1.33830	1.55070	1.57330	1.67110	0.89150	1.71110	1.63100	1.65620	0.71520	0.67250	1.55130	1.56990	1.45180	1.53460	1.47500	1.63940	0.68090	1.68330	1.64640	1.66040	0.87200	0.64590	1.46230	1.63400	1.53490	1.56670	1.60200	1.63800	0.54580	1.65710	1.64260	1.65230	0.61520	0.59890	1.61490	1.59400	1.53760	1.52200	1.55260	1.63240	0.73520	1.63830	1.69640	1.63180	0.64210	0.68610	1.55140	1.53210	1.47290	1.52850	1.57440	1.62000	0.67780	1.68620	1.65640	1.61470	0.66290	0.85820	1.54330	1.51580	1.53170	1.30180	1.39690	1.35800	0.57140	1.44000	1.41480	1.43570	0.55870	0.45660	1.43210	1.24070	1.01790
37:14:16	37.1	0.33530	0.92730	0.96970	0.61520	1.13880	1.12660	1.10500	0.29990	0.24400	1.09740	0.88020	0.41120	1.48660	1.58920	1.66110	0.76220	1.55830	1.60660	1.47110	0.67780	0.68360	1.41340	1.36510	1.33170	1.55020	1.57100	1.67320	0.88470	1.70820	1.62870	1.65540	0.69100	0.63260	1.55140	1.56140	1.44630	1.53100	1.47440	1.64180	0.68790	1.68440	1.64900	1.65960	0.84480	0.60150	1.46580	1.63600	1.53910	1.56410	1.60120	1.63890	0.55720	1.65560	1.64140	1.64890	0.63170	0.64650	1.61360	1.59880	1.53730	1.52260	1.55210	1.63230	0.64540	1.62840	1.68640	1.63410	0.81110	0.66410	1.55200	1.53020	1.47210	1.52810	1.57120	1.60990	0.65050	1.68560	1.65730	1.61580	0.59040	0.89140	1.54060	1.51620	1.52770	1.36460	1.38060	1.37290	0.58520	1.43550	1.42170	1.42560	0.54580	0.44020	1.42650	1.21980	0.91970
37:29:16	37.1	0.36150	0.94990	0.96810	0.49480	1.20430	1.13150	1.11350	0.29110	0.30480	1.09620	0.84140	0.38960	1.47960	1.58930	1.66060	0.74670	1.54960	1.60370	1.46490	0.64650	0.57010	1.40590	1.35370	1.33540	1.55070	1.56970	1.67500	0.87540	1.70760	1.62780	1.64720	0.70720	0.58690	1.55130	1.55780	1.44710	1.52400	1.47280	1.65920	0.67460	1.68350	1.64440	1.66110	0.83450	0.57900	1.47250	1.62940	1.54050	1.56360	1.60020	1.63720	0.59220	1.65250	1.63860	1.64750	0.62460	0.67140	1.60890	1.59060	1.52680	1.52120	1.55160	1.63100	0.68800	1.62300	1.69240	1.63450	0.79400	0.66130	1.55280	1.53290	1.47120	1.52970	1.56520	1.58720	0.64640	1.68500	1.65720	1.61420	0.53720	0.85660	1.53700	1.50530	1.52910	1.31780	1.37640	1.36600	0.58300	1.42420	1.42070	1.41030	0.60290	0.47410	1.44090	1.23150	0.95840
37:44:16	37.1	0.38730	0.93240	0.96580	0.58550	1.11930	1.13030	1.10010	0.31830	0.27850	0.99290	0.80360	0.37290	1.47840	1.58500	1.66090	0.69080	1.55050	1.60360	1.46200	0.68550	0.70380	1.40230	1.35090	1.34240	1.54560	1.56840	1.66930	0.88840	1.70960	1.62840	1.64900	0.69440	0.62450	1.54580	1.55800	1.44670	1.52640	1.47350	1.63750	0.66050	1.68470	1.64470	1.65920	0.84850	0.58380	1.45700	1.64250	1.54570	1.56130	1.60110	1.63780	0.60830	1.65300	1.63780	1.64820	0.61080	0.67340	1.60910	1.59430	1.52370	1.52120	1.55120	1.62330	0.65350	1.62110	1.68420	1.63220	0.88780	0.66600	1.54760	1.53010	1.46780	1.52600	1.56300	1.62900	0.59060	1.68230	1.65510	1.61410	0.57210	0.71140	1.53570	1.50660	1.52660	1.31650	1.40280	1.30610	0.50410	1.42600	1.41270	1.41560	0.56630	0.49950	1.43850	1.22180	0.87860
37:59:16	37.1	0.35490	0.93960	0.96170	0.49450	1.20490	1.13020	1.07700	0.28900	0.22000	0.95310	0.76690	0.35370	1.47040	1.58330	1.66010	0.73360	1.54620	1.59990	1.45770	0.65690	0.60560	1.39630	1.34800	1.32680	1.54520	1.56380	1.67020	0.88800	1.70540	1.62390	1.64300	0.70410	0.62000	1.54560	1.55200	1.44770	1.51670	1.46990	1.63820	0.69260	1.68150	1.64290	1.65990	0.82280	0.63360	1.45290	1.62930	1.54540	1.55860	1.59810	1.63600	0.58830	1.65280	1.63750	1.64690	0.66520	0.65920	1.60360	1.59010	1.52210	1.51870	1.55050	1.62090	0.76280	1.62250	1.68470	1.63340	0.79890	0.67140	1.54620	1.52380	1.46360	1.52290	1.55740	1.57880	0.61950	1.68120	1.65410	1.61210	0.59900	0.76630	1.53190	1.49740	1.52590	1.29630	1.37530	1.33090	0.48180	1.41940	1.42430	1.40780	0.56780	0.44780	1.42780	1.23870	0.89900
38:14:16	37.1	0.32290	0.92930	0.95710	0.55250	1.14680	1.14630	1.09010	0.26900	0.22320	0.96320	0.70730	0.33320	1.44790	1.58230	1.66050	0.76660	1.54400	1.59930	1.45360	0.63200	0.59920	1.38900	1.34330	1.31620	1.54510	1.56660	1.67400	0.87430	1.70710	1.62570	1.64200	0.67920	0.63250	1.54610	1.55060	1.45250	1.51340	1.47080	1.65730	0.70680	1.68230	1.64550	1.65590	0.82770	0.58720	1.45030	1.62360	1.52940	1.55840	1.59850	1.63650	0.54240	1.65160	1.63600	1.64770	0.60410	0.63670	1.60180	1.59050	1.51740	1.51850	1.55120	1.62140	0.69130	1.61880	1.68520	1.63410	0.82690	0.68480	1.54890	1.52340	1.46080	1.51720	1.55430	1.57800	0.62730	1.68290	1.65600	1.61000	0.57340	1.10330	1.53450	1.49740	1.52540	1.28110	1.38820	1.29260	0.55560	1.42530	1.43000	1.40800	0.58340	0.44720	1.41680	1.21490	0.88230
38:29:16	37.1	0.31220	0.92150	0.95610	0.48270	1.13150	1.15390	1.09400	0.32570	0.29850	0.94560	0.67580	0.31830	1.44410	1.57590	1.65810	0.73540	1.54040	1.60160	1.45160	0.66880	0.65840	1.38580	1.34310	1.32150	1.53860	1.56680	1.66890	0.87450	1.70860	1.62180	1.63840	0.68410	0.63220	1.54090	1.54950	1.45300	1.51360	1.46940	1.63560	0.72640	1.68150	1.64260	1.65820	0.85150	0.63850	1.44830	1.62460	1.52310	1.55420	1.59920	1.63580	0.53720	1.65000	1.63400	1.64580	0.63710	0.58250	1.59730	1.58980	1.51590	1.51860	1.55080	1.61170	0.69370	1.61560	1.68480	1.63210	0.87770	0.68160	1.55220	1.52760	1.45410	1.51130	1.54790	1.61720	0.79170	1.68020	1.65190	1.60690	0.62010	1.02560	1.53090	1.49220	1.52220	1.29930	1.36970	1.33830	0.56830	1.42040	1.41750	1.40430	0.54540	0.42710	1.42340	1.20850	0.92930
38:44:16	37.1	0.31020	0.85340	0.95120	0.51940	1.17380	1.14890	1.06210	0.30490	0.28160	0.91720	0.61120	0.30340	1.43770	1.57440	1.65920	0.71470	1.53640	1.59850	1.44550	0.63650	0.67960	1.38280	1.33820	1.30720	1.53970	1.56360	1.66980	0.88720	1.70620	1.62130	1.64040	0.71090	0.67490	1.54230	1.54120	1.44990	1.50460	1.46870	1.64120	0.66500	1.68230	1.63940	1.65560	0.84500	0.64370	1.45210	1.62970	1.51370	1.55160	1.59790	1.63270	0.55660	1.64970	1.63520	1.64390	0.60590	0.80390	1.59550	1.58990	1.51300	1.51910	1.54870	1.61810	0.76170	1.61440	1.68430	1.63110	0.81460	0.75480	1.55290	1.51550	1.44960	1.50100	1.54390	1.60580	0.72890	1.68020	1.65070	1.60450	0.60540	0.76410	1.53060	1.49020	1.52000	1.28010	1.39350	1.32620	0.58480	1.42590	1.40000	1.40300	0.55440	0.43290	1.41850	1.24200	0.90530
