

Software Version	3.04.17



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0046.2A.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DG_48hr_37C_orbital-continuous.prt



Plate Number	Plate 1
Date	8/18/2023
Time	1:46:22 PM
Reader Type:	Epoch 2
Reader Serial Number:	1608242
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
11:59:16	37.3	1.48330	1.50720	1.47170	1.44210	1.41590	1.41810	1.66380	1.62440	1.59930	1.57240	1.61510	1.61920	1.50110	1.46650	1.47810	1.64750	1.66200	1.63520	1.66540	1.71340	1.66610	1.64110	1.72720	1.64150	1.42330	1.47210	1.47580	1.69020	1.71750	1.68510	1.68300	1.78860	1.65100	1.69830	1.68400	1.63320	1.56190	1.47810	1.45670	1.62900	1.65500	1.64800	1.65970	1.67270	1.67310	1.62830	1.58860	1.66080	1.56960	1.48800	1.53160	1.67250	1.66090	1.64400	1.68540	1.60210	1.68070	1.57160	1.65550	1.54440	1.45400	1.42490	1.51530	1.62070	1.72880	1.62590	1.66140	1.62450	1.62450	1.64330	1.64220	1.60930	1.47420	1.45420	1.61910	1.62400	1.69100	1.63790	1.68340	1.59740	1.65390	1.60020	1.68050	1.72490	1.41310	1.54130	1.43760	1.66930	1.63730	1.65550	1.63570	1.64310	1.62570	1.65950	1.66920	1.58670
12:14:16	37.3	1.48260	1.50810	1.47090	1.43700	1.41510	1.41670	1.66730	1.62750	1.60290	1.57550	1.61870	1.62340	1.50070	1.46670	1.47710	1.65040	1.66740	1.64000	1.66960	1.71600	1.67180	1.64670	1.73030	1.64550	1.42170	1.46880	1.47570	1.69450	1.72020	1.68700	1.68730	1.78920	1.65520	1.70360	1.68760	1.63700	1.56410	1.48190	1.45660	1.63140	1.64950	1.65020	1.66040	1.66150	1.67640	1.63570	1.59630	1.66810	1.56100	1.48860	1.53130	1.66720	1.66480	1.64870	1.68840	1.59690	1.68420	1.57870	1.65920	1.54780	1.45360	1.42410	1.51560	1.62720	1.73180	1.63480	1.66390	1.62350	1.62850	1.65510	1.64770	1.61520	1.47350	1.46370	1.61460	1.62530	1.69140	1.64060	1.68580	1.60250	1.65860	1.61480	1.68060	1.72430	1.41340	1.53880	1.43320	1.67400	1.64050	1.65760	1.63980	1.64980	1.62920	1.66210	1.66970	1.59220
12:29:16	37.3	1.48120	1.50840	1.47110	1.45410	1.42000	1.42700	1.66930	1.62780	1.60550	1.58150	1.62800	1.62570	1.50230	1.46780	1.47730	1.65310	1.67150	1.64210	1.67140	1.71720	1.67540	1.64900	1.73450	1.64830	1.42580	1.46950	1.47590	1.69730	1.71990	1.68500	1.69070	1.79340	1.65950	1.70780	1.68910	1.64120	1.56010	1.47970	1.46320	1.63400	1.65320	1.65940	1.66260	1.67020	1.67900	1.63710	1.60200	1.66680	1.56020	1.49300	1.53160	1.67500	1.66270	1.64440	1.69500	1.59980	1.69110	1.58420	1.66540	1.56280	1.45820	1.42580	1.52050	1.63750	1.73690	1.64550	1.66790	1.63160	1.63330	1.65750	1.65120	1.61850	1.47300	1.43480	1.61240	1.63470	1.69360	1.64270	1.68950	1.61230	1.66140	1.61430	1.68650	1.72920	1.41370	1.53330	1.43310	1.67840	1.64360	1.66020	1.64280	1.65240	1.63280	1.66480	1.67230	1.59570
12:44:16	37.3	1.47900	1.50800	1.47030	1.43970	1.41740	1.41830	1.67290	1.62820	1.60760	1.58380	1.62730	1.62840	1.50080	1.46610	1.47710	1.65730	1.67480	1.64430	1.67450	1.72370	1.67940	1.65660	1.73650	1.65170	1.41950	1.46900	1.47590	1.69680	1.72870	1.69130	1.69430	1.80000	1.66340	1.71100	1.69320	1.64500	1.56450	1.48010	1.45690	1.63620	1.65560	1.67520	1.66710	1.67760	1.68180	1.65420	1.59740	1.67610	1.55810	1.48870	1.53170	1.66420	1.66560	1.65040	1.69540	1.61310	1.68720	1.58890	1.66720	1.57370	1.45590	1.42460	1.51360	1.64150	1.74640	1.63730	1.66900	1.63510	1.63050	1.65920	1.65460	1.61950	1.47390	1.44680	1.61470	1.63340	1.69670	1.64630	1.69480	1.61320	1.66480	1.61880	1.68700	1.73470	1.41240	1.52610	1.43130	1.67940	1.64560	1.66180	1.64630	1.65360	1.63330	1.66850	1.67600	1.59600
12:59:16	37.3	1.47540	1.50720	1.46970	1.43710	1.41510	1.41820	1.67560	1.63100	1.60920	1.58660	1.63070	1.62980	1.50090	1.46720	1.47540	1.65900	1.67230	1.64660	1.67720	1.72740	1.68170	1.65620	1.74150	1.65520	1.42170	1.46940	1.47420	1.69940	1.73640	1.68780	1.69840	1.80010	1.66830	1.71510	1.69580	1.64730	1.56360	1.48130	1.45600	1.63840	1.65740	1.63510	1.67680	1.68010	1.68420	1.65400	1.60530	1.67840	1.55640	1.48850	1.53220	1.66470	1.66880	1.64420	1.69390	1.60420	1.69170	1.59410	1.66770	1.55120	1.45500	1.42530	1.51890	1.64130	1.75190	1.64780	1.67140	1.64400	1.63450	1.66610	1.65770	1.62290	1.47350	1.44650	1.60660	1.63420	1.69670	1.64940	1.69850	1.61610	1.66670	1.62550	1.69040	1.73340	1.41120	1.52500	1.43920	1.68210	1.64790	1.66500	1.64950	1.65400	1.63620	1.67010	1.67840	1.59960
13:14:16	37.3	1.47300	1.50690	1.46980	1.42470	1.41460	1.41750	1.67810	1.63250	1.61090	1.59090	1.63310	1.63190	1.50040	1.46720	1.47450	1.66160	1.68110	1.64890	1.67670	1.72950	1.68520	1.65970	1.74380	1.66030	1.42040	1.46890	1.47510	1.70470	1.73360	1.69090	1.70060	1.80230	1.67160	1.71960	1.69710	1.65220	1.55830	1.47890	1.45440	1.64440	1.65910	1.68750	1.67970	1.67800	1.68870	1.65440	1.60800	1.69140	1.55560	1.48800	1.53030	1.67350	1.67430	1.65030	1.70480	1.60720	1.69720	1.59320	1.67410	1.55430	1.45390	1.42390	1.51550	1.64920	1.74750	1.64490	1.67380	1.64170	1.63630	1.66730	1.66030	1.62710	1.47330	1.45520	1.60550	1.63960	1.70020	1.65210	1.69800	1.62170	1.66850	1.62970	1.69000	1.73540	1.41110	1.52410	1.44300	1.68590	1.65320	1.66750	1.65310	1.65730	1.63890	1.67060	1.67870	1.60050
13:29:16	37.3	1.47000	1.50610	1.46950	1.43610	1.41390	1.41600	1.67970	1.63400	1.61380	1.59330	1.63680	1.63380	1.50070	1.46610	1.47540	1.66480	1.68000	1.65270	1.68160	1.73110	1.68890	1.66400	1.74610	1.66390	1.41900	1.46960	1.47390	1.70500	1.74060	1.69280	1.70430	1.80540	1.67570	1.72290	1.70100	1.65570	1.56380	1.48110	1.45550	1.64720	1.66240	1.67870	1.68030	1.68550	1.69070	1.66780	1.61440	1.66180	1.55540	1.48810	1.53200	1.67970	1.67260	1.64980	1.70040	1.61550	1.69890	1.59970	1.67680	1.55720	1.45660	1.42480	1.51350	1.65770	1.74920	1.65430	1.67620	1.64400	1.64400	1.67300	1.66400	1.63130	1.47390	1.43830	1.61020	1.63550	1.70270	1.65490	1.69970	1.62240	1.67190	1.63060	1.69290	1.74210	1.40990	1.52300	1.44870	1.68870	1.65450	1.67000	1.65720	1.66100	1.64160	1.67290	1.68260	1.60260
13:44:16	37.3	1.46680	1.50570	1.46980	1.44280	1.41470	1.41790	1.68190	1.63760	1.61510	1.59530	1.63920	1.63510	1.50150	1.46650	1.47400	1.66810	1.68660	1.65620	1.68560	1.73470	1.69280	1.66680	1.74870	1.66630	1.42020	1.47030	1.47310	1.70720	1.73170	1.69580	1.70780	1.80780	1.67980	1.72710	1.70270	1.65860	1.55860	1.48020	1.45470	1.65140	1.66980	1.66520	1.68840	1.68200	1.69720	1.66500	1.62150	1.67320	1.55420	1.48910	1.53110	1.67300	1.67050	1.65340	1.70620	1.61290	1.70540	1.60670	1.68090	1.56290	1.45470	1.42640	1.51370	1.66210	1.75310	1.65900	1.67860	1.64500	1.64400	1.67800	1.66750	1.63580	1.47310	1.44150	1.60870	1.64190	1.70580	1.65820	1.70620	1.63050	1.67320	1.63880	1.69480	1.74100	1.40880	1.52210	1.45170	1.69090	1.65810	1.67320	1.65900	1.66310	1.64430	1.67990	1.68350	1.60460
13:59:16	37.3	1.46520	1.50620	1.47020	1.42240	1.41440	1.41810	1.68430	1.63930	1.61860	1.59880	1.64260	1.63760	1.50060	1.46720	1.47540	1.67400	1.69000	1.65880	1.68850	1.73990	1.69640	1.66870	1.75210	1.67110	1.41850	1.46990	1.47410	1.70630	1.72830	1.69960	1.71110	1.81110	1.68410	1.72820	1.70500	1.66170	1.56220	1.47850	1.45730	1.64540	1.69570	1.68910	1.69050	1.68280	1.69880	1.66820	1.62640	1.67170	1.55370	1.48610	1.53200	1.66960	1.67660	1.66580	1.71550	1.61900	1.71070	1.61270	1.68320	1.56250	1.45480	1.42530	1.51350	1.65790	1.75860	1.66500	1.68220	1.65150	1.64490	1.68090	1.67020	1.63690	1.47550	1.44130	1.61050	1.65210	1.70670	1.65960	1.70630	1.63250	1.67500	1.63870	1.69890	1.74400	1.40830	1.52230	1.44510	1.69290	1.65910	1.67430	1.66150	1.66380	1.64680	1.67810	1.68500	1.60460
14:14:16	37.3	1.46080	1.50690	1.47100	1.42160	1.41530	1.41800	1.68650	1.64250	1.61990	1.60070	1.64530	1.63880	1.50030	1.46550	1.47230	1.67550	1.69610	1.66300	1.69060	1.73990	1.69840	1.67200	1.75390	1.67180	1.41770	1.46890	1.47320	1.71220	1.74090	1.69920	1.71270	1.81390	1.68620	1.73120	1.70660	1.66460	1.56230	1.47960	1.45480	1.65260	1.68220	1.67370	1.69340	1.69280	1.70200	1.66750	1.63130	1.67970	1.55260	1.48870	1.53060	1.68130	1.67270	1.66130	1.71250	1.62210	1.70890	1.60780	1.68450	1.56940	1.45520	1.42410	1.51630	1.66040	1.74800	1.66160	1.68370	1.65400	1.65280	1.68050	1.67460	1.63890	1.47300	1.44330	1.60310	1.64410	1.70860	1.66080	1.70700	1.63780	1.67640	1.64150	1.69870	1.74330	1.40690	1.52090	1.43810	1.69410	1.66080	1.67700	1.66420	1.66660	1.64800	1.68230	1.68610	1.60540
14:29:16	37.3	1.45700	1.50600	1.47030	1.46630	1.41670	1.42010	1.68800	1.64520	1.62360	1.60380	1.64970	1.63940	1.50050	1.46670	1.47370	1.67940	1.69580	1.66500	1.69230	1.74350	1.70400	1.67650	1.75870	1.67730	1.42400	1.47200	1.47400	1.71080	1.74390	1.70200	1.71800	1.81900	1.69020	1.73340	1.70830	1.66860	1.55930	1.48080	1.45560	1.65330	1.67660	1.66930	1.69660	1.68710	1.70730	1.67070	1.63120	1.68710	1.55330	1.48820	1.53110	1.68190	1.67620	1.67020	1.72430	1.63920	1.71630	1.61710	1.68600	1.57200	1.45630	1.42460	1.52230	1.67010	1.75940	1.67220	1.68890	1.65590	1.65590	1.68400	1.67820	1.64100	1.47360	1.44040	1.60500	1.64510	1.71030	1.66300	1.70820	1.64130	1.67830	1.66220	1.70060	1.74520	1.40670	1.52200	1.43480	1.69580	1.66250	1.68010	1.66750	1.66980	1.65340	1.67990	1.68790	1.60570
14:44:16	37.3	1.45490	1.50410	1.47020	1.42260	1.41620	1.42070	1.68930	1.64680	1.62880	1.60520	1.65000	1.64030	1.50060	1.46510	1.47280	1.68270	1.69560	1.66600	1.69310	1.74720	1.70510	1.67910	1.75930	1.68000	1.41720	1.46980	1.47610	1.71490	1.75150	1.70540	1.72030	1.82060	1.69410	1.73610	1.70810	1.67060	1.56290	1.48070	1.45550	1.65380	1.68350	1.68100	1.70070	1.69930	1.71360	1.67530	1.63860	1.68340	1.55200	1.48760	1.52970	1.68450	1.68030	1.66300	1.71550	1.63100	1.71880	1.62080	1.69050	1.57530	1.45720	1.42430	1.51420	1.66970	1.76680	1.68170	1.68860	1.66120	1.65670	1.69080	1.68020	1.64230	1.47220	1.44230	1.60610	1.64830	1.71110	1.66670	1.71040	1.64380	1.67870	1.64790	1.70180	1.74640	1.40560	1.52160	1.43170	1.69740	1.66360	1.68100	1.66820	1.66990	1.65480	1.68380	1.68990	1.60520
14:59:16	37.3	1.44990	1.50440	1.47150	1.46270	1.41470	1.41770	1.69100	1.64850	1.63180	1.60920	1.65170	1.64120	1.49990	1.46780	1.47240	1.68280	1.70370	1.66750	1.69720	1.74710	1.70640	1.68260	1.76220	1.68320	1.42050	1.47030	1.47360	1.71610	1.74770	1.70480	1.72270	1.82350	1.69640	1.73860	1.70880	1.67220	1.55860	1.47910	1.45670	1.65640	1.68450	1.67530	1.70120	1.69770	1.71180	1.67310	1.64310	1.68130	1.55400	1.49260	1.53110	1.68650	1.68540	1.67400	1.71660	1.64140	1.72040	1.62570	1.69250	1.57980	1.45660	1.42780	1.51520	1.67160	1.75990	1.68730	1.69110	1.66390	1.66040	1.68720	1.68380	1.64440	1.47260	1.44260	1.60180	1.65770	1.71130	1.66840	1.71340	1.64590	1.68050	1.64900	1.70350	1.75020	1.40440	1.51970	1.42930	1.69860	1.66570	1.68380	1.66960	1.67120	1.65580	1.68370	1.68850	1.60560
15:14:16	37.3	1.44540	1.50360	1.47150	1.42110	1.41750	1.41890	1.69330	1.65120	1.63610	1.60990	1.65570	1.64270	1.49970	1.46660	1.47590	1.68920	1.70740	1.67330	1.69980	1.74930	1.71330	1.68620	1.76820	1.68790	1.41760	1.47110	1.47420	1.71810	1.74050	1.71010	1.72540	1.82350	1.69860	1.74110	1.70970	1.67720	1.56220	1.48050	1.46130	1.66010	1.68690	1.69630	1.70760	1.70680	1.71680	1.68980	1.64050	1.67760	1.55030	1.48680	1.53040	1.68450	1.68230	1.66410	1.72310	1.64050	1.72230	1.62580	1.69180	1.57570	1.45530	1.42350	1.51980	1.67070	1.76530	1.69030	1.69300	1.66380	1.66230	1.69320	1.68500	1.64790	1.47260	1.43800	1.60170	1.65570	1.71370	1.66910	1.71550	1.64810	1.68300	1.66810	1.70590	1.75110	1.40320	1.52010	1.42740	1.69930	1.66740	1.68440	1.67220	1.67610	1.65800	1.68590	1.69200	1.60450
15:29:16	37.3	1.44200	1.50440	1.47100	1.41380	1.41610	1.41720	1.69610	1.65280	1.63950	1.61180	1.65620	1.64280	1.49950	1.46760	1.47200	1.68860	1.70110	1.67480	1.69840	1.74710	1.71350	1.68910	1.76740	1.69140	1.41730	1.47130	1.47360	1.72050	1.75010	1.70780	1.72620	1.82720	1.70090	1.74300	1.71240	1.68090	1.55970	1.47920	1.45500	1.66170	1.68980	1.69670	1.71470	1.70840	1.72110	1.68090	1.64670	1.68050	1.55150	1.48700	1.53050	1.71380	1.68890	1.66590	1.72750	1.64230	1.72800	1.62710	1.69490	1.57700	1.45500	1.42370	1.51480	1.67690	1.75870	1.69710	1.69500	1.66760	1.66190	1.69020	1.68690	1.64820	1.47280	1.44090	1.60380	1.65770	1.71420	1.66960	1.71450	1.64840	1.68290	1.65470	1.70850	1.75040	1.40250	1.51910	1.42670	1.70170	1.66880	1.68580	1.67380	1.68930	1.65970	1.68840	1.69260	1.60690
15:44:16	37.3	1.43800	1.50410	1.47050	1.40890	1.41350	1.41820	1.69490	1.65840	1.64390	1.61370	1.65740	1.64290	1.50050	1.46700	1.47510	1.68920	1.70370	1.67650	1.69970	1.75180	1.71560	1.69220	1.76640	1.69570	1.41800	1.47140	1.47340	1.71810	1.75040	1.70910	1.72760	1.82720	1.70180	1.74500	1.71260	1.68140	1.56330	1.47820	1.45550	1.66490	1.69210	1.68170	1.71580	1.70940	1.71960	1.68210	1.64550	1.68610	1.55100	1.48520	1.52950	1.69590	1.68880	1.67150	1.72210	1.64270	1.72890	1.63010	1.69480	1.58130	1.45510	1.42470	1.51380	1.67670	1.76280	1.69920	1.69670	1.66940	1.66500	1.69360	1.68900	1.64920	1.47150	1.44130	1.60140	1.65250	1.71470	1.66950	1.71530	1.65140	1.68250	1.66060	1.70780	1.75280	1.40150	1.51720	1.42670	1.70110	1.66930	1.68610	1.67620	1.69760	1.66120	1.68890	1.68930	1.60500
15:59:16	37.3	1.43360	1.50390	1.47180	1.45320	1.41860	1.42130	1.69940	1.65930	1.64670	1.61510	1.66160	1.64340	1.49840	1.46620	1.47200	1.69400	1.70580	1.68100	1.70260	1.75510	1.71860	1.69610	1.77100	1.69790	1.41730	1.47110	1.47560	1.72130	1.75220	1.71070	1.72910	1.82780	1.70280	1.74730	1.71260	1.68580	1.56350	1.48020	1.45630	1.66510	1.69280	1.67690	1.71500	1.71310	1.72670	1.68750	1.65340	1.68100	1.54870	1.48810	1.53130	1.68690	1.68860	1.66850	1.72790	1.64690	1.72970	1.63380	1.69610	1.58140	1.45520	1.42930	1.51510	1.67590	1.76920	1.69940	1.69700	1.67250	1.66600	1.69360	1.69100	1.65370	1.47190	1.44350	1.60110	1.65960	1.71520	1.67080	1.71640	1.65610	1.68450	1.65980	1.70970	1.75450	1.40050	1.51610	1.42620	1.70080	1.66990	1.68700	1.67570	1.70170	1.66290	1.68940	1.69610	1.60480
16:14:16	37.3	1.42810	1.50340	1.47210	1.42670	1.41300	1.41720	1.69630	1.65920	1.64750	1.61610	1.66060	1.64400	1.50140	1.46710	1.47220	1.69290	1.71130	1.68230	1.70080	1.75740	1.71800	1.69900	1.76870	1.69960	1.41630	1.47150	1.47320	1.71930	1.75340	1.72010	1.73000	1.82840	1.70370	1.74710	1.71350	1.68660	1.55840	1.47950	1.45560	1.66780	1.69630	1.68920	1.71730	1.70500	1.72500	1.68830	1.65600	1.67920	1.54890	1.48630	1.53010	1.68970	1.69470	1.67240	1.72620	1.64930	1.73930	1.63720	1.69890	1.58330	1.45620	1.42400	1.51450	1.67760	1.76710	1.70230	1.69840	1.67280	1.67020	1.69720	1.69430	1.65310	1.47170	1.44110	1.60180	1.65470	1.71570	1.67270	1.71670	1.65790	1.68500	1.67360	1.71040	1.75460	1.39920	1.51560	1.42440	1.70210	1.67030	1.68760	1.67690	1.70360	1.66480	1.68820	1.69230	1.60440
16:29:16	37.3	1.42730	1.50310	1.47270	1.42380	1.41530	1.41790	1.69640	1.66400	1.65060	1.61820	1.66160	1.64440	1.49880	1.46700	1.47350	1.69520	1.71430	1.68250	1.70260	1.75710	1.71800	1.70210	1.77270	1.70070	1.41780	1.47130	1.47450	1.72330	1.75290	1.71270	1.73020	1.82880	1.70440	1.74830	1.71220	1.69000	1.55850	1.47830	1.45650	1.66660	1.70210	1.70320	1.71860	1.71850	1.72970	1.68840	1.65580	1.68600	1.54690	1.48590	1.52930	1.69310	1.69220	1.67270	1.72500	1.64800	1.73550	1.63370	1.69810	1.58130	1.45470	1.42930	1.52010	1.67620	1.76400	1.70500	1.69930	1.67530	1.67090	1.69760	1.69440	1.65660	1.47070	1.44130	1.60020	1.65490	1.71640	1.67330	1.71720	1.65980	1.68500	1.66370	1.71060	1.75750	1.39810	1.51450	1.42310	1.70180	1.67090	1.68770	1.67980	1.70450	1.66590	1.69010	1.68620	1.60380
16:44:16	37.3	1.42030	1.50320	1.47200	1.43740	1.42440	1.41770	1.69790	1.66500	1.65420	1.61790	1.66190	1.64400	1.49830	1.46870	1.47270	1.69610	1.71350	1.68540	1.70460	1.75690	1.72060	1.70900	1.77340	1.70610	1.41620	1.47030	1.47430	1.72100	1.75810	1.71670	1.73070	1.82920	1.70600	1.74890	1.71030	1.68780	1.55880	1.47990	1.46110	1.70010	1.71020	1.69190	1.71810	1.72190	1.73200	1.69410	1.67060	1.68800	1.54630	1.48790	1.53010	1.69450	1.69210	1.68240	1.72710	1.64950	1.74030	1.64210	1.70250	1.58790	1.45530	1.42420	1.51620	1.67430	1.76090	1.70680	1.70130	1.67890	1.67480	1.69810	1.69860	1.65700	1.47060	1.44520	1.60060	1.65920	1.71700	1.67410	1.71810	1.65880	1.68610	1.67630	1.71100	1.75910	1.39740	1.51450	1.42370	1.70180	1.67270	1.68980	1.67950	1.70590	1.66700	1.68670	1.68580	1.60370
16:59:16	37.3	1.41470	1.50250	1.47320	1.41860	1.41790	1.41710	1.69750	1.66870	1.65480	1.62010	1.66490	1.64420	1.49820	1.46780	1.47240	1.70470	1.71230	1.68750	1.70600	1.75630	1.71990	1.71030	1.77560	1.70890	1.41710	1.47200	1.47550	1.72150	1.75600	1.71580	1.73170	1.83080	1.70670	1.75140	1.71380	1.68910	1.55780	1.47960	1.45810	1.66990	1.70340	1.68670	1.71700	1.72340	1.73370	1.69600	1.66240	1.68950	1.54480	1.48550	1.52980	1.69480	1.69640	1.67640	1.72650	1.65190	1.73990	1.64290	1.69420	1.58810	1.45490	1.42350	1.51890	1.68050	1.76610	1.70810	1.70210	1.67810	1.67490	1.70170	1.69790	1.66040	1.47110	1.44660	1.60010	1.65900	1.71790	1.67440	1.71800	1.65960	1.68720	1.66250	1.71160	1.75810	1.39570	1.51300	1.42400	1.70230	1.67120	1.68970	1.67870	1.70670	1.66600	1.69570	1.69040	1.60280
17:14:16	37.3	1.40930	1.50030	1.47250	1.42460	1.41680	1.41700	1.69660	1.66880	1.65660	1.62010	1.66540	1.64460	1.49830	1.46650	1.47330	1.69980	1.71310	1.68570	1.70770	1.75900	1.71890	1.71040	1.77570	1.70710	1.41730	1.47140	1.47370	1.72110	1.75710	1.71110	1.73240	1.83350	1.70720	1.75150	1.70530	1.68910	1.55910	1.47640	1.45900	1.66490	1.70380	1.70060	1.72250	1.71950	1.73680	1.69740	1.66340	1.69130	1.54400	1.48590	1.52860	1.70720	1.69930	1.67840	1.73660	1.65170	1.74230	1.64330	1.69210	1.58770	1.45510	1.42470	1.51910	1.67990	1.77060	1.70800	1.70270	1.68290	1.67580	1.69690	1.70000	1.66170	1.46970	1.44780	1.59950	1.65940	1.71800	1.67350	1.72190	1.66140	1.68760	1.67150	1.71140	1.75860	1.39430	1.51080	1.42360	1.70200	1.67080	1.69200	1.67950	1.70730	1.66880	1.69260	1.68720	1.60370
17:29:16	37.3	1.40360	1.50060	1.47350	1.43080	1.41400	1.41680	1.69930	1.67150	1.65950	1.62090	1.66430	1.64350	1.49840	1.46710	1.47230	1.70130	1.71540	1.68830	1.70750	1.75630	1.71980	1.71260	1.77560	1.70130	1.41520	1.47080	1.47350	1.72060	1.75630	1.72000	1.73140	1.83090	1.70830	1.75240	1.70760	1.69220	1.55810	1.47670	1.45800	1.69600	1.71000	1.68710	1.71850	1.71160	1.73760	1.70060	1.66880	1.69340	1.54350	1.48460	1.52930	1.70450	1.69060	1.68190	1.73330	1.65180	1.74110	1.64480	1.69640	1.58940	1.45490	1.42300	1.52160	1.68310	1.77660	1.71180	1.70370	1.68270	1.67500	1.70100	1.70010	1.66140	1.47020	1.44730	1.60020	1.66160	1.71810	1.67370	1.72010	1.66490	1.68780	1.66830	1.71230	1.76110	1.39320	1.51370	1.42400	1.70190	1.67170	1.69030	1.68030	1.70700	1.66800	1.68820	1.68680	1.60290
17:44:16	37.3	1.39910	1.49970	1.47290	1.42230	1.41230	1.41810	1.70000	1.67110	1.65880	1.62220	1.66650	1.64340	1.49790	1.46730	1.47200	1.70100	1.71260	1.68700	1.70500	1.75890	1.71950	1.71320	1.77690	1.70180	1.41590	1.47090	1.47340	1.72190	1.75790	1.71250	1.73280	1.83110	1.70840	1.75340	1.70700	1.69330	1.55930	1.47740	1.45810	1.69770	1.71130	1.69520	1.71960	1.71600	1.73820	1.70050	1.66160	1.69310	1.54350	1.48480	1.52960	1.70480	1.69410	1.69920	1.73020	1.65580	1.74140	1.64440	1.69120	1.59030	1.45550	1.42230	1.52410	1.68030	1.77540	1.71570	1.70390	1.68090	1.67650	1.70080	1.70180	1.66020	1.47090	1.44640	1.59880	1.66640	1.71860	1.67380	1.71920	1.66080	1.68720	1.66650	1.71160	1.75920	1.39200	1.51270	1.42240	1.70160	1.67100	1.69140	1.68090	1.70830	1.66700	1.69250	1.68610	1.60230
17:59:16	37.3	1.39250	1.49710	1.47360	1.45550	1.41240	1.41740	1.69980	1.67320	1.66010	1.62150	1.66670	1.64390	1.49800	1.46620	1.47170	1.69990	1.71760	1.68910	1.70590	1.75560	1.71710	1.71420	1.77600	1.70120	1.41890	1.47110	1.47160	1.72070	1.75660	1.71170	1.73220	1.83150	1.70910	1.75340	1.70600	1.68910	1.55830	1.47830	1.45890	1.67920	1.71240	1.70290	1.72880	1.71780	1.74120	1.70090	1.67400	1.69420	1.54290	1.48420	1.52940	1.70090	1.69090	1.68850	1.73400	1.65550	1.74310	1.64550	1.69210	1.59380	1.45830	1.42330	1.52560	1.68430	1.76480	1.71230	1.70680	1.68250	1.67580	1.70400	1.70120	1.66300	1.47040	1.44450	1.59860	1.66230	1.71830	1.67320	1.72320	1.66320	1.68740	1.66740	1.71190	1.75940	1.39080	1.50880	1.42200	1.70140	1.67080	1.69230	1.67990	1.70800	1.66820	1.69340	1.68960	1.60160
18:14:16	37.3	1.38660	1.49470	1.47310	1.41300	1.41160	1.41750	1.70050	1.67380	1.66090	1.62300	1.66660	1.64350	1.49720	1.46630	1.47190	1.70120	1.71880	1.69450	1.70960	1.75910	1.71810	1.71620	1.77980	1.70170	1.41530	1.47130	1.47210	1.72070	1.75870	1.71690	1.73320	1.83170	1.70870	1.75350	1.71090	1.68810	1.56080	1.47610	1.45850	1.69850	1.71500	1.69550	1.71960	1.72140	1.74070	1.69860	1.66720	1.69080	1.54560	1.48870	1.52920	1.70300	1.69610	1.68170	1.73490	1.66250	1.74170	1.64790	1.69540	1.59560	1.45550	1.42380	1.52790	1.67920	1.77350	1.72020	1.70560	1.68600	1.67860	1.70480	1.70310	1.66390	1.46990	1.43970	1.59830	1.66070	1.71760	1.67480	1.72050	1.66380	1.68760	1.66530	1.71330	1.75930	1.38870	1.51140	1.42180	1.70230	1.67070	1.69380	1.68000	1.70770	1.66880	1.69590	1.69100	1.60240
18:29:16	37.3	1.38120	1.49290	1.47340	1.43360	1.41220	1.41640	1.70230	1.67600	1.66190	1.62280	1.66850	1.64200	1.49700	1.46810	1.47390	1.70110	1.71580	1.68590	1.71460	1.75530	1.71780	1.71710	1.78060	1.70330	1.41520	1.47020	1.47050	1.72220	1.75900	1.71210	1.73340	1.83200	1.71050	1.75350	1.70930	1.69150	1.56110	1.48180	1.45960	1.68730	1.71080	1.70370	1.72190	1.71970	1.73920	1.70080	1.66740	1.69490	1.54580	1.48340	1.52780	1.70090	1.69690	1.68530	1.73340	1.65810	1.74340	1.64710	1.69260	1.59600	1.45460	1.42480	1.52840	1.68060	1.76400	1.72140	1.70500	1.68140	1.68040	1.70530	1.70340	1.66300	1.46980	1.45170	1.59770	1.65930	1.71950	1.67410	1.72040	1.66340	1.68730	1.66650	1.71460	1.76080	1.38730	1.50980	1.42140	1.70260	1.66990	1.69250	1.67970	1.70900	1.66630	1.69160	1.68680	1.60110
