

Software Version	3.04.17



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0046.2A.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\DG_48hr_37C_orbital-continuous.prt



Plate Number	Plate 1
Date	8/18/2023
Time	1:46:22 PM
Reader Type:	Epoch 2
Reader Serial Number:	1608242
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
5:14:16	37.4	1.49060	1.50210	1.48500	1.41030	1.42020	1.41740	1.52410	1.51060	1.47170	1.42930	1.47150	1.48320	1.48540	1.45320	1.48670	1.50940	1.51760	1.51140	1.50980	1.57940	1.51990	1.51560	1.51480	1.49660	1.41430	1.46130	1.45850	1.49240	1.54850	1.50720	1.51570	1.67900	1.53160	1.48240	1.55430	1.49770	1.51740	1.46760	1.46330	1.49750	1.49540	1.51020	1.47570	1.52610	1.52710	1.49920	1.40980	1.52160	1.56490	1.48460	1.51300	1.55160	1.52930	1.49740	1.56580	1.45220	1.53010	1.36680	1.53250	1.35060	1.44230	1.40760	1.47760	1.45200	1.60210	1.44530	1.53920	1.47260	1.49610	1.49030	1.50790	1.42970	1.45890	1.39380	1.62220	1.49840	1.56650	1.48950	1.50770	1.45180	1.48700	1.50830	1.49330	1.61720	1.40540	1.50440	1.43810	1.50660	1.46950	1.53260	1.48020	1.47830	1.49190	1.52190	1.53090	1.40810
5:29:16	37.4	1.48620	1.50150	1.48480	1.41180	1.42030	1.41920	1.53130	1.51570	1.47850	1.43510	1.45990	1.49450	1.48940	1.45520	1.48590	1.51590	1.52660	1.51680	1.51550	1.59540	1.52670	1.52100	1.52100	1.49940	1.41450	1.46260	1.45810	1.49500	1.55530	1.51700	1.53580	1.68310	1.53820	1.48860	1.56650	1.50380	1.52200	1.47040	1.46890	1.50120	1.50330	1.50960	1.48850	1.53560	1.53650	1.50030	1.42290	1.52510	1.56410	1.48570	1.51340	1.55530	1.54730	1.51050	1.58410	1.45390	1.52720	1.37710	1.53950	1.35850	1.44370	1.40530	1.47740	1.48120	1.60520	1.45340	1.55900	1.49050	1.46970	1.52850	1.51750	1.45930	1.46290	1.39690	1.62520	1.51750	1.57000	1.49180	1.51870	1.45810	1.49420	1.51070	1.48710	1.61350	1.40700	1.50590	1.44130	1.51400	1.48100	1.53870	1.48780	1.48260	1.48200	1.51610	1.52900	1.42000
5:44:16	37.4	1.48650	1.50250	1.48460	1.41150	1.42030	1.41890	1.53660	1.51760	1.49580	1.44050	1.46420	1.48630	1.48940	1.44440	1.48530	1.52140	1.53220	1.52130	1.52070	1.60220	1.53520	1.52720	1.52760	1.49240	1.41760	1.46270	1.45750	1.55770	1.56950	1.52210	1.55020	1.68980	1.54300	1.49710	1.57580	1.50870	1.52540	1.47630	1.47740	1.50580	1.50830	1.52290	1.48740	1.53880	1.54010	1.50300	1.43570	1.53080	1.56940	1.48460	1.51250	1.55960	1.55200	1.52630	1.58690	1.49030	1.52890	1.38670	1.53850	1.36380	1.44440	1.41310	1.47790	1.49150	1.61150	1.47260	1.55560	1.54140	1.47890	1.50780	1.52160	1.45550	1.46560	1.39860	1.62760	1.52530	1.57470	1.52470	1.55730	1.46490	1.50370	1.46900	1.49990	1.61980	1.41000	1.50890	1.44170	1.52070	1.48410	1.54030	1.49620	1.49060	1.48570	1.52370	1.54400	1.42680
5:59:16	37.4	1.48760	1.50120	1.48370	1.41090	1.41930	1.41890	1.54140	1.52290	1.49860	1.44760	1.47120	1.49170	1.48780	1.45850	1.48440	1.52660	1.54000	1.52740	1.52650	1.60990	1.54450	1.53050	1.53290	1.50520	1.41940	1.46270	1.45930	1.50220	1.59230	1.54670	1.57790	1.69440	1.54590	1.50390	1.58320	1.51570	1.52800	1.47110	1.48350	1.51050	1.51360	1.52270	1.50880	1.54290	1.53980	1.50940	1.44570	1.53490	1.56450	1.48600	1.51070	1.56370	1.54800	1.55310	1.58560	1.48660	1.54440	1.39460	1.53970	1.37360	1.44560	1.40680	1.47970	1.49290	1.62140	1.48640	1.56110	1.50990	1.48830	1.52190	1.52860	1.46710	1.46660	1.40250	1.62890	1.52190	1.57960	1.50620	1.56690	1.46970	1.50710	1.46700	1.52100	1.62300	1.41070	1.51050	1.43970	1.52840	1.49250	1.54550	1.50200	1.49750	1.49160	1.52760	1.54480	1.43790
6:14:16	37.4	1.48930	1.50170	1.48280	1.41370	1.42010	1.41940	1.54650	1.52810	1.50360	1.45360	1.48140	1.49620	1.48950	1.45540	1.48340	1.54400	1.55160	1.53710	1.53230	1.61270	1.55280	1.53540	1.53760	1.50680	1.42500	1.46270	1.45860	1.54630	1.60520	1.54220	1.55850	1.69730	1.55020	1.51130	1.58880	1.52030	1.53080	1.47060	1.49840	1.51630	1.52070	1.52690	1.50410	1.54730	1.54410	1.51210	1.45480	1.53780	1.56650	1.48230	1.51140	1.56720	1.55280	1.51120	1.59050	1.49200	1.54290	1.40110	1.54480	1.38070	1.44520	1.40660	1.48050	1.50910	1.62160	1.50100	1.56800	1.49650	1.48600	1.52380	1.53280	1.48030	1.46720	1.40150	1.63000	1.52500	1.58570	1.51290	1.57320	1.48030	1.51540	1.46670	1.53060	1.62970	1.41140	1.51320	1.44030	1.53610	1.49910	1.55220	1.50270	1.50510	1.49890	1.53530	1.54820	1.44450
6:29:16	37.4	1.49520	1.50040	1.48230	1.41190	1.42060	1.42020	1.55150	1.53230	1.50780	1.45930	1.48690	1.51660	1.49160	1.45410	1.48460	1.56560	1.55700	1.53710	1.53780	1.61690	1.56080	1.54510	1.54340	1.51210	1.42220	1.46220	1.45760	1.60290	1.61120	1.55130	1.57150	1.70300	1.55450	1.51830	1.59520	1.52670	1.53270	1.47010	1.49420	1.52200	1.53000	1.55160	1.50130	1.55580	1.56070	1.52060	1.46750	1.54370	1.56780	1.48590	1.51050	1.57140	1.55340	1.51840	1.59820	1.48150	1.56280	1.40730	1.54770	1.38990	1.44540	1.41160	1.48180	1.51570	1.62780	1.51180	1.57360	1.49650	1.49150	1.51860	1.53790	1.48840	1.46850	1.40130	1.63000	1.53200	1.59120	1.52060	1.58010	1.48460	1.52250	1.46920	1.54010	1.63390	1.41270	1.51980	1.44090	1.54370	1.50550	1.55670	1.51030	1.51210	1.50190	1.54880	1.56210	1.45320
6:44:16	37.4	1.50140	1.50090	1.48170	1.41430	1.42040	1.42110	1.55680	1.53820	1.51170	1.46570	1.49460	1.51310	1.49100	1.45260	1.48600	1.56690	1.55940	1.54120	1.54450	1.61230	1.56770	1.54980	1.54950	1.51960	1.42530	1.46200	1.45840	1.60820	1.61680	1.55910	1.57650	1.70770	1.55950	1.52730	1.60130	1.53450	1.53320	1.47030	1.49220	1.52700	1.53970	1.53780	1.52550	1.56190	1.56560	1.52420	1.45760	1.54700	1.56530	1.48410	1.51200	1.57520	1.55940	1.52740	1.60480	1.49040	1.55850	1.41290	1.55130	1.39740	1.44610	1.41570	1.48410	1.53130	1.63220	1.51920	1.58010	1.50700	1.50340	1.52680	1.54330	1.50010	1.46920	1.40280	1.63070	1.53550	1.59670	1.52840	1.58520	1.49510	1.52970	1.49030	1.55290	1.64120	1.41400	1.52100	1.44360	1.55110	1.51280	1.56100	1.51750	1.52120	1.51050	1.54580	1.56670	1.46100
6:59:16	37.4	1.50700	1.50070	1.48120	1.41080	1.41910	1.42040	1.56290	1.54420	1.51600	1.47170	1.50090	1.51620	1.49220	1.45020	1.48420	1.57040	1.56450	1.54730	1.55090	1.60910	1.57400	1.55590	1.55610	1.52440	1.41830	1.46300	1.45720	1.61810	1.62980	1.56780	1.58520	1.71070	1.56380	1.53420	1.60770	1.54050	1.53400	1.47010	1.46770	1.53360	1.55070	1.54930	1.53660	1.57340	1.57950	1.53200	1.46810	1.55390	1.56410	1.48350	1.50940	1.57910	1.57210	1.54200	1.61530	1.49150	1.57070	1.42170	1.55450	1.40850	1.44570	1.41640	1.48340	1.52280	1.63600	1.52490	1.58590	1.51610	1.51010	1.53910	1.54800	1.49880	1.47300	1.40100	1.62990	1.54920	1.60310	1.53570	1.59150	1.49620	1.53870	1.49000	1.55970	1.66750	1.41390	1.52240	1.44050	1.55910	1.52240	1.56620	1.52560	1.53490	1.51360	1.55140	1.57030	1.47030
7:14:16	37.4	1.50840	1.50010	1.48040	1.41600	1.41990	1.42000	1.56790	1.54920	1.52070	1.47830	1.50850	1.52080	1.49340	1.45050	1.48310	1.57160	1.57180	1.55420	1.55700	1.62160	1.58170	1.56080	1.56330	1.53110	1.42190	1.46220	1.45810	1.62730	1.63070	1.57640	1.59160	1.71660	1.56890	1.54150	1.61310	1.54660	1.53490	1.47360	1.46740	1.53780	1.56280	1.54960	1.54630	1.57370	1.57180	1.54380	1.47760	1.56060	1.56120	1.48580	1.51330	1.58350	1.58300	1.56880	1.61410	1.49640	1.58140	1.42720	1.55840	1.41360	1.44490	1.41780	1.49130	1.51870	1.64030	1.52880	1.59350	1.52620	1.51460	1.53900	1.55300	1.50540	1.47080	1.40110	1.62900	1.54830	1.60980	1.54430	1.59780	1.50090	1.54770	1.49610	1.57230	1.67500	1.41380	1.52250	1.44590	1.56730	1.53020	1.57370	1.53310	1.53710	1.51740	1.55380	1.58150	1.47990
7:29:16	37.4	1.51040	1.50250	1.48050	1.41230	1.42060	1.42120	1.57320	1.55600	1.52700	1.48730	1.51750	1.53980	1.49430	1.45020	1.48260	1.57550	1.57930	1.55810	1.56370	1.62470	1.58640	1.56640	1.57050	1.53990	1.42120	1.46250	1.46690	1.63480	1.64100	1.58400	1.59330	1.72060	1.57430	1.55250	1.61800	1.55140	1.53630	1.47420	1.46660	1.54460	1.57330	1.55660	1.55460	1.58130	1.58290	1.54460	1.48660	1.56780	1.56580	1.48810	1.51280	1.59440	1.58820	1.55500	1.61420	1.50250	1.57510	1.43260	1.56370	1.42080	1.45000	1.41920	1.48690	1.52590	1.66310	1.53360	1.59900	1.52940	1.51970	1.55250	1.56020	1.51330	1.47740	1.40150	1.62900	1.55480	1.61700	1.55230	1.60520	1.51000	1.55450	1.49450	1.57730	1.68030	1.41510	1.52320	1.44200	1.57590	1.53860	1.58060	1.54250	1.55120	1.52410	1.57310	1.58670	1.48860
7:44:16	37.4	1.51130	1.50070	1.47950	1.43350	1.42000	1.42020	1.57960	1.56050	1.53140	1.49240	1.52550	1.54170	1.49590	1.45110	1.48250	1.57910	1.58600	1.56510	1.56990	1.63750	1.59190	1.57280	1.57800	1.54880	1.42140	1.46390	1.46760	1.64040	1.64900	1.59270	1.60120	1.72690	1.57880	1.55960	1.62180	1.56040	1.53770	1.47160	1.46660	1.55160	1.57450	1.56840	1.56580	1.58790	1.59090	1.55020	1.49600	1.57180	1.56440	1.48910	1.51480	1.60020	1.59210	1.57430	1.61470	1.51460	1.58560	1.44520	1.56970	1.43280	1.44440	1.42560	1.48640	1.53590	1.66500	1.53660	1.60520	1.52990	1.52600	1.55450	1.56480	1.52060	1.47120	1.40970	1.62800	1.56080	1.62230	1.56020	1.61090	1.51750	1.56390	1.50960	1.59480	1.68560	1.41620	1.53930	1.44070	1.58240	1.54730	1.58650	1.54890	1.55420	1.53340	1.57660	1.59090	1.49830
7:59:16	37.4	1.51030	1.50230	1.47870	1.44270	1.41950	1.41940	1.58590	1.56530	1.53840	1.49880	1.53260	1.55200	1.49820	1.45710	1.48260	1.58460	1.59060	1.57350	1.57530	1.63690	1.59210	1.57860	1.58450	1.56020	1.41520	1.46410	1.47650	1.64800	1.66200	1.60460	1.61610	1.72960	1.58370	1.56650	1.62720	1.56340	1.53650	1.47280	1.46550	1.55850	1.58040	1.57250	1.57400	1.59200	1.59930	1.55820	1.50070	1.57940	1.56140	1.49410	1.51570	1.61470	1.59360	1.56740	1.61810	1.52690	1.59290	1.44930	1.57660	1.44220	1.45630	1.42090	1.48800	1.54230	1.66940	1.54070	1.60970	1.54570	1.53040	1.55340	1.57050	1.52420	1.48020	1.40230	1.62760	1.55920	1.62820	1.56580	1.61580	1.52070	1.56920	1.51280	1.59170	1.68920	1.41580	1.55400	1.44080	1.58940	1.55420	1.59220	1.55540	1.56140	1.54330	1.58660	1.59910	1.50590
8:14:16	37.4	1.51270	1.50010	1.47710	1.41830	1.41870	1.41940	1.59280	1.57120	1.54450	1.50400	1.53930	1.55760	1.49860	1.46770	1.48160	1.58980	1.60000	1.58080	1.57860	1.64640	1.59760	1.58370	1.59160	1.56840	1.42010	1.46570	1.46910	1.65550	1.66720	1.60570	1.61430	1.73490	1.58970	1.57380	1.63270	1.56820	1.53580	1.47300	1.46620	1.56380	1.58660	1.58720	1.57470	1.60020	1.60520	1.56040	1.50750	1.58430	1.56200	1.50560	1.51560	1.61760	1.59360	1.55830	1.63120	1.51850	1.59180	1.45860	1.58050	1.44830	1.45990	1.42000	1.48860	1.55390	1.66600	1.54430	1.61440	1.55310	1.54000	1.56170	1.57640	1.52930	1.47220	1.41070	1.62640	1.56340	1.63360	1.57260	1.61950	1.53140	1.57620	1.52490	1.59760	1.69230	1.41570	1.54350	1.44280	1.59470	1.56190	1.59700	1.56230	1.56850	1.55060	1.58460	1.60660	1.51280
8:29:16	37.4	1.51090	1.50140	1.47650	1.42400	1.41840	1.41920	1.60050	1.58020	1.55080	1.51030	1.54450	1.54880	1.50290	1.46780	1.48470	1.59560	1.60180	1.58890	1.58390	1.66510	1.60380	1.58750	1.59850	1.57220	1.42110	1.46350	1.46100	1.66140	1.66450	1.61510	1.62720	1.73950	1.59350	1.58110	1.63450	1.57270	1.54660	1.47320	1.46550	1.56610	1.59110	1.59000	1.58140	1.60390	1.61290	1.56570	1.51440	1.59060	1.56080	1.50910	1.51460	1.62070	1.60520	1.57330	1.62990	1.52160	1.59990	1.46750	1.58990	1.45770	1.46000	1.41900	1.49090	1.56390	1.67650	1.54970	1.61980	1.56030	1.54700	1.57390	1.58140	1.53630	1.47130	1.41000	1.62730	1.57470	1.63970	1.57870	1.62560	1.53680	1.58210	1.53260	1.60480	1.69840	1.41570	1.53380	1.44280	1.60110	1.57080	1.60140	1.56890	1.57500	1.55860	1.59600	1.61060	1.52150
8:44:16	37.4	1.51080	1.50130	1.47670	1.44190	1.41900	1.42130	1.60430	1.58390	1.55640	1.51640	1.55060	1.55840	1.50510	1.46840	1.48420	1.60010	1.60610	1.59180	1.58800	1.66140	1.61050	1.59200	1.60460	1.57820	1.42750	1.46470	1.45630	1.66290	1.66910	1.61810	1.62910	1.74190	1.59770	1.59130	1.63990	1.57860	1.54550	1.47580	1.46520	1.57100	1.59440	1.58180	1.58450	1.61070	1.62720	1.57390	1.51980	1.59850	1.58020	1.50630	1.51670	1.61790	1.60040	1.58750	1.63780	1.53330	1.61010	1.47460	1.59200	1.46530	1.45760	1.42020	1.49300	1.56120	1.67940	1.55320	1.62260	1.56800	1.55920	1.58270	1.58710	1.54280	1.47190	1.41040	1.62460	1.57660	1.64550	1.58440	1.62950	1.54210	1.58850	1.54310	1.61080	1.70090	1.41580	1.53950	1.44380	1.60710	1.57700	1.60530	1.57590	1.58190	1.56540	1.60020	1.61630	1.52830
8:59:16	37.4	1.51160	1.50120	1.47560	1.43170	1.41720	1.41870	1.61480	1.58890	1.56190	1.52110	1.55420	1.56770	1.50030	1.46490	1.48260	1.60480	1.61920	1.59570	1.59410	1.67000	1.61510	1.59520	1.62080	1.58480	1.42570	1.46340	1.45880	1.66630	1.67830	1.62450	1.63250	1.74650	1.60120	1.60990	1.64360	1.58260	1.54630	1.47420	1.46360	1.57580	1.59940	1.58690	1.59120	1.60940	1.62140	1.57520	1.52990	1.60600	1.55920	1.50000	1.51940	1.61660	1.60300	1.58480	1.64300	1.53090	1.62110	1.48520	1.59820	1.47570	1.45670	1.42100	1.49010	1.56570	1.68330	1.55940	1.62610	1.56990	1.56680	1.58480	1.59200	1.54750	1.48310	1.41040	1.62330	1.57690	1.64870	1.58910	1.63460	1.54810	1.59530	1.55710	1.61710	1.70470	1.41520	1.53190	1.44030	1.61140	1.58340	1.61030	1.58060	1.58760	1.57080	1.60580	1.62370	1.53250
9:14:16	37.4	1.51100	1.50200	1.47490	1.45580	1.41740	1.42000	1.62220	1.59210	1.56530	1.52700	1.56070	1.56280	1.50100	1.46940	1.48270	1.60870	1.61690	1.60280	1.59620	1.67060	1.61970	1.60020	1.63180	1.59230	1.41840	1.46630	1.48150	1.66870	1.68170	1.63930	1.63940	1.74860	1.60350	1.62510	1.64960	1.58700	1.54670	1.47870	1.46320	1.58060	1.60070	1.59630	1.59390	1.61430	1.62560	1.58030	1.52840	1.61020	1.57720	1.50090	1.52130	1.62570	1.61140	1.58820	1.65770	1.54390	1.62270	1.49350	1.60160	1.47850	1.45690	1.42100	1.49150	1.57530	1.69010	1.56510	1.63050	1.57550	1.57310	1.58730	1.59670	1.55580	1.47210	1.42690	1.62370	1.58010	1.65300	1.59370	1.64270	1.55100	1.60080	1.56680	1.62810	1.71090	1.41510	1.53740	1.44430	1.61770	1.58830	1.61400	1.58580	1.59140	1.57630	1.61220	1.62260	1.53940
9:29:16	37.4	1.51090	1.50240	1.47420	1.43440	1.41770	1.41780	1.62880	1.59970	1.57100	1.53030	1.56550	1.57950	1.50210	1.46460	1.48100	1.61310	1.62670	1.60310	1.60180	1.67790	1.62440	1.60440	1.64860	1.59490	1.41530	1.46700	1.47110	1.66880	1.68420	1.63880	1.64370	1.75060	1.61110	1.63220	1.65340	1.59150	1.54630	1.47710	1.46430	1.58540	1.60510	1.59580	1.60610	1.62430	1.63140	1.58410	1.53790	1.61830	1.56140	1.49640	1.52200	1.63440	1.61230	1.59290	1.65140	1.53900	1.62700	1.49910	1.60770	1.54980	1.45880	1.42400	1.49600	1.57690	1.69790	1.56840	1.63420	1.58160	1.57640	1.59630	1.60240	1.55750	1.48070	1.41930	1.62310	1.58870	1.65900	1.59870	1.64470	1.55790	1.60670	1.56380	1.62660	1.71330	1.41580	1.54270	1.44400	1.62320	1.59300	1.61780	1.59010	1.59760	1.58100	1.61200	1.63140	1.54370
9:44:16	37.4	1.50870	1.50350	1.47450	1.45170	1.41780	1.42110	1.63410	1.60010	1.57400	1.53620	1.56930	1.58500	1.50130	1.46440	1.48070	1.61670	1.63320	1.60960	1.62180	1.68020	1.63040	1.60720	1.67430	1.60370	1.41720	1.46430	1.48340	1.67070	1.68800	1.65100	1.64930	1.75630	1.61670	1.64560	1.65760	1.59530	1.54790	1.47510	1.46110	1.59220	1.60910	1.62750	1.60710	1.62810	1.63540	1.59080	1.53740	1.62010	1.57370	1.49900	1.52380	1.63750	1.61820	1.58960	1.65920	1.54790	1.63340	1.50630	1.61160	1.52790	1.45740	1.42290	1.49710	1.59020	1.70480	1.58450	1.63800	1.58520	1.58360	1.59720	1.60640	1.56530	1.47310	1.42160	1.62470	1.59220	1.66270	1.60310	1.64850	1.56360	1.61170	1.56970	1.63930	1.69640	1.41550	1.54130	1.44710	1.62830	1.59870	1.62170	1.59630	1.60140	1.58510	1.61680	1.63500	1.54740
9:59:16	37.4	1.50560	1.50330	1.47270	1.42750	1.41610	1.41990	1.63670	1.60410	1.57780	1.53870	1.57660	1.58970	1.50260	1.46400	1.48060	1.62220	1.63330	1.61360	1.62010	1.69290	1.63350	1.61180	1.69390	1.60760	1.41730	1.46560	1.46440	1.67630	1.69880	1.65320	1.65360	1.75910	1.62200	1.65230	1.66060	1.60020	1.55240	1.47460	1.46150	1.59220	1.61650	1.60480	1.61540	1.62990	1.64190	1.59520	1.54490	1.62730	1.56840	1.49420	1.52450	1.64510	1.62460	1.60620	1.65650	1.54750	1.63480	1.51320	1.61520	1.52630	1.45690	1.42180	1.49510	1.59280	1.71760	1.58090	1.63990	1.58840	1.58810	1.60120	1.61030	1.56690	1.47270	1.41800	1.62230	1.59940	1.66490	1.60620	1.65360	1.57030	1.61820	1.57530	1.63850	1.68990	1.41510	1.53930	1.44670	1.63310	1.60350	1.62540	1.60030	1.60740	1.59000	1.61940	1.63810	1.55400
10:14:16	37.4	1.50320	1.50430	1.47420	1.45320	1.42090	1.42250	1.64200	1.60720	1.58020	1.54410	1.58420	1.59430	1.50240	1.46570	1.48030	1.62490	1.64260	1.61490	1.64520	1.69440	1.64030	1.61520	1.70180	1.61320	1.42460	1.46700	1.46830	1.67920	1.69450	1.65600	1.65890	1.76380	1.62730	1.66220	1.66470	1.60440	1.55460	1.48090	1.46420	1.59510	1.62230	1.62880	1.61700	1.63440	1.65100	1.60090	1.55060	1.63130	1.57460	1.49340	1.52750	1.64030	1.62540	1.63010	1.66240	1.55960	1.63680	1.51910	1.61990	1.52770	1.45580	1.42280	1.49810	1.59270	1.69660	1.58900	1.64290	1.59140	1.58930	1.60900	1.61390	1.57590	1.47300	1.42930	1.62080	1.59710	1.66770	1.60970	1.65990	1.57150	1.62380	1.58400	1.64640	1.69730	1.41480	1.53800	1.44550	1.63910	1.60820	1.63000	1.60600	1.61370	1.59660	1.62750	1.64090	1.56010
10:29:16	37.4	1.50030	1.50430	1.47380	1.42640	1.41610	1.41830	1.64600	1.61030	1.58330	1.54840	1.58670	1.59930	1.50070	1.46800	1.47860	1.62740	1.64170	1.61620	1.64910	1.69690	1.64450	1.61910	1.70400	1.61730	1.42310	1.46600	1.46220	1.68020	1.70050	1.66030	1.66380	1.77060	1.63030	1.66900	1.66760	1.61030	1.55480	1.47490	1.46060	1.60310	1.62630	1.61420	1.62610	1.63520	1.65200	1.60440	1.55520	1.63880	1.57410	1.49420	1.52940	1.64810	1.63240	1.60370	1.67210	1.56110	1.64950	1.52760	1.62530	1.52760	1.45680	1.42300	1.50110	1.59340	1.71010	1.59250	1.64550	1.59380	1.59550	1.61070	1.61830	1.57770	1.47290	1.43410	1.62040	1.60140	1.67200	1.61420	1.66390	1.56820	1.62860	1.58770	1.65080	1.69900	1.41490	1.53920	1.44730	1.64470	1.61350	1.63520	1.61090	1.62050	1.59630	1.62790	1.64650	1.56160
10:44:16	37.4	1.49560	1.50410	1.47330	1.43220	1.41590	1.41700	1.64840	1.61500	1.58580	1.55290	1.59180	1.60290	1.50150	1.46970	1.48070	1.63080	1.64810	1.61890	1.65280	1.70210	1.64850	1.62430	1.70860	1.62170	1.42250	1.46840	1.45610	1.68110	1.70880	1.66790	1.66570	1.77080	1.63520	1.67530	1.67080	1.61500	1.55830	1.47650	1.46150	1.61030	1.63160	1.63010	1.63180	1.64190	1.65530	1.61300	1.56140	1.64590	1.56280	1.49150	1.52990	1.64690	1.64200	1.60820	1.66750	1.56330	1.65570	1.53490	1.63200	1.52910	1.45540	1.42350	1.50520	1.60010	1.70890	1.59840	1.64960	1.60600	1.59850	1.62010	1.62540	1.58440	1.47290	1.45410	1.62050	1.60110	1.67450	1.61780	1.66610	1.57380	1.63380	1.58790	1.65750	1.70210	1.41460	1.54150	1.44240	1.64940	1.61620	1.63830	1.61480	1.62200	1.60260	1.63530	1.64810	1.56760
10:59:16	37.4	1.49270	1.50570	1.47360	1.42760	1.41460	1.41840	1.65210	1.61510	1.58890	1.55660	1.59600	1.60650	1.50100	1.46990	1.47910	1.63410	1.65010	1.62180	1.65440	1.70340	1.65270	1.62740	1.71100	1.62600	1.41890	1.46620	1.46330	1.68840	1.70410	1.67260	1.67050	1.77600	1.63830	1.68040	1.67610	1.61910	1.56120	1.47580	1.45920	1.61600	1.63630	1.64280	1.63830	1.64240	1.65820	1.61280	1.56550	1.64930	1.56670	1.48790	1.53000	1.65160	1.64160	1.61580	1.66710	1.57030	1.65760	1.54040	1.63570	1.52360	1.45490	1.42350	1.50550	1.60480	1.71370	1.60410	1.65120	1.61300	1.61070	1.62260	1.62620	1.58960	1.47360	1.44540	1.61420	1.60380	1.67840	1.62420	1.66920	1.58150	1.63750	1.59510	1.66110	1.70810	1.41430	1.54710	1.44640	1.65430	1.62050	1.64170	1.61880	1.62750	1.60610	1.63720	1.65360	1.57270
11:14:16	37.3	1.48720	1.50430	1.47290	1.45180	1.41550	1.41910	1.65420	1.61880	1.59210	1.55980	1.60260	1.61070	1.50210	1.46750	1.48010	1.63810	1.65380	1.62640	1.65800	1.70630	1.65620	1.63030	1.71670	1.63120	1.42840	1.46780	1.50090	1.68700	1.70680	1.67050	1.67320	1.77770	1.64230	1.68590	1.67670	1.62450	1.56530	1.48090	1.45930	1.62010	1.63940	1.62210	1.64690	1.64800	1.66220	1.61800	1.57390	1.65370	1.56520	1.48940	1.52990	1.65840	1.64310	1.61840	1.66880	1.57290	1.66470	1.54990	1.63770	1.52930	1.45420	1.42330	1.51450	1.60680	1.71880	1.60470	1.65330	1.60860	1.60890	1.62780	1.63000	1.59680	1.47280	1.46640	1.61740	1.61820	1.68170	1.62560	1.67230	1.58540	1.64270	1.60610	1.66520	1.70870	1.41380	1.54520	1.44110	1.65720	1.62510	1.64570	1.62340	1.63310	1.61270	1.63900	1.65870	1.58010
11:29:16	37.3	1.48580	1.50680	1.47340	1.44450	1.41700	1.42200	1.65840	1.61830	1.59420	1.56490	1.60560	1.61360	1.50100	1.46760	1.47960	1.64190	1.66110	1.63010	1.66010	1.70800	1.65980	1.63480	1.72170	1.63610	1.42850	1.46820	1.47940	1.68770	1.71290	1.67640	1.67800	1.78190	1.64440	1.69030	1.67940	1.62760	1.56420	1.47730	1.45870	1.62290	1.64650	1.62700	1.64850	1.66790	1.66460	1.62200	1.57610	1.65630	1.56250	1.49550	1.53010	1.65710	1.65440	1.64410	1.67330	1.58630	1.66910	1.55550	1.64590	1.53860	1.45460	1.42470	1.51860	1.61730	1.72410	1.61260	1.65510	1.61910	1.61410	1.63360	1.63620	1.59860	1.47330	1.46550	1.61330	1.61270	1.68240	1.62950	1.67750	1.59010	1.64570	1.60510	1.66930	1.72010	1.41420	1.54610	1.44500	1.66170	1.62900	1.64870	1.62700	1.63680	1.61450	1.64820	1.66160	1.57900
11:44:16	37.3	1.48510	1.50610	1.47270	1.44860	1.41560	1.41820	1.66380	1.62070	1.59710	1.56970	1.61140	1.61700	1.50210	1.46760	1.47970	1.64670	1.66270	1.63470	1.66340	1.71090	1.66280	1.63770	1.72540	1.63940	1.42330	1.46870	1.47810	1.68990	1.71300	1.67790	1.68020	1.78530	1.64810	1.69390	1.68200	1.63180	1.56250	1.47820	1.45760	1.62620	1.64500	1.64890	1.66210	1.65730	1.66770	1.62810	1.58390	1.66340	1.55510	1.48930	1.53160	1.66690	1.66240	1.63560	1.68490	1.58530	1.67750	1.56450	1.65040	1.53830	1.45650	1.42450	1.51540	1.62410	1.72280	1.62200	1.66060	1.62620	1.61550	1.64130	1.63970	1.60260	1.47350	1.48120	1.61710	1.61590	1.68760	1.63320	1.68280	1.59470	1.65030	1.59630	1.67430	1.71820	1.41370	1.54320	1.43880	1.66690	1.63420	1.65240	1.63130	1.64410	1.62140	1.65180	1.66580	1.58260
