sample reads.in reads.out
16S-D-B7-L1_e0017-1-D-B7.fastq.gz 255303 237804
16S-D-B8-L1_e0017-1-D-B8.fastq.gz 232740 220288
16S-D-B9-L1_e0017-1-D-B9.fastq.gz 236360 225086
16S-D-C1-L1_e0017-1-D-C1.fastq.gz 293395 279915
16S-D-C10-L1_e0017-1-D-C10.fastq.gz 274581 261945
16S-D-C11-L1_e0017-1-D-C11.fastq.gz 264286 251243
16S-D-C12-L1_e0017-1-D-C12.fastq.gz 269912 252550
16S-D-C2-L1_e0017-1-D-C2.fastq.gz 287482 273549
16S-D-C3-L1_e0017-1-D-C3.fastq.gz 244585 229514
16S-D-C4-L1_e0017-1-D-C4.fastq.gz 179131 169856
16S-D-C5-L1_e0017-1-D-C5.fastq.gz 187790 178549
16S-D-C6-L1_e0017-1-D-C6.fastq.gz 158769 150537
16S-D-C7-L1_e0017-1-D-C7.fastq.gz 274881 262046
16S-D-C8-L1_e0017-1-D-C8.fastq.gz 240781 226490
16S-D-C9-L1_e0017-1-D-C9.fastq.gz 312523 298254
16S-D-D1-L1_e0017-1-D-D1.fastq.gz 235460 220967
16S-D-D10-L1_e0017-1-D-D10.fastq.gz 207141 196525
16S-D-D11-L1_e0017-1-D-D11.fastq.gz 250107 238427
16S-D-D12-L1_e0017-1-D-D12.fastq.gz 211546 201425
16S-D-D2-L1_e0017-1-D-D2.fastq.gz 245888 236293
16S-D-D3-L1_e0017-1-D-D3.fastq.gz 261275 248314
16S-D-D4-L1_e0017-1-D-D4.fastq.gz 334006 317440
16S-D-D5-L1_e0017-1-D-D5.fastq.gz 204386 195792
16S-D-D6-L1_e0017-1-D-D6.fastq.gz 224832 214757
16S-D-D7-L1_e0017-1-D-D7.fastq.gz 224889 214303
16S-D-D8-L1_e0017-1-D-D8.fastq.gz 252551 233987
16S-D-D9-L1_e0017-1-D-D9.fastq.gz 263309 252172
16S-D-E1-L1_e0017-1-D-E1.fastq.gz 155872 148095
16S-D-E10-L1_e0017-1-D-E10.fastq.gz 218303 209740
16S-D-E11-L1_e0017-1-D-E11.fastq.gz 205204 195577
16S-D-E2-L1_e0017-1-D-E2.fastq.gz 188853 180452
16S-D-E3-L1_e0017-1-D-E3.fastq.gz 217603 207115
16S-D-E4-L1_e0017-1-D-E4.fastq.gz 228313 218396
16S-D-E5-L1_e0017-1-D-E5.fastq.gz 292729 279824
16S-D-E6-L1_e0017-1-D-E6.fastq.gz 120712 115013
16S-D-E7-L1_e0017-1-D-E7.fastq.gz 223281 212093
16S-D-E8-L1_e0017-1-D-E8.fastq.gz 243643 230926
16S-D-E9-L1_e0017-1-D-E9.fastq.gz 238958 227359
16S-D-F1-L1_e0017-1-D-F1.fastq.gz 235514 224188
16S-D-F10-L1_e0017-1-D-F10.fastq.gz 209298 199940
16S-D-F11-L1_e0017-1-D-F11.fastq.gz 245776 231923
16S-D-F12-L1_e0017-1-D-F12.fastq.gz 261461 249699
16S-D-F2-L1_e0017-1-D-F2.fastq.gz 261510 249427
16S-D-F3-L1_e0017-1-D-F3.fastq.gz 258008 246294
16S-D-F4-L1_e0017-1-D-F4.fastq.gz 211632 202232
16S-D-F5-L1_e0017-1-D-F5.fastq.gz 242258 231692
16S-D-F6-L1_e0017-1-D-F6.fastq.gz 289804 274744
16S-D-F7-L1_e0017-1-D-F7.fastq.gz 206632 194361
16S-D-F8-L1_e0017-1-D-F8.fastq.gz 222679 213508
16S-D-F9-L1_e0017-1-D-F9.fastq.gz 102548 97297
16S-D-G1-L1_e0017-1-D-G1.fastq.gz 260732 249131
16S-D-G10-L1_e0017-1-D-G10.fastq.gz 229971 217327
16S-D-G11-L1_e0017-1-D-G11.fastq.gz 202162 192456
16S-D-G12-L1_e0017-1-D-G12.fastq.gz 248422 238253
16S-D-G2-L1_e0017-1-D-G2.fastq.gz 99401 94044
16S-D-G3-L1_e0017-1-D-G3.fastq.gz 254461 245366
16S-D-G4-L1_e0017-1-D-G4.fastq.gz 261262 248802
16S-D-G5-L1_e0017-1-D-G5.fastq.gz 220525 209687
16S-D-G6-L1_e0017-1-D-G6.fastq.gz 260496 247864
16S-D-G7-L1_e0017-1-D-G7.fastq.gz 227122 215989
16S-D-G8-L1_e0017-1-D-G8.fastq.gz 249843 237427
16S-D-G9-L1_e0017-1-D-G9.fastq.gz 232952 223485
16S-D-H1-L1_e0017-1-D-H1.fastq.gz 2034 1951
16S-D-H10-L1_e0017-1-D-H10.fastq.gz 199662 188810
16S-D-H11-L1_e0017-1-D-H11.fastq.gz 240912 229319
16S-D-H2-L1_e0017-1-D-H2.fastq.gz 227896 215728
16S-D-H3-L1_e0017-1-D-H3.fastq.gz 297873 282649
16S-D-H4-L1_e0017-1-D-H4.fastq.gz 258980 247275
16S-D-H5-L1_e0017-1-D-H5.fastq.gz 225096 214526
16S-D-H6-L1_e0017-1-D-H6.fastq.gz 278494 265859
16S-D-H7-L1_e0017-1-D-H7.fastq.gz 255610 243191
16S-D-H8-L1_e0017-1-D-H8.fastq.gz 252182 240324
16S-D-H9-L1_e0017-1-D-H9.fastq.gz 298091 283868
