rs1	rs2	rt1	rt3	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	sharedSratio	sharedTratio
0.05	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.0023993908871987	0.978051669742384	407.624983057373	1	1
0.2	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.843398377549084	0.980652215177909	1.16273903446161	0.25	1
0.35	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.942824997751037	0.980662341323007	1.0401318841378	0.142857142857143	1
0.5	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.957459852742924	0.980664794874979	1.02423594270358	0.1	1
0.65	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.962412436073525	0.980665863397189	1.01896632528787	0.0769230769230769	1
0.8	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.964779317998812	0.980666454640542	1.01646711983284	0.0625	1
0.95	0.05	0.05	0.05	1	1	alldata	TRUE	FALSE	0.96613809125159	0.980666831404054	1.01503795397782	0.0526315789473684	1
0.05	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00102204927527858	0.104106731376485	101.860775106081	4	1
0.2	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00259795260578562	0.979442835250485	377.005659406285	1	1
0.35	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.0454131950892029	0.980560360434457	21.591970318503	0.571428571428572	1
0.5	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.443605163761131	0.980629759098438	2.21059139795424	0.4	1
0.65	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.75877591930628	0.980647200599374	1.29240685642204	0.307692307692308	1
0.8	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.865385109672056	0.98065432889613	1.13319991057826	0.25	1
0.95	0.2	0.05	0.05	1	1	alldata	TRUE	FALSE	0.907732865148339	0.980658043491803	1.08033770853008	0.210526315789474	1
0.05	0.35	0.05	0.05	1	1	alldata	TRUE	TRUE	0.00099744496162077	0.036629705177325	36.7235352192312	7	1
0.2	0.35	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00122019558118124	0.922638423716121	756.139784429426	1.75	1
0.35	0.35	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00265746926076364	0.979564246461539	368.607931208978	1	1
0.5	0.35	0.05	0.05	1	1	alldata	TRUE	FALSE	0.012596144061991	0.980456832448503	77.8378547929636	0.7	1
0.65	0.35	0.05	0.05	1	1	alldata	TRUE	FALSE	0.0750240344740374	0.980583503317291	13.0702582204724	0.538461538461539	1
0.8	0.35	0.05	0.05	1	1	alldata	TRUE	FALSE	0.310214522182813	0.980621468022444	3.16110754945429	0.4375	1
0.95	0.35	0.05	0.05	1	1	alldata	TRUE	FALSE	0.583215694375787	0.980637705372151	1.68143229825412	0.368421052631579	1
0.05	0.5	0.05	0.05	1	1	alldata	TRUE	TRUE	0.000989960587890521	0.0249021982727507	25.1547370444455	10	1
0.2	0.5	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00108376490577581	0.476885568074013	440.026767366705	2.5	1
0.35	0.5	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00142054079232521	0.97008759285407	682.900201173512	1.42857142857143	1
0.5	0.5	0.05	0.05	1	1	alldata	TRUE	FALSE	0.0026874288655765	0.979608721165598	364.515218882065	1	1
0.65	0.5	0.05	0.05	1	1	alldata	TRUE	FALSE	0.00765567477964905	0.980366824380461	128.057532823436	0.769230769230769	1
0.8	0.5	0.05	0.05	1	1	alldata	TRUE	FALSE	0.0263543059384166	0.980532605936074	37.205783685874	0.625	1
