sample	filename	IlluminaIndex	plate	round2index	round1index	well	experiment	group	passage	mixture	biosample1	biosample2	biosample3	replicate	abxConcentration	household2	household3
e0026-A-0-A1	16S-B-A1-L3	16S-B-A1	e0026.A.0	B	3	A1	e0026	e0026-e0029-e0030	0	NA	XAA-002	NA	NA	1	NA	NA	NA
e0026-A-0-B1	16S-B-B1-L3	16S-B-B1	e0026.A.0	B	3	B1	e0026	e0026-e0029-e0030	0	NA	XAA-029	NA	NA	1	NA	NA	NA
e0026-A-0-C1	16S-B-C1-L3	16S-B-C1	e0026.A.0	B	3	C1	e0026	e0026-e0029-e0030	0	NA	XAA-036	NA	NA	1	NA	NA	NA
e0026-A-0-D1	16S-B-D1-L3	16S-B-D1	e0026.A.0	B	3	D1	e0026	e0026-e0029-e0030	0	NA	XAA-064	NA	NA	1	NA	NA	NA
e0026-A-0-E1	16S-B-E1-L3	16S-B-E1	e0026.A.0	B	3	E1	e0026	e0026-e0029-e0030	0	NA	XAC-002	NA	NA	1	NA	NA	NA
e0026-A-0-F1	16S-B-F1-L3	16S-B-F1	e0026.A.0	B	3	F1	e0026	e0026-e0029-e0030	0	NA	XAC-029	NA	NA	1	NA	NA	NA
e0026-A-0-G1	16S-B-G1-L3	16S-B-G1	e0026.A.0	B	3	G1	e0026	e0026-e0029-e0030	0	NA	XAC-036	NA	NA	1	NA	NA	NA
e0026-A-0-H1	16S-B-H1-L3	16S-B-H1	e0026.A.0	B	3	H1	e0026	e0026-e0029-e0030	0	NA	XAC-064	NA	NA	1	NA	NA	NA
e0026-A-0-A2	16S-B-A2-L3	16S-B-A2	e0026.A.0	B	3	A2	e0026	e0026-e0029-e0030	0	NA	XAD-002	NA	NA	1	NA	NA	NA
e0026-A-0-B2	16S-B-B2-L3	16S-B-B2	e0026.A.0	B	3	B2	e0026	e0026-e0029-e0030	0	NA	XAD-029	NA	NA	1	NA	NA	NA
e0026-A-0-C2	16S-B-C2-L3	16S-B-C2	e0026.A.0	B	3	C2	e0026	e0026-e0029-e0030	0	NA	XAD-036	NA	NA	1	NA	NA	NA
e0026-A-0-D2	16S-B-D2-L3	16S-B-D2	e0026.A.0	B	3	D2	e0026	e0026-e0029-e0030	0	NA	XAD-063	NA	NA	1	NA	NA	NA
e0026-A-0-E2	16S-B-E2-L3	16S-B-E2	e0026.A.0	B	3	E2	e0026	e0026-e0029-e0030	0	NA	XBA-022	NA	NA	1	NA	NA	NA
e0026-A-0-F2	16S-B-F2-L3	16S-B-F2	e0026.A.0	B	3	F2	e0026	e0026-e0029-e0030	0	NA	XBA-029	NA	NA	1	NA	NA	NA
e0026-A-0-G2	16S-B-G2-L3	16S-B-G2	e0026.A.0	B	3	G2	e0026	e0026-e0029-e0030	0	NA	XBA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H2	16S-B-H2-L3	16S-B-H2	e0026.A.0	B	3	H2	e0026	e0026-e0029-e0030	0	NA	XBA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A3	16S-B-A3-L3	16S-B-A3	e0026.A.0	B	3	A3	e0026	e0026-e0029-e0030	0	NA	XBB-022	NA	NA	1	NA	NA	NA
e0026-A-0-B3	16S-B-B3-L3	16S-B-B3	e0026.A.0	B	3	B3	e0026	e0026-e0029-e0030	0	NA	XBB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C3	16S-B-C3-L3	16S-B-C3	e0026.A.0	B	3	C3	e0026	e0026-e0029-e0030	0	NA	XBB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D3	16S-B-D3-L3	16S-B-D3	e0026.A.0	B	3	D3	e0026	e0026-e0029-e0030	0	NA	XBB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E3	16S-B-E3-L3	16S-B-E3	e0026.A.0	B	3	E3	e0026	e0026-e0029-e0030	0	NA	XCA-001	NA	NA	1	NA	NA	NA
e0026-A-0-F3	16S-B-F3-L3	16S-B-F3	e0026.A.0	B	3	F3	e0026	e0026-e0029-e0030	0	NA	XCA-028	NA	NA	1	NA	NA	NA
e0026-A-0-G3	16S-B-G3-L3	16S-B-G3	e0026.A.0	B	3	G3	e0026	e0026-e0029-e0030	0	NA	XCA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H3	16S-B-H3-L3	16S-B-H3	e0026.A.0	B	3	H3	e0026	e0026-e0029-e0030	0	NA	XCA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A4	16S-B-A4-L3	16S-B-A4	e0026.A.0	B	3	A4	e0026	e0026-e0029-e0030	0	NA	XCB-001	NA	NA	1	NA	NA	NA
e0026-A-0-B4	16S-B-B4-L3	16S-B-B4	e0026.A.0	B	3	B4	e0026	e0026-e0029-e0030	0	NA	XCB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C4	16S-B-C4-L3	16S-B-C4	e0026.A.0	B	3	C4	e0026	e0026-e0029-e0030	0	NA	XCB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D4	16S-B-D4-L3	16S-B-D4	e0026.A.0	B	3	D4	e0026	e0026-e0029-e0030	0	NA	XCB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E4	16S-B-E4-L3	16S-B-E4	e0026.A.0	B	3	E4	e0026	e0026-e0029-e0030	0	NA	XDA-001	NA	NA	1	NA	NA	NA
e0026-A-0-F4	16S-B-F4-L3	16S-B-F4	e0026.A.0	B	3	F4	e0026	e0026-e0029-e0030	0	NA	XDA-029	NA	NA	1	NA	NA	NA
e0026-A-0-G4	16S-B-G4-L3	16S-B-G4	e0026.A.0	B	3	G4	e0026	e0026-e0029-e0030	0	NA	XDA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H4	16S-B-H4-L3	16S-B-H4	e0026.A.0	B	3	H4	e0026	e0026-e0029-e0030	0	NA	XDA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A5	16S-B-A5-L3	16S-B-A5	e0026.A.0	B	3	A5	e0026	e0026-e0029-e0030	0	NA	XDB-001	NA	NA	1	NA	NA	NA
e0026-A-0-B5	16S-B-B5-L3	16S-B-B5	e0026.A.0	B	3	B5	e0026	e0026-e0029-e0030	0	NA	XDB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C5	16S-B-C5-L3	16S-B-C5	e0026.A.0	B	3	C5	e0026	e0026-e0029-e0030	0	NA	XDB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D5	16S-B-D5-L3	16S-B-D5	e0026.A.0	B	3	D5	e0026	e0026-e0029-e0030	0	NA	XDB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E5	16S-B-E5-L3	16S-B-E5	e0026.A.0	B	3	E5	e0026	e0026-e0029-e0030	0	NA	XEA-001	NA	NA	1	NA	NA	NA
e0026-A-0-F5	16S-B-F5-L3	16S-B-F5	e0026.A.0	B	3	F5	e0026	e0026-e0029-e0030	0	NA	XEA-029	NA	NA	1	NA	NA	NA
e0026-A-0-G5	16S-B-G5-L3	16S-B-G5	e0026.A.0	B	3	G5	e0026	e0026-e0029-e0030	0	NA	XEA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H5	16S-B-H5-L3	16S-B-H5	e0026.A.0	B	3	H5	e0026	e0026-e0029-e0030	0	NA	XEA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A6	16S-B-A6-L3	16S-B-A6	e0026.A.0	B	3	A6	e0026	e0026-e0029-e0030	0	NA	XEB-001	NA	NA	1	NA	NA	NA
e0026-A-0-B6	16S-B-B6-L3	16S-B-B6	e0026.A.0	B	3	B6	e0026	e0026-e0029-e0030	0	NA	XEB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C6	16S-B-C6-L3	16S-B-C6	e0026.A.0	B	3	C6	e0026	e0026-e0029-e0030	0	NA	XEB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D6	16S-B-D6-L3	16S-B-D6	e0026.A.0	B	3	D6	e0026	e0026-e0029-e0030	0	NA	XEB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E6	16S-B-E6-L3	16S-B-E6	e0026.A.0	B	3	E6	e0026	e0026-e0029-e0030	0	NA	XFA-001	NA	NA	1	NA	NA	NA
e0026-A-0-F6	16S-B-F6-L3	16S-B-F6	e0026.A.0	B	3	F6	e0026	e0026-e0029-e0030	0	NA	XFA-029	NA	NA	1	NA	NA	NA
e0026-A-0-G6	16S-B-G6-L3	16S-B-G6	e0026.A.0	B	3	G6	e0026	e0026-e0029-e0030	0	NA	XFA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H6	16S-B-H6-L3	16S-B-H6	e0026.A.0	B	3	H6	e0026	e0026-e0029-e0030	0	NA	XFA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A7	16S-B-A7-L3	16S-B-A7	e0026.A.0	B	3	A7	e0026	e0026-e0029-e0030	0	NA	XFB-001	NA	NA	1	NA	NA	NA
e0026-A-0-B7	16S-B-B7-L3	16S-B-B7	e0026.A.0	B	3	B7	e0026	e0026-e0029-e0030	0	NA	XFB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C7	16S-B-C7-L3	16S-B-C7	e0026.A.0	B	3	C7	e0026	e0026-e0029-e0030	0	NA	XFB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D7	16S-B-D7-L3	16S-B-D7	e0026.A.0	B	3	D7	e0026	e0026-e0029-e0030	0	NA	XFB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E7	16S-B-E7-L3	16S-B-E7	e0026.A.0	B	3	E7	e0026	e0026-e0029-e0030	0	NA	XGA-001	NA	NA	1	NA	NA	NA
e0026-A-0-F7	16S-B-F7-L3	16S-B-F7	e0026.A.0	B	3	F7	e0026	e0026-e0029-e0030	0	NA	XGA-029	NA	NA	1	NA	NA	NA
e0026-A-0-G7	16S-B-G7-L3	16S-B-G7	e0026.A.0	B	3	G7	e0026	e0026-e0029-e0030	0	NA	XGA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H7	16S-B-H7-L3	16S-B-H7	e0026.A.0	B	3	H7	e0026	e0026-e0029-e0030	0	NA	XGA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A8	16S-B-A8-L3	16S-B-A8	e0026.A.0	B	3	A8	e0026	e0026-e0029-e0030	0	NA	XGB-001	NA	NA	1	NA	NA	NA
e0026-A-0-B8	16S-B-B8-L3	16S-B-B8	e0026.A.0	B	3	B8	e0026	e0026-e0029-e0030	0	NA	XGB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C8	16S-B-C8-L3	16S-B-C8	e0026.A.0	B	3	C8	e0026	e0026-e0029-e0030	0	NA	XGB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D8	16S-B-D8-L3	16S-B-D8	e0026.A.0	B	3	D8	e0026	e0026-e0029-e0030	0	NA	XGB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E8	16S-B-E8-L3	16S-B-E8	e0026.A.0	B	3	E8	e0026	e0026-e0029-e0030	0	NA	XGC-001	NA	NA	1	NA	NA	NA
e0026-A-0-F8	16S-B-F8-L3	16S-B-F8	e0026.A.0	B	3	F8	e0026	e0026-e0029-e0030	0	NA	XGC-029	NA	NA	1	NA	NA	NA
e0026-A-0-G8	16S-B-G8-L3	16S-B-G8	e0026.A.0	B	3	G8	e0026	e0026-e0029-e0030	0	NA	XGC-037	NA	NA	1	NA	NA	NA
e0026-A-0-H8	16S-B-H8-L3	16S-B-H8	e0026.A.0	B	3	H8	e0026	e0026-e0029-e0030	0	NA	XGC-064	NA	NA	1	NA	NA	NA
e0026-A-0-A9	16S-B-A9-L3	16S-B-A9	e0026.A.0	B	3	A9	e0026	e0026-e0029-e0030	0	NA	XHA-003	NA	NA	1	NA	NA	NA
e0026-A-0-B9	16S-B-B9-L3	16S-B-B9	e0026.A.0	B	3	B9	e0026	e0026-e0029-e0030	0	NA	XHA-029	NA	NA	1	NA	NA	NA
e0026-A-0-C9	16S-B-C9-L3	16S-B-C9	e0026.A.0	B	3	C9	e0026	e0026-e0029-e0030	0	NA	XHA-036	NA	NA	1	NA	NA	NA
e0026-A-0-D9	16S-B-D9-L3	16S-B-D9	e0026.A.0	B	3	D9	e0026	e0026-e0029-e0030	0	NA	XHA-064	NA	NA	1	NA	NA	NA
e0026-A-0-E9	16S-B-E9-L3	16S-B-E9	e0026.A.0	B	3	E9	e0026	e0026-e0029-e0030	0	NA	XHB-001	NA	NA	1	NA	NA	NA
e0026-A-0-F9	16S-B-F9-L3	16S-B-F9	e0026.A.0	B	3	F9	e0026	e0026-e0029-e0030	0	NA	XHB-029	NA	NA	1	NA	NA	NA
e0026-A-0-G9	16S-B-G9-L3	16S-B-G9	e0026.A.0	B	3	G9	e0026	e0026-e0029-e0030	0	NA	XHB-036	NA	NA	1	NA	NA	NA
e0026-A-0-H9	16S-B-H9-L3	16S-B-H9	e0026.A.0	B	3	H9	e0026	e0026-e0029-e0030	0	NA	XHB-064	NA	NA	1	NA	NA	NA
e0026-A-0-A10	16S-B-A10-L3	16S-B-A10	e0026.A.0	B	3	A10	e0026	e0026-e0029-e0030	0	NA	XHC-001	NA	NA	1	NA	NA	NA
e0026-A-0-B10	16S-B-B10-L3	16S-B-B10	e0026.A.0	B	3	B10	e0026	e0026-e0029-e0030	0	NA	XHC-029	NA	NA	1	NA	NA	NA
e0026-A-0-C10	16S-B-C10-L3	16S-B-C10	e0026.A.0	B	3	C10	e0026	e0026-e0029-e0030	0	NA	XHC-036	NA	NA	1	NA	NA	NA
e0026-A-0-D10	16S-B-D10-L3	16S-B-D10	e0026.A.0	B	3	D10	e0026	e0026-e0029-e0030	0	NA	XHC-064	NA	NA	1	NA	NA	NA
e0026-A-0-E10	16S-B-E10-L3	16S-B-E10	e0026.A.0	B	3	E10	e0026	e0026-e0029-e0030	0	NA	XIA-002	NA	NA	1	NA	NA	NA
e0026-A-0-F10	16S-B-F10-L3	16S-B-F10	e0026.A.0	B	3	F10	e0026	e0026-e0029-e0030	0	NA	XIA-029	NA	NA	1	NA	NA	NA
e0026-A-0-G10	16S-B-G10-L3	16S-B-G10	e0026.A.0	B	3	G10	e0026	e0026-e0029-e0030	0	NA	XIA-036	NA	NA	1	NA	NA	NA
e0026-A-0-H10	16S-B-H10-L3	16S-B-H10	e0026.A.0	B	3	H10	e0026	e0026-e0029-e0030	0	NA	XIA-064	NA	NA	1	NA	NA	NA
e0026-A-0-A11	16S-B-A11-L3	16S-B-A11	e0026.A.0	B	3	A11	e0026	e0026-e0029-e0030	0	NA	XIB-002	NA	NA	1	NA	NA	NA
e0026-A-0-B11	16S-B-B11-L3	16S-B-B11	e0026.A.0	B	3	B11	e0026	e0026-e0029-e0030	0	NA	XIB-029	NA	NA	1	NA	NA	NA
e0026-A-0-C11	16S-B-C11-L3	16S-B-C11	e0026.A.0	B	3	C11	e0026	e0026-e0029-e0030	0	NA	XIB-036	NA	NA	1	NA	NA	NA
e0026-A-0-D11	16S-B-D11-L3	16S-B-D11	e0026.A.0	B	3	D11	e0026	e0026-e0029-e0030	0	NA	XIB-064	NA	NA	1	NA	NA	NA
e0026-A-0-E11	16S-B-E11-L3	16S-B-E11	e0026.A.0	B	3	E11	e0026	e0026-e0029-e0030	0	NA	XIC-008	NA	NA	1	NA	NA	NA
e0026-A-0-F11	16S-B-F11-L3	16S-B-F11	e0026.A.0	B	3	F11	e0026	e0026-e0029-e0030	0	NA	XIC-029	NA	NA	1	NA	NA	NA
e0026-A-0-G11	16S-B-G11-L3	16S-B-G11	e0026.A.0	B	3	G11	e0026	e0026-e0029-e0030	0	NA	XIC-036	NA	NA	1	NA	NA	NA
e0026-A-0-H11	16S-B-H11-L3	16S-B-H11	e0026.A.0	B	3	H11	e0026	e0026-e0029-e0030	0	NA	XIC-064	NA	NA	1	NA	NA	NA
e0026-A-0-A12	16S-B-A12-L3	16S-B-A12	e0026.A.0	B	3	A12	e0026	e0026-e0029-e0030	0	NA	XJA-001	NA	NA	1	NA	NA	NA
e0026-A-0-B12	16S-B-B12-L3	16S-B-B12	e0026.A.0	B	3	B12	e0026	e0026-e0029-e0030	0	NA	XJA-029	NA	NA	1	NA	NA	NA
e0026-A-0-C12	16S-B-C12-L3	16S-B-C12	e0026.A.0	B	3	C12	e0026	e0026-e0029-e0030	0	NA	XJA-036	NA	NA	1	NA	NA	NA
e0026-A-0-D12	16S-B-D12-L3	16S-B-D12	e0026.A.0	B	3	D12	e0026	e0026-e0029-e0030	0	NA	XJA-064	NA	NA	1	NA	NA	NA
e0026-A-0-E12	16S-B-E12-L3	16S-B-E12	e0026.A.0	B	3	E12	e0026	e0026-e0029-e0030	0	NA	XJB-001	NA	NA	1	NA	NA	NA
e0026-A-0-F12	16S-B-F12-L3	16S-B-F12	e0026.A.0	B	3	F12	e0026	e0026-e0029-e0030	0	NA	XJB-029	NA	NA	1	NA	NA	NA
e0026-A-0-G12	16S-B-G12-L3	16S-B-G12	e0026.A.0	B	3	G12	e0026	e0026-e0029-e0030	0	NA	XJB-036	NA	NA	1	NA	NA	NA
e0026-A-0-H12	16S-B-H12-L3	16S-B-H12	e0026.A.0	B	3	H12	e0026	e0026-e0029-e0030	0	NA	XJB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A1	16S-B-A1-L4	16S-B-A1	e0026.B.0	B	4	A1	e0026	e0026-e0029-e0030	0	NA	XKA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B1	16S-B-B1-L4	16S-B-B1	e0026.B.0	B	4	B1	e0026	e0026-e0029-e0030	0	NA	XKA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C1	16S-B-C1-L4	16S-B-C1	e0026.B.0	B	4	C1	e0026	e0026-e0029-e0030	0	NA	XKA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D1	16S-B-D1-L4	16S-B-D1	e0026.B.0	B	4	D1	e0026	e0026-e0029-e0030	0	NA	XKA-064	NA	NA	1	NA	NA	NA
e0026-B-0-E1	16S-B-E1-L4	16S-B-E1	e0026.B.0	B	4	E1	e0026	e0026-e0029-e0030	0	NA	XKB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F1	16S-B-F1-L4	16S-B-F1	e0026.B.0	B	4	F1	e0026	e0026-e0029-e0030	0	NA	XKB-029	NA	NA	1	NA	NA	NA
e0026-B-0-G1	16S-B-G1-L4	16S-B-G1	e0026.B.0	B	4	G1	e0026	e0026-e0029-e0030	0	NA	XKB-036	NA	NA	1	NA	NA	NA
e0026-B-0-H1	16S-B-H1-L4	16S-B-H1	e0026.B.0	B	4	H1	e0026	e0026-e0029-e0030	0	NA	XKB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A2	16S-B-A2-L4	16S-B-A2	e0026.B.0	B	4	A2	e0026	e0026-e0029-e0030	0	NA	XLA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B2	16S-B-B2-L4	16S-B-B2	e0026.B.0	B	4	B2	e0026	e0026-e0029-e0030	0	NA	XLA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C2	16S-B-C2-L4	16S-B-C2	e0026.B.0	B	4	C2	e0026	e0026-e0029-e0030	0	NA	XLA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D2	16S-B-D2-L4	16S-B-D2	e0026.B.0	B	4	D2	e0026	e0026-e0029-e0030	0	NA	XLA-064	NA	NA	1	NA	NA	NA
e0026-B-0-E2	16S-B-E2-L4	16S-B-E2	e0026.B.0	B	4	E2	e0026	e0026-e0029-e0030	0	NA	XLB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F2	16S-B-F2-L4	16S-B-F2	e0026.B.0	B	4	F2	e0026	e0026-e0029-e0030	0	NA	XLB-029	NA	NA	1	NA	NA	NA
e0026-B-0-G2	16S-B-G2-L4	16S-B-G2	e0026.B.0	B	4	G2	e0026	e0026-e0029-e0030	0	NA	XLB-036	NA	NA	1	NA	NA	NA
e0026-B-0-H2	16S-B-H2-L4	16S-B-H2	e0026.B.0	B	4	H2	e0026	e0026-e0029-e0030	0	NA	XLB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A3	16S-B-A3-L4	16S-B-A3	e0026.B.0	B	4	A3	e0026	e0026-e0029-e0030	0	NA	XMA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B3	16S-B-B3-L4	16S-B-B3	e0026.B.0	B	4	B3	e0026	e0026-e0029-e0030	0	NA	XMA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C3	16S-B-C3-L4	16S-B-C3	e0026.B.0	B	4	C3	e0026	e0026-e0029-e0030	0	NA	XMA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D3	16S-B-D3-L4	16S-B-D3	e0026.B.0	B	4	D3	e0026	e0026-e0029-e0030	0	NA	XMA-064	NA	NA	1	NA	NA	NA
e0026-B-0-E3	16S-B-E3-L4	16S-B-E3	e0026.B.0	B	4	E3	e0026	e0026-e0029-e0030	0	NA	XMB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F3	16S-B-F3-L4	16S-B-F3	e0026.B.0	B	4	F3	e0026	e0026-e0029-e0030	0	NA	XMB-029	NA	NA	1	NA	NA	NA
e0026-B-0-G3	16S-B-G3-L4	16S-B-G3	e0026.B.0	B	4	G3	e0026	e0026-e0029-e0030	0	NA	XMB-036	NA	NA	1	NA	NA	NA
e0026-B-0-H3	16S-B-H3-L4	16S-B-H3	e0026.B.0	B	4	H3	e0026	e0026-e0029-e0030	0	NA	XMB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A4	16S-B-A4-L4	16S-B-A4	e0026.B.0	B	4	A4	e0026	e0026-e0029-e0030	0	NA	XNA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B4	16S-B-B4-L4	16S-B-B4	e0026.B.0	B	4	B4	e0026	e0026-e0029-e0030	0	NA	XNA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C4	16S-B-C4-L4	16S-B-C4	e0026.B.0	B	4	C4	e0026	e0026-e0029-e0030	0	NA	XNA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D4	16S-B-D4-L4	16S-B-D4	e0026.B.0	B	4	D4	e0026	e0026-e0029-e0030	0	NA	XNA-064	NA	NA	1	NA	NA	NA
e0026-B-0-E4	16S-B-E4-L4	16S-B-E4	e0026.B.0	B	4	E4	e0026	e0026-e0029-e0030	0	NA	XNB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F4	16S-B-F4-L4	16S-B-F4	e0026.B.0	B	4	F4	e0026	e0026-e0029-e0030	0	NA	XNB-029	NA	NA	1	NA	NA	NA
e0026-B-0-G4	16S-B-G4-L4	16S-B-G4	e0026.B.0	B	4	G4	e0026	e0026-e0029-e0030	0	NA	XNB-036	NA	NA	1	NA	NA	NA
e0026-B-0-H4	16S-B-H4-L4	16S-B-H4	e0026.B.0	B	4	H4	e0026	e0026-e0029-e0030	0	NA	XNB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A5	16S-B-A5-L4	16S-B-A5	e0026.B.0	B	4	A5	e0026	e0026-e0029-e0030	0	NA	XOA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B5	16S-B-B5-L4	16S-B-B5	e0026.B.0	B	4	B5	e0026	e0026-e0029-e0030	0	NA	XOA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C5	16S-B-C5-L4	16S-B-C5	e0026.B.0	B	4	C5	e0026	e0026-e0029-e0030	0	NA	XOA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D5	16S-B-D5-L4	16S-B-D5	e0026.B.0	B	4	D5	e0026	e0026-e0029-e0030	0	NA	XOA-064	NA	NA	1	NA	NA	NA
e0026-B-0-E5	16S-B-E5-L4	16S-B-E5	e0026.B.0	B	4	E5	e0026	e0026-e0029-e0030	0	NA	XOB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F5	16S-B-F5-L4	16S-B-F5	e0026.B.0	B	4	F5	e0026	e0026-e0029-e0030	0	NA	XOB-028	NA	NA	1	NA	NA	NA
e0026-B-0-G5	16S-B-G5-L4	16S-B-G5	e0026.B.0	B	4	G5	e0026	e0026-e0029-e0030	0	NA	XOB-037	NA	NA	1	NA	NA	NA
e0026-B-0-H5	16S-B-H5-L4	16S-B-H5	e0026.B.0	B	4	H5	e0026	e0026-e0029-e0030	0	NA	XOB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A6	16S-B-A6-L4	16S-B-A6	e0026.B.0	B	4	A6	e0026	e0026-e0029-e0030	0	NA	XPA-002	NA	NA	1	NA	NA	NA
e0026-B-0-B6	16S-B-B6-L4	16S-B-B6	e0026.B.0	B	4	B6	e0026	e0026-e0029-e0030	0	NA	XPA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C6	16S-B-C6-L4	16S-B-C6	e0026.B.0	B	4	C6	e0026	e0026-e0029-e0030	0	NA	XPA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D6	16S-B-D6-L4	16S-B-D6	e0026.B.0	B	4	D6	e0026	e0026-e0029-e0030	0	NA	XPA-072	NA	NA	1	NA	NA	NA
e0026-B-0-E6	16S-B-E6-L4	16S-B-E6	e0026.B.0	B	4	E6	e0026	e0026-e0029-e0030	0	NA	XPB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F6	16S-B-F6-L4	16S-B-F6	e0026.B.0	B	4	F6	e0026	e0026-e0029-e0030	0	NA	XPB-028	NA	NA	1	NA	NA	NA
e0026-B-0-G6	16S-B-G6-L4	16S-B-G6	e0026.B.0	B	4	G6	e0026	e0026-e0029-e0030	0	NA	XPB-036	NA	NA	1	NA	NA	NA
e0026-B-0-H6	16S-B-H6-L4	16S-B-H6	e0026.B.0	B	4	H6	e0026	e0026-e0029-e0030	0	NA	XPB-063	NA	NA	1	NA	NA	NA
e0026-B-0-A7	16S-B-A7-L4	16S-B-A7	e0026.B.0	B	4	A7	e0026	e0026-e0029-e0030	0	NA	XQA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B7	16S-B-B7-L4	16S-B-B7	e0026.B.0	B	4	B7	e0026	e0026-e0029-e0030	0	NA	XQA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C7	16S-B-C7-L4	16S-B-C7	e0026.B.0	B	4	C7	e0026	e0026-e0029-e0030	0	NA	XQA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D7	16S-B-D7-L4	16S-B-D7	e0026.B.0	B	4	D7	e0026	e0026-e0029-e0030	0	NA	XQA-064	NA	NA	1	NA	NA	NA
e0026-B-0-E7	16S-B-E7-L4	16S-B-E7	e0026.B.0	B	4	E7	e0026	e0026-e0029-e0030	0	NA	XQB-001	NA	NA	1	NA	NA	NA
e0026-B-0-F7	16S-B-F7-L4	16S-B-F7	e0026.B.0	B	4	F7	e0026	e0026-e0029-e0030	0	NA	XQB-029	NA	NA	1	NA	NA	NA
e0026-B-0-G7	16S-B-G7-L4	16S-B-G7	e0026.B.0	B	4	G7	e0026	e0026-e0029-e0030	0	NA	XQB-036	NA	NA	1	NA	NA	NA
e0026-B-0-H7	16S-B-H7-L4	16S-B-H7	e0026.B.0	B	4	H7	e0026	e0026-e0029-e0030	0	NA	XQB-064	NA	NA	1	NA	NA	NA
e0026-B-0-A8	16S-B-A8-L4	16S-B-A8	e0026.B.0	B	4	A8	e0026	e0026-e0029-e0030	0	NA	XRA-001	NA	NA	1	NA	NA	NA
e0026-B-0-B8	16S-B-B8-L4	16S-B-B8	e0026.B.0	B	4	B8	e0026	e0026-e0029-e0030	0	NA	XRA-029	NA	NA	1	NA	NA	NA
e0026-B-0-C8	16S-B-C8-L4	16S-B-C8	e0026.B.0	B	4	C8	e0026	e0026-e0029-e0030	0	NA	XRA-036	NA	NA	1	NA	NA	NA
e0026-B-0-D8	16S-B-D8-L4	16S-B-D8	e0026.B.0	B	4	D8	e0026	e0026-e0029-e0030	0	NA	XRA-064	NA	NA	1	NA	NA	NA
