sample	filename	IlluminaIndex	plate	round2index	round1index	well	experiment	group	passage	mixture	biosample1	biosample2	biosample3	replicate	abxConcentration	household2	household3
e0030-D-5-D4	16S-C-D4-L6	16S-C-D4	e0030.D.5	C	6	D4	e0030	e0026-e0029-e0030	5	E+(D+XBA-029)	XBA-029	XDB-029	XEB-029	2	NA	D	E
e0030-D-5-E4	16S-C-E4-L6	16S-C-E4	e0030.D.5	C	6	E4	e0030	e0026-e0029-e0030	5	D+(E+XDA-029)	XDA-029	XEB-029	XDB-029	1	NA	E	D
e0030-D-5-F4	16S-C-F4-L6	16S-C-F4	e0030.D.5	C	6	F4	e0030	e0026-e0029-e0030	5	D+(E+XDA-029)	XDA-029	XEB-029	XDB-029	2	NA	E	D
e0030-D-5-G4	16S-C-G4-L6	16S-C-G4	e0030.D.5	C	6	G4	e0030	e0026-e0029-e0030	5	E+(D+XDA-029)	XDA-029	XDB-029	XEB-029	1	NA	D	E
e0030-D-5-H4	16S-C-H4-L6	16S-C-H4	e0030.D.5	C	6	H4	e0030	e0026-e0029-e0030	5	E+(D+XDA-029)	XDA-029	XDB-029	XEB-029	2	NA	D	E
e0030-D-5-A5	16S-C-A5-L6	16S-C-A5	e0030.D.5	C	6	A5	e0030	e0026-e0029-e0030	5	E+(F+XBA-029)	XBA-029	XFB-029	XEB-029	1	NA	F	E
e0030-D-5-B5	16S-C-B5-L6	16S-C-B5	e0030.D.5	C	6	B5	e0030	e0026-e0029-e0030	5	E+(F+XBA-029)	XBA-029	XFB-029	XEB-029	2	NA	F	E
e0030-D-5-C5	16S-C-C5-L6	16S-C-C5	e0030.D.5	C	6	C5	e0030	e0026-e0029-e0030	5	F+(E+XBA-029)	XBA-029	XEB-029	XFB-029	1	NA	E	F
e0030-D-5-D5	16S-C-D5-L6	16S-C-D5	e0030.D.5	C	6	D5	e0030	e0026-e0029-e0030	5	F+(E+XBA-029)	XBA-029	XEB-029	XFB-029	2	NA	E	F
e0030-D-5-E5	16S-C-E5-L6	16S-C-E5	e0030.D.5	C	6	E5	e0030	e0026-e0029-e0030	5	E+(F+XDA-029)	XDA-029	XFB-029	XEB-029	1	NA	F	E
e0030-D-5-F5	16S-C-F5-L6	16S-C-F5	e0030.D.5	C	6	F5	e0030	e0026-e0029-e0030	5	E+(F+XDA-029)	XDA-029	XFB-029	XEB-029	2	NA	F	E
e0030-D-5-G5	16S-C-G5-L6	16S-C-G5	e0030.D.5	C	6	G5	e0030	e0026-e0029-e0030	5	F+(E+XDA-029)	XDA-029	XEB-029	XFB-029	1	NA	E	F
e0030-D-5-H5	16S-C-H5-L6	16S-C-H5	e0030.D.5	C	6	H5	e0030	e0026-e0029-e0030	5	F+(E+XDA-029)	XDA-029	XEB-029	XFB-029	2	NA	E	F
e0030-D-5-A6	16S-C-A6-L6	16S-C-A6	e0030.D.5	C	6	A6	e0030	e0026-e0029-e0030	5	F+(G+XBA-029)	XBA-029	XGB-029	XFB-029	1	NA	G	F
e0030-D-5-B6	16S-C-B6-L6	16S-C-B6	e0030.D.5	C	6	B6	e0030	e0026-e0029-e0030	5	F+(G+XBA-029)	XBA-029	XGB-029	XFB-029	2	NA	G	F
e0030-D-5-C6	16S-C-C6-L6	16S-C-C6	e0030.D.5	C	6	C6	e0030	e0026-e0029-e0030	5	G+(F+XBA-029)	XBA-029	XFB-029	XGB-029	1	NA	F	G
e0030-D-5-D6	16S-C-D6-L6	16S-C-D6	e0030.D.5	C	6	D6	e0030	e0026-e0029-e0030	5	G+(F+XBA-029)	XBA-029	XFB-029	XGB-029	2	NA	F	G
e0030-D-5-E6	16S-C-E6-L6	16S-C-E6	e0030.D.5	C	6	E6	e0030	e0026-e0029-e0030	5	F+(G+XDA-029)	XDA-029	XGB-029	XFB-029	1	NA	G	F
e0030-D-5-F6	16S-C-F6-L6	16S-C-F6	e0030.D.5	C	6	F6	e0030	e0026-e0029-e0030	5	F+(G+XDA-029)	XDA-029	XGB-029	XFB-029	2	NA	G	F
e0030-D-5-G6	16S-C-G6-L6	16S-C-G6	e0030.D.5	C	6	G6	e0030	e0026-e0029-e0030	5	G+(F+XDA-029)	XDA-029	XFB-029	XGB-029	1	NA	F	G
e0030-D-5-H6	16S-C-H6-L6	16S-C-H6	e0030.D.5	C	6	H6	e0030	e0026-e0029-e0030	5	G+(F+XDA-029)	XDA-029	XFB-029	XGB-029	2	NA	F	G
e0030-D-5-A7	16S-C-A7-L6	16S-C-A7	e0030.D.5	C	6	A7	e0030	e0026-e0029-e0030	5	G+(H+XBA-029)	XBA-029	XHB-029	XGB-029	1	NA	H	G
e0030-D-5-B7	16S-C-B7-L6	16S-C-B7	e0030.D.5	C	6	B7	e0030	e0026-e0029-e0030	5	G+(H+XBA-029)	XBA-029	XHB-029	XGB-029	2	NA	H	G
e0030-D-5-C7	16S-C-C7-L6	16S-C-C7	e0030.D.5	C	6	C7	e0030	e0026-e0029-e0030	5	H+(G+XBA-029)	XBA-029	XGB-029	XHB-029	1	NA	G	H
e0030-D-5-D7	16S-C-D7-L6	16S-C-D7	e0030.D.5	C	6	D7	e0030	e0026-e0029-e0030	5	H+(G+XBA-029)	XBA-029	XGB-029	XHB-029	2	NA	G	H
e0030-D-5-E7	16S-C-E7-L6	16S-C-E7	e0030.D.5	C	6	E7	e0030	e0026-e0029-e0030	5	G+(H+XDA-029)	XDA-029	XHB-029	XGB-029	1	NA	H	G
e0030-D-5-F7	16S-C-F7-L6	16S-C-F7	e0030.D.5	C	6	F7	e0030	e0026-e0029-e0030	5	G+(H+XDA-029)	XDA-029	XHB-029	XGB-029	2	NA	H	G
e0030-D-5-G7	16S-C-G7-L6	16S-C-G7	e0030.D.5	C	6	G7	e0030	e0026-e0029-e0030	5	H+(G+XDA-029)	XDA-029	XGB-029	XHB-029	1	NA	G	H
e0030-D-5-H7	16S-C-H7-L6	16S-C-H7	e0030.D.5	C	6	H7	e0030	e0026-e0029-e0030	5	H+(G+XDA-029)	XDA-029	XGB-029	XHB-029	2	NA	G	H
e0030-D-5-A8	16S-C-A8-L6	16S-C-A8	e0030.D.5	C	6	A8	e0030	e0026-e0029-e0030	5	H+(I+XBA-029)	XBA-029	XHB-029	XHB-029	1	NA	I	H
e0030-D-5-B8	16S-C-B8-L6	16S-C-B8	e0030.D.5	C	6	B8	e0030	e0026-e0029-e0030	5	H+(I+XBA-029)	XBA-029	XHB-029	XHB-029	2	NA	I	H
e0030-D-5-C8	16S-C-C8-L6	16S-C-C8	e0030.D.5	C	6	C8	e0030	e0026-e0029-e0030	5	I+(H+XBA-029)	XBA-029	XHB-029	XHB-029	1	NA	H	I
e0030-D-5-D8	16S-C-D8-L6	16S-C-D8	e0030.D.5	C	6	D8	e0030	e0026-e0029-e0030	5	I+(H+XBA-029)	XBA-029	XHB-029	XHB-029	2	NA	H	I
e0030-D-5-E8	16S-C-E8-L6	16S-C-E8	e0030.D.5	C	6	E8	e0030	e0026-e0029-e0030	5	H+(I+XDA-029)	XDA-029	XHB-029	XHB-029	1	NA	I	H
e0030-D-5-F8	16S-C-F8-L6	16S-C-F8	e0030.D.5	C	6	F8	e0030	e0026-e0029-e0030	5	H+(I+XDA-029)	XDA-029	XHB-029	XHB-029	2	NA	I	H
e0030-D-5-G8	16S-C-G8-L6	16S-C-G8	e0030.D.5	C	6	G8	e0030	e0026-e0029-e0030	5	I+(H+XDA-029)	XDA-029	XHB-029	XHB-029	1	NA	H	I
e0030-D-5-H8	16S-C-H8-L6	16S-C-H8	e0030.D.5	C	6	H8	e0030	e0026-e0029-e0030	5	I+(H+XDA-029)	XDA-029	XHB-029	XHB-029	2	NA	H	I
e0030-D-5-A9	16S-C-A9-L6	16S-C-A9	e0030.D.5	C	6	A9	e0030	e0026-e0029-e0030	5	I+(J+XBA-029)	XBA-029	XJB-029	XHB-029	1	NA	J	I
e0030-D-5-B9	16S-C-B9-L6	16S-C-B9	e0030.D.5	C	6	B9	e0030	e0026-e0029-e0030	5	I+(J+XBA-029)	XBA-029	XJB-029	XHB-029	2	NA	J	I
e0030-D-5-C9	16S-C-C9-L6	16S-C-C9	e0030.D.5	C	6	C9	e0030	e0026-e0029-e0030	5	J+(I+XBA-029)	XBA-029	XHB-029	XJB-029	1	NA	I	J
e0030-D-5-D9	16S-C-D9-L6	16S-C-D9	e0030.D.5	C	6	D9	e0030	e0026-e0029-e0030	5	J+(I+XBA-029)	XBA-029	XHB-029	XJB-029	2	NA	I	J
e0030-D-5-E9	16S-C-E9-L6	16S-C-E9	e0030.D.5	C	6	E9	e0030	e0026-e0029-e0030	5	I+(J+XDA-029)	XDA-029	XJB-029	XHB-029	1	NA	J	I
e0030-D-5-F9	16S-C-F9-L6	16S-C-F9	e0030.D.5	C	6	F9	e0030	e0026-e0029-e0030	5	I+(J+XDA-029)	XDA-029	XJB-029	XHB-029	2	NA	J	I
e0030-D-5-G9	16S-C-G9-L6	16S-C-G9	e0030.D.5	C	6	G9	e0030	e0026-e0029-e0030	5	J+(I+XDA-029)	XDA-029	XHB-029	XJB-029	1	NA	I	J
e0030-D-5-H9	16S-C-H9-L6	16S-C-H9	e0030.D.5	C	6	H9	e0030	e0026-e0029-e0030	5	J+(I+XDA-029)	XDA-029	XHB-029	XJB-029	2	NA	I	J
e0030-D-5-A10	16S-C-A10-L6	16S-C-A10	e0030.D.5	C	6	A10	e0030	e0026-e0029-e0030	5	J+(K+XBA-029)	XBA-029	XKB-029	XJB-029	1	NA	K	J
e0030-D-5-B10	16S-C-B10-L6	16S-C-B10	e0030.D.5	C	6	B10	e0030	e0026-e0029-e0030	5	J+(K+XBA-029)	XBA-029	XKB-029	XJB-029	2	NA	K	J
e0030-D-5-C10	16S-C-C10-L6	16S-C-C10	e0030.D.5	C	6	C10	e0030	e0026-e0029-e0030	5	K+(J+XBA-029)	XBA-029	XJB-029	XKB-029	1	NA	J	K
e0030-D-5-D10	16S-C-D10-L6	16S-C-D10	e0030.D.5	C	6	D10	e0030	e0026-e0029-e0030	5	K+(J+XBA-029)	XBA-029	XJB-029	XKB-029	2	NA	J	K
e0030-D-5-E10	16S-C-E10-L6	16S-C-E10	e0030.D.5	C	6	E10	e0030	e0026-e0029-e0030	5	J+(K+XDA-029)	XDA-029	XKB-029	XJB-029	1	NA	K	J
e0030-D-5-F10	16S-C-F10-L6	16S-C-F10	e0030.D.5	C	6	F10	e0030	e0026-e0029-e0030	5	J+(K+XDA-029)	XDA-029	XKB-029	XJB-029	2	NA	K	J
e0030-D-5-G10	16S-C-G10-L6	16S-C-G10	e0030.D.5	C	6	G10	e0030	e0026-e0029-e0030	5	K+(J+XDA-029)	XDA-029	XJB-029	XKB-029	1	NA	J	K
e0030-D-5-H10	16S-C-H10-L6	16S-C-H10	e0030.D.5	C	6	H10	e0030	e0026-e0029-e0030	5	K+(J+XDA-029)	XDA-029	XJB-029	XKB-029	2	NA	J	K
e0030-D-5-A11	16S-C-A11-L6	16S-C-A11	e0030.D.5	C	6	A11	e0030	e0026-e0029-e0030	5	blank+(blank+XBA-029)	XBA-029	blank	blank	1	NA	blank	blank
e0030-D-5-B11	16S-C-B11-L6	16S-C-B11	e0030.D.5	C	6	B11	e0030	e0026-e0029-e0030	5	blank+(blank+XBA-029)	XBA-029	blank	blank	2	NA	blank	blank
e0030-D-5-C11	16S-C-C11-L6	16S-C-C11	e0030.D.5	C	6	C11	e0030	e0026-e0029-e0030	5	blank+(blank+XBA-029)	XBA-029	blank	blank	1	NA	blank	blank
e0030-D-5-D11	16S-C-D11-L6	16S-C-D11	e0030.D.5	C	6	D11	e0030	e0026-e0029-e0030	5	blank+(blank+XBA-029)	XBA-029	blank	blank	2	NA	blank	blank
e0030-D-5-E11	16S-C-E11-L6	16S-C-E11	e0030.D.5	C	6	E11	e0030	e0026-e0029-e0030	5	blank+(blank+XDA-029)	XDA-029	blank	blank	1	NA	blank	blank
e0030-D-5-F11	16S-C-F11-L6	16S-C-F11	e0030.D.5	C	6	F11	e0030	e0026-e0029-e0030	5	blank+(blank+XDA-029)	XDA-029	blank	blank	2	NA	blank	blank
e0030-D-5-G11	16S-C-G11-L6	16S-C-G11	e0030.D.5	C	6	G11	e0030	e0026-e0029-e0030	5	blank+(blank+XDA-029)	XDA-029	blank	blank	1	NA	blank	blank
e0030-D-5-H11	16S-C-H11-L6	16S-C-H11	e0030.D.5	C	6	H11	e0030	e0026-e0029-e0030	5	blank+(blank+XDA-029)	XDA-029	blank	blank	2	NA	blank	blank
e0030-D-5-A12	16S-C-A12-L6	16S-C-A12	e0030.D.5	C	6	A12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XBA-029)	XBA-029	B-mix	B-mix	1	NA	B-mix	B-mix
e0030-D-5-B12	16S-C-B12-L6	16S-C-B12	e0030.D.5	C	6	B12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XBA-029)	XBA-029	B-mix	B-mix	2	NA	B-mix	B-mix
e0030-D-5-C12	16S-C-C12-L6	16S-C-C12	e0030.D.5	C	6	C12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XBA-029)	XBA-029	B-mix	B-mix	1	NA	B-mix	B-mix
e0030-D-5-D12	16S-C-D12-L6	16S-C-D12	e0030.D.5	C	6	D12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XBA-029)	XBA-029	B-mix	B-mix	2	NA	B-mix	B-mix
e0030-D-5-E12	16S-C-E12-L6	16S-C-E12	e0030.D.5	C	6	E12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XDA-029)	XDA-029	B-mix	B-mix	1	NA	B-mix	B-mix
e0030-D-5-F12	16S-C-F12-L6	16S-C-F12	e0030.D.5	C	6	F12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XDA-029)	XDA-029	B-mix	B-mix	2	NA	B-mix	B-mix
e0030-D-5-G12	16S-C-G12-L6	16S-C-G12	e0030.D.5	C	6	G12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XDA-029)	XDA-029	B-mix	B-mix	1	NA	B-mix	B-mix
e0030-D-5-H12	16S-C-H12-L6	16S-C-H12	e0030.D.5	C	6	H12	e0030	e0026-e0029-e0030	5	B-mix+(B-mix+XDA-029)	XDA-029	B-mix	B-mix	2	NA	B-mix	B-mix
e0030-E-5-A1	16S-C-A1-L7	16S-C-A1	e0030.E.5	C	7	A1	e0030	e0026-e0029-e0030	5	K+(B+XEA-029)	XEA-029	XBB-029	XKB-029	1	NA	B	K
e0030-E-5-B1	16S-C-B1-L7	16S-C-B1	e0030.E.5	C	7	B1	e0030	e0026-e0029-e0030	5	K+(B+XEA-029)	XEA-029	XBB-029	XKB-029	2	NA	B	K
e0030-E-5-C1	16S-C-C1-L7	16S-C-C1	e0030.E.5	C	7	C1	e0030	e0026-e0029-e0030	5	B+(K+XEA-029)	XEA-029	XKB-029	XBB-029	1	NA	K	B
e0030-E-5-D1	16S-C-D1-L7	16S-C-D1	e0030.E.5	C	7	D1	e0030	e0026-e0029-e0030	5	B+(K+XEA-029)	XEA-029	XKB-029	XBB-029	2	NA	K	B
e0030-E-5-E1	16S-C-E1-L7	16S-C-E1	e0030.E.5	C	7	E1	e0030	e0026-e0029-e0030	5	K+(B+XKA-029)	XKA-029	XBB-029	XKB-029	1	NA	B	K
e0030-E-5-F1	16S-C-F1-L7	16S-C-F1	e0030.E.5	C	7	F1	e0030	e0026-e0029-e0030	5	K+(B+XKA-029)	XKA-029	XBB-029	XKB-029	2	NA	B	K
e0030-E-5-G1	16S-C-G1-L7	16S-C-G1	e0030.E.5	C	7	G1	e0030	e0026-e0029-e0030	5	B+(K+XKA-029)	XKA-029	XKB-029	XBB-029	1	NA	K	B
e0030-E-5-H1	16S-C-H1-L7	16S-C-H1	e0030.E.5	C	7	H1	e0030	e0026-e0029-e0030	5	B+(K+XKA-029)	XKA-029	XKB-029	XBB-029	2	NA	K	B
e0030-E-5-A2	16S-C-A2-L7	16S-C-A2	e0030.E.5	C	7	A2	e0030	e0026-e0029-e0030	5	B+(C+XEA-029)	XEA-029	XCB-029	XBB-029	1	NA	C	B
e0030-E-5-B2	16S-C-B2-L7	16S-C-B2	e0030.E.5	C	7	B2	e0030	e0026-e0029-e0030	5	B+(C+XEA-029)	XEA-029	XCB-029	XBB-029	2	NA	C	B
e0030-E-5-C2	16S-C-C2-L7	16S-C-C2	e0030.E.5	C	7	C2	e0030	e0026-e0029-e0030	5	C+(B+XEA-029)	XEA-029	XBB-029	XCB-029	1	NA	B	C
e0030-E-5-D2	16S-C-D2-L7	16S-C-D2	e0030.E.5	C	7	D2	e0030	e0026-e0029-e0030	5	C+(B+XEA-029)	XEA-029	XBB-029	XCB-029	2	NA	B	C
e0030-E-5-E2	16S-C-E2-L7	16S-C-E2	e0030.E.5	C	7	E2	e0030	e0026-e0029-e0030	5	B+(C+XKA-029)	XKA-029	XCB-029	XBB-029	1	NA	C	B
e0030-E-5-F2	16S-C-F2-L7	16S-C-F2	e0030.E.5	C	7	F2	e0030	e0026-e0029-e0030	5	B+(C+XKA-029)	XKA-029	XCB-029	XBB-029	2	NA	C	B
e0030-E-5-G2	16S-C-G2-L7	16S-C-G2	e0030.E.5	C	7	G2	e0030	e0026-e0029-e0030	5	C+(B+XKA-029)	XKA-029	XBB-029	XCB-029	1	NA	B	C
e0030-E-5-H2	16S-C-H2-L7	16S-C-H2	e0030.E.5	C	7	H2	e0030	e0026-e0029-e0030	5	C+(B+XKA-029)	XKA-029	XBB-029	XCB-029	2	NA	B	C
e0030-E-5-A3	16S-C-A3-L7	16S-C-A3	e0030.E.5	C	7	A3	e0030	e0026-e0029-e0030	5	C+(D+XEA-029)	XEA-029	XDB-029	XCB-029	1	NA	D	C
e0030-E-5-B3	16S-C-B3-L7	16S-C-B3	e0030.E.5	C	7	B3	e0030	e0026-e0029-e0030	5	C+(D+XEA-029)	XEA-029	XDB-029	XCB-029	2	NA	D	C
e0030-E-5-C3	16S-C-C3-L7	16S-C-C3	e0030.E.5	C	7	C3	e0030	e0026-e0029-e0030	5	D+(C+XEA-029)	XEA-029	XCB-029	XDB-029	1	NA	C	D
e0030-E-5-D3	16S-C-D3-L7	16S-C-D3	e0030.E.5	C	7	D3	e0030	e0026-e0029-e0030	5	D+(C+XEA-029)	XEA-029	XCB-029	XDB-029	2	NA	C	D
e0030-E-5-E3	16S-C-E3-L7	16S-C-E3	e0030.E.5	C	7	E3	e0030	e0026-e0029-e0030	5	C+(D+XKA-029)	XKA-029	XDB-029	XCB-029	1	NA	D	C
e0030-E-5-F3	16S-C-F3-L7	16S-C-F3	e0030.E.5	C	7	F3	e0030	e0026-e0029-e0030	5	C+(D+XKA-029)	XKA-029	XDB-029	XCB-029	2	NA	D	C
e0030-E-5-G3	16S-C-G3-L7	16S-C-G3	e0030.E.5	C	7	G3	e0030	e0026-e0029-e0030	5	D+(C+XKA-029)	XKA-029	XCB-029	XDB-029	1	NA	C	D
e0030-E-5-H3	16S-C-H3-L7	16S-C-H3	e0030.E.5	C	7	H3	e0030	e0026-e0029-e0030	5	D+(C+XKA-029)	XKA-029	XCB-029	XDB-029	2	NA	C	D
e0030-E-5-A4	16S-C-A4-L7	16S-C-A4	e0030.E.5	C	7	A4	e0030	e0026-e0029-e0030	5	D+(E+XEA-029)	XEA-029	XEB-029	XDB-029	1	NA	E	D
e0030-E-5-B4	16S-C-B4-L7	16S-C-B4	e0030.E.5	C	7	B4	e0030	e0026-e0029-e0030	5	D+(E+XEA-029)	XEA-029	XEB-029	XDB-029	2	NA	E	D
e0030-E-5-C4	16S-C-C4-L7	16S-C-C4	e0030.E.5	C	7	C4	e0030	e0026-e0029-e0030	5	E+(D+XEA-029)	XEA-029	XDB-029	XEB-029	1	NA	D	E
e0030-E-5-D4	16S-C-D4-L7	16S-C-D4	e0030.E.5	C	7	D4	e0030	e0026-e0029-e0030	5	E+(D+XEA-029)	XEA-029	XDB-029	XEB-029	2	NA	D	E
e0030-E-5-E4	16S-C-E4-L7	16S-C-E4	e0030.E.5	C	7	E4	e0030	e0026-e0029-e0030	5	D+(E+XKA-029)	XKA-029	XEB-029	XDB-029	1	NA	E	D
e0030-E-5-F4	16S-C-F4-L7	16S-C-F4	e0030.E.5	C	7	F4	e0030	e0026-e0029-e0030	5	D+(E+XKA-029)	XKA-029	XEB-029	XDB-029	2	NA	E	D
e0030-E-5-G4	16S-C-G4-L7	16S-C-G4	e0030.E.5	C	7	G4	e0030	e0026-e0029-e0030	5	E+(D+XKA-029)	XKA-029	XDB-029	XEB-029	1	NA	D	E
e0030-E-5-H4	16S-C-H4-L7	16S-C-H4	e0030.E.5	C	7	H4	e0030	e0026-e0029-e0030	5	E+(D+XKA-029)	XKA-029	XDB-029	XEB-029	2	NA	D	E
e0030-E-5-A5	16S-C-A5-L7	16S-C-A5	e0030.E.5	C	7	A5	e0030	e0026-e0029-e0030	5	E+(F+XEA-029)	XEA-029	XFB-029	XEB-029	1	NA	F	E
e0030-E-5-B5	16S-C-B5-L7	16S-C-B5	e0030.E.5	C	7	B5	e0030	e0026-e0029-e0030	5	E+(F+XEA-029)	XEA-029	XFB-029	XEB-029	2	NA	F	E
e0030-E-5-C5	16S-C-C5-L7	16S-C-C5	e0030.E.5	C	7	C5	e0030	e0026-e0029-e0030	5	F+(E+XEA-029)	XEA-029	XEB-029	XFB-029	1	NA	E	F
e0030-E-5-D5	16S-C-D5-L7	16S-C-D5	e0030.E.5	C	7	D5	e0030	e0026-e0029-e0030	5	F+(E+XEA-029)	XEA-029	XEB-029	XFB-029	2	NA	E	F
e0030-E-5-E5	16S-C-E5-L7	16S-C-E5	e0030.E.5	C	7	E5	e0030	e0026-e0029-e0030	5	E+(F+XKA-029)	XKA-029	XFB-029	XEB-029	1	NA	F	E
e0030-E-5-F5	16S-C-F5-L7	16S-C-F5	e0030.E.5	C	7	F5	e0030	e0026-e0029-e0030	5	E+(F+XKA-029)	XKA-029	XFB-029	XEB-029	2	NA	F	E
e0030-E-5-G5	16S-C-G5-L7	16S-C-G5	e0030.E.5	C	7	G5	e0030	e0026-e0029-e0030	5	F+(E+XKA-029)	XKA-029	XEB-029	XFB-029	1	NA	E	F
e0030-E-5-H5	16S-C-H5-L7	16S-C-H5	e0030.E.5	C	7	H5	e0030	e0026-e0029-e0030	5	F+(E+XKA-029)	XKA-029	XEB-029	XFB-029	2	NA	E	F
e0030-E-5-A6	16S-C-A6-L7	16S-C-A6	e0030.E.5	C	7	A6	e0030	e0026-e0029-e0030	5	F+(G+XEA-029)	XEA-029	XGB-029	XFB-029	1	NA	G	F
e0030-E-5-B6	16S-C-B6-L7	16S-C-B6	e0030.E.5	C	7	B6	e0030	e0026-e0029-e0030	5	F+(G+XEA-029)	XEA-029	XGB-029	XFB-029	2	NA	G	F
e0030-E-5-C6	16S-C-C6-L7	16S-C-C6	e0030.E.5	C	7	C6	e0030	e0026-e0029-e0030	5	G+(F+XEA-029)	XEA-029	XFB-029	XGB-029	1	NA	F	G
e0030-E-5-D6	16S-C-D6-L7	16S-C-D6	e0030.E.5	C	7	D6	e0030	e0026-e0029-e0030	5	G+(F+XEA-029)	XEA-029	XFB-029	XGB-029	2	NA	F	G
e0030-E-5-E6	16S-C-E6-L7	16S-C-E6	e0030.E.5	C	7	E6	e0030	e0026-e0029-e0030	5	F+(G+XKA-029)	XKA-029	XGB-029	XFB-029	1	NA	G	F
e0030-E-5-F6	16S-C-F6-L7	16S-C-F6	e0030.E.5	C	7	F6	e0030	e0026-e0029-e0030	5	F+(G+XKA-029)	XKA-029	XGB-029	XFB-029	2	NA	G	F
e0030-E-5-G6	16S-C-G6-L7	16S-C-G6	e0030.E.5	C	7	G6	e0030	e0026-e0029-e0030	5	G+(F+XKA-029)	XKA-029	XFB-029	XGB-029	1	NA	F	G
e0030-E-5-H6	16S-C-H6-L7	16S-C-H6	e0030.E.5	C	7	H6	e0030	e0026-e0029-e0030	5	G+(F+XKA-029)	XKA-029	XFB-029	XGB-029	2	NA	F	G
e0030-E-5-A7	16S-C-A7-L7	16S-C-A7	e0030.E.5	C	7	A7	e0030	e0026-e0029-e0030	5	G+(H+XEA-029)	XEA-029	XHB-029	XGB-029	1	NA	H	G
e0030-E-5-B7	16S-C-B7-L7	16S-C-B7	e0030.E.5	C	7	B7	e0030	e0026-e0029-e0030	5	G+(H+XEA-029)	XEA-029	XHB-029	XGB-029	2	NA	H	G
e0030-E-5-C7	16S-C-C7-L7	16S-C-C7	e0030.E.5	C	7	C7	e0030	e0026-e0029-e0030	5	H+(G+XEA-029)	XEA-029	XGB-029	XHB-029	1	NA	G	H
e0030-E-5-D7	16S-C-D7-L7	16S-C-D7	e0030.E.5	C	7	D7	e0030	e0026-e0029-e0030	5	H+(G+XEA-029)	XEA-029	XGB-029	XHB-029	2	NA	G	H
e0030-E-5-E7	16S-C-E7-L7	16S-C-E7	e0030.E.5	C	7	E7	e0030	e0026-e0029-e0030	5	G+(H+XKA-029)	XKA-029	XHB-029	XGB-029	1	NA	H	G
e0030-E-5-F7	16S-C-F7-L7	16S-C-F7	e0030.E.5	C	7	F7	e0030	e0026-e0029-e0030	5	G+(H+XKA-029)	XKA-029	XHB-029	XGB-029	2	NA	H	G
e0030-E-5-G7	16S-C-G7-L7	16S-C-G7	e0030.E.5	C	7	G7	e0030	e0026-e0029-e0030	5	H+(G+XKA-029)	XKA-029	XGB-029	XHB-029	1	NA	G	H
e0030-E-5-H7	16S-C-H7-L7	16S-C-H7	e0030.E.5	C	7	H7	e0030	e0026-e0029-e0030	5	H+(G+XKA-029)	XKA-029	XGB-029	XHB-029	2	NA	G	H
e0030-E-5-A8	16S-C-A8-L7	16S-C-A8	e0030.E.5	C	7	A8	e0030	e0026-e0029-e0030	5	H+(I+XEA-029)	XEA-029	XHB-029	XHB-029	1	NA	I	H
e0030-E-5-B8	16S-C-B8-L7	16S-C-B8	e0030.E.5	C	7	B8	e0030	e0026-e0029-e0030	5	H+(I+XEA-029)	XEA-029	XHB-029	XHB-029	2	NA	I	H
e0030-E-5-C8	16S-C-C8-L7	16S-C-C8	e0030.E.5	C	7	C8	e0030	e0026-e0029-e0030	5	I+(H+XEA-029)	XEA-029	XHB-029	XHB-029	1	NA	H	I
e0030-E-5-D8	16S-C-D8-L7	16S-C-D8	e0030.E.5	C	7	D8	e0030	e0026-e0029-e0030	5	I+(H+XEA-029)	XEA-029	XHB-029	XHB-029	2	NA	H	I
e0030-E-5-E8	16S-C-E8-L7	16S-C-E8	e0030.E.5	C	7	E8	e0030	e0026-e0029-e0030	5	H+(I+XKA-029)	XKA-029	XHB-029	XHB-029	1	NA	I	H
e0030-E-5-F8	16S-C-F8-L7	16S-C-F8	e0030.E.5	C	7	F8	e0030	e0026-e0029-e0030	5	H+(I+XKA-029)	XKA-029	XHB-029	XHB-029	2	NA	I	H
e0030-E-5-G8	16S-C-G8-L7	16S-C-G8	e0030.E.5	C	7	G8	e0030	e0026-e0029-e0030	5	I+(H+XKA-029)	XKA-029	XHB-029	XHB-029	1	NA	H	I
e0030-E-5-H8	16S-C-H8-L7	16S-C-H8	e0030.E.5	C	7	H8	e0030	e0026-e0029-e0030	5	I+(H+XKA-029)	XKA-029	XHB-029	XHB-029	2	NA	H	I
e0030-E-5-A9	16S-C-A9-L7	16S-C-A9	e0030.E.5	C	7	A9	e0030	e0026-e0029-e0030	5	I+(J+XEA-029)	XEA-029	XJB-029	XHB-029	1	NA	J	I
e0030-E-5-B9	16S-C-B9-L7	16S-C-B9	e0030.E.5	C	7	B9	e0030	e0026-e0029-e0030	5	I+(J+XEA-029)	XEA-029	XJB-029	XHB-029	2	NA	J	I
