sample reads.in reads.out
16S-A-D7-L3_e0050-B-5-3-A-D7.fastq.gz 32377 31237
16S-A-D7-L4_e0049-3-4-A-D7.fastq.gz 11588 11253
16S-A-D7-L5_e0050-A-3-5-A-D7.fastq.gz 20083 19420
16S-A-D7-L6_e0050-B-3-6-A-D7.fastq.gz 16522 15930
16S-A-D7-L7_e0050-8-7-A-D7.fastq.gz 20559 19898
16S-A-D8-L0_e0049-5-0-A-D8.fastq.gz 16 11
16S-A-D8-L1_e0049-8-1-A-D8.fastq.gz 7191 7008
16S-A-D8-L2_e0050-A-5-2-A-D8.fastq.gz 62 60
16S-A-D8-L3_e0050-B-5-3-A-D8.fastq.gz 28 27
16S-A-D8-L4_e0049-3-4-A-D8.fastq.gz 60 46
16S-A-D8-L5_e0050-A-3-5-A-D8.fastq.gz 91 87
16S-A-D8-L6_e0050-B-3-6-A-D8.fastq.gz 34 34
16S-A-D8-L7_e0050-8-7-A-D8.fastq.gz 3 2
16S-A-D9-L0_e0049-5-0-A-D9.fastq.gz 15124 14498
16S-A-D9-L1_e0049-8-1-A-D9.fastq.gz 12855 12469
16S-A-D9-L2_e0050-A-5-2-A-D9.fastq.gz 98 92
16S-A-D9-L3_e0050-B-5-3-A-D9.fastq.gz 40 38
16S-A-D9-L4_e0049-3-4-A-D9.fastq.gz 7554 7068
16S-A-D9-L5_e0050-A-3-5-A-D9.fastq.gz 95 91
16S-A-D9-L6_e0050-B-3-6-A-D9.fastq.gz 84 82
16S-A-D9-L7_e0050-8-7-A-D9.fastq.gz 2 2
16S-A-E1-L0_e0049-5-0-A-E1.fastq.gz 14480 14103
16S-A-E1-L1_e0049-8-1-A-E1.fastq.gz 9350 9097
16S-A-E1-L2_e0050-A-5-2-A-E1.fastq.gz 34325 33271
16S-A-E1-L3_e0050-B-5-3-A-E1.fastq.gz 32206 31295
16S-A-E1-L4_e0049-3-4-A-E1.fastq.gz 8340 8106
16S-A-E1-L5_e0050-A-3-5-A-E1.fastq.gz 18708 18208
16S-A-E1-L6_e0050-B-3-6-A-E1.fastq.gz 27605 26826
16S-A-E1-L7_e0050-8-7-A-E1.fastq.gz 30202 29385
16S-A-E10-L0_e0049-5-0-A-E10.fastq.gz 6085 5908
16S-A-E10-L1_e0049-8-1-A-E10.fastq.gz 8092 7898
16S-A-E10-L2_e0050-A-5-2-A-E10.fastq.gz 18304 17466
16S-A-E10-L3_e0050-B-5-3-A-E10.fastq.gz 10391 10111
16S-A-E10-L4_e0049-3-4-A-E10.fastq.gz 5659 5460
16S-A-E10-L5_e0050-A-3-5-A-E10.fastq.gz 13024 12428
16S-A-E10-L6_e0050-B-3-6-A-E10.fastq.gz 7740 7477
16S-A-E10-L7_e0050-8-7-A-E10.fastq.gz 12712 12230
16S-A-E11-L0_e0049-5-0-A-E11.fastq.gz 11972 11665
16S-A-E11-L1_e0049-8-1-A-E11.fastq.gz 13460 13165
16S-A-E11-L2_e0050-A-5-2-A-E11.fastq.gz 33404 32266
16S-A-E11-L3_e0050-B-5-3-A-E11.fastq.gz 24808 24067
16S-A-E11-L4_e0049-3-4-A-E11.fastq.gz 11431 11108
16S-A-E11-L5_e0050-A-3-5-A-E11.fastq.gz 18664 18135
16S-A-E11-L6_e0050-B-3-6-A-E11.fastq.gz 15133 14655
16S-A-E11-L7_e0050-8-7-A-E11.fastq.gz 23255 22523
16S-A-E12-L0_e0049-5-0-A-E12.fastq.gz 14377 13981
16S-A-E12-L1_e0049-8-1-A-E12.fastq.gz 10849 10555
16S-A-E12-L2_e0050-A-5-2-A-E12.fastq.gz 30839 29593
16S-A-E12-L3_e0050-B-5-3-A-E12.fastq.gz 25249 24303
16S-A-E12-L4_e0049-3-4-A-E12.fastq.gz 11180 10822
16S-A-E12-L5_e0050-A-3-5-A-E12.fastq.gz 21590 20772
16S-A-E12-L6_e0050-B-3-6-A-E12.fastq.gz 14337 13840
16S-A-E12-L7_e0050-8-7-A-E12.fastq.gz 25461 24549
16S-A-E2-L0_e0049-5-0-A-E2.fastq.gz 10615 10305
16S-A-E2-L1_e0049-8-1-A-E2.fastq.gz 10674 10405
16S-A-E2-L2_e0050-A-5-2-A-E2.fastq.gz 29993 28557
16S-A-E2-L3_e0050-B-5-3-A-E2.fastq.gz 23836 22781
16S-A-E2-L4_e0049-3-4-A-E2.fastq.gz 7394 7099
16S-A-E2-L5_e0050-A-3-5-A-E2.fastq.gz 21037 20154
16S-A-E2-L6_e0050-B-3-6-A-E2.fastq.gz 11518 10973
16S-A-E2-L7_e0050-8-7-A-E2.fastq.gz 15615 14970
16S-A-E3-L0_e0049-5-0-A-E3.fastq.gz 9685 9443
16S-A-E3-L1_e0049-8-1-A-E3.fastq.gz 9327 9079
16S-A-E3-L2_e0050-A-5-2-A-E3.fastq.gz 28237 27196
16S-A-E3-L3_e0050-B-5-3-A-E3.fastq.gz 22179 21227
16S-A-E3-L4_e0049-3-4-A-E3.fastq.gz 7139 6890
16S-A-E3-L5_e0050-A-3-5-A-E3.fastq.gz 19860 19027
16S-A-E3-L6_e0050-B-3-6-A-E3.fastq.gz 10493 10083
16S-A-E3-L7_e0050-8-7-A-E3.fastq.gz 16925 16267
16S-A-E4-L0_e0049-5-0-A-E4.fastq.gz 1404 1344
16S-A-E4-L1_e0049-8-1-A-E4.fastq.gz 51 49
16S-A-E4-L2_e0050-A-5-2-A-E4.fastq.gz 134 127
16S-A-E4-L3_e0050-B-5-3-A-E4.fastq.gz 51 49
16S-A-E4-L4_e0049-3-4-A-E4.fastq.gz 55 44
16S-A-E4-L5_e0050-A-3-5-A-E4.fastq.gz 94 92
16S-A-E4-L6_e0050-B-3-6-A-E4.fastq.gz 114 109
16S-A-E4-L7_e0050-8-7-A-E4.fastq.gz 2 0
16S-A-E5-L0_e0049-5-0-A-E5.fastq.gz 9039 8771
16S-A-E5-L1_e0049-8-1-A-E5.fastq.gz 6644 6441
16S-A-E5-L2_e0050-A-5-2-A-E5.fastq.gz 13505 12927
16S-A-E5-L3_e0050-B-5-3-A-E5.fastq.gz 19400 18684
16S-A-E5-L4_e0049-3-4-A-E5.fastq.gz 4659 4488
16S-A-E5-L5_e0050-A-3-5-A-E5.fastq.gz 10302 9935
16S-A-E5-L6_e0050-B-3-6-A-E5.fastq.gz 5966 5730
16S-A-E5-L7_e0050-8-7-A-E5.fastq.gz 9393 9067
16S-A-E6-L0_e0049-5-0-A-E6.fastq.gz 16002 15530
16S-A-E6-L1_e0049-8-1-A-E6.fastq.gz 19035 18500
16S-A-E6-L2_e0050-A-5-2-A-E6.fastq.gz 37251 35784
16S-A-E6-L3_e0050-B-5-3-A-E6.fastq.gz 37685 36337
16S-A-E6-L4_e0049-3-4-A-E6.fastq.gz 9801 9453
16S-A-E6-L5_e0050-A-3-5-A-E6.fastq.gz 16373 15825
16S-A-E6-L6_e0050-B-3-6-A-E6.fastq.gz 16172 15612
16S-A-E6-L7_e0050-8-7-A-E6.fastq.gz 22363 21667
16S-A-E7-L0_e0049-5-0-A-E7.fastq.gz 19844 19233
16S-A-E7-L1_e0049-8-1-A-E7.fastq.gz 16147 15691
16S-A-E7-L2_e0050-A-5-2-A-E7.fastq.gz 32767 31290
16S-A-E7-L3_e0050-B-5-3-A-E7.fastq.gz 24906 23855
16S-A-E7-L4_e0049-3-4-A-E7.fastq.gz 9155 8792
16S-A-E7-L5_e0050-A-3-5-A-E7.fastq.gz 15818 15141
16S-A-E7-L6_e0050-B-3-6-A-E7.fastq.gz 12675 12128
16S-A-E7-L7_e0050-8-7-A-E7.fastq.gz 12165 11701
16S-A-E8-L0_e0049-5-0-A-E8.fastq.gz 48 48
16S-A-E8-L1_e0049-8-1-A-E8.fastq.gz 50 45
16S-A-E8-L2_e0050-A-5-2-A-E8.fastq.gz 93 88
16S-A-E8-L3_e0050-B-5-3-A-E8.fastq.gz 30 27
16S-A-E8-L4_e0049-3-4-A-E8.fastq.gz 48 35
16S-A-E8-L5_e0050-A-3-5-A-E8.fastq.gz 71 68
16S-A-E8-L6_e0050-B-3-6-A-E8.fastq.gz 152 149
16S-A-E8-L7_e0050-8-7-A-E8.fastq.gz 2 0
16S-A-E9-L0_e0049-5-0-A-E9.fastq.gz 9845 9379
16S-A-E9-L1_e0049-8-1-A-E9.fastq.gz 10566 10092
16S-A-E9-L2_e0050-A-5-2-A-E9.fastq.gz 87 82
16S-A-E9-L3_e0050-B-5-3-A-E9.fastq.gz 76 72
16S-A-E9-L4_e0049-3-4-A-E9.fastq.gz 6292 5985
16S-A-E9-L5_e0050-A-3-5-A-E9.fastq.gz 51 48
16S-A-E9-L6_e0050-B-3-6-A-E9.fastq.gz 58 54
16S-A-E9-L7_e0050-8-7-A-E9.fastq.gz 0 0
16S-A-F1-L0_e0049-5-0-A-F1.fastq.gz 13504 13167
16S-A-F1-L1_e0049-8-1-A-F1.fastq.gz 10021 9738
16S-A-F1-L2_e0050-A-5-2-A-F1.fastq.gz 29683 28585
16S-A-F1-L3_e0050-B-5-3-A-F1.fastq.gz 29469 28434
16S-A-F1-L4_e0049-3-4-A-F1.fastq.gz 7364 7145
16S-A-F1-L5_e0050-A-3-5-A-F1.fastq.gz 26380 25430
16S-A-F1-L6_e0050-B-3-6-A-F1.fastq.gz 28118 27237
16S-A-F1-L7_e0050-8-7-A-F1.fastq.gz 28243 27313
16S-A-F10-L0_e0049-5-0-A-F10.fastq.gz 15461 15069
16S-A-F10-L1_e0049-8-1-A-F10.fastq.gz 13068 12726
16S-A-F10-L2_e0050-A-5-2-A-F10.fastq.gz 33182 32134
16S-A-F10-L3_e0050-B-5-3-A-F10.fastq.gz 22979 22313
16S-A-F10-L4_e0049-3-4-A-F10.fastq.gz 7431 7236
16S-A-F10-L5_e0050-A-3-5-A-F10.fastq.gz 28283 27468
16S-A-F10-L6_e0050-B-3-6-A-F10.fastq.gz 9862 9554
16S-A-F10-L7_e0050-8-7-A-F10.fastq.gz 25490 24659
16S-A-F11-L0_e0049-5-0-A-F11.fastq.gz 1331 1300
16S-A-F11-L1_e0049-8-1-A-F11.fastq.gz 1489 1455
16S-A-F11-L2_e0050-A-5-2-A-F11.fastq.gz 3524 3327
16S-A-F11-L3_e0050-B-5-3-A-F11.fastq.gz 3446 3355
16S-A-F11-L4_e0049-3-4-A-F11.fastq.gz 1252 1208
16S-A-F11-L5_e0050-A-3-5-A-F11.fastq.gz 6780 6436
16S-A-F11-L6_e0050-B-3-6-A-F11.fastq.gz 2690 2590
16S-A-F11-L7_e0050-8-7-A-F11.fastq.gz 4463 4278
16S-A-F12-L0_e0049-5-0-A-F12.fastq.gz 13117 12820
16S-A-F12-L1_e0049-8-1-A-F12.fastq.gz 1 0
16S-A-F12-L2_e0050-A-5-2-A-F12.fastq.gz 28010 27150
16S-A-F12-L3_e0050-B-5-3-A-F12.fastq.gz 21359 20783
16S-A-F12-L4_e0049-3-4-A-F12.fastq.gz 8534 8316
16S-A-F12-L5_e0050-A-3-5-A-F12.fastq.gz 24741 24089
16S-A-F12-L6_e0050-B-3-6-A-F12.fastq.gz 789 760
16S-A-F12-L7_e0050-8-7-A-F12.fastq.gz 23045 22396
16S-A-F2-L0_e0049-5-0-A-F2.fastq.gz 9174 8914
16S-A-F2-L1_e0049-8-1-A-F2.fastq.gz 7538 7313
16S-A-F2-L2_e0050-A-5-2-A-F2.fastq.gz 24377 23336
16S-A-F2-L3_e0050-B-5-3-A-F2.fastq.gz 20108 19260
16S-A-F2-L4_e0049-3-4-A-F2.fastq.gz 5124 4896
16S-A-F2-L5_e0050-A-3-5-A-F2.fastq.gz 10538 10142
16S-A-F2-L6_e0050-B-3-6-A-F2.fastq.gz 8255 7905
16S-A-F2-L7_e0050-8-7-A-F2.fastq.gz 11958 11473
16S-A-F3-L0_e0049-5-0-A-F3.fastq.gz 11208 10943
16S-A-F3-L1_e0049-8-1-A-F3.fastq.gz 10697 10442
16S-A-F3-L2_e0050-A-5-2-A-F3.fastq.gz 30831 29912
16S-A-F3-L3_e0050-B-5-3-A-F3.fastq.gz 27608 26892
16S-A-F3-L4_e0049-3-4-A-F3.fastq.gz 7327 7138
16S-A-F3-L5_e0050-A-3-5-A-F3.fastq.gz 11958 11665
16S-A-F3-L6_e0050-B-3-6-A-F3.fastq.gz 11707 11389
16S-A-F3-L7_e0050-8-7-A-F3.fastq.gz 16941 16476
16S-A-F4-L0_e0049-5-0-A-F4.fastq.gz 10011 9713
16S-A-F4-L1_e0049-8-1-A-F4.fastq.gz 13980 13578
16S-A-F4-L2_e0050-A-5-2-A-F4.fastq.gz 251 238
16S-A-F4-L3_e0050-B-5-3-A-F4.fastq.gz 121 115
16S-A-F4-L4_e0049-3-4-A-F4.fastq.gz 6997 6762
16S-A-F4-L5_e0050-A-3-5-A-F4.fastq.gz 46 45
16S-A-F4-L6_e0050-B-3-6-A-F4.fastq.gz 134 132
16S-A-F4-L7_e0050-8-7-A-F4.fastq.gz 1 0
16S-A-F5-L0_e0049-5-0-A-F5.fastq.gz 16402 15827
16S-A-F5-L1_e0049-8-1-A-F5.fastq.gz 14377 13931
16S-A-F5-L2_e0050-A-5-2-A-F5.fastq.gz 22669 21623
16S-A-F5-L3_e0050-B-5-3-A-F5.fastq.gz 32193 30746
16S-A-F5-L4_e0049-3-4-A-F5.fastq.gz 8505 8170
16S-A-F5-L5_e0050-A-3-5-A-F5.fastq.gz 15622 14982
16S-A-F5-L6_e0050-B-3-6-A-F5.fastq.gz 13763 13056
16S-A-F5-L7_e0050-8-7-A-F5.fastq.gz 11629 11233
16S-A-F6-L0_e0049-5-0-A-F6.fastq.gz 15170 14734
16S-A-F6-L1_e0049-8-1-A-F6.fastq.gz 14540 14180
16S-A-F6-L2_e0050-A-5-2-A-F6.fastq.gz 42965 41512
16S-A-F6-L3_e0050-B-5-3-A-F6.fastq.gz 31802 30808
16S-A-F6-L4_e0049-3-4-A-F6.fastq.gz 10343 10048
16S-A-F6-L5_e0050-A-3-5-A-F6.fastq.gz 14282 13889
16S-A-F6-L6_e0050-B-3-6-A-F6.fastq.gz 20522 19868
16S-A-F6-L7_e0050-8-7-A-F6.fastq.gz 14232 13861
16S-A-F7-L0_e0049-5-0-A-F7.fastq.gz 15308 14874
16S-A-F7-L1_e0049-8-1-A-F7.fastq.gz 13421 13021
16S-A-F7-L2_e0050-A-5-2-A-F7.fastq.gz 20923 20060
16S-A-F7-L3_e0050-B-5-3-A-F7.fastq.gz 26094 24951
16S-A-F7-L4_e0049-3-4-A-F7.fastq.gz 7829 7507
16S-A-F7-L5_e0050-A-3-5-A-F7.fastq.gz 18237 17477
16S-A-F7-L6_e0050-B-3-6-A-F7.fastq.gz 9722 9260
16S-A-F7-L7_e0050-8-7-A-F7.fastq.gz 23670 22759
16S-A-F8-L0_e0049-5-0-A-F8.fastq.gz 69 56
16S-A-F8-L1_e0049-8-1-A-F8.fastq.gz 100 98
16S-A-F8-L2_e0050-A-5-2-A-F8.fastq.gz 104 97
16S-A-F8-L3_e0050-B-5-3-A-F8.fastq.gz 40 38
16S-A-F8-L4_e0049-3-4-A-F8.fastq.gz 210 193
16S-A-F8-L5_e0050-A-3-5-A-F8.fastq.gz 55 54
16S-A-F8-L6_e0050-B-3-6-A-F8.fastq.gz 103 97
16S-A-F8-L7_e0050-8-7-A-F8.fastq.gz 5 1
16S-A-F9-L0_e0049-5-0-A-F9.fastq.gz 10294 10016
16S-A-F9-L1_e0049-8-1-A-F9.fastq.gz 8213 8011
16S-A-F9-L2_e0050-A-5-2-A-F9.fastq.gz 53 49
16S-A-F9-L3_e0050-B-5-3-A-F9.fastq.gz 44 41
16S-A-F9-L4_e0049-3-4-A-F9.fastq.gz 6768 6572
16S-A-F9-L5_e0050-A-3-5-A-F9.fastq.gz 63 62
16S-A-F9-L6_e0050-B-3-6-A-F9.fastq.gz 76 75
16S-A-F9-L7_e0050-8-7-A-F9.fastq.gz 4 3
16S-A-G1-L0_e0049-5-0-A-G1.fastq.gz 13761 13402
16S-A-G1-L1_e0049-8-1-A-G1.fastq.gz 11121 10830
16S-A-G1-L2_e0050-A-5-2-A-G1.fastq.gz 27861 26930
16S-A-G1-L3_e0050-B-5-3-A-G1.fastq.gz 31398 30456
16S-A-G1-L4_e0049-3-4-A-G1.fastq.gz 5511 5355
16S-A-G1-L5_e0050-A-3-5-A-G1.fastq.gz 51805 50148
16S-A-G1-L6_e0050-B-3-6-A-G1.fastq.gz 15281 14759
16S-A-G1-L7_e0050-8-7-A-G1.fastq.gz 19889 19251
16S-A-G10-L0_e0049-5-0-A-G10.fastq.gz 12680 12151
16S-A-G10-L1_e0049-8-1-A-G10.fastq.gz 9501 9117
16S-A-G10-L2_e0050-A-5-2-A-G10.fastq.gz 24984 23956
16S-A-G10-L3_e0050-B-5-3-A-G10.fastq.gz 18814 18090
16S-A-G10-L4_e0049-3-4-A-G10.fastq.gz 5122 4902
16S-A-G10-L5_e0050-A-3-5-A-G10.fastq.gz 32747 31558
16S-A-G10-L6_e0050-B-3-6-A-G10.fastq.gz 15669 15068
16S-A-G10-L7_e0050-8-7-A-G10.fastq.gz 30645 29507
16S-A-G11-L0_e0049-5-0-A-G11.fastq.gz 15579 15163
16S-A-G11-L1_e0049-8-1-A-G11.fastq.gz 8023 7805
16S-A-G11-L2_e0050-A-5-2-A-G11.fastq.gz 15376 14783
16S-A-G11-L3_e0050-B-5-3-A-G11.fastq.gz 14081 13587
16S-A-G11-L4_e0049-3-4-A-G11.fastq.gz 4881 4706
16S-A-G11-L5_e0050-A-3-5-A-G11.fastq.gz 34416 33144
16S-A-G11-L6_e0050-B-3-6-A-G11.fastq.gz 375 366
16S-A-G11-L7_e0050-8-7-A-G11.fastq.gz 19825 19121
16S-A-G12-L0_e0049-5-0-A-G12.fastq.gz 9384 9172
16S-A-G12-L1_e0049-8-1-A-G12.fastq.gz 4074 3965
16S-A-G12-L2_e0050-A-5-2-A-G12.fastq.gz 22559 21819
16S-A-G12-L3_e0050-B-5-3-A-G12.fastq.gz 12581 12229
16S-A-G12-L4_e0049-3-4-A-G12.fastq.gz 7552 7353
16S-A-G12-L5_e0050-A-3-5-A-G12.fastq.gz 25985 25303
16S-A-G12-L6_e0050-B-3-6-A-G12.fastq.gz 18967 18386
16S-A-G12-L7_e0050-8-7-A-G12.fastq.gz 26721 25972
16S-A-G2-L0_e0049-5-0-A-G2.fastq.gz 10622 10307
16S-A-G2-L1_e0049-8-1-A-G2.fastq.gz 9802 9535
16S-A-G2-L2_e0050-A-5-2-A-G2.fastq.gz 35949 34518
16S-A-G2-L3_e0050-B-5-3-A-G2.fastq.gz 25041 24217
16S-A-G2-L4_e0049-3-4-A-G2.fastq.gz 6311 6103
16S-A-G2-L5_e0050-A-3-5-A-G2.fastq.gz 19419 18845
16S-A-G2-L6_e0050-B-3-6-A-G2.fastq.gz 18411 17759
16S-A-G2-L7_e0050-8-7-A-G2.fastq.gz 41907 40378
16S-A-G3-L0_e0049-5-0-A-G3.fastq.gz 15081 14694
16S-A-G3-L1_e0049-8-1-A-G3.fastq.gz 13829 13503
16S-A-G3-L2_e0050-A-5-2-A-G3.fastq.gz 42792 41366
16S-A-G3-L3_e0050-B-5-3-A-G3.fastq.gz 26508 25735
16S-A-G3-L4_e0049-3-4-A-G3.fastq.gz 8872 8624
16S-A-G3-L5_e0050-A-3-5-A-G3.fastq.gz 21163 20552
16S-A-G3-L6_e0050-B-3-6-A-G3.fastq.gz 34455 33487
16S-A-G3-L7_e0050-8-7-A-G3.fastq.gz 43260 41899
16S-A-G4-L0_e0049-5-0-A-G4.fastq.gz 11546 11154
16S-A-G4-L1_e0049-8-1-A-G4.fastq.gz 12925 12521
16S-A-G4-L2_e0050-A-5-2-A-G4.fastq.gz 87 83
16S-A-G4-L3_e0050-B-5-3-A-G4.fastq.gz 66 59
16S-A-G4-L4_e0049-3-4-A-G4.fastq.gz 4973 4767
16S-A-G4-L5_e0050-A-3-5-A-G4.fastq.gz 62 59
16S-A-G4-L6_e0050-B-3-6-A-G4.fastq.gz 123 116
16S-A-G4-L7_e0050-8-7-A-G4.fastq.gz 16 11
16S-A-G5-L0_e0049-5-0-A-G5.fastq.gz 13678 13239
16S-A-G5-L1_e0049-8-1-A-G5.fastq.gz 10760 10418
16S-A-G5-L2_e0050-A-5-2-A-G5.fastq.gz 20740 20057
16S-A-G5-L3_e0050-B-5-3-A-G5.fastq.gz 26608 25756
16S-A-G5-L4_e0049-3-4-A-G5.fastq.gz 6496 6253
16S-A-G5-L5_e0050-A-3-5-A-G5.fastq.gz 39536 38452
16S-A-G5-L6_e0050-B-3-6-A-G5.fastq.gz 39863 38544
16S-A-G5-L7_e0050-8-7-A-G5.fastq.gz 37649 36503
16S-A-G6-L0_e0049-5-0-A-G6.fastq.gz 14326 13740
16S-A-G6-L1_e0049-8-1-A-G6.fastq.gz 13512 13020
16S-A-G6-L2_e0050-A-5-2-A-G6.fastq.gz 27751 26602
16S-A-G6-L3_e0050-B-5-3-A-G6.fastq.gz 36850 35575
16S-A-G6-L4_e0049-3-4-A-G6.fastq.gz 8864 8528
16S-A-G6-L5_e0050-A-3-5-A-G6.fastq.gz 53898 52026
16S-A-G6-L6_e0050-B-3-6-A-G6.fastq.gz 44524 42821
16S-A-G6-L7_e0050-8-7-A-G6.fastq.gz 48002 46296
16S-A-G7-L0_e0049-5-0-A-G7.fastq.gz 9928 9682
16S-A-G7-L1_e0049-8-1-A-G7.fastq.gz 9004 8801
16S-A-G7-L2_e0050-A-5-2-A-G7.fastq.gz 14402 13903
16S-A-G7-L3_e0050-B-5-3-A-G7.fastq.gz 14609 14081
16S-A-G7-L4_e0049-3-4-A-G7.fastq.gz 4722 4573
16S-A-G7-L5_e0050-A-3-5-A-G7.fastq.gz 22725 22008
16S-A-G7-L6_e0050-B-3-6-A-G7.fastq.gz 21317 20629
16S-A-G7-L7_e0050-8-7-A-G7.fastq.gz 19850 19285
16S-A-G8-L0_e0049-5-0-A-G8.fastq.gz 92 86
16S-A-G8-L1_e0049-8-1-A-G8.fastq.gz 41 39
16S-A-G8-L2_e0050-A-5-2-A-G8.fastq.gz 44 41
16S-A-G8-L3_e0050-B-5-3-A-G8.fastq.gz 17 17
16S-A-G8-L4_e0049-3-4-A-G8.fastq.gz 5 1
16S-A-G8-L5_e0050-A-3-5-A-G8.fastq.gz 12 12
16S-A-G8-L6_e0050-B-3-6-A-G8.fastq.gz 50 49
16S-A-G8-L7_e0050-8-7-A-G8.fastq.gz 2 0
16S-A-G9-L0_e0049-5-0-A-G9.fastq.gz 9248 8953
16S-A-G9-L1_e0049-8-1-A-G9.fastq.gz 9246 8968
16S-A-G9-L2_e0050-A-5-2-A-G9.fastq.gz 59 53
16S-A-G9-L3_e0050-B-5-3-A-G9.fastq.gz 4 3
16S-A-G9-L4_e0049-3-4-A-G9.fastq.gz 7865 7623
16S-A-G9-L5_e0050-A-3-5-A-G9.fastq.gz 40 39
16S-A-G9-L6_e0050-B-3-6-A-G9.fastq.gz 129 127
16S-A-G9-L7_e0050-8-7-A-G9.fastq.gz 4 0
16S-A-H1-L0_e0049-5-0-A-H1.fastq.gz 12133 11766
16S-A-H1-L1_e0049-8-1-A-H1.fastq.gz 18 17
16S-A-H1-L2_e0050-A-5-2-A-H1.fastq.gz 29660 28647
16S-A-H1-L3_e0050-B-5-3-A-H1.fastq.gz 6664 6474
16S-A-H1-L4_e0049-3-4-A-H1.fastq.gz 14342 13926
16S-A-H1-L5_e0050-A-3-5-A-H1.fastq.gz 49356 47910
16S-A-H1-L6_e0050-B-3-6-A-H1.fastq.gz 22168 21463
16S-A-H1-L7_e0050-8-7-A-H1.fastq.gz 69515 67369
16S-A-H10-L0_e0049-5-0-A-H10.fastq.gz 9741 9357
16S-A-H10-L1_e0049-8-1-A-H10.fastq.gz 3910 3743
16S-A-H10-L2_e0050-A-5-2-A-H10.fastq.gz 27569 26316
16S-A-H10-L3_e0050-B-5-3-A-H10.fastq.gz 37927 36279
16S-A-H10-L4_e0049-3-4-A-H10.fastq.gz 7855 7491
16S-A-H10-L5_e0050-A-3-5-A-H10.fastq.gz 72159 69526
16S-A-H10-L6_e0050-B-3-6-A-H10.fastq.gz 75881 72618
16S-A-H10-L7_e0050-8-7-A-H10.fastq.gz 54644 52235
16S-A-H11-L0_e0049-5-0-A-H11.fastq.gz 4510 4205
16S-A-H11-L1_e0049-8-1-A-H11.fastq.gz 3 3
16S-A-H11-L2_e0050-A-5-2-A-H11.fastq.gz 5116 4793
16S-A-H11-L3_e0050-B-5-3-A-H11.fastq.gz 5006 4710
16S-A-H11-L4_e0049-3-4-A-H11.fastq.gz 2455 2256
16S-A-H11-L5_e0050-A-3-5-A-H11.fastq.gz 10247 9654
16S-A-H11-L6_e0050-B-3-6-A-H11.fastq.gz 6070 5705
16S-A-H11-L7_e0050-8-7-A-H11.fastq.gz 8896 8358
16S-A-H12-L0_e0049-5-0-A-H12.fastq.gz 6818 6587
16S-A-H12-L1_e0049-8-1-A-H12.fastq.gz 0 0
16S-A-H12-L2_e0050-A-5-2-A-H12.fastq.gz 1796 1741
16S-A-H12-L3_e0050-B-5-3-A-H12.fastq.gz 3879 3744
16S-A-H12-L4_e0049-3-4-A-H12.fastq.gz 16099 15567
16S-A-H12-L5_e0050-A-3-5-A-H12.fastq.gz 70855 68603
16S-A-H12-L6_e0050-B-3-6-A-H12.fastq.gz 51568 49793
16S-A-H12-L7_e0050-8-7-A-H12.fastq.gz 47995 46344
16S-A-H2-L0_e0049-5-0-A-H2.fastq.gz 7859 7546
16S-A-H2-L1_e0049-8-1-A-H2.fastq.gz 243 228
16S-A-H2-L2_e0050-A-5-2-A-H2.fastq.gz 29345 28076
16S-A-H2-L3_e0050-B-5-3-A-H2.fastq.gz 41633 40002
16S-A-H2-L4_e0049-3-4-A-H2.fastq.gz 8838 8465
16S-A-H2-L5_e0050-A-3-5-A-H2.fastq.gz 45267 43621
16S-A-H2-L6_e0050-B-3-6-A-H2.fastq.gz 38006 36534
16S-A-H2-L7_e0050-8-7-A-H2.fastq.gz 48469 46534
16S-A-H3-L0_e0049-5-0-A-H3.fastq.gz 11990 11659
16S-A-H3-L1_e0049-8-1-A-H3.fastq.gz 4383 4257
16S-A-H3-L2_e0050-A-5-2-A-H3.fastq.gz 34645 33511
16S-A-H3-L3_e0050-B-5-3-A-H3.fastq.gz 31999 31069
16S-A-H3-L4_e0049-3-4-A-H3.fastq.gz 10356 10046
16S-A-H3-L5_e0050-A-3-5-A-H3.fastq.gz 84710 82095
16S-A-H3-L6_e0050-B-3-6-A-H3.fastq.gz 54609 52988
16S-A-H3-L7_e0050-8-7-A-H3.fastq.gz 55024 53325
16S-A-H4-L0_e0049-5-0-A-H4.fastq.gz 1114 1071
16S-A-H4-L1_e0049-8-1-A-H4.fastq.gz 1 0
16S-A-H4-L2_e0050-A-5-2-A-H4.fastq.gz 52 48
16S-A-H4-L3_e0050-B-5-3-A-H4.fastq.gz 138 122
16S-A-H4-L4_e0049-3-4-A-H4.fastq.gz 20 9
16S-A-H4-L5_e0050-A-3-5-A-H4.fastq.gz 258 249
16S-A-H4-L6_e0050-B-3-6-A-H4.fastq.gz 537 520
16S-A-H4-L7_e0050-8-7-A-H4.fastq.gz 20 6
16S-A-H5-L0_e0049-5-0-A-H5.fastq.gz 11188 10913
16S-A-H5-L1_e0049-8-1-A-H5.fastq.gz 5748 5614
16S-A-H5-L2_e0050-A-5-2-A-H5.fastq.gz 29845 28959
16S-A-H5-L3_e0050-B-5-3-A-H5.fastq.gz 28276 27465
16S-A-H5-L4_e0049-3-4-A-H5.fastq.gz 10539 10244
16S-A-H5-L5_e0050-A-3-5-A-H5.fastq.gz 62397 60936
16S-A-H5-L6_e0050-B-3-6-A-H5.fastq.gz 48072 46694
