MSI	Alignment ID	Average Rt(min)	Average Mz	Metabolite name	INCHIKEY	Adduct type	Bacte0003_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010945_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010953_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010943_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010967_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010969_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010999_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010981_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010955_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_011005_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010965_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010913_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010997_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010995_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010927_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010933_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010917_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010985_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010919_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_011013_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010957_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010959_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_011009_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_011017_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_011023_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010983_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010971_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010935_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010961_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010905_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010991_KCHU015_QE2	mBHI_HilicExtraction_F1_R1_T1_Untargeted_DDA_HILICshort_Pos_011021_KCHU015_QE2	mBHI_HilicExtraction_F1_R2_T1_Untargeted_DDA_HILICshort_Pos_011019_KCHU015_QE2	Strep0007_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_011015_KCHU015_QE2	Strep0007_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010987_KCHU015_QE2	Strep0007_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010973_KCHU015_QE2	Strep0007_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010937_KCHU015_QE2	Strep0007_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010907_KCHU015_QE2	Strep0007_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010901_KCHU015_QE2	Strep0017_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010929_KCHU015_QE2	Strep0017_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010939_KCHU015_QE2	Strep0017_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_011011_KCHU015_QE2	Strep0017_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010911_KCHU015_QE2	Strep0017_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010921_KCHU015_QE2	Strep0017_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_011007_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010915_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010909_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010989_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010979_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010947_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010941_KCHU015_QE2	XFA_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010903_KCHU015_QE2	XFA_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010963_KCHU015_QE2	XFB_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010993_KCHU015_QE2	XFB_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010931_KCHU015_QE2	BK_Pos_1_010897_KCHU015_QE2	BK_Pos_2_010923_KCHU015_QE2	BK_Pos_3_010949_KCHU015_QE2	BK_Pos_4_010975_KCHU015_QE2	BK_Pos_5_011001_KCHU015_QE2	BK_Pos_6_011025_KCHU015_QE2	QC_Pos_1_010899_KCHU015_QE2	QC_Pos_2_010925_KCHU015_QE2	QC_Pos_3_010951_KCHU015_QE2	QC_Pos_4_010977_KCHU015_QE2	QC_Pos_5_011003_KCHU015_QE2	QC_Pos_6_011027_KCHU015_QE2
	7874	2.601	584.07855	Unknown	null	[M+H]+	0	0	410606	0	0	686300	0	0	361389	0	0	404150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67071	0	0	0	0	0	0	0	0	0	0	81788	0	0	0	0	0	0	0	0	288351	0	0	366002	0	0	0	0	0	0	0	0	0	0	0	0	0	69143	0	0
	8557	0.383	670.56067	Unknown	null	[M+H]+	123422	160469	73780	127051	105046	0	209288	184432	0	76123	230466	136963	121465	131082	99178	179834	138224	58100	258916	140550	79865	128716	154537	43348	131650	124835	76206	112242	80093	0	518345	686319	186524	53445	71990	267446	117307	152333	143824	230843	204158	202554	250132	161853	147039	157778	142674	178686	221555	90680	260406	215112	370368	317796	0	0	0	0	0	0	168573	112744	166302	209626	247136	170771
	8619	1.668	682.36383	Unknown	null	[M+H]+	330497	418891	31701	353995	579541	69395	454250	349132	31302	686695	439445	43218	441373	0	90968	412788	88352	85427	357475	346531	88635	539038	370568	61312	418038	624091	0	426047	328701	0	288511	254872	626227	280670	0	614990	127618	165188	551815	252700	47182	545955	244371	28910	308139	220539	0	388431	338607	74182	421881	413114	486792	512286	0	0	0	0	0	0	241950	272321	286112	265552	265102	293476
	5154	2.225	384.17712	Unknown	null	[M+H]+	239760	183602	70175	300420	247914	0	282912	262042	132540	141224	244132	236974	191057	220674	409788	326319	242846	278537	233026	157936	687573	253561	225700	544920	334118	132645	320254	173158	163867	219437	253123	245158	293846	260150	351909	214038	305652	227761	220920	228779	332114	193129	185108	320158	287979	221822	0	173044	184003	226089	0	59043	0	0	0	0	0	0	0	0	139795	109222	114300	96746	162577	75148
	6162	2.695	442.19263	Unknown	null	[M+H]+	177511	236633	603311	260618	158463	523164	221272	172370	686013	276521	190301	687623	235061	199316	82002	323221	286642	48238	268308	204149	87174	156912	333218	53170	309454	234677	44650	274640	269203	0	265343	169112	201433	194137	198556	302305	338643	280072	223982	279086	310029	215819	331836	300920	272111	264743	531357	226442	211737	388647	0	124206	178282	25058	0	0	0	0	0	0	214389	241158	179600	158671	177412	173910
	8868	2.815	734.33411	Unknown	null	[M+H]+	0	0	205667	0	0	174829	0	0	469096	0	0	482474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71646	0	0	0	0	0	0	0	63038	0	0	440388	0	0	523317	687708	567459	290383	200294	0	0	0	0	0	0	55823	107328	0	0	68846	0
	8103	2.925	608.29327	Unknown	null	[M+H]+	415427	490282	302778	434245	513485	354904	515719	472905	538664	433371	440325	544660	600053	606501	687748	611894	538976	571405	487107	625125	574674	443558	464786	499709	544573	490184	566424	551784	559474	483834	684939	522681	456030	458258	443472	477842	567661	669876	591203	641439	502759	572459	505139	498499	533126	543598	484705	554512	519338	523161	0	25246	42314	88545	0	0	0	0	0	0	498732	488080	357100	457861	468990	407327
	5019	2.553	376.67505	Unknown	null	[M+H]+	438343	478393	65989	478241	489987	0	434487	426060	157892	433850	387610	146604	391341	577194	580652	512526	517655	687786	513319	467182	404484	529563	428695	450606	451342	355819	509128	367933	512839	441667	378644	522901	513666	408724	635965	490600	446284	449553	461341	399229	549440	489785	436054	460124	538404	402477	40370	521934	427002	0	0	0	0	0	0	0	0	0	0	0	420633	376407	378850	463297	413142	405423
	8854	2.936	731.37714	Unknown	null	[M+2H]2+	106072	159507	0	46348	59561	0	167760	65192	0	122022	67135	0	44226	193628	45424	43472	227116	41196	142377	70256	218288	75046	78498	205853	155113	154931	137004	105469	109041	90568	157325	183571	161022	48877	210211	187852	275755	285576	211112	135744	270388	0	138646	203219	154562	112035	0	37850	93305	0	0	26544	688449	631468	0	0	0	0	0	0	236850	140984	124187	52368	130310	168355
	8125	1.815	611.05194	Unknown	null	[M+H]+	92024	239388	575657	159484	88727	225276	78172	268564	526768	0	321313	572111	56949	381230	382797	228512	409117	308606	345591	549070	422500	355746	133619	376397	305519	267044	416466	211542	83755	251362	366883	553031	224966	232701	288702	267306	309520	688586	205211	591569	97188	147837	266079	334184	476331	413676	570567	123068	214310	489121	544804	378979	415155	588469	0	0	0	0	0	0	586723	465433	439197	128533	492032	388656
	6886	0.544	492.12201	Unknown	null	[M+H]+	0	0	688626	0	0	467382	0	0	443601	0	0	469243	0	0	0	0	0	24046	0	0	0	0	0	0	0	0	192135	0	0	172578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623440	0	0	624555	51348	0	0	0	0	0	0	0	0	0	263685	216001	253665	286874	237306	192921
	6975	2.479	500.30566	Unknown	null	[M+H]+	193708	192153	73298	683453	262077	159451	296615	372262	153045	525023	207316	176368	313217	381635	218726	413553	46528	377892	316395	194596	307930	265912	393924	633666	313244	588578	641475	382980	577430	688726	89381	233678	397074	299650	266662	122257	587396	155967	283257	337223	161014	415042	281141	391647	264352	185785	683716	292733	0	633208	214400	590503	126295	70504	0	0	0	0	0	0	607330	709286	306024	466710	511323	347957
	8871	0.458	734.56799	Unknown	null	[M+H]+	195856	187207	0	174260	47725	0	160525	295634	0	235355	642721	241915	314446	64807	0	293685	0	0	688815	96741	0	74476	0	186267	236762	125405	0	65077	0	0	448572	346907	436221	39950	0	107542	0	73056	405812	238483	111832	228148	342910	208626	125597	296503	0	127579	310188	69827	288522	418622	335667	338803	0	0	0	0	0	0	0	0	78093	0	65516	0
	3660	2.94	306.68921	Unknown	null	[M+H]+	571242	547546	371662	412412	529817	237692	302907	272908	404227	544522	470501	330630	561600	674305	641090	462063	525637	688910	386927	507552	523216	419708	408976	542021	613589	584088	601224	438361	489078	563168	576748	232488	497281	518984	625265	532984	635929	476199	563115	487894	610005	508470	480048	587772	516435	362231	58368	491855	606638	238264	0	0	35761	35689	0	0	0	0	0	0	340280	541200	296515	346289	496566	432010
	6835	2.743	488.75958	Unknown	null	[M+H]+	228206	301164	0	237498	223437	0	263412	268587	0	332204	172781	56431	162485	191307	76272	263160	252031	74007	121984	227394	231280	274378	240647	157145	160918	366594	272616	243002	211233	317306	246652	358924	301552	169175	265273	349182	115118	326756	213722	338536	291746	333011	145739	204210	240792	183051	0	212083	149567	0	372607	409865	605226	688928	0	0	0	0	0	0	185794	168048	159229	238394	282585	255898
	4206	1.017	334.06888	Unknown	null	[M+H]+	0	0	0	0	0	0	0	0	0	0	32708	0	0	0	0	38984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39714	0	0	0	0	0	645839	0	0	689306	0	55282	50760	101432	0	0	0	0	0	0	0	0	25161	36062	26399	0
	7977	1.631	594.28912	Unknown	null	[M+H]+	139267	102836	76355	116204	116988	56928	99927	82088	59704	116759	133394	156088	150127	94309	140230	53420	54163	87424	111231	103294	103657	170279	160036	189577	77782	132851	148022	149202	133597	172106	206052	163153	114047	129004	83610	163308	90015	91443	128106	69894	209754	116789	116027	148968	77643	77759	64728	186026	94503	41459	417510	689319	0	0	0	0	0	0	0	0	35778	28643	22885	43193	70597	84351
	8071	2.094	604.36993	Unknown	null	[M+H]+	412576	427376	0	401120	428958	0	366614	417942	0	379857	443735	0	403247	383781	689506	483110	381777	588873	425368	494619	336352	521378	392486	389909	445569	413762	519362	449638	300315	463280	556302	597392	410387	372324	321482	364290	473708	371922	464182	514121	494363	432768	429711	471919	457160	492622	0	407114	439449	0	0	0	39602	0	0	0	0	0	0	0	340028	338846	325215	288800	196832	279473
	6995	2.224	501.33133	Unknown	null	[M+2H]2+	468543	422650	179580	325902	275888	93095	386970	235535	195711	146094	385688	86993	305611	266981	75960	219845	366482	70608	436360	427333	0	273029	296972	99575	293228	355449	259987	552427	323046	0	689570	469739	217797	489551	233392	376069	539325	237504	277297	428771	314679	283403	236149	232983	444507	392851	198840	400853	383852	102238	0	0	0	0	0	0	0	0	0	0	300566	310028	170670	177846	283472	189577
	6202	2.315	444.24487	Unknown	null	[M+H]+	245791	130554	230920	407271	432317	281888	411387	303472	503216	340802	195760	331770	339762	689602	348599	280437	0	274588	298759	460916	400725	0	444470	195630	458321	458424	375923	210742	428413	370251	382407	330291	177642	299976	380477	326735	411692	216331	336246	227604	421289	266520	261859	456015	188709	424296	680116	358548	375910	520196	169639	78858	499822	689223	0	0	0	0	0	0	340372	267622	217850	429532	379711	355244
	7448	1.294	542.20392	Unknown	null	[M+H]+	326729	352568	171937	292562	280440	94838	266645	272994	58455	267894	310336	93405	169541	230924	93428	260294	305653	227434	280878	258717	378995	306932	268891	438929	337071	316607	689869	282578	328390	499464	196760	236881	272359	267703	393609	271873	302197	317533	262762	292806	389200	237416	242960	373362	227934	201697	142651	243401	251244	63583	0	0	0	0	0	0	0	0	0	0	135539	125832	239507	89346	120087	157788
	54	1.789	73.03961	Unknown	null	[M+H]+	67938	193821	0	0	0	0	128705	0	0	0	0	0	76165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285965	262460	312544	0	0	0	0	0	0	0	0	0	71719	0	0	0	0	0	0	66342	379286	411639	630848	690425	0	0	0	0	0	0	0	0	0	0	0	0
	3167	1.573	282.11935	Unknown	null	[M+H]+	174194	241759	690852	180022	312731	611515	142752	105142	518381	219898	184705	522710	254427	260579	246086	276131	286310	237282	206792	216926	173797	167461	173045	183152	226826	186890	241583	249575	163564	196136	250666	138658	197592	243209	153060	161022	307363	174117	208662	212259	131168	157178	149749	202337	205014	259850	224541	147642	120572	219552	223168	230354	198801	207505	0	0	0	0	0	0	231518	238080	228833	198239	196082	161810
	7409	1.081	539.25763	Unknown	null	[M+H]+	494374	537356	299601	482112	532582	409238	512511	481106	392018	524974	453683	383351	404956	402273	460969	411732	475928	511638	482823	470771	481117	508478	496935	691268	494941	490392	556820	441546	442782	645461	573326	498671	563893	499250	475786	526964	428036	499723	487501	483989	479042	480736	487485	574284	379777	495861	500862	523613	438380	384001	482168	400817	381735	304494	0	0	0	0	0	0	184993	150713	235882	182051	134866	130787
	1756	1.952	204.06871	Unknown	null	[M+H]+	492478	454124	513454	468856	510220	691299	522809	364089	385819	529142	477729	687601	470790	418243	319358	422217	449130	272686	390251	491378	436852	540943	464348	440171	464731	626442	394233	531971	364748	353503	390703	377085	359803	433156	507859	533855	571035	395156	448828	485800	644206	520241	471032	645501	584052	509428	464947	410709	591521	449119	328960	390405	352124	326285	0	0	0	0	0	0	157953	435109	331060	333484	425549	357803
	6692	2.7	478.20544	Unknown	null	[M+H]+	0	0	0	0	0	0	43289	0	0	0	0	92104	0	0	59400	0	0	49452	0	0	46404	0	0	0	0	0	0	0	0	205624	85843	67915	0	0	0	0	0	34194	51246	0	0	0	149412	0	54911	47194	0	0	0	62676	691403	641805	275329	323465	0	0	0	0	0	0	0	0	0	0	0	0
	2650	1.818	255.24265	Unknown	null	[M+H]+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492137	648136	688086	691472	0	0	0	0	0	0	95285	128115	188187	142742	209195	148696
	5772	1.688	419.11044	Unknown	null	[M+H]+	0	49703	0	45240	50413	0	44306	0	0	25406	30283	0	22920	0	0	0	0	0	0	0	0	32002	0	51477	57216	59458	0	0	71232	0	0	58183	0	37728	0	44484	51652	0	0	0	674255	44434	0	691541	0	0	48024	33422	58041	0	0	0	0	0	0	0	0	0	0	0	40478	0	0	0	0	0
	2701	0.547	258.1889	Unknown	null	[M+H]+	398121	413979	547779	407437	428527	483067	424247	466276	429825	456242	421361	391744	451575	507029	466302	542645	396951	480838	434764	437124	512795	427805	470257	430230	465014	448459	428237	454119	563102	402494	538412	692597	477374	464932	419391	430703	502683	471538	519546	490053	492003	461532	542637	372250	499593	450975	511426	393383	466116	509044	395438	243226	387510	349324	0	0	0	0	0	0	468852	455245	492593	446849	447015	367260
	5542	1.979	406.19717	Unknown	null	[M+H]+	430537	647442	516422	446438	482707	525741	463124	516180	570097	395526	491815	493302	318741	0	0	245734	74583	0	481541	357054	42794	422617	408126	0	464560	505010	0	431758	500604	54155	488866	483808	576467	479565	0	398125	456281	0	520656	498351	483941	443241	466388	448946	368048	353587	692800	450051	417282	604776	0	0	0	66795	0	0	0	0	0	0	395513	304583	102290	211852	274669	260970
	2280	1.665	234.9749	Unknown	null	[M+H]+	82987	155267	0	88116	0	0	92605	52561	0	55036	157046	0	68066	133601	133384	89288	0	659110	0	122712	668927	0	0	427342	130573	78737	117368	66203	133104	0	0	76697	60086	142150	594616	0	190956	692885	208474	109656	534660	137329	64556	550132	0	131509	78896	92446	49258	92665	0	148519	0	143372	0	0	0	0	0	0	0	117967	0	0	0	0
	7243	2.729	524.24591	Unknown	null	[M+H]+	574205	598719	0	602097	536962	133172	632016	607820	582871	539249	544353	420398	529647	571978	193080	527069	483008	239548	589401	412708	523341	554066	580032	379670	470283	599149	509933	473651	598368	526946	635821	681825	518018	493984	612676	575804	478825	561154	553093	631075	586932	497051	592733	625789	693224	492269	269574	625780	531641	217055	39973	101507	167795	270770	0	0	0	0	0	0	389635	484458	549508	461085	399089	465876
	5240	1.093	388.18643	Unknown	null	[M+H]+	27331	30586	528750	0	28378	389281	0	0	392896	30354	34874	562346	0	30002	0	0	0	31951	0	0	34342	0	35800	31902	31422	0	40391	0	0	0	0	0	0	26077	32486	0	0	0	31785	30519	0	0	0	0	0	0	693347	29402	30917	543356	505755	427274	456028	493475	0	0	0	0	0	0	155655	128814	251242	113672	111624	83641
	9146	1.869	834.58356	Unknown	null	[M+H]+	138364	151792	78892	100273	199941	0	168622	169148	0	194465	155285	0	232251	319945	0	180372	126958	0	112994	208058	0	119616	136249	0	148649	310684	190859	208635	187765	0	693996	493364	245141	272791	151474	247999	86605	0	263150	156775	0	74667	226029	0	135231	165204	107588	220978	192986	0	141910	59758	61760	117143	0	0	0	0	0	0	155336	123698	0	88024	76723	0
	4179	2.101	332.20728	Unknown	null	[M+H]+	475307	502092	694248	452551	424168	524126	438475	478367	564196	380488	446796	548200	386773	484640	534455	297510	330049	463237	449204	463260	388365	371491	401413	462439	539541	390187	542611	472378	414566	518328	417471	467802	314971	458521	498683	418893	500318	463676	450553	413074	524337	413959	402349	539978	452063	414427	591130	426825	459156	588607	670973	541257	620120	561824	0	0	0	0	0	0	442020	424616	389771	463806	526112	425358
	6759	2.758	484.21344	Unknown	null	[M+H]+	0	0	234268	0	0	0	0	0	0	0	0	0	0	0	0	59241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530656	0	0	535233	695014	610586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	6601	1.196	472.18539	Unknown	null	[M+H]+	452046	500229	276944	462038	468978	389363	402834	498624	479384	408309	495457	408388	444539	503616	576719	469545	435795	580061	543162	512020	472186	477370	436175	481864	460306	456597	628714	389543	519138	611737	576115	695052	393912	403261	450240	382102	475615	585778	469555	449411	516130	494738	426894	466814	452219	565625	429772	485019	466945	453673	275984	225291	341801	333825	0	0	0	0	0	0	442430	421856	383460	444264	377965	399092
	3808	2.721	314.08401	Unknown	null	[M+H]+	332339	291634	547984	229040	427694	639323	380606	356565	505781	368125	319547	438525	273900	402131	307776	324845	273099	423004	350660	311043	246553	327357	292776	372238	315770	315639	401607	464355	318156	425106	253629	373008	303070	419369	557841	252433	295738	459181	362236	322663	367493	319307	325236	363952	318663	343262	350668	173792	332003	383875	695189	658503	250841	296908	0	0	0	0	0	0	326549	366662	253653	320933	351793	383763
	2244	2.816	232.64682	Unknown	null	[M+H]+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67932	42200	43547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58702	0	0	0	0	0	0	0	0	0	0	36931	0	695191	651281	0	0	0	0	0	0	0	0	0	0	0	0
	3860	1.163	316.13159	Unknown	null	[M+H]+	260803	297692	133338	126303	269234	75056	294895	341975	154944	265697	301113	185487	278631	298342	444030	193063	220893	331247	221563	114740	432102	286780	238383	333544	249868	259343	394056	266797	305752	427216	336793	400373	282864	246035	319550	235563	253656	349051	306039	267364	395739	311649	308451	399558	365060	357829	122763	224556	275294	255685	663545	695336	276376	330524	0	0	0	0	0	0	343089	283838	286327	213799	172673	306899
	4139	1.653	330.23871	Unknown	null	[M+H]+	288649	382849	286823	269199	360722	199023	243632	311185	194048	292094	271005	256144	289565	23680	0	304583	0	0	201799	277250	0	293507	232272	0	224942	276873	32292	300715	330351	0	272038	445443	300735	347961	0	312238	377962	0	272264	349591	695513	294390	302498	601904	235434	318434	306016	309458	321654	214844	0	0	0	0	0	0	0	0	0	0	233135	167392	186119	180652	75466	259457
	6807	1.251	487.22879	Unknown	null	[M+H]+	518617	463353	469033	463785	467926	355977	463579	519947	380473	460581	423982	472186	396361	471059	606197	448411	419615	517887	425702	523482	537529	501599	451557	445050	383169	380097	695597	405592	509894	541030	525348	670892	452747	415493	438621	547654	488800	592884	426323	536381	495131	563918	468904	520945	464617	452201	558323	453601	453097	449931	0	0	301331	433519	0	0	0	0	0	0	451761	481492	424046	402120	418150	430032
	6312	0.562	451.25455	Unknown	null	[M+H]+	490832	531303	441913	471041	421573	315425	453268	523711	426330	396917	434899	411271	396574	643140	637770	476694	582271	618406	415060	506246	508933	494299	437244	506182	514091	409227	533158	516967	580434	523324	537740	622920	479096	519345	516301	479372	572817	695700	514897	585498	563968	518512	533344	622394	629806	480252	449989	447520	479464	461111	131136	191513	122744	139781	0	0	0	0	0	0	413690	360590	367913	463588	416514	448739
	7720	2.105	568.32373	Unknown	null	[M+H]+	345709	286012	0	287129	247151	39439	286324	181993	27518	199898	261074	31996	307993	288361	636910	269805	184619	540984	295692	319848	684777	286857	267815	695930	249715	192026	31216	265850	286254	45379	312175	372274	184422	259060	208281	237503	212028	46667	268940	232483	244801	295517	268484	176477	227078	243150	205632	290057	261188	156754	0	0	33865	0	0	0	0	0	0	0	149499	133786	145798	165759	179112	194397
	3347	2.591	290.10852	Unknown	null	[M+H]+	418280	518880	278047	476006	535051	229303	460328	537553	271515	440171	479682	289482	616363	548453	169803	511258	585645	696415	508438	479694	628037	520375	540575	524218	532655	444361	214998	560503	649775	211404	519380	542136	554919	503599	502861	555687	547502	215127	491079	531413	235437	450168	539913	208745	443574	445186	307896	497018	528077	331597	269138	244950	220000	151245	0	0	0	0	0	0	525029	483909	235369	252537	620684	520790
	5541	1.856	406.19632	Unknown	null	[M+H]+	228801	338436	586833	73338	157566	461477	247128	299732	538636	269676	270602	466214	150011	159570	0	121921	68012	0	115642	266778	0	227251	258867	0	220789	342945	94532	216181	309662	0	294011	348044	275596	249640	0	153998	242710	0	285549	337713	255173	236038	256504	200964	202922	293082	697610	298233	250783	550393	113024	451423	78741	73574	0	0	0	0	0	0	100482	174710	0	127066	129314	121401
	4209	2.22	334.13907	Unknown	null	[M+H]+	288717	417352	589296	317733	333612	681612	391247	326761	697644	323541	395997	551279	293489	173628	58784	255568	84882	56856	435065	472899	80235	386132	212119	94688	421998	363051	0	315096	376011	0	393226	451584	338104	417127	42648	409722	346048	80863	396232	362619	541561	430134	423306	437739	340329	265260	671284	435128	358893	520749	0	0	0	0	0	0	0	0	0	0	170404	218472	262250	199231	205328	243763
	4212	2.121	334.14218	Unknown	null	[M+H]+	122156	147406	697779	86770	140608	406345	162303	94073	387321	151909	111421	575744	92122	134674	58784	155977	119540	138477	125899	108498	125832	154880	111802	86121	131673	93386	0	122316	86404	57395	99547	238500	102277	184611	132280	72702	163748	66915	125486	129672	223514	156927	132388	166640	123707	116350	568024	147215	98666	499386	0	0	0	0	0	0	0	0	0	0	146241	142900	69177	109108	67696	128187
	5648	0.699	413.17398	Unknown	null	[M+H]+	0	66584	48643	0	0	43904	51016	62379	87562	0	30886	47488	37713	48935	67930	31986	48540	87006	31731	32679	0	33316	0	47579	0	33352	698835	47569	36602	564386	96597	173630	0	43648	45793	38988	33214	109898	55412	0	43498	79871	28322	0	0	44496	44670	29965	72231	83021	0	0	0	0	0	0	0	0	0	0	51491	0	47054	54812	77077	42524
	6433	1.507	460.17987	Unknown	null	[M+H]+	370912	380531	244649	374662	371046	223574	394247	366968	253900	404393	391660	289392	386295	378927	404486	379132	421831	479119	386324	358053	479376	422772	381183	607848	401505	373149	674922	409420	407821	699062	379804	396927	366709	419787	528285	361324	439628	481423	370779	415436	470613	326917	334171	421056	378830	405561	326912	441592	367308	259863	65408	63160	377853	303340	0	0	0	0	0	0	241291	210305	272358	227158	244379	329679
	3950	0.498	320.22147	Unknown	null	[M+H]+	356244	343560	85764	281617	293022	34796	302075	323442	0	283668	292164	59930	230469	357451	27236	363799	260581	115832	329971	317235	365647	400139	302621	323439	285044	302924	137964	353749	332289	30996	607015	699125	353666	323412	178538	333705	319080	153173	284764	344588	237772	291867	326566	296757	380796	365863	0	261126	348005	0	125149	108122	182669	162369	0	0	0	0	0	0	273033	262664	172734	231520	189207	228333
